2007 Federal Election House of Representatives Distribution of Preferences By Division [Event:13745 Phase:FinalResults Generated:2008-09-03T12:44:18 Cycle:349e38e7-5eda-4bc7-a4a0-805bff59620f Created:2008-08-13T17:22:12 Environment:TEST Site:Primary Server:TST-VTR04 Version:4.8.0.0]
StateAb,DivisionID,DivisionNm,CountNumber,BallotPosition,CandidateID,Surname,GivenNm,PartyAb,PartyNm,Elected,HistoricElected,CalculationType,CalculationValue
ACT,101,Canberra,1,3,17614,ELLIS,Annette,ALP,Australian Labor Party,Y,Y,Transfer Percent,33.47
ACT,101,Canberra,1,4,17310,HOLDER,John,CEC,Citizens Electoral Council,N,N,Preference Count,0
ACT,101,Canberra,1,4,17310,HOLDER,John,CEC,Citizens Electoral Council,N,N,Preference Percent,0
ACT,101,Canberra,1,4,17310,HOLDER,John,CEC,Citizens Electoral Council,N,N,Transfer Count,-953
ACT,101,Canberra,1,4,17310,HOLDER,John,CEC,Citizens Electoral Council,N,N,Transfer Percent,-100
ACT,101,Canberra,2,1,17277,BRESNAN,Amanda,GRN,The Greens,N,N,Preference Count,0
ACT,101,Canberra,2,1,17277,BRESNAN,Amanda,GRN,The Greens,N,N,Preference Percent,0
ACT,101,Canberra,2,1,17277,BRESNAN,Amanda,GRN,The Greens,N,N,Transfer Count,-15220
ACT,101,Canberra,2,1,17277,BRESNAN,Amanda,GRN,The Greens,N,N,Transfer Percent,-100
ACT,101,Canberra,2,2,18175,COLBERT,Natalie,LP,Liberal,N,N,Preference Count,43871
ACT,101,Canberra,2,2,18175,COLBERT,Natalie,LP,Liberal,N,N,Preference Percent,38.18
ACT,101,Canberra,2,2,18175,COLBERT,Natalie,LP,Liberal,N,N,Transfer Count,3220
ACT,101,Canberra,2,2,18175,COLBERT,Natalie,LP,Liberal,N,N,Transfer Percent,21.16
ACT,101,Canberra,2,3,17614,ELLIS,Annette,ALP,Australian Labor Party,Y,Y,Preference Count,71030
ACT,101,Canberra,2,3,17614,ELLIS,Annette,ALP,Australian Labor Party,Y,Y,Preference Percent,61.82
ACT,101,Canberra,2,3,17614,ELLIS,Annette,ALP,Australian Labor Party,Y,Y,Transfer Count,12000
ACT,101,Canberra,2,3,17614,ELLIS,Annette,ALP,Australian Labor Party,Y,Y,Transfer Percent,78.84
ACT,101,Canberra,2,4,17310,HOLDER,John,CEC,Citizens Electoral Council,N,N,Preference Count,0
ACT,101,Canberra,2,4,17310,HOLDER,John,CEC,Citizens Electoral Council,N,N,Preference Percent,0
ACT,101,Canberra,2,4,17310,HOLDER,John,CEC,Citizens Electoral Council,N,N,Transfer Count,0
ACT,101,Canberra,2,4,17310,HOLDER,John,CEC,Citizens Electoral Council,N,N,Transfer Percent,0
ACT,102,Fraser,0,1,17431,CHURCHILL,Darren,DEM,Australian Democrats,N,N,Preference Count,2509
ACT,102,Fraser,0,1,17431,CHURCHILL,Darren,DEM,Australian Democrats,N,N,Preference Percent,2.31
ACT,102,Fraser,0,1,17431,CHURCHILL,Darren,DEM,Australian Democrats,N,N,Transfer Count,0
ACT,102,Fraser,0,1,17431,CHURCHILL,Darren,DEM,Australian Democrats,N,N,Transfer Percent,0
ACT,102,Fraser,0,2,18176,WILLIAMS,Troy,LP,Liberal,N,N,Preference Count,33936
ACT,102,Fraser,0,2,18176,WILLIAMS,Troy,LP,Liberal,N,N,Preference Percent,31.23
ACT,102,Fraser,0,2,18176,WILLIAMS,Troy,LP,Liberal,N,N,Transfer Count,0
ACT,102,Fraser,0,2,18176,WILLIAMS,Troy,LP,Liberal,N,N,Transfer Percent,0
ACT,102,Fraser,0,3,17613,McMULLAN,Bob,ALP,Australian Labor Party,Y,Y,Preference Count,55533
ACT,102,Fraser,0,3,17613,McMULLAN,Bob,ALP,Australian Labor Party,Y,Y,Preference Percent,51.1
ACT,102,Fraser,0,3,17613,McMULLAN,Bob,ALP,Australian Labor Party,Y,Y,Transfer Count,0
ACT,102,Fraser,0,3,17613,McMULLAN,Bob,ALP,Australian Labor Party,Y,Y,Transfer Percent,0
ACT,102,Fraser,0,4,17311,ARNOLD,Jim,CEC,Citizens Electoral Council,N,N,Preference Count,342
ACT,102,Fraser,0,4,17311,ARNOLD,Jim,CEC,Citizens Electoral Council,N,N,Preference Percent,0.31
ACT,102,Fraser,0,4,17311,ARNOLD,Jim,CEC,Citizens Electoral Council,N,N,Transfer Count,0
ACT,102,Fraser,0,4,17311,ARNOLD,Jim,CEC,Citizens Electoral Council,N,N,Transfer Percent,0
ACT,102,Fraser,0,5,18090,IQBAL,Farida,SAL,Socialist Alliance,N,N,Preference Count,539
ACT,102,Fraser,0,5,18090,IQBAL,Farida,SAL,Socialist Alliance,N,N,Preference Percent,0.5
ACT,102,Fraser,0,5,18090,IQBAL,Farida,SAL,Socialist Alliance,N,N,Transfer Count,0
ACT,102,Fraser,0,5,18090,IQBAL,Farida,SAL,Socialist Alliance,N,N,Transfer Percent,0
ACT,102,Fraser,0,6,18402,TARANTO,Kerri,IND,Independent,N,N,Preference Count,1275
ACT,102,Fraser,0,6,18402,TARANTO,Kerri,IND,Independent,N,N,Preference Percent,1.17
ACT,102,Fraser,0,6,18402,TARANTO,Kerri,IND,Independent,N,N,Transfer Count,0
ACT,102,Fraser,0,6,18402,TARANTO,Kerri,IND,Independent,N,N,Transfer Percent,0
ACT,102,Fraser,0,7,17278,HUNTER,Meredith,GRN,The Greens,N,N,Preference Count,14546
ACT,102,Fraser,0,7,17278,HUNTER,Meredith,GRN,The Greens,N,N,Preference Percent,13.38
ACT,102,Fraser,0,7,17278,HUNTER,Meredith,GRN,The Greens,N,N,Transfer Count,0
ACT,102,Fraser,0,7,17278,HUNTER,Meredith,GRN,The Greens,N,N,Transfer Percent,0
ACT,102,Fraser,1,1,17431,CHURCHILL,Darren,DEM,Australian Democrats,N,N,Preference Count,2552
ACT,102,Fraser,1,1,17431,CHURCHILL,Darren,DEM,Australian Democrats,N,N,Preference Percent,2.35
ACT,102,Fraser,1,1,17431,CHURCHILL,Darren,DEM,Australian Democrats,N,N,Transfer Count,43
ACT,102,Fraser,1,1,17431,CHURCHILL,Darren,DEM,Australian Democrats,N,N,Transfer Percent,12.57
ACT,102,Fraser,1,2,18176,WILLIAMS,Troy,LP,Liberal,N,N,Preference Count,33989
ACT,102,Fraser,1,2,18176,WILLIAMS,Troy,LP,Liberal,N,N,Preference Percent,31.27
ACT,102,Fraser,1,2,18176,WILLIAMS,Troy,LP,Liberal,N,N,Transfer Count,53
ACT,102,Fraser,1,2,18176,WILLIAMS,Troy,LP,Liberal,N,N,Transfer Percent,15.5
ACT,102,Fraser,1,3,17613,McMULLAN,Bob,ALP,Australian Labor Party,Y,Y,Preference Count,55619
ACT,102,Fraser,1,3,17613,McMULLAN,Bob,ALP,Australian Labor Party,Y,Y,Preference Percent,51.18
ACT,102,Fraser,1,3,17613,McMULLAN,Bob,ALP,Australian Labor Party,Y,Y,Transfer Count,86
ACT,102,Fraser,1,3,17613,McMULLAN,Bob,ALP,Australian Labor Party,Y,Y,Transfer Percent,25.15
ACT,102,Fraser,1,4,17311,ARNOLD,Jim,CEC,Citizens Electoral Council,N,N,Preference Count,0
ACT,102,Fraser,1,4,17311,ARNOLD,Jim,CEC,Citizens Electoral Council,N,N,Preference Percent,0
ACT,102,Fraser,1,4,17311,ARNOLD,Jim,CEC,Citizens Electoral Council,N,N,Transfer Count,-342
ACT,102,Fraser,1,4,17311,ARNOLD,Jim,CEC,Citizens Electoral Council,N,N,Transfer Percent,-100
ACT,102,Fraser,1,5,18090,IQBAL,Farida,SAL,Socialist Alliance,N,N,Preference Count,591
ACT,102,Fraser,1,5,18090,IQBAL,Farida,SAL,Socialist Alliance,N,N,Preference Percent,0.54
ACT,102,Fraser,1,5,18090,IQBAL,Farida,SAL,Socialist Alliance,N,N,Transfer Count,52
ACT,102,Fraser,1,5,18090,IQBAL,Farida,SAL,Socialist Alliance,N,N,Transfer Percent,15.2
ACT,102,Fraser,1,6,18402,TARANTO,Kerri,IND,Independent,N,N,Preference Count,1339
ACT,102,Fraser,1,6,18402,TARANTO,Kerri,IND,Independent,N,N,Preference Percent,1.23
ACT,102,Fraser,1,6,18402,TARANTO,Kerri,IND,Independent,N,N,Transfer Count,64
ACT,102,Fraser,1,6,18402,TARANTO,Kerri,IND,Independent,N,N,Transfer Percent,18.71
ACT,102,Fraser,1,7,17278,HUNTER,Meredith,GRN,The Greens,N,N,Preference Count,14590
ACT,102,Fraser,1,7,17278,HUNTER,Meredith,GRN,The Greens,N,N,Preference Percent,13.42
ACT,102,Fraser,1,7,17278,HUNTER,Meredith,GRN,The Greens,N,N,Transfer Count,44
ACT,102,Fraser,1,7,17278,HUNTER,Meredith,GRN,The Greens,N,N,Transfer Percent,12.87
ACT,102,Fraser,2,1,17431,CHURCHILL,Darren,DEM,Australian Democrats,N,N,Preference Count,2611
ACT,102,Fraser,2,1,17431,CHURCHILL,Darren,DEM,Australian Democrats,N,N,Preference Percent,2.4
ACT,102,Fraser,2,1,17431,CHURCHILL,Darren,DEM,Australian Democrats,N,N,Transfer Count,59
ACT,102,Fraser,2,1,17431,CHURCHILL,Darren,DEM,Australian Democrats,N,N,Transfer Percent,9.98
ACT,102,Fraser,2,2,18176,WILLIAMS,Troy,LP,Liberal,N,N,Preference Count,34032
ACT,102,Fraser,2,2,18176,WILLIAMS,Troy,LP,Liberal,N,N,Preference Percent,31.31
ACT,102,Fraser,2,2,18176,WILLIAMS,Troy,LP,Liberal,N,N,Transfer Count,43
ACT,102,Fraser,2,2,18176,WILLIAMS,Troy,LP,Liberal,N,N,Transfer Percent,7.28
ACT,102,Fraser,2,3,17613,McMULLAN,Bob,ALP,Australian Labor Party,Y,Y,Preference Count,55737
ACT,102,Fraser,2,3,17613,McMULLAN,Bob,ALP,Australian Labor Party,Y,Y,Preference Percent,51.29
ACT,102,Fraser,2,3,17613,McMULLAN,Bob,ALP,Australian Labor Party,Y,Y,Transfer Count,118
ACT,102,Fraser,2,3,17613,McMULLAN,Bob,ALP,Australian Labor Party,Y,Y,Transfer Percent,19.97
ACT,102,Fraser,2,4,17311,ARNOLD,Jim,CEC,Citizens Electoral Council,N,N,Preference Count,0
ACT,102,Fraser,2,4,17311,ARNOLD,Jim,CEC,Citizens Electoral Council,N,N,Preference Percent,0
ACT,102,Fraser,2,4,17311,ARNOLD,Jim,CEC,Citizens Electoral Council,N,N,Transfer Count,0
ACT,102,Fraser,2,4,17311,ARNOLD,Jim,CEC,Citizens Electoral Council,N,N,Transfer Percent,0
ACT,102,Fraser,2,5,18090,IQBAL,Farida,SAL,Socialist Alliance,N,N,Preference Count,0
ACT,102,Fraser,2,5,18090,IQBAL,Farida,SAL,Socialist Alliance,N,N,Preference Percent,0
ACT,102,Fraser,2,5,18090,IQBAL,Farida,SAL,Socialist Alliance,N,N,Transfer Count,-591
ACT,102,Fraser,2,5,18090,IQBAL,Farida,SAL,Socialist Alliance,N,N,Transfer Percent,-100
ACT,102,Fraser,2,6,18402,TARANTO,Kerri,IND,Independent,N,N,Preference Count,1464
ACT,102,Fraser,2,6,18402,TARANTO,Kerri,IND,Independent,N,N,Preference Percent,1.35
ACT,102,Fraser,2,6,18402,TARANTO,Kerri,IND,Independent,N,N,Transfer Count,125
ACT,102,Fraser,2,6,18402,TARANTO,Kerri,IND,Independent,N,N,Transfer Percent,21.15
ACT,102,Fraser,2,7,17278,HUNTER,Meredith,GRN,The Greens,N,N,Preference Count,14836
ACT,102,Fraser,2,7,17278,HUNTER,Meredith,GRN,The Greens,N,N,Preference Percent,13.65
ACT,102,Fraser,2,7,17278,HUNTER,Meredith,GRN,The Greens,N,N,Transfer Count,246
ACT,102,Fraser,2,7,17278,HUNTER,Meredith,GRN,The Greens,N,N,Transfer Percent,41.62
ACT,102,Fraser,3,1,17431,CHURCHILL,Darren,DEM,Australian Democrats,N,N,Preference Count,2920
ACT,102,Fraser,3,1,17431,CHURCHILL,Darren,DEM,Australian Democrats,N,N,Preference Percent,2.69
ACT,102,Fraser,3,1,17431,CHURCHILL,Darren,DEM,Australian Democrats,N,N,Transfer Count,309
ACT,102,Fraser,3,1,17431,CHURCHILL,Darren,DEM,Australian Democrats,N,N,Transfer Percent,21.11
ACT,102,Fraser,3,2,18176,WILLIAMS,Troy,LP,Liberal,N,N,Preference Count,34304
ACT,102,Fraser,3,2,18176,WILLIAMS,Troy,LP,Liberal,N,N,Preference Percent,31.56
ACT,102,Fraser,3,2,18176,WILLIAMS,Troy,LP,Liberal,N,N,Transfer Count,272
ACT,102,Fraser,3,2,18176,WILLIAMS,Troy,LP,Liberal,N,N,Transfer Percent,18.58
ACT,102,Fraser,3,3,17613,McMULLAN,Bob,ALP,Australian Labor Party,Y,Y,Preference Count,56068
ACT,102,Fraser,3,3,17613,McMULLAN,Bob,ALP,Australian Labor Party,Y,Y,Preference Percent,51.59
ACT,102,Fraser,3,3,17613,McMULLAN,Bob,ALP,Australian Labor Party,Y,Y,Transfer Count,331
ACT,102,Fraser,3,3,17613,McMULLAN,Bob,ALP,Australian Labor Party,Y,Y,Transfer Percent,22.61
ACT,102,Fraser,3,4,17311,ARNOLD,Jim,CEC,Citizens Electoral Council,N,N,Preference Count,0
ACT,102,Fraser,3,4,17311,ARNOLD,Jim,CEC,Citizens Electoral Council,N,N,Preference Percent,0
ACT,102,Fraser,3,4,17311,ARNOLD,Jim,CEC,Citizens Electoral Council,N,N,Transfer Count,0
ACT,102,Fraser,3,4,17311,ARNOLD,Jim,CEC,Citizens Electoral Council,N,N,Transfer Percent,0
ACT,102,Fraser,3,5,18090,IQBAL,Farida,SAL,Socialist Alliance,N,N,Preference Count,0
ACT,102,Fraser,3,5,18090,IQBAL,Farida,SAL,Socialist Alliance,N,N,Preference Percent,0
ACT,102,Fraser,3,5,18090,IQBAL,Farida,SAL,Socialist Alliance,N,N,Transfer Count,0
ACT,102,Fraser,3,5,18090,IQBAL,Farida,SAL,Socialist Alliance,N,N,Transfer Percent,0
ACT,102,Fraser,3,6,18402,TARANTO,Kerri,IND,Independent,N,N,Preference Count,0
ACT,102,Fraser,3,6,18402,TARANTO,Kerri,IND,Independent,N,N,Preference Percent,0
ACT,102,Fraser,3,6,18402,TARANTO,Kerri,IND,Independent,N,N,Transfer Count,-1464
ACT,102,Fraser,3,6,18402,TARANTO,Kerri,IND,Independent,N,N,Transfer Percent,-100
ACT,102,Fraser,3,7,17278,HUNTER,Meredith,GRN,The Greens,N,N,Preference Count,15388
ACT,102,Fraser,3,7,17278,HUNTER,Meredith,GRN,The Greens,N,N,Preference Percent,14.16
ACT,102,Fraser,3,7,17278,HUNTER,Meredith,GRN,The Greens,N,N,Transfer Count,552
ACT,102,Fraser,3,7,17278,HUNTER,Meredith,GRN,The Greens,N,N,Transfer Percent,37.7
ACT,102,Fraser,4,1,17431,CHURCHILL,Darren,DEM,Australian Democrats,N,N,Preference Count,0
ACT,102,Fraser,4,1,17431,CHURCHILL,Darren,DEM,Australian Democrats,N,N,Preference Percent,0
ACT,102,Fraser,4,1,17431,CHURCHILL,Darren,DEM,Australian Democrats,N,N,Transfer Count,-2920
ACT,102,Fraser,4,1,17431,CHURCHILL,Darren,DEM,Australian Democrats,N,N,Transfer Percent,-100
ACT,102,Fraser,4,2,18176,WILLIAMS,Troy,LP,Liberal,N,N,Preference Count,35210
ACT,102,Fraser,4,2,18176,WILLIAMS,Troy,LP,Liberal,N,N,Preference Percent,32.4
ACT,102,Fraser,4,2,18176,WILLIAMS,Troy,LP,Liberal,N,N,Transfer Count,906
ACT,102,Fraser,4,2,18176,WILLIAMS,Troy,LP,Liberal,N,N,Transfer Percent,31.03
ACT,102,Fraser,4,3,17613,McMULLAN,Bob,ALP,Australian Labor Party,Y,Y,Preference Count,56855
ACT,102,Fraser,4,3,17613,McMULLAN,Bob,ALP,Australian Labor Party,Y,Y,Preference Percent,52.31
ACT,102,Fraser,4,3,17613,McMULLAN,Bob,ALP,Australian Labor Party,Y,Y,Transfer Count,787
ACT,102,Fraser,4,3,17613,McMULLAN,Bob,ALP,Australian Labor Party,Y,Y,Transfer Percent,26.95
ACT,102,Fraser,4,4,17311,ARNOLD,Jim,CEC,Citizens Electoral Council,N,N,Preference Count,0
ACT,102,Fraser,4,4,17311,ARNOLD,Jim,CEC,Citizens Electoral Council,N,N,Preference Percent,0
ACT,102,Fraser,4,4,17311,ARNOLD,Jim,CEC,Citizens Electoral Council,N,N,Transfer Count,0
ACT,102,Fraser,4,4,17311,ARNOLD,Jim,CEC,Citizens Electoral Council,N,N,Transfer Percent,0
ACT,102,Fraser,4,5,18090,IQBAL,Farida,SAL,Socialist Alliance,N,N,Preference Count,0
ACT,102,Fraser,4,5,18090,IQBAL,Farida,SAL,Socialist Alliance,N,N,Preference Percent,0
ACT,102,Fraser,4,5,18090,IQBAL,Farida,SAL,Socialist Alliance,N,N,Transfer Count,0
ACT,102,Fraser,4,5,18090,IQBAL,Farida,SAL,Socialist Alliance,N,N,Transfer Percent,0
ACT,102,Fraser,4,6,18402,TARANTO,Kerri,IND,Independent,N,N,Preference Count,0
ACT,102,Fraser,4,6,18402,TARANTO,Kerri,IND,Independent,N,N,Preference Percent,0
ACT,102,Fraser,4,6,18402,TARANTO,Kerri,IND,Independent,N,N,Transfer Count,0
ACT,102,Fraser,4,6,18402,TARANTO,Kerri,IND,Independent,N,N,Transfer Percent,0
ACT,102,Fraser,4,7,17278,HUNTER,Meredith,GRN,The Greens,N,N,Preference Count,16615
ACT,102,Fraser,4,7,17278,HUNTER,Meredith,GRN,The Greens,N,N,Preference Percent,15.29
ACT,102,Fraser,4,7,17278,HUNTER,Meredith,GRN,The Greens,N,N,Transfer Count,1227
ACT,102,Fraser,4,7,17278,HUNTER,Meredith,GRN,The Greens,N,N,Transfer Percent,42.02
ACT,102,Fraser,5,1,17431,CHURCHILL,Darren,DEM,Australian Democrats,N,N,Preference Count,0
ACT,102,Fraser,5,1,17431,CHURCHILL,Darren,DEM,Australian Democrats,N,N,Preference Percent,0
ACT,102,Fraser,5,1,17431,CHURCHILL,Darren,DEM,Australian Democrats,N,N,Transfer Count,0
ACT,102,Fraser,5,1,17431,CHURCHILL,Darren,DEM,Australian Democrats,N,N,Transfer Percent,0
ACT,102,Fraser,5,2,18176,WILLIAMS,Troy,LP,Liberal,N,N,Preference Count,37965
ACT,102,Fraser,5,2,18176,WILLIAMS,Troy,LP,Liberal,N,N,Preference Percent,34.93
ACT,102,Fraser,5,2,18176,WILLIAMS,Troy,LP,Liberal,N,N,Transfer Count,2755
ACT,102,Fraser,5,2,18176,WILLIAMS,Troy,LP,Liberal,N,N,Transfer Percent,16.58
ACT,102,Fraser,5,3,17613,McMULLAN,Bob,ALP,Australian Labor Party,Y,Y,Preference Count,70715
ACT,102,Fraser,5,3,17613,McMULLAN,Bob,ALP,Australian Labor Party,Y,Y,Preference Percent,65.07
ACT,102,Fraser,5,3,17613,McMULLAN,Bob,ALP,Australian Labor Party,Y,Y,Transfer Count,13860
ACT,102,Fraser,5,3,17613,McMULLAN,Bob,ALP,Australian Labor Party,Y,Y,Transfer Percent,83.42
ACT,102,Fraser,5,4,17311,ARNOLD,Jim,CEC,Citizens Electoral Council,N,N,Preference Count,0
ACT,102,Fraser,5,4,17311,ARNOLD,Jim,CEC,Citizens Electoral Council,N,N,Preference Percent,0
ACT,102,Fraser,5,4,17311,ARNOLD,Jim,CEC,Citizens Electoral Council,N,N,Transfer Count,0
ACT,102,Fraser,5,4,17311,ARNOLD,Jim,CEC,Citizens Electoral Council,N,N,Transfer Percent,0
ACT,102,Fraser,5,5,18090,IQBAL,Farida,SAL,Socialist Alliance,N,N,Preference Count,0
ACT,102,Fraser,5,5,18090,IQBAL,Farida,SAL,Socialist Alliance,N,N,Preference Percent,0
ACT,102,Fraser,5,5,18090,IQBAL,Farida,SAL,Socialist Alliance,N,N,Transfer Count,0
ACT,102,Fraser,5,5,18090,IQBAL,Farida,SAL,Socialist Alliance,N,N,Transfer Percent,0
ACT,102,Fraser,5,6,18402,TARANTO,Kerri,IND,Independent,N,N,Preference Count,0
ACT,102,Fraser,5,6,18402,TARANTO,Kerri,IND,Independent,N,N,Preference Percent,0
ACT,102,Fraser,5,6,18402,TARANTO,Kerri,IND,Independent,N,N,Transfer Count,0
ACT,102,Fraser,5,6,18402,TARANTO,Kerri,IND,Independent,N,N,Transfer Percent,0
ACT,102,Fraser,5,7,17278,HUNTER,Meredith,GRN,The Greens,N,N,Preference Count,0
ACT,102,Fraser,5,7,17278,HUNTER,Meredith,GRN,The Greens,N,N,Preference Percent,0
ACT,102,Fraser,5,7,17278,HUNTER,Meredith,GRN,The Greens,N,N,Transfer Count,-16615
ACT,102,Fraser,5,7,17278,HUNTER,Meredith,GRN,The Greens,N,N,Transfer Percent,-100
NSW,103,Banks,0,1,18248,NGUYEN,Huu Khoa,CEC,Citizens Electoral Council,N,N,Preference Count,1430
NSW,103,Banks,0,1,18248,NGUYEN,Huu Khoa,CEC,Citizens Electoral Council,N,N,Preference Percent,1.73
NSW,103,Banks,0,1,18248,NGUYEN,Huu Khoa,CEC,Citizens Electoral Council,N,N,Transfer Count,0
NSW,103,Banks,0,1,18248,NGUYEN,Huu Khoa,CEC,Citizens Electoral Council,N,N,Transfer Percent,0
NSW,103,Banks,0,2,18213,NGUYEN,Don,LDP,LDP,N,N,Preference Count,492
NSW,103,Banks,0,2,18213,NGUYEN,Don,LDP,LDP,N,N,Preference Percent,0.6
NSW,103,Banks,0,2,18213,NGUYEN,Don,LDP,LDP,N,N,Transfer Count,0
NSW,103,Banks,0,2,18213,NGUYEN,Don,LDP,LDP,N,N,Transfer Percent,0
NSW,103,Banks,0,3,17949,MORROW,Bruce,LP,Liberal,N,N,Preference Count,27728
NSW,103,Banks,0,3,17949,MORROW,Bruce,LP,Liberal,N,N,Preference Percent,33.61
NSW,103,Banks,0,3,17949,MORROW,Bruce,LP,Liberal,N,N,Transfer Count,0
NSW,103,Banks,0,3,17949,MORROW,Bruce,LP,Liberal,N,N,Transfer Percent,0
NSW,103,Banks,0,4,18021,MELHAM,Daryl,ALP,Labor,Y,Y,Preference Count,45059
NSW,103,Banks,0,4,18021,MELHAM,Daryl,ALP,Labor,Y,Y,Preference Percent,54.62
NSW,103,Banks,0,4,18021,MELHAM,Daryl,ALP,Labor,Y,Y,Transfer Count,0
NSW,103,Banks,0,4,18021,MELHAM,Daryl,ALP,Labor,Y,Y,Transfer Percent,0
NSW,103,Banks,0,5,17300,ROBERTS,Susan,GRN,The Greens,N,N,Preference Count,4612
NSW,103,Banks,0,5,17300,ROBERTS,Susan,GRN,The Greens,N,N,Preference Percent,5.59
NSW,103,Banks,0,5,17300,ROBERTS,Susan,GRN,The Greens,N,N,Transfer Count,0
NSW,103,Banks,0,5,17300,ROBERTS,Susan,GRN,The Greens,N,N,Transfer Percent,0
NSW,103,Banks,0,6,18265,CHAVURA,Stephen,CDP,Christian Democratic Party (Fred Nile Group),N,N,Preference Count,3180
NSW,103,Banks,0,6,18265,CHAVURA,Stephen,CDP,Christian Democratic Party (Fred Nile Group),N,N,Preference Percent,3.85
NSW,103,Banks,0,6,18265,CHAVURA,Stephen,CDP,Christian Democratic Party (Fred Nile Group),N,N,Transfer Count,0
NSW,103,Banks,0,6,18265,CHAVURA,Stephen,CDP,Christian Democratic Party (Fred Nile Group),N,N,Transfer Percent,0
NSW,103,Banks,1,1,18248,NGUYEN,Huu Khoa,CEC,Citizens Electoral Council,N,N,Preference Count,1716
NSW,103,Banks,1,1,18248,NGUYEN,Huu Khoa,CEC,Citizens Electoral Council,N,N,Preference Percent,2.08
NSW,103,Banks,1,1,18248,NGUYEN,Huu Khoa,CEC,Citizens Electoral Council,N,N,Transfer Count,286
NSW,103,Banks,1,1,18248,NGUYEN,Huu Khoa,CEC,Citizens Electoral Council,N,N,Transfer Percent,58.13
NSW,103,Banks,1,2,18213,NGUYEN,Don,LDP,LDP,N,N,Preference Count,0
NSW,103,Banks,1,2,18213,NGUYEN,Don,LDP,LDP,N,N,Preference Percent,0
NSW,103,Banks,1,2,18213,NGUYEN,Don,LDP,LDP,N,N,Transfer Count,-492
NSW,103,Banks,1,2,18213,NGUYEN,Don,LDP,LDP,N,N,Transfer Percent,-100
NSW,103,Banks,1,3,17949,MORROW,Bruce,LP,Liberal,N,N,Preference Count,27812
NSW,103,Banks,1,3,17949,MORROW,Bruce,LP,Liberal,N,N,Preference Percent,33.71
