2004 Federal Election House of Representatives Distribution of Preferences By Division [12246 8/11/2005 11:09:59 PM]
StateAb,DivisionID,DivisionNm,CountNumber,BallotPosition,CandidateID,Surname,GivenNm,PartyAb,PartyNm,SittingMemberFl,CalculationType,CalculationValue
ACT,101,Canberra,1,2,15166,BARNIER,Belinda,LP,Liberal,,Transfer Count,234
ACT,101,Canberra,1,2,15166,BARNIER,Belinda,LP,Liberal,,Transfer Percent,30.59
ACT,101,Canberra,1,3,14298,ARNOLD,Jim,CEC,Citizens Electoral Council,,Preference Count,0
ACT,101,Canberra,1,3,14298,ARNOLD,Jim,CEC,Citizens Electoral Council,,Preference Percent,0
ACT,101,Canberra,1,3,14298,ARNOLD,Jim,CEC,Citizens Electoral Council,,Transfer Count,-765
ACT,101,Canberra,1,3,14298,ARNOLD,Jim,CEC,Citizens Electoral Council,,Transfer Percent,-100
ACT,101,Canberra,1,4,15360,ELLIS,Annette,ALP,Australian Labor Party (ACT Branch),#,Preference Count,50400
ACT,101,Canberra,1,4,15360,ELLIS,Annette,ALP,Australian Labor Party (ACT Branch),#,Preference Percent,50.06
ACT,101,Canberra,1,4,15360,ELLIS,Annette,ALP,Australian Labor Party (ACT Branch),#,Transfer Count,186
ACT,101,Canberra,1,4,15360,ELLIS,Annette,ALP,Australian Labor Party (ACT Branch),#,Transfer Percent,24.31
ACT,101,Canberra,1,5,15158,MATTHEWS,Aaron,DEM,Australian Democrats,,Preference Count,2414
ACT,101,Canberra,1,5,15158,MATTHEWS,Aaron,DEM,Australian Democrats,,Preference Percent,2.4
ACT,101,Canberra,1,5,15158,MATTHEWS,Aaron,DEM,Australian Democrats,,Transfer Count,196
ACT,101,Canberra,1,5,15158,MATTHEWS,Aaron,DEM,Australian Democrats,,Transfer Percent,25.62
ACT,101,Canberra,2,1,15421,ELLERMAN,Sue,GRN,The Greens,,Preference Count,11350
ACT,101,Canberra,2,1,15421,ELLERMAN,Sue,GRN,The Greens,,Preference Percent,11.27
ACT,101,Canberra,2,1,15421,ELLERMAN,Sue,GRN,The Greens,,Transfer Count,958
ACT,101,Canberra,2,1,15421,ELLERMAN,Sue,GRN,The Greens,,Transfer Percent,39.69
ACT,101,Canberra,2,2,15166,BARNIER,Belinda,LP,Liberal,,Preference Count,38020
ACT,101,Canberra,2,2,15166,BARNIER,Belinda,LP,Liberal,,Preference Percent,37.76
ACT,101,Canberra,2,2,15166,BARNIER,Belinda,LP,Liberal,,Transfer Count,548
ACT,101,Canberra,2,2,15166,BARNIER,Belinda,LP,Liberal,,Transfer Percent,22.7
ACT,101,Canberra,2,3,14298,ARNOLD,Jim,CEC,Citizens Electoral Council,,Preference Count,0
ACT,101,Canberra,2,3,14298,ARNOLD,Jim,CEC,Citizens Electoral Council,,Preference Percent,0
ACT,101,Canberra,2,3,14298,ARNOLD,Jim,CEC,Citizens Electoral Council,,Transfer Count,0
ACT,101,Canberra,2,3,14298,ARNOLD,Jim,CEC,Citizens Electoral Council,,Transfer Percent,0
ACT,101,Canberra,2,4,15360,ELLIS,Annette,ALP,Australian Labor Party (ACT Branch),#,Preference Count,51308
ACT,101,Canberra,2,4,15360,ELLIS,Annette,ALP,Australian Labor Party (ACT Branch),#,Preference Percent,50.96
ACT,101,Canberra,2,4,15360,ELLIS,Annette,ALP,Australian Labor Party (ACT Branch),#,Transfer Count,908
ACT,101,Canberra,2,4,15360,ELLIS,Annette,ALP,Australian Labor Party (ACT Branch),#,Transfer Percent,37.61
ACT,101,Canberra,2,5,15158,MATTHEWS,Aaron,DEM,Australian Democrats,,Preference Count,0
ACT,101,Canberra,2,5,15158,MATTHEWS,Aaron,DEM,Australian Democrats,,Preference Percent,0
ACT,101,Canberra,2,5,15158,MATTHEWS,Aaron,DEM,Australian Democrats,,Transfer Count,-2414
ACT,101,Canberra,2,5,15158,MATTHEWS,Aaron,DEM,Australian Democrats,,Transfer Percent,-100
ACT,101,Canberra,3,1,15421,ELLERMAN,Sue,GRN,The Greens,,Preference Count,0
ACT,101,Canberra,3,1,15421,ELLERMAN,Sue,GRN,The Greens,,Preference Percent,0
ACT,101,Canberra,3,1,15421,ELLERMAN,Sue,GRN,The Greens,,Transfer Count,-11350
ACT,101,Canberra,3,1,15421,ELLERMAN,Sue,GRN,The Greens,,Transfer Percent,-100
ACT,101,Canberra,3,2,15166,BARNIER,Belinda,LP,Liberal,,Preference Count,40649
ACT,101,Canberra,3,2,15166,BARNIER,Belinda,LP,Liberal,,Preference Percent,40.38
ACT,101,Canberra,3,2,15166,BARNIER,Belinda,LP,Liberal,,Transfer Count,2629
ACT,101,Canberra,3,2,15166,BARNIER,Belinda,LP,Liberal,,Transfer Percent,23.16
ACT,101,Canberra,3,3,14298,ARNOLD,Jim,CEC,Citizens Electoral Council,,Preference Count,0
ACT,101,Canberra,3,3,14298,ARNOLD,Jim,CEC,Citizens Electoral Council,,Preference Percent,0
ACT,101,Canberra,3,3,14298,ARNOLD,Jim,CEC,Citizens Electoral Council,,Transfer Count,0
ACT,101,Canberra,3,3,14298,ARNOLD,Jim,CEC,Citizens Electoral Council,,Transfer Percent,0
ACT,101,Canberra,3,4,15360,ELLIS,Annette,ALP,Australian Labor Party (ACT Branch),#,Preference Count,60029
ACT,101,Canberra,3,4,15360,ELLIS,Annette,ALP,Australian Labor Party (ACT Branch),#,Preference Percent,59.62
ACT,101,Canberra,3,4,15360,ELLIS,Annette,ALP,Australian Labor Party (ACT Branch),#,Transfer Count,8721
ACT,101,Canberra,3,4,15360,ELLIS,Annette,ALP,Australian Labor Party (ACT Branch),#,Transfer Percent,76.84
ACT,101,Canberra,3,5,15158,MATTHEWS,Aaron,DEM,Australian Democrats,,Preference Count,0
ACT,101,Canberra,3,5,15158,MATTHEWS,Aaron,DEM,Australian Democrats,,Preference Percent,0
ACT,101,Canberra,3,5,15158,MATTHEWS,Aaron,DEM,Australian Democrats,,Transfer Count,0
ACT,101,Canberra,3,5,15158,MATTHEWS,Aaron,DEM,Australian Democrats,,Transfer Percent,0
ACT,102,Fraser,0,1,14756,VASSILOPOULOS,James,SAL,Socialist Alliance,,Preference Count,2067
ACT,102,Fraser,0,1,14756,VASSILOPOULOS,James,SAL,Socialist Alliance,,Preference Percent,1.91
ACT,102,Fraser,0,1,14756,VASSILOPOULOS,James,SAL,Socialist Alliance,,Transfer Count,0
ACT,102,Fraser,0,1,14756,VASSILOPOULOS,James,SAL,Socialist Alliance,,Transfer Percent,0
ACT,102,Fraser,0,2,15359,McMULLAN,Bob,ALP,Australian Labor Party (ACT Branch),#,Preference Count,54622
ACT,102,Fraser,0,2,15359,McMULLAN,Bob,ALP,Australian Labor Party (ACT Branch),#,Preference Percent,50.6
ACT,102,Fraser,0,2,15359,McMULLAN,Bob,ALP,Australian Labor Party (ACT Branch),#,Transfer Count,0
ACT,102,Fraser,0,2,15359,McMULLAN,Bob,ALP,Australian Labor Party (ACT Branch),#,Transfer Percent,0
ACT,102,Fraser,0,3,15143,GILES,Adam,LP,Liberal,,Preference Count,36270
ACT,102,Fraser,0,3,15143,GILES,Adam,LP,Liberal,,Preference Percent,33.6
ACT,102,Fraser,0,3,15143,GILES,Adam,LP,Liberal,,Transfer Count,0
ACT,102,Fraser,0,3,15143,GILES,Adam,LP,Liberal,,Transfer Percent,0
ACT,102,Fraser,0,4,15137,GRIMSEY,Lynne,DEM,Australian Democrats,,Preference Count,2792
ACT,102,Fraser,0,4,15137,GRIMSEY,Lynne,DEM,Australian Democrats,,Preference Percent,2.59
ACT,102,Fraser,0,4,15137,GRIMSEY,Lynne,DEM,Australian Democrats,,Transfer Count,0
ACT,102,Fraser,0,4,15137,GRIMSEY,Lynne,DEM,Australian Democrats,,Transfer Percent,0
ACT,102,Fraser,0,5,15425,TURBAYNE,David,GRN,The Greens,,Preference Count,12197
ACT,102,Fraser,0,5,15425,TURBAYNE,David,GRN,The Greens,,Preference Percent,11.3
ACT,102,Fraser,0,5,15425,TURBAYNE,David,GRN,The Greens,,Transfer Count,0
ACT,102,Fraser,0,5,15425,TURBAYNE,David,GRN,The Greens,,Transfer Percent,0
ACT,102,Fraser,1,1,14756,VASSILOPOULOS,James,SAL,Socialist Alliance,,Preference Count,0
ACT,102,Fraser,1,1,14756,VASSILOPOULOS,James,SAL,Socialist Alliance,,Preference Percent,0
ACT,102,Fraser,1,1,14756,VASSILOPOULOS,James,SAL,Socialist Alliance,,Transfer Count,-2067
ACT,102,Fraser,1,1,14756,VASSILOPOULOS,James,SAL,Socialist Alliance,,Transfer Percent,-100
ACT,102,Fraser,1,2,15359,McMULLAN,Bob,ALP,Australian Labor Party (ACT Branch),#,Preference Count,55491
ACT,102,Fraser,1,2,15359,McMULLAN,Bob,ALP,Australian Labor Party (ACT Branch),#,Preference Percent,51.41
ACT,102,Fraser,1,2,15359,McMULLAN,Bob,ALP,Australian Labor Party (ACT Branch),#,Transfer Count,869
ACT,102,Fraser,1,2,15359,McMULLAN,Bob,ALP,Australian Labor Party (ACT Branch),#,Transfer Percent,42.04
ACT,102,Fraser,1,3,15143,GILES,Adam,LP,Liberal,,Preference Count,36525
ACT,102,Fraser,1,3,15143,GILES,Adam,LP,Liberal,,Preference Percent,33.84
ACT,102,Fraser,1,3,15143,GILES,Adam,LP,Liberal,,Transfer Count,255
ACT,102,Fraser,1,3,15143,GILES,Adam,LP,Liberal,,Transfer Percent,12.34
ACT,102,Fraser,1,4,15137,GRIMSEY,Lynne,DEM,Australian Democrats,,Preference Count,3012
ACT,102,Fraser,1,4,15137,GRIMSEY,Lynne,DEM,Australian Democrats,,Preference Percent,2.79
ACT,102,Fraser,1,4,15137,GRIMSEY,Lynne,DEM,Australian Democrats,,Transfer Count,220
ACT,102,Fraser,1,4,15137,GRIMSEY,Lynne,DEM,Australian Democrats,,Transfer Percent,10.64
ACT,102,Fraser,1,5,15425,TURBAYNE,David,GRN,The Greens,,Preference Count,12920
ACT,102,Fraser,1,5,15425,TURBAYNE,David,GRN,The Greens,,Preference Percent,11.97
ACT,102,Fraser,1,5,15425,TURBAYNE,David,GRN,The Greens,,Transfer Count,723
ACT,102,Fraser,1,5,15425,TURBAYNE,David,GRN,The Greens,,Transfer Percent,34.98
ACT,102,Fraser,2,1,14756,VASSILOPOULOS,James,SAL,Socialist Alliance,,Preference Count,0
ACT,102,Fraser,2,1,14756,VASSILOPOULOS,James,SAL,Socialist Alliance,,Preference Percent,0
ACT,102,Fraser,2,1,14756,VASSILOPOULOS,James,SAL,Socialist Alliance,,Transfer Count,0
ACT,102,Fraser,2,1,14756,VASSILOPOULOS,James,SAL,Socialist Alliance,,Transfer Percent,0
ACT,102,Fraser,2,2,15359,McMULLAN,Bob,ALP,Australian Labor Party (ACT Branch),#,Preference Count,56351
ACT,102,Fraser,2,2,15359,McMULLAN,Bob,ALP,Australian Labor Party (ACT Branch),#,Preference Percent,52.2
ACT,102,Fraser,2,2,15359,McMULLAN,Bob,ALP,Australian Labor Party (ACT Branch),#,Transfer Count,860
ACT,102,Fraser,2,2,15359,McMULLAN,Bob,ALP,Australian Labor Party (ACT Branch),#,Transfer Percent,28.55
ACT,102,Fraser,2,3,15143,GILES,Adam,LP,Liberal,,Preference Count,37244
ACT,102,Fraser,2,3,15143,GILES,Adam,LP,Liberal,,Preference Percent,34.5
ACT,102,Fraser,2,3,15143,GILES,Adam,LP,Liberal,,Transfer Count,719
ACT,102,Fraser,2,3,15143,GILES,Adam,LP,Liberal,,Transfer Percent,23.87
ACT,102,Fraser,2,4,15137,GRIMSEY,Lynne,DEM,Australian Democrats,,Preference Count,0
ACT,102,Fraser,2,4,15137,GRIMSEY,Lynne,DEM,Australian Democrats,,Preference Percent,0
ACT,102,Fraser,2,4,15137,GRIMSEY,Lynne,DEM,Australian Democrats,,Transfer Count,-3012
ACT,102,Fraser,2,4,15137,GRIMSEY,Lynne,DEM,Australian Democrats,,Transfer Percent,-100
ACT,102,Fraser,2,5,15425,TURBAYNE,David,GRN,The Greens,,Preference Count,14353
ACT,102,Fraser,2,5,15425,TURBAYNE,David,GRN,The Greens,,Preference Percent,13.3
ACT,102,Fraser,2,5,15425,TURBAYNE,David,GRN,The Greens,,Transfer Count,1433
ACT,102,Fraser,2,5,15425,TURBAYNE,David,GRN,The Greens,,Transfer Percent,47.58
ACT,102,Fraser,3,1,14756,VASSILOPOULOS,James,SAL,Socialist Alliance,,Preference Count,0
ACT,102,Fraser,3,1,14756,VASSILOPOULOS,James,SAL,Socialist Alliance,,Preference Percent,0
ACT,102,Fraser,3,1,14756,VASSILOPOULOS,James,SAL,Socialist Alliance,,Transfer Count,0
ACT,102,Fraser,3,1,14756,VASSILOPOULOS,James,SAL,Socialist Alliance,,Transfer Percent,0
ACT,102,Fraser,3,2,15359,McMULLAN,Bob,ALP,Australian Labor Party (ACT Branch),#,Preference Count,68359
ACT,102,Fraser,3,2,15359,McMULLAN,Bob,ALP,Australian Labor Party (ACT Branch),#,Preference Percent,63.33
ACT,102,Fraser,3,2,15359,McMULLAN,Bob,ALP,Australian Labor Party (ACT Branch),#,Transfer Count,12008
ACT,102,Fraser,3,2,15359,McMULLAN,Bob,ALP,Australian Labor Party (ACT Branch),#,Transfer Percent,83.66
ACT,102,Fraser,3,3,15143,GILES,Adam,LP,Liberal,,Preference Count,39589
ACT,102,Fraser,3,3,15143,GILES,Adam,LP,Liberal,,Preference Percent,36.67
ACT,102,Fraser,3,3,15143,GILES,Adam,LP,Liberal,,Transfer Count,2345
ACT,102,Fraser,3,3,15143,GILES,Adam,LP,Liberal,,Transfer Percent,16.34
ACT,102,Fraser,3,4,15137,GRIMSEY,Lynne,DEM,Australian Democrats,,Preference Count,0
ACT,102,Fraser,3,4,15137,GRIMSEY,Lynne,DEM,Australian Democrats,,Preference Percent,0
ACT,102,Fraser,3,4,15137,GRIMSEY,Lynne,DEM,Australian Democrats,,Transfer Count,0
ACT,102,Fraser,3,4,15137,GRIMSEY,Lynne,DEM,Australian Democrats,,Transfer Percent,0
ACT,102,Fraser,3,5,15425,TURBAYNE,David,GRN,The Greens,,Preference Count,0
ACT,102,Fraser,3,5,15425,TURBAYNE,David,GRN,The Greens,,Preference Percent,0
ACT,102,Fraser,3,5,15425,TURBAYNE,David,GRN,The Greens,,Transfer Count,-14353
ACT,102,Fraser,3,5,15425,TURBAYNE,David,GRN,The Greens,,Transfer Percent,-100
NSW,103,Banks,0,1,15349,STAVRINOS,Harry,HAN,Pauline Hanson's One Nation (NSW Division),,Preference Count,2302
NSW,103,Banks,0,1,15349,STAVRINOS,Harry,HAN,Pauline Hanson's One Nation (NSW Division),,Preference Percent,3.14
NSW,103,Banks,0,1,15349,STAVRINOS,Harry,HAN,Pauline Hanson's One Nation (NSW Division),,Transfer Count,0
NSW,103,Banks,0,1,15349,STAVRINOS,Harry,HAN,Pauline Hanson's One Nation (NSW Division),,Transfer Percent,0
NSW,103,Banks,0,2,14170,MAKIN,Stephen,GRN,The Greens,,Preference Count,3433
NSW,103,Banks,0,2,14170,MAKIN,Stephen,GRN,The Greens,,Preference Percent,4.68
NSW,103,Banks,0,2,14170,MAKIN,Stephen,GRN,The Greens,,Transfer Count,0
NSW,103,Banks,0,2,14170,MAKIN,Stephen,GRN,The Greens,,Transfer Percent,0
NSW,103,Banks,0,3,14709,GRAY,Roger,LP,Liberal,,Preference Count,30927
NSW,103,Banks,0,3,14709,GRAY,Roger,LP,Liberal,,Preference Percent,42.15
NSW,103,Banks,0,3,14709,GRAY,Roger,LP,Liberal,,Transfer Count,0
NSW,103,Banks,0,3,14709,GRAY,Roger,LP,Liberal,,Transfer Percent,0
NSW,103,Banks,0,4,15410,BRISCOE-HOUGH,Greg,FFP,Family First,,Preference Count,655
NSW,103,Banks,0,4,15410,BRISCOE-HOUGH,Greg,FFP,Family First,,Preference Percent,0.89
NSW,103,Banks,0,4,15410,BRISCOE-HOUGH,Greg,FFP,Family First,,Transfer Count,0
NSW,103,Banks,0,4,15410,BRISCOE-HOUGH,Greg,FFP,Family First,,Transfer Percent,0
NSW,103,Banks,0,5,15556,CLYBURN,Mark,DEM,Australian Democrats,,Preference Count,675
NSW,103,Banks,0,5,15556,CLYBURN,Mark,DEM,Australian Democrats,,Preference Percent,0.92
NSW,103,Banks,0,5,15556,CLYBURN,Mark,DEM,Australian Democrats,,Transfer Count,0
NSW,103,Banks,0,5,15556,CLYBURN,Mark,DEM,Australian Democrats,,Transfer Percent,0
NSW,103,Banks,0,6,14330,MELHAM,Daryl,ALP,Australian Labor Party,#,Preference Count,32736
NSW,103,Banks,0,6,14330,MELHAM,Daryl,ALP,Australian Labor Party,#,Preference Percent,44.61
NSW,103,Banks,0,6,14330,MELHAM,Daryl,ALP,Australian Labor Party,#,Transfer Count,0
NSW,103,Banks,0,6,14330,MELHAM,Daryl,ALP,Australian Labor Party,#,Transfer Percent,0
NSW,103,Banks,0,7,15129,PETERSON,Janne,CDP,Christian Democratic Party (Fred Nile Group),,Preference Count,2654
NSW,103,Banks,0,7,15129,PETERSON,Janne,CDP,Christian Democratic Party (Fred Nile Group),,Preference Percent,3.62
NSW,103,Banks,0,7,15129,PETERSON,Janne,CDP,Christian Democratic Party (Fred Nile Group),,Transfer Count,0
NSW,103,Banks,0,7,15129,PETERSON,Janne,CDP,Christian Democratic Party (Fred Nile Group),,Transfer Percent,0
NSW,103,Banks,1,1,15349,STAVRINOS,Harry,HAN,Pauline Hanson's One Nation (NSW Division),,Preference Count,2376
NSW,103,Banks,1,1,15349,STAVRINOS,Harry,HAN,Pauline Hanson's One Nation (NSW Division),,Preference Percent,3.24
NSW,103,Banks,1,1,15349,STAVRINOS,Harry,HAN,Pauline Hanson's One Nation (NSW Division),,Transfer Count,74
NSW,103,Banks,1,1,15349,STAVRINOS,Harry,HAN,Pauline Hanson's One Nation (NSW Division),,Transfer Percent,11.3
NSW,103,Banks,1,2,14170,MAKIN,Stephen,GRN,The Greens,,Preference Count,3545
NSW,103,Banks,1,2,14170,MAKIN,Stephen,GRN,The Greens,,Preference Percent,4.83
NSW,103,Banks,1,2,14170,MAKIN,Stephen,GRN,The Greens,,Transfer Count,112
NSW,103,Banks,1,2,14170,MAKIN,Stephen,GRN,The Greens,,Transfer Percent,17.1
NSW,103,Banks,1,3,14709,GRAY,Roger,LP,Liberal,,Preference Count,31101
NSW,103,Banks,1,3,14709,GRAY,Roger,LP,Liberal,,Preference Percent,42.38
NSW,103,Banks,1,3,14709,GRAY,Roger,LP,Liberal,,Transfer Count,174
NSW,103,Banks,1,3,14709,GRAY,Roger,LP,Liberal,,Transfer Percent,26.56
NSW,103,Banks,1,4,15410,BRISCOE-HOUGH,Greg,FFP,Family First,,Preference Count,0
NSW,103,Banks,1,4,15410,BRISCOE-HOUGH,Greg,FFP,Family First,,Preference Percent,0
NSW,103,Banks,1,4,15410,BRISCOE-HOUGH,Greg,FFP,Family First,,Transfer Count,-655
NSW,103,Banks,1,4,15410,BRISCOE-HOUGH,Greg,FFP,Family First,,Transfer Percent,-100
NSW,103,Banks,1,5,15556,CLYBURN,Mark,DEM,Australian Democrats,,Preference Count,753
NSW,103,Banks,1,5,15556,CLYBURN,Mark,DEM,Australian Democrats,,Preference Percent,1.03
NSW,103,Banks,1,5,15556,CLYBURN,Mark,DEM,Australian Democrats,,Transfer Count,78
NSW,103,Banks,1,5,15556,CLYBURN,Mark,DEM,Australian Democrats,,Transfer Percent,11.91
NSW,103,Banks,1,6,14330,MELHAM,Daryl,ALP,Australian Labor Party,#,Preference Count,32847
NSW,103,Banks,1,6,14330,MELHAM,Daryl,ALP,Australian Labor Party,#,Preference Percent,44.76
NSW,103,Banks,1,6,14330,MELHAM,Daryl,ALP,Australian Labor Party,#,Transfer Count,111
NSW,103,Banks,1,6,14330,MELHAM,Daryl,ALP,Australian Labor Party,#,Transfer Percent,16.95
NSW,103,Banks,1,7,15129,PETERSON,Janne,CDP,Christian Democratic Party (Fred Nile Group),,Preference Count,2760
NSW,103,Banks,1,7,15129,PETERSON,Janne,CDP,Christian Democratic Party (Fred Nile Group),,Preference Percent,3.76
NSW,103,Banks,1,7,15129,PETERSON,Janne,CDP,Christian Democratic Party (Fred Nile Group),,Transfer Count,106
NSW,103,Banks,1,7,15129,PETERSON,Janne,CDP,Christian Democratic Party (Fred Nile Group),,Transfer Percent,16.18
NSW,103,Banks,2,1,15349,STAVRINOS,Harry,HAN,Pauline Hanson's One Nation (NSW Division),,Preference Count,2429
NSW,103,Banks,2,1,15349,STAVRINOS,Harry,HAN,Pauline Hanson's One Nation (NSW Division),,Preference Percent,3.31
NSW,103,Banks,2,1,15349,STAVRINOS,Harry,HAN,Pauline Hanson's One Nation (NSW Division),,Transfer Count,53
NSW,103,Banks,2,1,15349,STAVRINOS,Harry,HAN,Pauline Hanson's One Nation (NSW Division),,Transfer Percent,7.04
NSW,103,Banks,2,2,14170,MAKIN,Stephen,GRN,The Greens,,Preference Count,3760
NSW,103,Banks,2,2,14170,MAKIN,Stephen,GRN,The Greens,,Preference Percent,5.12
NSW,103,Banks,2,2,14170,MAKIN,Stephen,GRN,The Greens,,Transfer Count,215
NSW,103,Banks,2,2,14170,MAKIN,Stephen,GRN,The Greens,,Transfer Percent,28.55
NSW,103,Banks,2,3,14709,GRAY,Roger,LP,Liberal,,Preference Count,31269
NSW,103,Banks,2,3,14709,GRAY,Roger,LP,Liberal,,Preference Percent,42.61
NSW,103,Banks,2,3,14709,GRAY,Roger,LP,Liberal,,Transfer Count,168
NSW,103,Banks,2,3,14709,GRAY,Roger,LP,Liberal,,Transfer Percent,22.31
NSW,103,Banks,2,4,15410,BRISCOE-HOUGH,Greg,FFP,Family First,,Preference Count,0
NSW,103,Banks,2,4,15410,BRISCOE-HOUGH,Greg,FFP,Family First,,Preference Percent,0
NSW,103,Banks,2,4,15410,BRISCOE-HOUGH,Greg,FFP,Family First,,Transfer Count,0
NSW,103,Banks,2,4,15410,BRISCOE-HOUGH,Greg,FFP,Family First,,Transfer Percent,0
NSW,103,Banks,2,5,15556,CLYBURN,Mark,DEM,Australian Democrats,,Preference Count,0
NSW,103,Banks,2,5,15556,CLYBURN,Mark,DEM,Australian Democrats,,Preference Percent,0
NSW,103,Banks,2,5,15556,CLYBURN,Mark,DEM,Australian Democrats,,Transfer Count,-753
NSW,103,Banks,2,5,15556,CLYBURN,Mark,DEM,Australian Democrats,,Transfer Percent,-100
NSW,103,Banks,2,6,14330,MELHAM,Daryl,ALP,Australian Labor Party,#,Preference Count,33100
NSW,103,Banks,2,6,14330,MELHAM,Daryl,ALP,Australian Labor Party,#,Preference Percent,45.11
NSW,103,Banks,2,6,14330,MELHAM,Daryl,ALP,Australian Labor Party,#,Transfer Count,253
NSW,103,Banks,2,6,14330,MELHAM,Daryl,ALP,Australian Labor Party,#,Transfer Percent,33.6
NSW,103,Banks,2,7,15129,PETERSON,Janne,CDP,Christian Democratic Party (Fred Nile Group),,Preference Count,2824
NSW,103,Banks,2,7,15129,PETERSON,Janne,CDP,Christian Democratic Party (Fred Nile Group),,Preference Percent,3.85
NSW,103,Banks,2,7,15129,PETERSON,Janne,CDP,Christian Democratic Party (Fred Nile Group),,Transfer Count,64
NSW,103,Banks,2,7,15129,PETERSON,Janne,CDP,Christian Democratic Party (Fred Nile Group),,Transfer Percent,8.5
NSW,103,Banks,3,1,15349,STAVRINOS,Harry,HAN,Pauline Hanson's One Nation (NSW Division),,Preference Count,0
NSW,103,Banks,3,1,15349,STAVRINOS,Harry,HAN,Pauline Hanson's One Nation (NSW Division),,Preference Percent,0
NSW,103,Banks,3,1,15349,STAVRINOS,Harry,HAN,Pauline Hanson's One Nation (NSW Division),,Transfer Count,-2429
NSW,103,Banks,3,1,15349,STAVRINOS,Harry,HAN,Pauline Hanson's One Nation (NSW Division),,Transfer Percent,-100
NSW,103,Banks,3,2,14170,MAKIN,Stephen,GRN,The Greens,,Preference Count,4612
NSW,103,Banks,3,2,14170,MAKIN,Stephen,GRN,The Greens,,Preference Percent,6.28
NSW,103,Banks,3,2,14170,MAKIN,Stephen,GRN,The Greens,,Transfer Count,852
NSW,103,Banks,3,2,14170,MAKIN,Stephen,GRN,The Greens,,Transfer Percent,35.08
NSW,103,Banks,3,3,14709,GRAY,Roger,LP,Liberal,,Preference Count,32139
NSW,103,Banks,3,3,14709,GRAY,Roger,LP,Liberal,,Preference Percent,43.8
NSW,103,Banks,3,3,14709,GRAY,Roger,LP,Liberal,,Transfer Count,870
NSW,103,Banks,3,3,14709,GRAY,Roger,LP,Liberal,,Transfer Percent,35.82
NSW,103,Banks,3,4,15410,BRISCOE-HOUGH,Greg,FFP,Family First,,Preference Count,0
NSW,103,Banks,3,4,15410,BRISCOE-HOUGH,Greg,FFP,Family First,,Preference Percent,0
NSW,103,Banks,3,4,15410,BRISCOE-HOUGH,Greg,FFP,Family First,,Transfer Count,0
