CED_CODE_2021,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
CED501,18,211,492,309,219,111,66,5,1431,10,103,141,147,121,73,20,8,617,282,1111,1516,1058,580,382,140,26,5092,233,909,1328,1327,1022,537,192,54,5606,1869,4670,4212,3914,3322,1955,1031,240,21222,661,296,114,85,60,34,9,0,1254,96,137,174,185,151,146,77,10,971,2621,5102,4501,4180,3534,2136,1120,252,23447,47,59,99,102,78,59,37,10,493,865,1197,1210,1022,763,477,389,198,6121,4078,8693,9290,8145,6314,3774,1953,551,42800,19,432,618,344,184,86,14,0,1698,57,343,449,356,237,95,24,0,1563,543,2397,2609,1700,920,520,198,40,8920,487,1570,1886,1724,1180,583,218,55,7707,1789,3323,2765,2256,1544,596,142,30,12440,629,415,272,218,187,79,33,4,1832,133,204,319,404,336,205,107,21,1722,2548,3943,3347,2879,2058,879,279,53,15993,33,79,87,77,101,94,53,27,550,691,885,819,711,650,630,593,330,5307,4373,9643,9813,7790,5336,2894,1382,507,41735,33,645
CED502,31,551,1262,518,259,136,52,5,2822,15,117,225,162,92,84,23,4,716,431,1915,2685,1338,712,413,162,35,7680,368,1294,1671,1100,742,493,192,39,5897,1550,3449,3452,2820,2487,1886,858,183,16692,532,264,143,92,40,30,12,4,1118,81,137,170,152,137,120,64,16,877,2169,3849,3765,3069,2667,2035,931,202,18689,36,91,141,105,76,55,38,14,551,730,1071,1129,951,674,471,336,197,5554,3779,8887,10885,7234,5210,3677,1740,500,41905,43,995,1253,458,197,83,16,0,3045,40,353,443,240,195,88,28,0,1394,661,3412,3702,1641,870,529,187,37,11038,480,1569,1826,1341,997,532,210,59,7022,1607,2525,2254,1684,1199,599,151,17,10047,578,306,240,193,142,81,32,4,1570,121,195,274,335,256,197,94,22,1499,2309,3020,2773,2216,1603,874,272,48,13116,37,85,122,88,86,92,41,7,557,685,977,907,664,627,644,577,365,5444,4244,10409,11033,6653,4569,2845,1333,525,41618,72,1550
CED503,15,96,267,259,237,202,80,8,1168,3,54,92,126,124,105,46,3,564,195,660,855,805,703,692,284,59,4259,168,489,800,924,951,806,461,78,4682,1437,3373,3287,3332,3450,2804,1418,331,19436,493,162,96,60,61,39,17,4,923,58,76,113,146,155,172,124,30,880,1994,3609,3493,3538,3661,3015,1567,365,21236,23,42,76,64,67,96,67,22,456,568,723,890,910,777,712,592,298,5472,2958,5674,6479,6623,6535,5633,3090,844,37837,19,212,367,290,218,123,34,5,1275,28,243,305,330,271,184,43,13,1417,342,1609,1800,1465,1055,793,330,64,7461,322,1105,1378,1431,1446,981,364,95,7127,1436,2381,2173,1932,1568,794,234,40,10553,479,264,227,174,183,142,40,10,1517,136,169,262,337,359,284,149,40,1736,2047,2807,2656,2435,2115,1222,430,93,13798,33,49,64,72,109,117,101,17,565,534,624,662,692,719,911,902,559,5603,3338,6660,7237,6719,5933,4326,2208,836,37245,36,310
CED504,66,913,845,487,313,234,82,9,2937,10,176,204,192,137,95,42,6,873,705,2666,2511,1502,1076,718,276,47,9507,432,1295,1355,1085,910,753,332,54,6213,1363,3201,2831,2578,2718,1981,995,238,15904,437,204,123,101,80,46,15,4,1001,82,133,150,177,173,151,71,16,958,1886,3542,3109,2856,2969,2171,1078,256,17857,40,100,116,99,75,72,42,17,565,680,1025,1000,766,641,502,425,164,5197,3808,9710,9141,6997,6130,4545,2270,553,43154,76,1064,996,431,246,94,28,3,2939,55,477,473,348,256,145,47,0,1812,953,3813,3200,1840,1123,802,284,53,12070,521,1608,1547,1363,1216,776,279,63,7370,1234,1970,1703,1584,1265,634,163,40,8588,419,216,212,194,155,95,33,3,1334,122,191,267,390,418,249,117,27,1782,1776,2376,2180,2173,1839,979,309,72,11706,41,95,97,105,113,123,69,25,676,590,944,830,640,661,672,613,337,5285,4012,10385,9324,6897,5450,3598,1634,555,41857,143,1975
CED505,162,1662,2249,2127,1627,1148,606,173,9747,20,339,467,514,418,225,117,26,2124,1507,4123,4179,3973,3007,2341,1070,279,20478,263,783,1001,1043,894,853,622,182,5646,692,1705,1355,1127,1147,820,554,229,7636,221,93,55,34,32,23,13,0,472,46,66,80,121,123,109,81,31,661,958,1869,1493,1280,1305,952,646,260,8760,44,80,95,95,67,102,88,35,595,380,873,710,556,489,512,457,301,4276,3330,9723,10193,9585,7809,6135,3603,1252,51632,151,2008,2376,1917,1213,738,239,62,8706,55,661,781,921,737,526,206,41,3920,1789,5464,5275,4563,2987,2099,1097,386,23660,316,937,1114,1375,1487,1179,750,312,7469,696,857,699,640,565,366,160,67,4052,201,82,73,77,84,68,44,19,645,70,100,132,254,295,272,198,105,1440,967,1035,905,968,944,706,406,192,6133,38,78,110,104,92,143,113,69,744,445,744,571,463,495,632,689,620,4662,3768,10922,11136,10325,7954,6016,3499,1675,55295,313,3666
CED506,17,296,347,239,235,128,34,5,1300,3,112,162,156,128,82,13,0,651,213,1279,1226,944,651,417,144,21,4899,112,645,1091,996,935,629,195,32,4639,1535,5014,4966,4482,3886,2323,763,135,23099,506,248,171,114,120,68,11,5,1237,72,129,186,191,196,171,60,16,1016,2118,5388,5318,4787,4198,2559,834,156,25356,30,63,63,93,76,52,35,10,418,1910,3020,2890,2710,2290,1285,695,206,15017,4399,10804,11100,9936,8516,5143,1946,428,52280,40,502,523,320,255,129,24,0,1794,39,416,444,368,289,166,28,0,1752,518,2779,2500,1791,1118,553,208,43,9508,286,1244,1453,1421,1342,747,230,39,6760,1124,2439,2325,1951,1383,609,140,16,9979,613,468,363,241,203,105,22,0,2017,102,182,244,322,302,184,70,20,1428,1839,3085,2932,2519,1886,890,230,39,13420,25,67,77,61,79,75,49,23,456,1557,2216,2011,1854,1632,1245,754,351,11629,4295,10312,9938,8336,6605,3803,1530,492,45313,52,799
CED507,5,155,254,300,244,257,111,23,1351,4,68,158,176,154,127,40,3,723,110,863,1168,1169,976,853,307,70,5518,106,502,834,963,917,824,371,62,4570,1378,3203,3694,3468,3231,2412,983,226,18582,528,189,102,77,57,49,17,6,1020,58,76,127,159,177,163,85,16,869,1959,3470,3920,3707,3465,2627,1080,248,20470,17,45,68,52,69,82,46,7,392,550,767,895,998,818,717,479,233,5453,2741,5866,7292,7363,6646,5473,2435,656,38472,16,268,417,314,257,187,52,0,1518,25,234,415,445,359,226,63,8,1773,270,1836,2510,2044,1405,986,395,102,9555,195,907,1309,1370,1452,1003,385,128,6734,1462,2154,2301,2068,1583,767,189,32,10549,503,302,245,228,197,126,29,14,1645,90,137,262,370,366,274,103,21,1627,2059,2604,2808,2662,2147,1167,324,66,13826,18,54,72,71,84,118,63,23,502,509,654,688,691,789,892,716,417,5353,3102,6542,8215,7591,6494,4580,1997,738,39259,24,418
CED508,57,759,1214,858,685,428,146,28,4168,12,240,300,295,245,134,55,9,1291,632,2920,2804,2023,1358,869,294,47,10954,288,978,1366,1235,915,766,282,43,5864,1237,3153,3113,2800,2497,1663,773,203,15431,393,136,114,82,67,40,20,0,848,77,130,164,181,179,133,58,9,931,1704,3418,3389,3066,2739,1840,843,216,17212,43,86,103,89,92,79,40,22,555,471,897,923,788,603,508,397,256,4835,3211,9298,10110,8353,6624,4619,2062,612,44887,50,1175,1367,896,595,333,71,14,4502,54,598,726,595,464,240,51,5,2743,1040,4570,4207,2715,1701,996,352,72,15656,427,1308,1593,1586,1346,801,282,72,7416,1156,1843,1587,1425,1105,500,117,37,7772,394,194,171,165,134,74,30,10,1166,108,133,215,330,340,231,97,40,1492,1658,2166,1982,1918,1584,804,250,78,10432,30,72,115,94,98,96,52,15,575,460,737,661,617,559,622,518,486,4656,3706,10630,10653,8428,6349,3893,1573,744,45974,105,1932
CED509,25,350,706,470,329,289,142,21,2332,5,136,221,246,205,107,49,3,980,390,1481,1951,1559,999,813,306,70,7554,249,944,1418,1248,1014,748,391,66,6080,1513,3906,3659,3354,2918,1983,933,206,18470,496,211,131,80,49,35,11,4,1014,75,117,145,170,166,161,75,14,931,2084,4240,3931,3603,3126,2186,1021,224,20411,44,71,106,84,63,64,53,16,503,530,849,926,868,702,429,371,239,4917,3333,8075,9258,8072,6449,4629,2331,635,42786,31,635,861,555,374,187,56,10,2709,50,371,524,450,335,175,57,8,1965,616,2920,3018,2166,1249,882,356,84,11290,408,1469,1772,1666,1328,853,378,103,7972,1439,2521,2100,1807,1315,593,166,33,9973,462,261,235,201,121,93,43,6,1420,120,184,311,378,367,241,112,45,1751,2021,2967,2644,2379,1809,922,313,81,13139,32,72,110,85,117,96,64,24,612,492,702,666,637,593,620,590,451,4758,3641,9132,9596,7940,5800,3745,1829,756,42448,58,986
CED510,43,466,874,1003,798,490,148,29,3851,17,150,314,382,287,232,61,5,1447,748,1867,2540,2559,1878,1332,445,69,11440,289,630,1228,1453,1439,1258,425,90,6818,1279,2488,2933,2830,3218,2467,1009,215,16434,346,89,60,48,42,45,17,0,645,62,70,139,188,169,163,88,14,903,1690,2652,3133,3068,3428,2679,1106,231,17983,30,41,83,100,97,106,63,19,551,352,476,600,668,520,431,284,182,3520,3169,6291,8770,9233,8444,6526,2543,632,45602,50,612,1039,844,518,233,56,7,3351,42,375,697,694,586,272,60,9,2733,961,2951,4044,3175,2058,1293,367,84,14926,382,909,1484,1931,1842,1178,374,92,8192,975,1211,1420,1504,1311,663,174,37,7298,294,91,134,106,163,134,43,4,980,90,105,237,418,434,376,160,44,1876,1364,1404,1805,2029,1904,1176,383,92,10154,29,49,86,115,102,145,78,22,624,274,378,410,457,536,610,501,408,3572,3100,6675,9553,9240,7547,4908,1816,712,43553,93,1072
CED511,20,216,249,234,196,192,97,12,1217,8,69,102,131,146,106,22,5,578,175,925,1005,926,788,679,221,48,4772,78,419,699,760,865,730,317,57,3932,1557,3771,3421,3396,3474,2256,918,208,18999,518,237,130,104,91,42,19,0,1135,54,86,129,160,194,205,78,24,925,2133,4095,3685,3659,3752,2500,1011,233,21063,17,43,50,68,68,83,42,13,382,1189,1505,1431,1629,1582,1306,813,298,9749,3620,7257,7236,7406,7401,5595,2523,661,41691,29,293,355,284,247,146,35,6,1401,25,254,320,331,331,212,54,10,1531,391,1883,2040,1621,1355,883,370,86,8630,199,867,1119,1288,1392,997,406,99,6364,1208,2080,1938,1797,1534,720,176,39,9496,595,327,263,254,177,108,39,0,1766,92,150,201,319,363,256,96,21,1502,1895,2559,2397,2367,2075,1084,307,62,12759,21,47,51,81,73,104,61,22,467,992,1067,1163,1227,1369,1292,1004,533,8648,3544,6965,7446,7206,6851,4723,2244,810,39799,49,506
CED512,34,338,702,504,273,129,59,17,2042,17,104,185,207,137,65,20,4,735,473,1578,2048,1458,787,399,173,34,6942,322,921,1435,1467,930,591,232,52,5945,1596,4117,3951,3710,2975,1716,771,179,19018,507,212,101,82,47,22,9,0,983,99,138,211,201,141,97,58,16,964,2202,4465,4255,3996,3171,1844,836,200,20962,51,75,111,107,78,54,36,9,520,602,858,896,884,624,318,274,153,4602,3694,8342,9633,8603,6002,3390,1621,471,41756,34,537,793,446,210,101,23,4,2147,54,415,521,407,201,97,21,3,1719,766,3172,3363,2178,1024,487,184,38,11213,541,1786,2114,2029,1323,608,213,60,8668,1520,2681,2323,2049,1261,502,132,33,10496,539,273,244,217,159,77,25,5,1533,161,191,340,443,299,212,111,27,1781,2220,3143,2900,2713,1722,791,267,57,13815,35,86,135,128,81,87,56,18,630,546,690,718,665,525,471,476,318,4404,4194,9829,10550,8564,5082,2634,1237,499,42581,65,878
CED513,140,2257,2137,1144,767,472,171,25,7120,27,477,528,428,373,185,43,3,2064,1137,6192,4817,2861,1995,1205,402,115,18720,511,1603,1604,1266,1054,753,343,81,7226,1024,2765,2342,1910,1944,1346,674,253,12256,303,164,102,62,44,26,10,3,709,65,124,133,138,138,145,50,16,807,1391,3058,2574,2108,2126,1515,732,273,13784,50,134,133,94,77,74,64,20,647,660,1637,1227,892,713,530,410,216,6284,3921,15363,13017,8789,7105,4739,2172,740,55852,161,2711,2232,1157,675,365,78,21,7399,70,884,868,716,527,296,60,15,3439,1636,7564,5348,3073,1967,1171,416,136,21313,678,1788,1624,1451,1352,845,349,123,8198,991,1670,1263,1087,878,451,168,76,6584,368,188,144,124,111,93,27,11,1065,91,137,212,325,327,227,127,59,1504,1446,1993,1623,1536,1313,770,321,149,9155,42,145,117,87,83,111,73,34,686,609,1289,826,627,609,635,564,413,5573,4638,16366,12637,8635,6523,4198,1859,891,55760,304,4968
CED514,124,2034,1877,992,648,423,170,33,6300,34,323,360,291,258,177,34,3,1476,1179,5047,3844,2240,1469,1064,370,100,15311,715,1747,1520,1135,946,765,311,82,7222,1485,3298,2644,2301,2272,1627,771,243,14647,508,232,110,63,45,27,19,0,1005,84,151,157,159,154,136,64,24,932,2077,3680,2911,2523,2476,1792,852,267,16587,67,141,130,113,71,71,59,26,670,902,1605,1190,934,788,551,443,360,6776,5100,14575,11827,8234,6651,4844,2242,870,54342,137,2406,1837,871,535,286,70,10,6150,97,654,630,496,396,236,72,13,2604,1563,6186,4551,2593,1678,1000,381,105,18058,780,1679,1628,1401,1272,818,353,108,8043,1446,1944,1520,1264,965,522,147,58,7860,499,194,159,144,136,76,39,4,1245,78,160,200,298,307,250,103,49,1454,2020,2301,1881,1703,1407,851,284,107,10555,50,144,99,99,105,115,71,27,711,724,1304,928,681,723,724,777,772,6646,5379,14673,11556,7848,6120,4029,2004,1152,52770,262,4439
CED515,119,1003,1910,1695,1193,812,304,58,7094,15,220,380,433,386,268,81,16,1798,1175,3186,3975,3317,2361,1819,748,196,16773,384,830,1203,1330,1180,1127,563,181,6797,1064,1672,1869,2098,2214,1784,929,339,11976,423,106,66,51,41,48,18,9,755,76,71,106,156,172,159,100,33,873,1561,1847,2044,2306,2435,1988,1047,375,13602,31,72,106,106,102,99,102,27,646,419,570,642,600,529,408,324,230,3721,3703,7723,10260,9789,8191,6522,3162,1079,50435,97,1299,2151,1385,797,391,110,12,6248,46,453,711,759,596,365,104,23,3059,1498,4159,5346,3928,2430,1631,630,180,19803,375,796,1430,1707,1706,1301,589,196,8098,975,889,1122,1222,975,556,190,58,5993,349,96,107,128,141,106,42,17,997,84,84,190,331,409,353,175,79,1695,1409,1068,1422,1681,1527,1009,409,157,8686,48,62,97,117,115,161,121,39,753,390,429,478,486,497,574,593,504,3949,3866,8263,11629,10064,7665,5440,2557,1112,50600,219,2305
CED594,0,21,16,12,10,8,0,0,64,0,4,7,7,6,4,0,0,29,12,81,53,28,24,21,8,0,227,10,37,33,21,25,20,6,0,143,48,131,132,113,114,103,14,0,662,15,8,10,6,0,0,0,0,39,4,4,3,7,9,7,0,0,26,65,139,148,126,123,109,14,0,726,0,3,0,3,0,0,0,0,13,174,398,532,519,342,152,50,9,2177,258,676,786,712,533,320,81,13,3376,0,42,18,8,10,7,0,0,90,0,7,12,9,11,10,0,0,49,40,140,80,27,36,13,0,0,340,8,48,44,27,45,16,5,0,190,32,65,69,48,47,22,0,0,286,25,12,3,4,4,0,0,0,49,0,0,4,4,19,8,0,0,42,54,82,75,63,71,31,0,0,376,4,6,0,0,4,4,0,0,15,162,262,283,227,164,100,22,7,1234,269,590,509,363,340,179,25,7,2290,0,64
CED597,0,0,0,3,0,0,0,0,5,0,0,3,0,0,0,0,0,3,4,9,10,10,6,0,0,0,36,0,5,6,3,0,3,0,0,24,7,27,39,15,7,0,0,0,100,0,0,0,0,0,0,0,0,3,0,6,4,0,3,0,0,0,8,7,30,36,21,9,4,0,0,110,0,0,3,4,0,0,0,0,10,14,40,70,41,20,3,0,0,204,24,82,135,83,47,7,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,4,0,4,0,0,0,0,7,4,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,3,3,8,0,0,0,0,20,13,12,6,7,3,5,0,0,48,0,0
CED601,29,841,424,274,276,232,130,25,2240,0,85,110,117,135,119,40,5,614,253,1299,956,836,713,557,221,47,4879,92,378,469,584,613,518,228,56,2940,763,2062,1761,1897,1963,1410,775,210,10836,153,177,93,53,60,25,12,0,576,36,77,63,79,89,128,56,25,563,948,2320,1912,2032,2115,1563,842,236,11973,19,53,33,34,30,40,27,8,241,505,543,402,437,460,491,391,183,3413,1843,5517,4310,4311,4338,3525,1886,558,26297,26,786,470,362,316,230,71,0,2257,21,192,232,230,205,178,62,11,1136,359,1778,1567,1279,1103,826,279,69,7268,121,501,680,885,862,642,344,99,4128,724,1407,1283,1215,1035,497,119,25,6314,228,241,177,143,147,88,23,8,1063,70,105,117,179,192,219,75,37,986,1026,1753,1576,1539,1382,806,225,66,8368,28,35,36,51,49,60,53,18,323,398,444,383,397,497,623,611,355,3710,1986,5492,4946,4737,4406,3364,1637,617,27185,53,1631
CED602,7,318,190,141,135,147,76,6,1024,0,49,69,87,97,100,37,0,443,103,700,554,486,527,471,159,28,3033,37,259,383,553,597,485,224,37,2583,876,2248,2002,2248,2398,1757,817,189,12534,175,155,93,62,56,36,20,5,590,37,63,68,92,128,135,67,16,597,1080,2463,2163,2395,2585,1931,897,204,13725,8,34,31,28,33,35,21,5,196,431,456,454,547,586,633,496,198,3800,1679,4287,3837,4234,4560,3801,1914,485,24795,0,388,215,191,212,109,31,5,1154,19,148,156,193,187,124,35,12,871,248,1113,1155,871,819,675,251,45,5174,113,503,637,912,886,670,325,92,4124,759,1752,1510,1410,1321,557,120,34,7458,259,269,175,195,161,97,20,11,1182,82,109,122,182,277,201,64,27,1057,1095,2126,1808,1781,1756,859,206,66,9703,35,34,28,36,39,59,34,17,281,425,440,397,472,634,831,692,327,4218,1929,4756,4390,4460,4538,3324,1572,556,25517,12,710
CED603,64,2416,1076,736,584,449,201,50,5586,16,211,199,250,213,161,47,4,1097,637,3076,1733,1330,1064,912,348,104,9202,165,655,576,538,562,473,237,69,3270,520,1532,1368,1361,1339,938,508,161,7720,151,131,77,46,52,23,10,3,491,35,69,75,81,83,98,37,18,509,710,1738,1516,1492,1471,1062,552,183,8723,13,72,43,39,37,31,25,9,265,323,648,397,377,355,363,317,139,2930,1930,8818,5537,4764,4284,3454,1730,558,31070,112,2739,1366,825,612,402,112,23,6186,30,345,453,407,382,292,71,11,1989,869,3280,2094,1694,1317,1041,404,112,10800,171,636,621,813,742,620,297,117,4018,567,1060,914,844,718,339,108,35,4583,160,153,123,76,90,61,22,9,687,55,87,86,108,188,175,72,47,814,779,1299,1120,1026,995,578,199,95,6090,29,58,54,39,42,62,43,15,346,339,558,356,331,399,466,478,319,3243,2332,8914,6060,5138,4487,3452,1606,693,32675,174,5158
CED604,10,914,591,420,409,347,169,41,2911,7,116,174,228,207,164,49,14,956,309,1478,1533,1080,882,864,343,86,6565,95,449,579,764,757,665,321,69,3701,705,2037,1902,1833,1919,1394,726,186,10700,132,118,71,43,45,28,13,6,467,39,51,80,94,122,137,85,21,631,873,2208,2056,1980,2089,1554,828,210,11800,12,47,48,42,44,49,39,6,282,336,395,371,332,378,431,335,152,2725,1647,5608,5347,4843,4767,4071,2077,579,28935,28,1172,879,562,452,307,67,7,3492,27,338,412,354,377,276,72,13,1866,392,2052,2128,1528,1338,997,369,103,8902,122,581,807,978,1008,800,359,108,4770,603,1249,1240,1097,953,446,112,34,5728,167,145,125,124,134,74,31,5,811,70,86,92,161,231,212,90,42,979,838,1483,1458,1373,1316,729,243,75,7515,13,36,39,31,54,59,51,19,302,282,382,357,334,426,560,555,275,3165,1710,6037,6084,5156,4967,3726,1717,607,30015,41,2087
CED605,4,269,184,157,180,176,79,13,1055,0,37,55,75,105,100,20,0,392,134,624,587,494,544,583,180,43,3191,64,270,435,552,675,577,202,37,2819,836,2364,2151,2251,2516,1797,775,148,12833,142,146,97,68,68,53,8,3,573,33,56,86,80,119,130,66,14,588,1007,2560,2331,2400,2699,1979,850,168,14001,12,26,36,27,32,50,37,6,234,479,473,490,564,661,763,460,140,4032,1702,4253,4120,4274,4902,4240,1831,411,25725,12,333,296,223,224,158,36,4,1283,14,135,163,173,216,159,44,6,919,227,1121,1102,895,910,687,253,35,5234,105,563,737,863,991,709,247,66,4284,756,1742,1550,1428,1161,550,91,20,7285,210,299,239,166,159,73,27,3,1178,55,100,137,185,265,188,84,13,1038,1022,2152,1918,1781,1584,810,204,34,9502,12,33,33,38,61,47,41,13,272,479,497,478,542,741,788,626,208,4356,1860,4835,4732,4529,4728,3367,1445,363,25849,16,597
CED694,0,0,3,3,0,5,0,0,12,0,0,0,0,0,0,0,0,3,0,4,3,8,9,6,0,0,24,4,5,3,4,4,4,0,0,27,3,25,22,25,24,13,6,0,109,3,5,0,4,0,0,0,0,9,0,0,0,4,5,0,0,0,10,12,29,22,27,28,13,6,0,135,0,0,0,0,0,0,0,0,5,23,40,29,30,31,44,4,0,209,39,82,65,80,75,63,5,0,408,0,6,5,6,4,0,0,0,19,0,6,0,0,7,0,0,0,10,0,21,15,14,6,0,0,0,61,0,3,5,6,10,6,4,0,28,7,16,19,13,11,3,0,0,69,8,7,4,3,4,0,0,0,26,0,0,0,0,0,0,0,0,4,14,18,25,17,12,3,0,0,94,0,0,0,0,4,0,0,0,5,15,16,23,16,21,32,7,4,131,39,68,68,56,63,47,8,4,347,0,10
