CED_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
CED505,4629,4043,2837,1883,843,230,18452,74,997,1246,1431,1159,749,325,63,6046,3300,9592,9452,8540,5994,4441,2162,666,44142,577,1721,2115,2424,2378,2024,1374,497,13118,1386,2560,2054,1771,1716,1190,715,293,11686,422,167,135,109,111,91,57,17,1114,119,169,212,375,421,386,281,140,2093,1929,2903,2400,2253,2248,1663,1052,451,14896,80,161,206,198,159,240,198,101,1334,822,1619,1286,1023,987,1140,1147,922,8941,7095,20648,21329,19910,15762,12146,7100,2933,106921
CED506,871,565,491,258,60,5,3096,39,530,609,526,411,243,38,6,2406,728,4054,3723,2741,1770,965,359,60,14409,399,1891,2548,2422,2280,1371,427,70,11401,2659,7447,7289,6431,5269,2928,902,155,33079,1120,713,534,357,322,167,35,0,3250,178,313,426,512,496,351,128,35,2442,3956,8471,8252,7303,6089,3451,1058,194,38773,52,129,140,156,153,128,83,29,869,3471,5241,4901,4562,3928,2534,1447,558,26647,8695,21113,21038,18272,15125,8951,3475,923,97595
CED507,671,618,509,444,160,25,2865,23,296,569,618,514,351,107,16,2490,379,2703,3680,3216,2385,1832,708,175,15074,302,1406,2136,2328,2365,1826,750,187,11301,2835,5360,5991,5528,4815,3176,1166,257,29138,1032,492,344,304,254,178,50,12,2667,158,220,387,531,546,443,180,38,2496,4020,6065,6722,6366,5613,3791,1398,316,34299,35,95,142,127,153,200,110,32,897,1058,1418,1580,1682,1606,1610,1195,655,10814,5840,12411,15510,14953,13134,10052,4433,1391,77737
CED508,2583,1755,1276,762,221,39,8674,64,835,1029,893,704,379,112,12,4030,1674,7498,7007,4743,3058,1859,647,122,26603,708,2291,2965,2824,2260,1566,566,105,13286,2392,4995,4702,4222,3601,2162,889,231,23208,788,332,288,249,200,113,45,11,2015,180,260,384,513,519,372,161,52,2422,3357,5589,5368,4985,4317,2646,1093,290,27643,78,154,219,185,190,172,91,34,1128,928,1639,1592,1402,1159,1127,910,739,9493,6920,19932,20759,16773,12973,8511,3634,1354,90862
CED509,1572,1021,703,476,201,25,5043,52,507,747,698,538,285,110,10,2951,1002,4398,4960,3725,2249,1690,666,152,18845,658,2408,3189,2910,2343,1608,762,162,14049,2948,6431,5757,5152,4237,2577,1103,247,28444,966,474,359,276,167,129,54,11,2435,194,297,459,548,536,399,194,55,2678,4106,7209,6572,5976,4936,3106,1340,303,33551,76,149,219,172,182,159,118,39,1116,1022,1555,1594,1505,1301,1045,962,688,9674,6976,17207,18856,16014,12254,8370,4157,1390,85230
CED510,1911,1848,1315,725,198,35,7205,63,529,1008,1073,870,506,123,19,4182,1711,4815,6577,5735,3937,2621,810,150,26364,668,1545,2712,3381,3284,2425,803,181,15010,2255,3694,4353,4334,4523,3132,1177,254,23733,647,183,202,153,204,178,58,4,1625,153,176,380,609,605,544,252,62,2776,3053,4055,4935,5096,5332,3859,1487,323,28136,56,95,168,214,202,255,145,42,1173,627,857,1013,1123,1059,1042,783,597,7098,6270,12967,18318,18474,15990,11431,4358,1345,89160
CED511,608,521,450,339,126,15,2614,35,316,419,456,474,317,70,18,2109,568,2809,3045,2550,2141,1566,596,128,13399,279,1288,1817,2054,2264,1731,727,156,10305,2761,5848,5356,5198,5007,2979,1090,246,28494,1115,569,394,352,263,148,62,5,2904,148,239,328,480,556,458,173,41,2424,4023,6653,6082,6027,5831,3588,1327,291,33821,37,82,107,148,145,186,103,37,850,2174,2567,2599,2855,2955,2598,1813,831,18396,7165,14222,14678,14616,14250,10322,4762,1478,81493
CED512,1494,943,487,225,81,23,4186,69,520,712,614,335,162,43,10,2456,1234,4750,5409,3632,1811,884,356,76,18149,865,2708,3547,3494,2246,1197,445,111,14611,3116,6798,6269,5759,4243,2218,903,207,29511,1050,477,340,302,208,102,36,0,2517,262,336,549,649,441,308,165,43,2742,4423,7610,7156,6704,4891,2631,1104,255,34775,84,164,250,237,158,141,90,28,1151,1145,1549,1616,1548,1148,788,746,467,9004,7883,18169,20181,17173,11086,6026,2856,967,84338
CED513,4368,2302,1444,841,250,45,14519,99,1361,1391,1142,898,481,105,21,5501,2778,13750,10165,5931,3954,2373,821,253,40037,1187,3391,3228,2714,2408,1597,693,206,15427,2020,4436,3611,2998,2818,1793,840,331,18838,665,356,245,184,154,120,41,12,1779,151,259,344,466,464,373,179,80,2313,2838,5051,4199,3646,3435,2287,1058,424,22938,85,275,250,177,161,187,139,50,1332,1273,2927,2047,1518,1320,1167,972,627,11856,8563,31729,25657,17431,13630,8937,4028,1630,111609
CED514,3715,1868,1182,707,239,41,12451,128,983,993,789,659,413,102,14,4079,2745,11234,8395,4831,3145,2059,747,210,33371,1494,3428,3149,2536,2221,1584,660,189,15264,2932,5242,4169,3564,3230,2149,916,300,22502,1001,426,269,203,185,106,52,6,2253,165,311,352,456,466,391,165,76,2388,4100,5977,4788,4226,3884,2648,1140,380,27141,122,279,229,206,170,189,130,49,1385,1631,2909,2117,1614,1516,1278,1224,1135,13421,10478,29256,23385,16083,12771,8879,4253,2020,107112
CED515,4058,3082,1990,1202,411,70,13344,59,675,1092,1194,985,634,189,34,4857,2675,7342,9327,7241,4790,3449,1379,375,36577,756,1617,2637,3047,2892,2431,1151,376,14899,2038,2563,2998,3319,3194,2336,1124,396,17963,770,204,172,189,182,156,58,23,1751,164,152,290,486,583,514,275,113,2573,2969,2921,3464,3989,3958,2999,1455,531,22289,78,131,198,226,214,261,220,68,1402,817,990,1120,1077,1029,981,916,730,7671,7570,15986,21891,19857,15861,11962,5722,2185,101034
CED594,32,11,25,15,0,0,148,0,15,17,14,15,12,0,0,77,54,221,131,58,60,35,8,0,563,18,79,71,50,77,35,8,0,335,81,191,203,162,158,129,13,0,946,33,22,15,10,7,4,0,0,85,3,11,6,14,23,14,0,0,66,115,224,224,185,195,147,13,0,1105,6,10,0,8,10,6,0,0,32,339,659,809,752,507,257,72,22,3407,529,1270,1293,1073,876,505,105,20,5668
CED597,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3,4,14,13,8,10,0,0,0,39,0,7,11,4,0,4,0,0,35,8,26,39,15,7,0,0,0,100,4,4,0,0,0,0,0,0,4,0,6,4,0,3,0,0,0,7,10,29,36,21,9,0,0,0,117,0,0,3,4,0,0,0,0,11,22,49,74,49,21,3,0,0,224,38,97,145,92,48,15,0,0,428
CED601,902,641,592,467,197,25,4500,24,280,345,344,340,298,98,22,1745,608,3082,2528,2116,1811,1382,506,113,12144,212,879,1149,1464,1474,1162,571,149,7062,1485,3470,3047,3110,2996,1904,890,234,17148,376,420,265,195,210,119,42,8,1643,110,182,174,257,283,347,135,59,1547,1975,4072,3485,3567,3491,2368,1070,303,20342,46,87,64,85,79,94,82,22,563,907,982,785,835,959,1114,999,536,7123,3832,11013,9257,9053,8744,6891,3522,1175,53487
CED602,400,334,352,251,105,10,2173,16,194,227,274,281,227,72,12,1311,352,1821,1707,1359,1343,1147,410,77,8210,145,759,1022,1463,1483,1156,549,128,6706,1633,3996,3514,3655,3717,2321,933,221,19993,428,417,263,252,221,134,41,10,1772,121,169,189,274,402,333,130,42,1659,2178,4589,3972,4183,4344,2793,1102,271,23426,42,68,59,68,67,90,55,17,476,853,901,848,1013,1218,1464,1188,518,8015,3610,9042,8224,8696,9098,7127,3486,1036,50315
CED603,2438,1564,1191,852,314,76,11769,43,554,654,660,594,447,119,15,3088,1506,6357,3821,3023,2380,1953,749,219,20006,330,1288,1202,1352,1304,1089,527,183,7288,1091,2592,2280,2203,2056,1274,614,194,12301,312,288,197,124,142,85,33,12,1187,94,161,158,192,266,274,111,71,1324,1491,3036,2636,2520,2463,1635,754,273,14809,46,128,95,80,75,96,72,25,611,665,1208,754,711,755,824,795,457,6169,4258,17731,11599,9903,8768,6909,3332,1252,63751
CED604,1473,987,865,653,239,58,6400,31,450,588,581,588,444,119,26,2826,695,3524,3659,2606,2224,1856,707,184,15466,215,1035,1389,1739,1762,1468,682,178,8467,1312,3284,3138,2934,2869,1835,845,220,16432,297,269,201,166,183,103,41,11,1271,105,138,171,250,355,353,181,57,1612,1711,3694,3514,3356,3403,2287,1065,286,19317,30,87,87,73,93,106,89,29,588,622,770,726,672,802,992,891,428,5891,3354,11647,11435,9999,9736,7796,3795,1186,58950
CED605,481,381,404,327,113,12,2334,14,170,225,247,323,259,64,8,1310,351,1748,1688,1387,1449,1277,437,83,8422,169,835,1174,1416,1665,1295,445,105,7104,1594,4107,3698,3684,3668,2342,869,164,20122,352,448,333,231,228,130,36,12,1754,91,156,221,271,384,327,148,25,1630,2030,4711,4252,4184,4281,2793,1053,195,23506,24,56,69,66,96,102,70,17,509,962,967,969,1111,1403,1554,1090,346,8387,3563,9080,8848,8795,9635,7606,3273,768,51574
CED694,5,5,5,5,0,0,31,0,4,5,0,7,0,0,0,20,0,25,15,13,16,8,0,0,84,4,8,3,12,13,12,3,0,52,17,41,38,35,37,16,6,0,180,10,9,4,0,4,0,0,0,34,0,0,0,4,4,0,0,0,7,23,49,43,45,42,16,6,0,221,0,0,0,0,4,5,0,0,8,44,57,54,45,60,73,8,3,342,70,148,130,130,137,108,14,3,760
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,3,0,0,0,0,14
CED701,932,513,450,210,52,0,3119,24,339,438,373,299,132,27,0,1636,389,2908,2250,1501,1098,574,136,17,8870,240,1205,1325,1401,1119,485,127,18,5913,1529,3584,3245,2926,2318,1033,249,42,14935,520,424,325,262,170,62,17,0,1786,142,264,298,318,236,125,31,5,1421,2193,4272,3863,3510,2724,1225,304,41,18141,30,63,60,49,35,40,22,5,307,2190,2804,2263,2059,1823,1105,372,97,12716,5087,12525,11133,9406,7552,3777,1034,184,50693
CED702,1905,1085,804,417,106,15,7100,49,628,657,598,458,208,41,3,2646,1003,5629,4008,2373,1558,937,294,55,15855,355,1647,1827,1784,1258,662,230,34,7804,1524,3582,3266,2674,2077,1055,351,60,14587,442,304,224,139,93,68,13,4,1286,118,190,233,270,208,177,76,8,1274,2089,4072,3723,3087,2380,1294,437,78,17152,41,145,123,96,59,63,24,12,570,1352,2245,1808,1515,1125,751,392,139,9326,4968,17050,14048,10539,7644,4334,1528,335,60447
CED794,18,18,10,9,0,0,84,0,14,11,10,13,9,0,0,60,15,112,53,27,29,18,3,0,259,3,31,38,30,35,21,0,0,157,15,62,52,49,78,58,6,0,324,5,15,4,3,3,0,0,0,30,0,4,5,5,9,13,0,0,39,17,81,68,59,92,71,6,0,389,0,0,3,0,5,0,0,0,11,144,269,262,333,262,102,22,0,1400,183,547,451,471,441,228,30,0,2351
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,7,0,0,4,0,0,0,0,0,6,7,3,0,5,3,0,0,0,23,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,4,7,4,8,4,0,0,0,32,0,0,3,0,0,0,0,0,3,6,6,4,6,7,0,0,0,26,9,19,16,10,12,0,0,0,71
CED801,3525,2400,1868,1220,497,94,12469,82,834,1158,1112,1033,712,240,24,5212,1521,6615,6254,4582,3439,2693,1210,300,26621,542,2005,2723,2803,2425,1598,726,205,13023,1603,3760,3173,2939,2668,1530,762,228,16668,347,264,199,162,179,116,48,19,1324,138,179,268,414,509,479,247,73,2310,2079,4204,3638,3518,3357,2122,1059,319,20300,48,123,124,112,112,126,97,31,780,667,1078,969,770,743,810,692,375,6113,5002,17679,18385,15288,12983,9290,4518,1347,84511
CED802,6019,4612,3200,2122,957,237,23914,128,1483,1383,1332,1159,999,308,44,6825,4083,10669,6458,4988,3936,3051,1550,508,35249,678,1510,1581,1553,1421,1116,636,259,8749,1151,1885,1390,1230,1144,746,482,208,8226,312,151,91,89,86,80,39,17,863,107,129,155,161,258,311,184,94,1388,1571,2159,1636,1480,1483,1142,707,318,10486,78,111,126,80,74,97,78,52,697,1915,1722,1109,867,793,752,628,489,8270,8753,24115,18313,14909,12071,9269,4856,1906,94186
CED803,5275,2915,1632,874,288,59,16426,91,959,1319,1024,700,520,177,19,4810,2092,8544,7990,4578,2395,1725,761,156,28239,734,2637,3385,2744,1718,1043,433,92,12790,1676,3864,3523,2805,1708,1039,508,136,15264,380,305,242,180,107,108,26,10,1349,126,196,308,402,377,360,163,39,1971,2173,4365,4079,3388,2190,1512,691,186,18583,58,162,160,97,103,74,61,11,725,838,1497,1192,815,567,518,391,186,6016,6177,23342,23403,15573,9300,6268,2810,708,87587
CED894,6,9,8,0,0,0,36,0,0,5,0,4,0,0,0,10,11,23,13,6,11,4,0,0,69,3,9,3,6,4,3,0,0,36,14,15,13,10,13,6,0,0,68,5,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,19,16,20,13,11,6,4,0,78,0,0,0,0,0,0,0,0,4,16,17,35,25,24,17,5,0,136,50,80,77,58,64,24,8,4,368
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,4,0,0,3,0,0,0,11
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
