CED_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
CED232,798,1081,1883,5554,6973,12524,16,21,34,586,696,1283,151,149,296,17865,19287,37154,68,105,173,1998,2103,4098,153,186,339,131,136,270,185,239,422,177,203,387,204,224,422,727,759,1479,1008,1224,2236,97,115,211,120,119,243,1516,2037,3558,1870,2056,3925,26,25,54,32469,36654,69123,2364,2099,4459,1801,1688,3486,53,47,100,3,7,5,1886,1646,3538,216,321,542,2108,1970,4082,34358,32351,66706,246,203,455,87,182,269,34699,32733,67430,4804,4521,9329,79087,80801,159894
CED233,4392,6281,10674,2951,3269,6215,5,10,14,541,683,1223,4,3,9,12130,13745,25872,46,61,112,1982,2284,4263,35,67,104,45,47,90,155,187,338,150,172,321,314,342,655,398,523,918,675,673,1347,32,30,64,35,57,91,765,988,1756,1457,2033,3493,46,54,99,21773,25211,46987,4249,3406,7658,3422,3335,6760,473,497,979,3,3,11,217,180,396,385,429,818,609,614,1219,53601,53112,106717,749,625,1376,201,288,487,54556,54029,108587,8933,8177,17108,98410,101559,199964
CED234,3430,4546,7975,4315,5471,9786,3,10,7,1909,2347,4255,17,15,34,15137,17334,32469,173,221,395,5743,6310,12048,114,140,256,74,74,148,330,397,727,423,444,869,451,530,984,845,920,1762,1221,1398,2618,86,99,184,98,124,222,1539,2195,3735,2304,2865,5171,40,47,84,34825,40926,75751,2139,1898,4042,2557,2426,4985,201,192,398,0,0,0,548,506,1050,441,507,958,992,1018,2008,35070,33285,68355,207,156,367,120,157,274,35402,33596,68994,4308,4402,8706,83846,89005,172855
CED235,426,685,1109,7205,8858,16066,0,0,0,898,1013,1906,113,137,257,11297,12652,23945,74,107,180,442,440,879,291,374,664,133,121,252,158,198,360,22,17,38,347,379,720,450,539,993,1596,1841,3436,127,201,330,124,172,291,2254,3056,5305,1533,1783,3318,48,53,107,27109,31945,59059,249,206,464,176,159,342,50,55,110,9,3,17,122,112,238,176,298,472,309,416,728,36719,34994,71716,240,220,455,105,205,309,37063,35419,72480,6074,5998,12072,71468,74883,146349
CED236,608,768,1375,7863,9176,17034,0,0,3,593,663,1252,113,109,225,17193,18627,35819,88,137,222,621,572,1196,171,246,415,92,108,201,180,230,410,52,49,96,213,214,426,648,719,1373,2013,2175,4192,116,200,316,72,97,161,3604,4673,8274,1473,1599,3074,27,45,72,35137,39635,74766,661,592,1250,2534,2246,4778,24,23,52,13,8,24,900,757,1654,163,246,410,1072,1019,2090,31893,28939,60828,167,123,292,90,146,237,32147,29213,61355,7336,6511,13844,79509,80000,159507
CED237,2982,3462,6440,2051,2646,4699,48,56,104,550,594,1143,0,11,9,20750,22644,43397,22,43,68,9228,9538,18766,171,215,380,116,139,253,61,97,158,543,518,1059,245,271,511,781,899,1684,617,716,1342,52,79,131,82,116,198,548,732,1275,3693,3902,7595,14,27,46,39580,43249,82830,5705,4974,10671,9371,8949,18320,26,26,50,7,10,23,3287,2826,6114,285,290,571,3578,3128,6706,18273,16523,34792,139,124,259,73,122,191,18483,16764,35242,5175,4954,10131,84897,85498,170399
CED238,390,518,906,6000,7474,13470,0,0,0,812,888,1704,84,83,170,15061,16772,31823,141,157,302,254,228,483,164,248,410,47,54,100,960,1133,2095,27,25,53,101,113,216,420,495,917,2650,2888,5538,100,178,278,71,102,177,4057,5027,9085,1307,1497,2806,43,46,94,32304,37404,69708,304,232,533,211,184,393,58,59,113,5,7,13,99,80,176,127,209,334,231,288,522,35437,32603,68034,184,146,329,68,144,212,35687,32888,68580,7662,6134,13794,76844,77714,154555
CED239,1387,1833,3221,1800,2388,4186,85,98,188,297,387,686,3,0,3,17233,19938,37173,26,33,57,4612,5076,9688,119,172,286,54,44,94,103,127,228,154,151,307,148,180,324,216,282,496,351,403,753,40,46,87,19,32,52,564,818,1385,968,1187,2153,25,32,51,26813,31393,58201,3362,2601,5965,8498,7746,16236,111,184,287,9,9,20,240,196,435,248,309,553,500,512,1010,31116,31796,62910,473,390,866,106,239,341,31697,32419,64119,4856,4420,9280,77216,81096,158319
CED294,64,63,128,160,162,322,0,0,0,21,25,46,0,0,0,401,371,772,6,9,12,40,35,74,3,11,17,16,7,22,0,9,16,4,6,10,13,15,30,13,20,30,45,29,68,9,5,21,0,6,3,62,66,129,114,101,212,10,4,11,922,872,1797,49,29,78,104,100,211,15,8,21,0,0,4,13,3,15,25,23,48,39,24,68,1584,1297,2880,18,12,28,15,14,25,1614,1323,2937,2361,1494,3854,5170,3915,9089
CED297,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,0,7,24,3,27,36,6,38
CED301,586,922,1505,9410,11162,20576,0,0,0,1784,1866,3649,105,89,200,14252,16225,30479,249,308,556,237,257,501,424,544,965,889,1041,1925,1381,1617,3005,88,86,174,471,509,981,1438,1654,3097,1748,1925,3675,261,390,647,350,402,755,3297,4074,7368,3006,3435,6439,408,480,891,39805,46070,85874,1207,1159,2369,618,603,1223,38,41,76,9,24,32,534,461,996,351,524,877,892,1012,1902,41951,38685,80636,303,226,535,115,222,338,42368,39136,81507,8480,7014,15492,93989,95955,189948
CED302,1509,2014,3527,7193,8494,15692,4,4,11,1695,1914,3606,155,164,320,16005,18226,34226,42,82,127,1775,1918,3691,246,350,596,258,278,531,468,565,1033,89,99,185,367,428,801,1175,1452,2624,1664,1919,3585,138,155,288,303,392,693,2306,3252,5555,2476,2938,5416,101,108,215,36456,42738,79192,2104,2028,4125,1388,1292,2683,108,111,216,6,9,13,428,406,827,278,320,597,705,737,1442,32421,30072,62495,254,200,454,103,170,268,32772,30437,63213,4389,4103,8492,79425,83459,162883
CED303,505,881,1389,9678,11869,21552,3,3,3,1887,2059,3943,65,64,129,13738,15904,29636,84,110,194,582,617,1197,293,358,657,318,342,660,600,799,1394,18,11,24,320,343,663,833,1005,1842,1876,2134,4012,150,213,363,190,250,438,2943,3933,6874,2250,2703,4952,192,218,410,36030,42922,78951,491,485,970,290,297,593,60,49,113,3,3,7,260,261,521,178,327,503,439,592,1034,35079,31761,66842,249,204,451,139,228,369,35468,32192,67660,4433,4073,8505,77727,81498,159222
CED304,1568,2343,3915,7428,8457,15880,6,0,6,793,971,1769,9,7,10,19572,21943,41518,42,47,92,742,803,1546,151,190,342,108,96,200,333,392,727,46,37,79,207,281,485,495,650,1139,1279,1382,2665,55,60,106,91,101,192,1753,2281,4035,1356,1699,3054,87,81,168,34534,39471,74005,2449,2046,4495,1079,932,2009,174,156,338,9,8,23,204,192,398,369,408,778,584,606,1192,43053,40152,83213,569,467,1034,164,305,471,43784,40930,84715,6834,5746,12584,91020,92237,183255
CED305,418,617,1036,9425,10719,20141,0,0,0,1060,1171,2229,15,23,37,16937,18331,35269,57,67,122,105,122,233,302,396,694,107,114,217,463,536,1002,6,8,10,241,290,534,757,882,1645,1906,1904,3807,181,255,438,188,226,416,3715,4619,8331,1927,2099,4029,124,115,242,37521,41876,79398,591,469,1059,356,254,613,10,13,28,10,12,27,103,100,206,163,260,426,277,380,653,30659,26898,57561,171,150,316,74,142,216,30909,27188,58100,11702,7212,18908,81784,78011,159792
CED306,498,703,1199,8922,10101,19024,0,0,3,795,885,1680,5,8,12,17960,19363,37318,74,72,150,248,294,540,347,457,804,98,111,211,446,550,993,28,22,54,314,312,628,862,1067,1930,1780,1837,3623,92,129,219,347,453,804,3897,4791,8686,1821,2044,3859,142,154,297,38167,42661,80830,530,505,1033,298,255,550,27,36,64,7,9,22,163,129,294,176,246,421,345,392,740,31689,27805,59498,193,141,334,97,125,222,31979,28072,60045,10150,7472,17621,81985,80096,162083
CED307,476,724,1192,8018,9586,17603,0,0,0,2358,2544,4912,10,11,21,14944,16404,31349,82,112,198,346,371,715,297,387,683,209,220,429,538,734,1272,100,104,199,456,472,927,1222,1415,2636,1743,1912,3652,148,218,366,181,230,408,2776,3711,6488,2643,2922,5565,240,263,505,36309,41613,77922,999,965,1962,297,290,584,40,41,83,12,12,18,259,225,486,201,306,508,470,539,1010,35663,32246,67911,298,245,545,87,185,272,36049,32674,68724,4258,3833,8091,78905,80662,159571
CED308,994,1624,2614,10989,13588,24574,5,6,15,1028,1188,2218,3,8,12,15258,18075,33333,139,180,317,898,1012,1908,393,523,914,473,500,974,573,690,1263,124,116,237,369,434,803,1126,1355,2474,1915,2216,4130,105,128,233,186,232,419,2313,3088,5403,2833,3416,6246,175,179,356,38896,46937,85835,1209,1129,2335,1622,1489,3115,167,172,336,6,7,10,681,537,1215,282,372,653,970,908,1875,42670,40173,82845,262,185,449,165,282,444,43100,40636,83731,7461,7303,14763,94416,100202,194617
CED309,662,1037,1703,8805,11143,19949,0,0,0,1594,1834,3429,71,72,150,12040,14212,26252,96,117,209,232,273,505,510,623,1131,251,287,535,739,952,1692,13,18,26,289,349,637,1181,1433,2613,1633,1930,3566,104,145,253,121,149,268,2488,3410,5902,2720,3268,5987,62,81,141,32947,40289,73234,568,549,1112,233,229,463,93,93,178,7,4,8,189,168,361,187,297,483,383,468,851,39971,38780,78753,324,238,564,189,352,537,40483,39371,79858,6167,5901,12064,81533,87937,169466
CED310,679,994,1667,9454,11867,21320,0,0,4,1601,1759,3361,32,28,57,12524,15196,27722,119,172,285,252,251,504,399,503,903,209,204,414,696,879,1575,34,32,66,247,276,521,1120,1353,2471,1628,1929,3553,108,157,267,138,170,307,2832,3993,6828,2466,3066,5534,93,101,192,33935,41952,75891,600,567,1168,202,180,381,62,77,137,12,7,18,244,203,453,186,291,478,443,504,945,39935,38758,78687,289,221,507,155,303,459,40371,39280,79652,6380,5968,12345,82661,89519,172185
CED311,431,645,1077,10590,11322,21912,0,0,0,1234,1326,2555,23,32,57,13210,14021,27235,82,99,180,154,140,295,290,396,682,132,139,266,904,1003,1904,0,3,6,403,419,821,781,914,1693,2182,2241,4425,164,230,396,210,248,459,3435,3982,7418,2182,2279,4459,137,136,272,36116,38938,75051,437,412,847,280,219,496,13,21,34,10,18,28,94,83,171,188,305,494,296,401,693,33306,29264,62575,203,165,367,118,152,270,33623,29590,63211,9726,7544,17268,80918,77766,158677
CED312,964,1446,2409,8730,10820,19550,3,7,10,1662,1814,3469,19,18,31,13628,15670,29307,91,96,186,667,698,1363,600,767,1372,1006,1068,2070,677,865,1544,79,78,150,458,529,987,1787,2108,3893,1655,1943,3596,127,162,287,439,515,956,2248,3037,5278,3526,4090,7612,210,229,440,37600,44511,82115,1158,1085,2242,2173,2029,4208,56,52,103,21,11,35,1131,937,2067,358,491,842,1507,1433,2944,42707,39977,82687,294,214,509,119,275,392,43115,40469,83587,7973,7766,15733,94551,98792,193345
CED313,1563,2152,3715,6861,7450,14310,0,0,0,776,945,1715,41,47,93,17517,20553,38072,31,38,71,2066,2114,4179,198,248,443,173,187,362,335,466,802,45,57,102,235,257,487,578,745,1325,1169,1333,2503,53,66,122,126,143,268,1701,2340,4043,1565,1984,3543,78,77,150,33543,39048,72588,1908,1707,3616,1304,1148,2448,141,160,299,4,3,5,353,312,659,361,396,755,715,706,1423,40751,39305,80054,518,482,1000,144,257,403,41418,40036,81457,6222,5820,12039,86810,90780,177589
CED314,629,826,1454,10555,13010,23563,0,0,0,1047,1190,2239,161,136,299,15126,17378,32506,575,730,1311,165,178,338,344,464,811,146,160,312,2274,2677,4952,44,63,103,291,342,637,1126,1281,2406,1932,2234,4162,115,186,297,306,369,675,2878,3809,6692,3744,4420,8168,111,148,249,40931,48784,89711,1107,1032,2134,758,694,1453,30,35,65,8,8,16,322,275,597,1265,1423,2694,1595,1713,3307,26595,24671,51264,208,158,363,99,122,218,26903,24948,51854,5715,5170,10880,77671,83197,160864
CED315,518,756,1278,8246,9965,18211,3,0,4,930,1106,2040,14,18,30,17404,19896,37303,34,49,86,441,454,892,186,288,485,124,133,257,339,404,740,51,54,110,393,460,851,1060,1231,2287,1732,1847,3578,180,201,382,206,265,471,2418,3268,5689,1867,2261,4126,100,118,223,35732,42033,77770,554,471,1025,459,442,898,36,39,81,23,28,46,170,176,344,272,379,653,458,580,1037,34662,31509,66175,273,224,501,83,135,219,35022,31874,66891,8519,6542,15064,81309,82738,164046
CED316,513,832,1345,10792,12824,23617,0,4,3,1352,1647,3001,131,126,256,11129,13662,24792,124,149,281,155,146,302,402,583,985,179,212,394,1072,1271,2339,34,38,77,412,438,849,755,938,1692,2046,2205,4250,181,262,446,206,236,445,3537,4783,8320,2025,2340,4362,139,156,299,34676,42030,76705,352,339,694,332,306,636,37,31,65,14,5,28,83,68,149,172,344,523,272,427,700,32820,30490,63310,192,144,338,123,185,309,33145,30820,63963,6424,6036,12459,75739,80821,156565
CED317,409,713,1128,9842,10798,20643,0,0,0,1069,1207,2273,219,256,474,18899,19911,38811,70,95,166,253,257,514,543,767,1305,156,182,340,396,446,848,18,19,36,306,288,592,1043,1284,2327,1896,1783,3683,126,164,285,376,456,831,3207,3718,6926,1951,2151,4104,41,48,88,40421,43822,84238,279,251,527,245,212,459,24,26,45,180,166,341,633,501,1134,307,418,727,1121,1078,2201,32539,28462,61003,196,158,351,115,165,277,32850,28781,61633,12046,9129,21175,87392,84011,171402
CED318,1051,1714,2760,9745,10914,20665,0,0,0,699,760,1459,9,3,16,14383,16450,30832,67,93,156,341,368,714,424,559,977,160,230,387,979,1120,2103,61,63,116,296,379,676,1870,2274,4141,1503,1733,3242,79,116,189,440,569,1012,2210,2841,5051,2213,2488,4698,48,58,108,35524,41017,76536,788,770,1560,382,365,747,94,96,184,36,36,77,465,398,860,319,385,708,814,827,1646,37094,33967,71061,239,195,437,171,248,419,37499,34413,71914,10899,9371,20272,87048,88573,175620
CED319,810,1307,2116,6558,8209,14770,5,3,11,1367,1685,3052,6,8,18,18714,21657,40368,64,60,121,479,509,988,210,304,518,140,142,284,386,513,896,87,79,165,340,381,721,784,1016,1798,1377,1548,2931,129,175,307,115,155,268,2206,3089,5295,1766,2143,3904,96,96,193,34833,41773,76604,2368,2186,4554,654,671,1328,61,51,118,14,8,21,1063,934,1999,262,366,627,1336,1309,2646,33211,30661,63874,328,276,603,115,201,310,33659,31136,64794,5008,4399,9406,78720,82842,161558
CED320,571,951,1523,10527,12529,23059,0,0,5,1702,1853,3556,95,87,191,13262,15531,28785,102,119,221,264,287,549,488,612,1100,440,496,934,674,860,1530,25,28,50,500,501,994,977,1128,2101,1893,2142,4037,154,237,395,455,540,988,2856,3836,6697,2747,3175,5925,254,288,541,37425,44240,81661,375,409,788,281,234,513,50,59,106,11,17,32,163,150,314,275,532,807,456,696,1153,43679,41511,85192,269,196,468,121,274,394,44073,41977,86054,8268,6517,14786,91490,95091,186589
CED321,265,365,627,12477,13834,26311,0,0,0,1001,1078,2076,105,89,196,14845,15919,30762,229,274,506,79,86,166,370,517,888,144,175,317,1343,1431,2775,5,0,4,232,194,429,863,918,1781,2620,2611,5226,181,220,402,270,294,561,3593,4165,7762,2206,2378,4585,94,113,204,40649,44300,84954,218,175,394,143,133,272,26,18,44,6,10,20,70,66,137,152,304,461,233,378,615,25087,22412,47505,125,106,232,93,139,232,25305,22659,47963,8706,7838,16544,75547,75875,151422
CED322,850,1365,2220,8655,10866,19518,0,0,0,868,1017,1883,8,0,9,14311,17147,31457,58,80,138,633,668,1303,361,440,804,232,256,490,379,494,869,56,60,111,280,317,597,1226,1468,2692,1397,1753,3150,67,84,149,181,230,413,2239,2955,5193,2277,2777,5045,66,64,131,33281,40677,73961,519,486,999,346,326,670,152,179,336,8,7,15,94,98,199,220,367,586,325,476,803,36483,35987,72470,259,201,460,155,307,460,36895,36491,73387,5598,5633,11225,77965,85643,163608
CED323,1308,2053,3359,9370,11052,20418,0,0,0,785,856,1638,8,15,21,16446,19042,35488,130,138,268,1159,1261,2426,293,362,655,240,260,501,425,516,942,127,101,233,288,329,623,672,891,1559,1563,1794,3351,71,94,161,129,166,293,2119,2835,4952,2305,2775,5082,81,90,176,36227,42566,78793,1445,1127,2577,945,808,1751,317,318,636,0,0,0,475,399,880,343,448,797,826,848,1678,38885,36425,75305,305,215,518,231,365,594,39417,37001,76422,8648,8284,16935,89128,93016,182143
CED324,2969,3905,6876,5112,6051,11163,0,0,4,1235,1457,2695,19,31,51,12926,14687,27616,101,116,216,1577,1652,3230,188,251,438,344,394,735,470,532,1004,136,131,271,602,638,1235,985,1136,2124,1532,1707,3240,55,71,125,202,281,487,2092,2731,4831,2442,2952,5399,105,121,226,30143,34944,65090,3039,2505,5544,4107,3835,7943,83,75,156,7,21,27,1690,1339,3030,353,436,796,2050,1802,3852,35619,32793,68411,333,229,559,126,185,311,36078,33208,69287,5147,4585,9726,83616,84858,168476
CED325,4051,5185,9239,6249,7617,13867,0,0,0,1860,2070,3929,3,4,14,15436,17544,32976,113,130,244,734,769,1498,373,487,858,1060,1106,2167,537,668,1203,355,342,697,684,763,1451,1576,1865,3439,1514,1634,3146,144,156,296,371,419,797,2298,2949,5248,3484,4011,7493,143,184,326,36938,42711,79652,3330,3237,6570,3471,3425,6896,79,87,168,19,13,37,1396,1198,2591,400,475,876,1814,1688,3499,33970,30576,64541,257,211,464,126,164,289,34349,30949,65297,9284,5916,15204,93316,93200,186519
CED326,732,1178,1916,8692,11050,19743,0,0,0,2046,2359,4404,22,23,41,16436,19530,35960,75,95,167,493,543,1032,518,642,1156,355,423,773,583,798,1381,126,130,253,559,702,1255,1327,1572,2899,1746,2131,3880,180,273,449,289,364,648,2514,3556,6069,3099,3628,6731,135,150,290,39194,47958,87153,2680,2644,5329,753,683,1444,39,49,85,12,17,28,1479,1350,2827,323,444,763,1819,1808,3623,37688,35692,73382,289,232,523,151,235,385,38127,36164,74293,5842,5613,11454,89184,96101,185285
CED327,2245,2936,5184,5880,7109,12994,4,3,4,2536,2670,5211,8,12,18,12722,14680,27401,133,168,308,1048,1045,2095,476,596,1065,1089,1132,2221,465,647,1109,249,272,521,640,759,1401,1765,2057,3822,1762,2024,3779,104,123,227,714,816,1526,1969,2665,4639,4155,4811,8970,164,203,365,35890,41797,77689,2136,2049,4187,6486,6066,12552,44,33,79,3,3,10,1621,1445,3060,376,491,872,1999,1941,3943,35530,32158,67685,224,168,396,155,187,341,35909,32511,68424,7738,7064,14800,92452,94401,186856
CED328,1197,1677,2870,7390,9078,16473,0,4,10,1572,1765,3332,0,6,5,15235,17327,32562,70,111,182,477,538,1017,127,151,274,81,98,175,571,729,1299,34,30,63,476,496,975,525,623,1152,1498,1617,3111,47,61,108,75,87,158,2574,3464,6042,1668,1919,3585,119,152,272,32556,38249,70806,2018,1869,3888,1041,1030,2071,165,184,353,0,7,6,163,168,332,271,331,599,436,507,939,38204,35480,73687,471,329,799,107,225,332,38782,36032,74821,4236,3825,8058,80434,83367,163797
CED329,432,757,1193,9472,10994,20464,0,3,4,1020,1152,2173,138,156,292,9977,11449,21427,113,125,238,168,192,357,504,618,1125,128,139,273,780,960,1741,10,13,18,520,587,1105,808,947,1755,1660,1775,3435,156,191,346,187,217,402,3205,4169,7377,2120,2429,4543,72,84,159,31026,36215,67241,163,154,313,98,97,194,66,72,140,12,5,20,69,69,137,212,374,590,297,445,743,35060,32259,67321,245,182,422,172,294,464,35482,32731,68213,7804,6402,14200,75366,76871,152236
CED330,620,896,1519,10509,12063,22571,0,0,0,1578,1659,3242,9,12,22,13906,15280,29190,270,339,607,370,356,726,516,647,1168,397,396,798,1656,1851,3502,35,26,65,318,330,651,1128,1246,2379,1660,1747,3414,173,226,399,390,470,854,3150,3850,7003,2921,3199,6118,408,394,807,39403,44095,83495,563,493,1057,589,519,1117,56,75,131,16,4,19,254,209,465,302,476,778,572,693,1264,40719,37280,78009,245,206,448,153,240,395,41119,37727,78850,7348,6883,14234,90275,91387,181665
CED394,42,80,126,650,592,1245,0,0,0,59,64,125,0,3,7,757,748,1504,0,0,4,32,19,46,13,30,43,16,15,31,23,39,62,0,0,6,28,28,58,70,76,147,132,133,268,18,20,37,19,26,53,200,188,385,197,205,398,16,10,26,2238,2198,4435,28,16,46,39,38,76,8,9,14,0,0,0,5,8,18,27,48,75,36,57,91,3084,2724,5804,43,26,72,31,34,68,3161,2785,5943,2313,1617,3935,7861,6807,14670
CED397,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,16,0,0,0,0,0,0,11,4,17,110,28,135,149,28,183
CED401,3468,4465,7933,4493,5485,9979,0,0,0,1001,1160,2162,0,0,7,15630,18273,33903,94,159,258,5382,5836,11217,176,241,410,90,91,182,1154,1335,2482,214,206,418,312,367,675,562,728,1288,440,476,918,71,98,161,98,133,230,2129,3080,5208,1840,2200,4043,107,145,254,33789,39999,73789,5624,4701,10327,5380,4181,9566,88,97,183,8,11,19,2205,1899,4099,440,490,926,2652,2398,5051,40473,37679,78155,423,310,735,148,257,400,41051,38248,79294,6196,5294,11486,98241,99379,197621
CED402,466,621,1088,5684,6616,12302,0,0,0,888,950,1835,43,51,92,8781,10196,18976,203,247,452,780,692,1473,280,381,662,100,92,188,6290,7048,13339,16,9,22,232,228,458,895,1001,1892,1318,1380,2691,174,187,363,186,202,384,4779,6053,10830,1980,2110,4094,210,198,407,32827,37633,70460,290,197,486,710,451,1161,31,28,55,14,19,33,434,401,834,167,340,511,620,755,1375,42640,38349,80991,238,181,420,127,186,309,42998,38717,81714,8658,6683,15342,86597,85087,171687
CED403,1115,1497,2612,6235,8275,14509,0,0,0,1320,1532,2855,59,63,120,12691,15400,28097,211,320,526,2337,2562,4901,120,173,288,109,120,235,1220,1681,2904,80,85,166,264,331,596,559,719,1274,529,630,1159,74,105,176,62,86,149,3409,5094,8498,1887,2399,4283,206,231,435,31376,39806,71180,2559,2373,4931,1588,1493,3081,69,96,164,4,5,17,618,557,1173,365,475,840,988,1043,2032,41760,40360,82122,371,266,633,125,255,378,42262,40875,83137,4409,4088,8495,84355,91268,175626
CED404,352,518,868,6152,7111,13272,0,0,0,804,935,1739,34,49,86,11007,12074,23077,174,230,398,600,495,1095,214,357,566,102,118,223,2809,3274,6082,13,6,22,285,269,546,799,1058,1855,651,672,1325,154,242,403,129,166,296,6896,8378,15271,1933,2061,4001,54,65,119,32811,37556,70366,317,241,554,256,203,458,25,22,44,146,137,282,195,159,356,182,274,456,519,574,1092,42942,37686,80630,224,144,361,101,158,260,43270,37986,81253,9327,7520,16844,86860,84624,171485
CED405,1648,2202,3844,4885,6126,11010,0,0,0,945,1148,2086,7,3,12,18932,21541,40469,107,164,273,4915,5244,10162,220,266,490,82,98,181,918,1271,2194,238,225,467,273,362,633,870,1000,1873,406,490,897,56,97,151,51,73,130,2618,3817,6437,1798,2179,3978,78,88,172,37410,44205,81617,1797,1546,3345,1866,1668,3533,47,50,98,13,13,20,1288,1133,2417,257,320,576,1556,1456,3011,34812,32732,67545,259,215,475,129,236,361,35203,33178,68381,4540,4157,8698,84066,88465,172532
CED406,485,795,1284,5879,7561,13440,0,0,0,1229,1420,2655,93,112,207,9284,11245,20528,156,252,409,799,830,1629,268,365,630,171,227,395,1069,1381,2450,100,95,199,289,361,656,949,1123,2068,473,564,1044,102,141,234,166,168,335,3025,4266,7295,2406,2830,5239,191,233,429,26657,33180,59842,617,597,1217,662,637,1302,48,49,96,9,8,16,236,208,451,332,491,828,576,710,1287,46954,43817,90766,329,254,582,156,226,384,47436,44295,91734,4877,4465,9343,81370,84740,166105
CED407,1862,2251,4110,5357,6871,12226,0,0,0,1535,1814,3353,5,8,12,12815,14626,27441,123,188,313,1493,1501,3001,316,420,739,166,181,350,1376,1786,3161,94,104,192,366,383,752,1221,1466,2687,548,631,1179,212,306,520,211,251,460,2967,4199,7170,2434,2856,5291,336,369,705,31590,37963,69551,3173,2782,5960,4322,4012,8334,26,24,58,9,3,15,2047,1659,3705,451,578,1032,2504,2245,4749,37485,33616,71096,265,176,438,96,169,261,37839,33961,71801,5004,4205,9207,86318,87443,173757
CED408,498,758,1259,6843,8466,15310,0,0,0,1585,1789,3375,108,105,211,7466,8832,16293,221,330,556,455,452,904,368,478,844,150,181,334,2373,2908,5286,8,11,26,244,223,467,977,1139,2116,567,632,1195,109,139,243,120,136,261,4553,5932,10486,2571,2889,5459,356,390,746,29070,35044,64114,211,164,373,157,131,285,63,63,126,3,9,11,72,53,131,247,442,687,331,500,828,48027,45732,93753,373,287,655,191,330,527,48587,46349,94935,6137,5663,11808,85054,88675,173735
