CED_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
CED209,1958,1746,3704,4766,4377,9141,1388,1459,2850,672,615,1287,6833,6458,13293,2387,2147,4532,1368,1543,2910,1112,973,2088,4872,4672,9544,227,253,486,180,290,469,624,295,921,612,834,1443,9,3,14,1650,1685,3334,1427,2010,3436,504,705,1208,196,268,464,546,1195,1740,8,12,20,2674,4197,6874,4335,5880,10219,159,144,306,307,479,781,7,9,13,473,630,1097,3375,3515,6885,21844,22903,44744
CED210,1795,1602,3399,3914,3744,7659,1527,1512,3035,736,694,1429,6177,5958,12132,2456,2215,4670,1256,1541,2801,1325,1195,2524,5039,4961,9998,290,344,634,289,436,734,584,332,916,639,786,1424,12,4,17,1813,1909,3726,1367,1836,3204,686,828,1523,199,320,521,619,1192,1817,6,6,19,2885,4188,7073,4705,6105,10809,267,273,541,338,530,873,9,0,10,611,811,1420,5174,4022,9191,23507,23456,46955
CED211,2159,1881,4038,5410,5078,10486,980,986,1965,692,683,1380,7087,6745,13832,3493,3167,6660,1100,1150,2245,1257,1197,2449,5852,5519,11368,305,309,613,260,390,654,661,260,922,639,948,1590,9,7,15,1878,1916,3792,1839,2137,3975,562,735,1290,294,308,607,693,1191,1884,12,6,19,3402,4373,7774,5293,6297,11589,256,224,479,426,693,1122,3,9,15,688,927,1617,2638,2998,5632,23710,24370,48080
CED212,1996,1819,3817,5379,5052,10436,856,800,1658,544,567,1110,6791,6431,13221,3672,3370,7049,738,719,1460,924,1027,1950,5345,5126,10471,245,379,622,208,429,641,689,301,993,645,927,1572,6,0,14,1801,2036,3841,1020,1551,2573,278,565,838,147,239,389,486,1038,1523,6,12,19,1937,3409,5338,3740,5449,9195,202,211,412,313,539,853,0,7,10,516,760,1275,3997,3945,7937,22387,23525,45909
CED213,1494,1331,2818,4267,3953,8220,743,701,1445,504,505,1008,5507,5166,10671,2617,2440,5061,1015,1045,2064,909,948,1853,4546,4444,8985,291,260,554,131,301,433,630,223,856,405,737,1150,7,10,19,1473,1535,3004,690,1057,1746,152,398,549,109,190,299,367,809,1173,10,7,14,1324,2459,3786,2803,3996,6797,168,115,283,238,429,668,7,13,16,410,556,967,4334,4701,9035,19096,20180,39278
CED214,1627,1485,3113,4104,3698,7803,1739,1659,3402,278,311,587,6133,5672,11806,3292,2966,6263,990,1171,2165,378,441,815,4668,4583,9252,586,493,1075,820,867,1689,376,206,582,799,934,1730,14,14,29,2597,2515,5112,2338,2730,5070,1410,1409,2817,296,300,593,821,1171,1987,13,19,29,4871,5630,10499,7491,8158,15652,761,636,1391,682,981,1670,22,29,52,1471,1649,3118,6200,5471,11670,27589,27015,54607
CED215,2870,2599,5472,7252,6821,14068,1987,1941,3933,915,927,1846,10166,9696,19870,3458,2926,6388,1664,1928,3596,943,927,1867,6087,5796,11881,471,306,774,493,581,1078,479,186,674,705,1166,1870,5,9,15,2157,2247,4406,1862,2259,4117,799,1040,1841,243,277,519,809,1369,2177,12,12,24,3725,4959,8684,5893,7222,13108,544,477,1023,634,895,1527,18,7,24,1194,1385,2576,5689,4337,10019,31895,31032,62921
CED216,1474,1339,2813,4008,3702,7710,1377,1422,2802,468,392,856,5855,5524,11380,2613,2471,5083,1287,1337,2624,485,517,1000,4379,4326,8710,151,225,379,108,275,392,497,380,875,435,934,1368,12,5,20,1212,1826,3033,337,632,970,196,416,616,68,171,239,328,887,1216,7,7,13,941,2110,3052,2157,3941,6095,176,141,315,232,422,654,16,17,36,431,576,1008,6653,5867,12518,20950,21574,42520
CED217,1698,1638,3337,4029,3840,7863,1133,1174,2309,1396,1282,2680,6566,6299,12867,2384,2038,4431,932,1199,2131,3075,2848,5922,6398,6099,12503,248,173,418,153,276,426,317,112,434,386,628,1020,5,6,11,1110,1209,2317,2800,2920,5718,520,648,1164,339,329,667,662,1131,1785,3,9,14,4324,5023,9348,5441,6233,11678,157,118,277,331,542,867,4,6,14,496,668,1161,2570,2886,5456,23166,23830,46992
CED218,2095,1955,4049,5500,5001,10496,2102,2172,4279,1015,1018,2038,8630,8205,16837,4204,3882,8091,1572,1781,3354,1076,1002,2079,6867,6675,13542,481,369,850,371,464,842,537,191,731,582,857,1435,8,7,18,1981,1889,3866,2142,2847,4989,531,780,1311,259,308,568,441,764,1195,6,13,19,3372,4709,8080,5372,6612,11984,481,484,966,550,761,1311,10,7,16,1043,1250,2295,6050,4309,10357,30050,29010,59063
CED219,2097,2168,4273,5707,5154,10862,1689,1722,3415,907,939,1842,8314,7825,16142,3413,3394,6815,1242,1330,2571,880,1003,1879,5546,5734,11284,308,294,600,246,418,665,653,291,946,614,1031,1646,7,6,19,1833,2042,3874,1047,1570,2620,335,685,1019,168,240,406,401,917,1323,4,4,4,1956,3418,5369,3791,5459,9254,334,361,695,409,691,1103,7,12,20,753,1064,1814,4494,4436,8931,24995,26692,51687
CED220,1486,1277,2763,2746,2522,5271,882,836,1726,1011,1094,2107,4650,4461,9108,940,914,1859,1145,1037,2180,2117,2191,4305,4206,4149,8354,276,230,509,359,389,747,192,138,334,615,790,1404,3,0,6,1451,1538,2988,3137,3731,6871,1151,1445,2596,370,451,822,1156,1650,2803,13,5,17,5828,7295,13119,7288,8841,16128,224,250,472,369,592,958,3,8,11,596,846,1439,3092,3409,6498,21314,22981,44293
CED221,2696,2416,5111,7757,7191,14947,1462,1400,2860,973,944,1916,10208,9552,19761,4782,4609,9392,1268,1291,2553,895,901,1789,6952,6807,13756,508,638,1144,473,716,1188,611,374,983,883,1335,2221,14,6,16,2488,3064,5551,1630,2141,3771,546,878,1426,205,282,491,508,990,1499,15,11,25,2903,4308,7211,5407,7387,12799,519,528,1047,645,965,1610,14,13,30,1177,1512,2680,4666,4463,9131,31110,32133,63240
CED222,1984,1736,3723,4989,4571,9562,1555,1494,3043,576,586,1167,7133,6664,13795,3678,3280,6949,1355,1597,2952,737,668,1407,5784,5549,11337,744,559,1308,721,797,1517,509,227,736,817,995,1811,8,9,17,2798,2588,5385,3724,3971,7693,1651,1520,3176,357,364,720,727,922,1646,22,14,38,6477,6793,13268,9286,9393,18680,805,700,1501,703,971,1676,19,18,40,1527,1690,3218,4665,4235,8903,30393,29266,59656
CED223,1520,1452,2977,3870,3613,7480,1620,1626,3244,595,603,1199,6089,5852,11937,2677,2667,5343,1410,1453,2864,819,869,1684,4907,5002,9902,301,319,621,210,386,599,661,420,1083,557,1022,1580,14,8,21,1745,2158,3909,281,603,879,167,404,562,65,167,234,408,957,1366,4,8,13,925,2136,3057,2674,4297,6970,202,147,347,238,422,664,6,13,20,447,581,1030,5535,5285,10814,21166,22466,43628
CED224,1947,1881,3827,4545,4472,9022,1553,1352,2911,672,693,1363,6780,6528,13316,3030,3018,6040,1461,1300,2767,1119,1146,2266,5613,5471,11082,344,316,661,222,354,575,539,227,764,584,841,1421,7,0,5,1696,1738,3434,1786,2179,3962,431,647,1075,224,306,525,635,1089,1717,7,10,16,3082,4222,7306,4779,5973,10752,224,209,431,383,573,955,9,8,14,616,792,1401,2779,2831,5603,22506,23473,45979
CED225,1958,1825,3785,5004,4770,9775,1347,1369,2720,404,419,826,6767,6565,13331,3321,2933,6257,1324,1406,2733,958,1034,1986,5613,5382,10992,284,252,539,215,316,530,552,187,746,570,716,1285,10,0,7,1632,1477,3104,1954,2395,4354,619,818,1438,263,318,584,758,1297,2054,5,0,12,3602,4838,8438,5235,6312,11555,198,159,361,391,559,953,9,3,12,598,721,1318,2475,2396,4870,22647,23207,45848
CED226,1512,1446,2964,4031,3742,7781,1041,910,1949,1181,1362,2549,6268,6023,12288,2381,2340,4718,1391,1044,2431,3120,3373,6502,6902,6763,13664,263,210,476,261,334,596,256,105,357,496,681,1177,9,9,11,1279,1335,2614,4202,4382,8581,1081,1146,2222,490,486,976,1029,1453,2483,14,6,26,6816,7471,14283,8106,8814,16914,213,199,414,367,541,913,9,3,8,588,748,1333,2419,2576,5001,25793,26371,52167
CED227,2482,2279,4763,6109,5694,11801,1458,1530,2989,1371,1488,2863,8954,8730,17676,3399,3334,6730,1317,1297,2614,1533,1497,3031,6252,6134,12387,351,394,747,329,525,850,756,358,1120,674,1148,1822,12,0,13,2123,2433,4552,1308,1800,3102,430,807,1232,179,295,475,503,1113,1617,5,9,14,2434,4018,6446,4560,6460,11020,318,303,620,478,684,1155,5,11,18,798,998,1801,3859,3981,7842,26895,28581,55483
CED228,2901,2597,5502,7108,6701,13805,1956,1984,3933,1596,1663,3264,10684,10370,21051,4313,3898,8211,1400,1493,2886,1079,1104,2178,6789,6512,13301,716,471,1179,669,874,1543,622,309,929,855,1436,2288,7,6,13,2861,3096,5963,2017,2389,4411,888,1316,2206,246,315,560,574,1034,1613,15,20,28,3744,5077,8819,6619,8188,14812,898,769,1669,769,1089,1862,12,13,27,1681,1873,3552,6008,5781,11788,34686,35312,70004
CED229,1375,1329,2706,2506,2369,4877,428,416,840,1239,1232,2470,4175,4028,8200,1336,1228,2557,318,341,666,1737,1783,3523,3398,3360,6756,315,289,604,603,709,1312,217,178,399,981,1289,2276,6,3,7,2124,2476,4598,2459,3024,5486,1472,1784,3259,354,416,765,1271,2019,3291,12,11,22,5571,7251,12819,7698,9739,17432,323,390,711,624,868,1488,12,9,23,967,1260,2228,5028,5028,10055,22636,24745,47376
CED230,1587,1531,3122,4548,4135,8678,1386,1427,2805,482,503,980,6418,6061,12482,3765,3603,7369,713,810,1529,422,460,888,4910,4879,9787,188,244,433,133,275,408,542,314,855,432,913,1343,12,16,25,1301,1762,3064,296,608,905,133,338,476,70,144,219,242,749,994,9,8,17,753,1846,2604,2060,3615,5671,185,181,368,287,510,800,20,16,31,496,706,1203,7068,6673,13742,22536,23467,46004
CED231,1609,1548,3157,2840,2586,5426,2262,2155,4416,528,653,1184,5635,5412,11043,2270,1889,4162,1596,1630,3224,902,1015,1916,4767,4537,9310,320,246,567,291,426,714,426,134,561,503,698,1202,10,10,18,1549,1515,3068,2136,2484,4618,757,959,1718,296,315,614,833,1287,2115,13,13,23,4033,5060,9091,5592,6591,12177,257,232,489,370,545,914,4,14,16,629,790,1422,2931,3000,5927,21163,21868,43035
CED232,2468,2115,4578,6110,5698,11808,1651,1601,3249,607,593,1201,8392,7902,16295,3505,3460,6966,1575,1542,3120,998,972,1968,6080,5983,12062,292,276,573,191,350,542,796,307,1106,558,888,1451,13,3,16,1854,1832,3690,1097,1620,2715,299,661,961,164,202,362,505,1125,1633,5,7,12,2072,3616,5689,3932,5458,9386,215,219,433,403,575,974,4,5,7,622,792,1412,3493,3492,6987,24984,25741,50724
CED233,1040,994,2033,2459,2346,4808,350,326,675,334,370,708,3152,3048,6197,1543,1642,3180,303,275,580,533,608,1142,2383,2528,4908,659,731,1385,1100,1550,2653,317,289,607,1285,1576,2856,0,6,13,3364,4152,7521,7579,9678,17259,3738,4065,7800,614,785,1395,2075,2777,4849,23,35,60,14024,17329,31355,17414,21497,38907,721,968,1695,961,1246,2211,12,7,23,1703,2222,3928,7032,6562,13588,32717,36848,69561
CED234,1819,1639,3460,5233,4795,10027,1083,1068,2149,639,738,1376,6962,6606,13572,3604,3181,6788,1252,1181,2431,1426,1401,2834,6290,5769,12060,347,234,579,359,460,819,493,191,682,613,951,1565,6,3,11,1816,1837,3656,3017,3212,6227,882,960,1847,368,386,751,719,1060,1785,4,15,24,4990,5637,10627,6812,7492,14303,274,284,554,521,806,1327,10,12,20,804,1092,1897,2697,2936,5634,25383,25537,50920
CED235,1461,1323,2787,4187,3881,8068,942,871,1811,591,561,1153,5724,5317,11035,2851,2755,5601,667,779,1445,744,806,1541,4259,4333,8595,172,208,376,97,281,382,544,321,865,429,800,1231,14,7,23,1249,1620,2869,367,728,1098,160,416,572,64,153,223,279,821,1103,6,13,13,877,2141,3014,2127,3760,5893,185,148,326,218,381,594,11,7,13,407,536,938,4866,5005,9871,18848,20272,39125
CED236,1638,1430,3066,4271,3858,8132,1853,1957,3812,334,321,653,6466,6143,12608,2607,2483,5089,1867,1835,3707,588,618,1204,5067,4940,10009,226,273,499,131,353,483,690,445,1144,497,975,1470,22,13,35,1570,2068,3634,372,700,1067,148,368,521,64,173,236,319,772,1090,3,9,10,907,2021,2930,2480,4101,6578,181,168,344,275,486,761,17,11,29,474,659,1137,6361,5897,12262,22486,23171,45655
CED237,2085,1875,3961,4920,4490,9415,2213,2134,4350,553,558,1116,7702,7208,14912,3466,3272,6738,1726,1642,3373,454,505,964,5658,5434,11092,519,398,912,441,655,1092,537,232,774,687,882,1571,13,9,19,2198,2170,4366,1972,2575,4544,848,1009,1855,187,267,463,509,822,1325,15,12,27,3526,4687,8214,5745,6865,12616,509,514,1020,544,727,1267,16,5,24,1070,1243,2313,3978,3939,7919,26236,26571,52806
CED238,1535,1408,2945,3739,3462,7197,1784,1725,3505,322,293,611,5844,5487,11323,2688,2488,5180,1557,1728,3286,526,457,986,4775,4676,9458,164,251,418,143,297,432,641,366,1009,514,830,1344,16,14,28,1478,1756,3238,298,622,920,180,366,549,69,139,201,324,807,1136,0,9,12,870,1949,2815,2350,3708,6052,128,115,245,194,358,548,7,16,28,328,490,823,6353,5107,11458,21182,20881,42063
CED239,1705,1548,3247,3408,3272,6678,1249,1186,2431,603,694,1297,5269,5156,10421,2364,2147,4512,817,965,1780,612,627,1242,3807,3744,7551,576,383,962,585,653,1241,450,215,664,762,923,1691,16,7,21,2392,2184,4573,2079,2762,4838,1434,1743,3175,306,401,708,1088,1932,3022,14,18,33,4919,6853,11773,7319,9047,16367,396,321,721,462,617,1079,6,9,17,865,952,1812,3524,3485,7007,22493,23925,46416
CED294,45,31,78,137,129,266,10,10,20,9,11,18,155,154,303,63,78,137,6,4,17,3,14,14,73,97,172,12,26,36,6,29,37,13,4,20,24,27,52,4,0,3,54,92,146,39,50,90,23,41,69,5,20,21,22,42,64,0,0,0,91,152,244,148,246,391,13,11,25,17,25,39,0,0,0,27,40,71,2220,1366,3584,2670,1932,4600
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,29,25,3,29
CED301,1797,1646,3436,7175,6698,13871,1146,1197,2345,1061,1035,2097,9399,8951,18348,4481,4273,8754,1397,1291,2693,1251,1377,2625,7139,6955,14089,280,321,596,222,479,700,399,446,846,685,1245,1933,10,8,21,1591,2497,4092,782,1329,2111,368,835,1207,206,398,598,659,1498,2158,5,3,7,2016,4066,6082,3612,6574,10189,322,326,647,446,716,1165,9,10,8,770,1056,1820,6549,5476,12032,29265,30652,59917
CED302,1729,1561,3287,4816,4759,9571,1616,1470,3084,938,940,1876,7365,7176,14547,3307,3214,6521,1745,1363,3113,1282,1442,2719,6336,6024,12363,265,252,515,247,397,644,371,212,581,542,975,1517,9,4,14,1423,1842,3269,2131,2494,4618,650,869,1516,334,389,722,761,1350,2114,0,8,9,3875,5103,8978,5306,6957,12260,244,226,475,394,614,1008,10,8,12,646,847,1494,2884,2751,5628,24264,25314,49575
CED303,1443,1266,2706,4409,4112,8525,1159,1076,2231,1075,1039,2107,6649,6230,12880,3292,2994,6287,1035,1018,2054,1595,1651,3249,5933,5681,11611,257,259,514,125,262,394,514,331,844,533,926,1460,10,3,13,1434,1786,3217,1040,1478,2512,248,519,770,184,285,465,465,1028,1496,4,5,9,1939,3310,5253,3379,5099,8477,183,199,387,322,544,864,5,9,12,509,748,1261,3047,3114,6158,20957,22138,43090
CED304,1258,1285,2541,3322,3412,6737,1229,1243,2471,378,416,789,4943,5069,10013,1635,1466,3096,1712,1420,3133,1308,1603,2909,4661,4484,9148,443,436,875,714,970,1685,369,345,712,1002,1341,2344,9,7,15,2543,3090,5634,3967,5211,9180,2049,2395,4448,619,831,1450,1853,2429,4283,5,17,25,8497,10887,19381,11045,13986,25030,386,480,872,614,883,1503,12,10,12,1014,1371,2387,4886,4196,9078,27805,30394,58199
CED305,1180,1056,2235,4921,4556,9471,1621,1615,3235,498,557,1048,7054,6729,13780,3008,2778,5791,1965,1730,3695,717,803,1516,5702,5314,11020,170,127,299,87,151,242,334,279,611,398,857,1257,7,3,13,1004,1416,2420,402,810,1215,260,523,782,190,377,564,488,1153,1639,0,6,9,1342,2867,4209,2343,4292,6642,156,190,349,412,505,920,4,6,9,575,695,1265,10457,6241,16697,27309,24331,51639
CED306,1182,1068,2248,4443,4078,8519,1643,1560,3203,633,677,1308,6726,6322,13049,3456,3164,6619,1530,1628,3165,655,634,1284,5641,5435,11081,185,126,314,137,190,324,387,300,686,434,953,1388,12,9,15,1161,1576,2737,389,810,1199,198,480,682,179,322,505,517,1111,1631,4,7,16,1292,2737,4030,2456,4314,6768,165,165,338,365,552,913,0,3,6,536,721,1261,8828,6460,15289,25365,24326,49694
CED307,1643,1464,3107,5378,5090,10471,1234,1146,2372,1111,1011,2130,7743,7265,15001,3868,3454,7323,1387,1242,2624,1405,1469,2873,6666,6172,12840,213,244,455,173,326,504,477,339,819,557,994,1553,3,3,5,1432,1902,3332,1362,1854,3217,372,691,1065,278,345,620,708,1344,2046,6,3,13,2722,4238,6961,4155,6146,10299,215,173,385,374,569,942,11,9,16,588,749,1339,2693,2585,5277,23490,24375,47862
CED308,1916,1773,3693,5424,5057,10478,1127,1053,2180,1548,1535,3087,8110,7655,15765,4263,4019,8280,652,660,1315,1606,1584,3187,6529,6276,12811,346,331,679,338,586,928,502,397,900,681,1415,2094,5,9,7,1869,2737,4607,1515,2142,3653,690,1078,1769,248,392,638,587,1223,1809,8,4,18,3043,4840,7889,4927,7596,12519,318,313,628,401,698,1105,3,3,6,723,1017,1742,5559,5660,11222,27772,29974,57749
CED309,1497,1303,2801,4802,4468,9274,843,854,1700,1276,1236,2513,6931,6575,13503,3331,3204,6534,849,859,1701,1540,1551,3092,5719,5628,11348,225,221,448,199,342,540,377,285,670,530,1067,1599,3,5,13,1343,1923,3267,772,1434,2204,501,975,1478,219,311,529,586,1215,1805,0,3,4,2070,3943,6012,3424,5873,9297,207,207,417,380,626,996,9,10,17,589,837,1435,4540,4396,8938,22697,24616,47314
CED310,1413,1268,2681,4991,4713,9706,744,773,1517,1028,1103,2136,6783,6600,13380,3771,3658,7428,718,796,1514,1297,1208,2506,5797,5660,11457,255,218,472,187,316,509,420,298,714,498,1033,1538,11,5,14,1364,1874,3240,1095,1900,2998,536,1078,1613,196,331,533,622,1319,1943,8,13,18,2454,4643,7100,3825,6522,10346,191,217,407,408,609,1020,7,6,16,609,840,1448,4718,4533,9252,23148,25417,48573
CED311,1166,1121,2290,5482,5220,10709,1307,1341,2645,476,522,999,7282,7095,14373,4171,3949,8123,963,1025,1983,531,466,1003,5669,5451,11117,153,120,278,115,160,281,313,286,605,361,932,1299,8,8,17,961,1516,2476,199,466,666,128,434,563,102,266,368,362,1011,1368,5,5,9,791,2188,2978,1753,3705,5456,197,150,346,333,536,874,8,6,10,533,692,1227,8199,6410,14607,24598,24471,49069
CED312,1971,1841,3809,6447,6189,12644,1134,1170,2306,1527,1548,3075,9127,8932,18061,4586,4372,8955,1102,1104,2211,1418,1501,2923,7117,6998,14119,298,358,657,307,641,948,536,457,985,731,1286,2018,5,12,15,1871,2741,4616,982,1559,2538,466,822,1291,205,382,585,453,1129,1582,9,10,13,2113,3900,6008,3992,6659,10652,336,368,701,454,790,1242,12,4,20,802,1162,1964,6157,6143,12308,29170,31740,60911
CED313,1371,1323,2696,3616,3576,7188,1693,1664,3359,558,474,1034,5874,5718,11588,2333,2073,4404,1647,1698,3345,1227,1099,2335,5219,4881,10103,423,413,838,587,773,1354,341,267,605,836,1189,2016,6,7,13,2184,2646,4831,3899,4893,8796,1914,2168,4083,540,684,1219,1559,2306,3864,7,11,19,7915,10064,17973,10109,12721,22830,344,389,732,519,671,1196,6,5,6,869,1063,1932,4371,4225,8598,27812,29928,57743
CED314,1265,1235,2504,4577,4284,8866,1557,1535,3086,1022,1051,2071,7160,6880,14042,3306,3226,6536,1497,1444,2944,1566,1553,3114,6376,6223,12600,335,327,662,284,326,610,471,446,918,659,1177,1830,12,12,19,1749,2286,4039,716,1187,1903,527,765,1289,270,426,693,768,1459,2226,8,6,11,2283,3841,6123,4045,6145,10185,275,244,521,427,656,1083,3,15,20,715,912,1628,4339,4133,8472,23899,25530,49430
CED315,1397,1214,2616,4216,3988,8201,2320,2226,4545,693,664,1358,7245,6893,14137,2893,2766,5657,1661,1984,3648,930,928,1857,5486,5689,11174,302,199,502,200,384,591,361,306,668,526,983,1511,0,3,3,1398,1872,3267,1278,2379,3651,615,975,1591,228,372,605,750,1453,2206,10,7,15,2875,5180,8061,4277,7062,11341,276,227,505,380,613,995,3,12,16,658,850,1513,7150,5450,12600,26220,27164,53382
CED316,927,926,1854,3843,3595,7440,1014,980,2003,927,857,1782,5799,5446,11246,3019,3039,6057,1047,1035,2085,903,819,1715,4981,4892,9870,125,149,277,129,247,373,301,305,605,406,829,1231,10,7,22,970,1536,2506,249,508,761,206,501,714,87,198,286,369,858,1230,4,4,7,919,2080,2997,1890,3618,5504,164,171,335,328,477,798,4,11,9,494,652,1144,4976,4872,9849,19066,20407,39469
CED317,1162,1044,2207,4999,4624,9627,1930,1857,3782,367,334,699,7310,6823,14130,3899,3647,7545,1402,1475,2883,505,493,996,5813,5614,11429,183,125,310,151,214,366,314,289,607,367,849,1215,11,8,23,1032,1483,2512,179,456,643,129,354,481,56,171,229,382,1048,1427,3,3,10,750,2032,2786,1783,3520,5302,177,192,370,320,516,843,14,14,30,514,721,1243,10557,8112,18669,27140,25840,52976
CED318,1262,1239,2504,4927,4680,9607,1919,1844,3761,591,538,1130,7440,7078,14515,3923,3758,7685,1484,1501,2987,492,557,1053,5907,5830,11738,199,189,390,297,514,807,387,314,704,679,1362,2039,9,12,18,1565,2396,3964,590,1041,1633,447,822,1272,154,256,408,696,1439,2141,9,11,14,1893,3567,5460,3468,5973,9441,206,250,460,399,665,1060,11,8,23,613,931,1544,9049,7853,16903,27743,28903,56648
CED319,1545,1431,2979,3994,3827,7822,2009,1844,3853,261,313,573,6266,5995,12262,2685,2467,5153,2040,1807,3841,495,605,1096,5220,4880,10105,330,303,633,347,477,827,349,271,619,635,1050,1681,12,5,13,1669,2104,3773,1501,2259,3758,739,1041,1782,326,428,759,1064,1675,2738,8,4,7,3635,5402,9041,5316,7516,12838,247,269,514,378,611,984,5,7,11,631,882,1509,3408,3141,6546,22390,23848,46236
CED320,1611,1476,3086,6159,5781,11933,909,924,1833,1078,1009,2092,8159,7731,15885,4548,4579,9131,972,987,1958,963,940,1908,6506,6518,13023,218,263,484,150,402,555,451,407,855,613,1200,1814,6,7,20,1444,2278,3723,697,1185,1884,341,723,1068,152,298,448,382,1108,1495,3,11,16,1571,3332,4900,3025,5617,8634,249,277,522,460,662,1125,0,14,21,707,953,1669,6508,4930,11439,26514,27233,53740
CED321,954,926,1881,4367,4215,8578,1354,1367,2724,567,545,1118,6289,6132,12425,3439,3255,6696,666,787,1455,593,593,1192,4713,4639,9348,137,100,239,94,143,241,303,278,574,349,828,1172,14,10,30,900,1354,2254,148,421,569,101,269,370,63,211,273,291,795,1083,8,3,11,611,1703,2313,1511,3058,4570,103,144,243,255,449,704,12,10,21,363,605,969,7426,6827,14253,21259,22184,43445
CED322,1675,1448,3122,4440,4311,8758,927,956,1881,1279,1293,2573,6664,6575,13240,3243,2997,6239,676,711,1380,1629,1657,3284,5549,5366,10917,182,231,411,242,435,677,450,284,736,683,1129,1814,11,0,11,1572,2079,3647,1451,2280,3732,618,1002,1619,247,407,655,669,1291,1959,6,4,16,2999,4980,7976,4576,7062,11631,173,202,376,370,622,992,4,6,13,551,830,1382,4235,4590,8825,23242,25880,49121
CED323,1375,1256,2627,3462,3273,6734,859,850,1709,1099,1092,2186,5431,5228,10658,2737,2646,5382,612,586,1197,1780,1475,3257,5140,4716,9857,367,407,772,688,954,1635,445,371,818,1049,1645,2689,10,12,18,2554,3382,5939,1848,2763,4617,1076,1365,2442,304,380,689,647,1223,1872,9,11,21,3883,5754,9642,6448,9146,15597,340,377,720,634,898,1525,7,8,19,984,1280,2264,6920,6798,13727,26294,28433,54724
