CED_CODE_2021,D_18_20_FPULPTW_MPTLF,D_18_20_FPULPTW_MPNLF,D_18_20_FPULPTW_MPLFSNS,D_18_20_FPULPTW_T,D_18_20_FPUT_MPEFT,D_18_20_FPUT_MPEPT,D_18_20_FPUT_MPEAW,D_18_20_FPUT_MPEHNS,D_18_20_FPUT_MPET,D_18_20_FPUT_MPULFTW,D_18_20_FPUT_MPULPTW,D_18_20_FPUT_MPUT,D_18_20_FPUT_MPTLF,D_18_20_FPUT_MPNLF,D_18_20_FPUT_MPLFSNS,D_18_20_FPUT_T,D_18_20_FPTLF_MPEFT,D_18_20_FPTLF_MPEPT,D_18_20_FPTLF_MPEAW,D_18_20_FPTLF_MPEHNS,D_18_20_FPTLF_MPET,D_18_20_FPTLF_MPULFTW,D_18_20_FPTLF_MPULPTW,D_18_20_FPTLF_MPUT,D_18_20_FPTLF_MPTLF,D_18_20_FPTLF_MPNLF,D_18_20_FPTLF_MPLFSNS,D_18_20_FPTLF_T,D_18_20_FPNLF_MPEFT,D_18_20_FPNLF_MPEPT,D_18_20_FPNLF_MPEAW,D_18_20_FPNLF_MPEHNS,D_18_20_FPNLF_MPET,D_18_20_FPNLF_MPULFTW,D_18_20_FPNLF_MPULPTW,D_18_20_FPNLF_MPUT,D_18_20_FPNLF_MPTLF,D_18_20_FPNLF_MPNLF,D_18_20_FPNLF_MPLFSNS,D_18_20_FPNLF_T,D_18_20_FPLFSNS_MPEFT,D_18_20_FPLFSNS_MPEPT,D_18_20_FPLFSNS_MPEAW,D_18_20_FPLFSNS_MPEHNS,D_18_20_FPLFSNS_MPET,D_18_20_FPLFSNS_MPULFTW,D_18_20_FPLFSNS_MPULPTW,D_18_20_FPLFSNS_MPUT,D_18_20_FPLFSNS_MPTLF,D_18_20_FPLFSNS_MPNLF,D_18_20_FPLFSNS_MPLFSNS,D_18_20_FPLFSNS_T,D_18_20_FPT_MPEFT,D_18_20_FPT_MPEPT,D_18_20_FPT_MPEAW,D_18_20_FPT_MPEHNS,D_18_20_FPT_MPET,D_18_20_FPT_MPULFTW,D_18_20_FPT_MPULPTW,D_18_20_FPT_MPUT,D_18_20_FPT_MPTLF,D_18_20_FPT_MPNLF,D_18_20_FPT_MPLFSNS,D_18_20_FPT_T,D_21_24_FPEFT_MPEFT,D_21_24_FPEFT_MPEPT,D_21_24_FPEFT_MPEAW,D_21_24_FPEFT_MPEHNS,D_21_24_FPEFT_MPET,D_21_24_FPEFT_MPULFTW,D_21_24_FPEFT_MPULPTW,D_21_24_FPEFT_MPUT,D_21_24_FPEFT_MPTLF,D_21_24_FPEFT_MPNLF,D_21_24_FPEFT_MPLFSNS,D_21_24_FPEFT_T,D_21_24_FPEPT_MPEFT,D_21_24_FPEPT_MPEPT,D_21_24_FPEPT_MPEAW,D_21_24_FPEPT_MPEHNS,D_21_24_FPEPT_MPET,D_21_24_FPEPT_MPULFTW,D_21_24_FPEPT_MPULPTW,D_21_24_FPEPT_MPUT,D_21_24_FPEPT_MPTLF,D_21_24_FPEPT_MPNLF,D_21_24_FPEPT_MPLFSNS,D_21_24_FPEPT_T,D_21_24_FPEAW_MPEFT,D_21_24_FPEAW_MPEPT,D_21_24_FPEAW_MPEAW,D_21_24_FPEAW_MPEHNS,D_21_24_FPEAW_MPET,D_21_24_FPEAW_MPULFTW,D_21_24_FPEAW_MPULPTW,D_21_24_FPEAW_MPUT,D_21_24_FPEAW_MPTLF,D_21_24_FPEAW_MPNLF,D_21_24_FPEAW_MPLFSNS,D_21_24_FPEAW_T,D_21_24_FPHNS_MPEFT,D_21_24_FPHNS_MPEPT,D_21_24_FPHNS_MPEAW,D_21_24_FPHNS_MPEHNS,D_21_24_FPHNS_MPET,D_21_24_FPHNS_MPULFTW,D_21_24_FPHNS_MPULPTW,D_21_24_FPHNS_MPUT,D_21_24_FPHNS_MPTLF,D_21_24_FPHNS_MPNLF,D_21_24_FPHNS_MPLFSNS,D_21_24_FPHNS_T,D_21_24_FPET_MPEFT,D_21_24_FPET_MPEPT,D_21_24_FPET_MPEAW,D_21_24_FPET_MPEHNS,D_21_24_FPET_MPET,D_21_24_FPET_MPULFTW,D_21_24_FPET_MPULPTW,D_21_24_FPET_MPUT,D_21_24_FPET_MPTLF,D_21_24_FPET_MPNLF,D_21_24_FPET_MPLFSNS,D_21_24_FPET_T,D_21_24_FPULFTW_MPEFT,D_21_24_FPULFTW_MPEPT,D_21_24_FPULFTW_MPEAW,D_21_24_FPULFTW_MPEHNS,D_21_24_FPULFTW_MPET,D_21_24_FPULFTW_MPULFTW,D_21_24_FPULFTW_MPULPTW,D_21_24_FPULFTW_MPUT,D_21_24_FPULFTW_MPTLF,D_21_24_FPULFTW_MPNLF,D_21_24_FPULFTW_MPLFSNS,D_21_24_FPULFTW_T,D_21_24_FPULPTW_MPEFT,D_21_24_FPULPTW_MPEPT,D_21_24_FPULPTW_MPEAW,D_21_24_FPULPTW_MPEHNS,D_21_24_FPULPTW_MPET,D_21_24_FPULPTW_MPULFTW,D_21_24_FPULPTW_MPULPTW,D_21_24_FPULPTW_MPUT,D_21_24_FPULPTW_MPTLF,D_21_24_FPULPTW_MPNLF,D_21_24_FPULPTW_MPLFSNS,D_21_24_FPULPTW_T,D_21_24_FPUT_MPEFT,D_21_24_FPUT_MPEPT,D_21_24_FPUT_MPEAW,D_21_24_FPUT_MPEHNS,D_21_24_FPUT_MPET,D_21_24_FPUT_MPULFTW,D_21_24_FPUT_MPULPTW,D_21_24_FPUT_MPUT,D_21_24_FPUT_MPTLF,D_21_24_FPUT_MPNLF,D_21_24_FPUT_MPLFSNS,D_21_24_FPUT_T,D_21_24_FPTLF_MPEFT,D_21_24_FPTLF_MPEPT,D_21_24_FPTLF_MPEAW,D_21_24_FPTLF_MPEHNS,D_21_24_FPTLF_MPET,D_21_24_FPTLF_MPULFTW,D_21_24_FPTLF_MPULPTW,D_21_24_FPTLF_MPUT,D_21_24_FPTLF_MPTLF,D_21_24_FPTLF_MPNLF,D_21_24_FPTLF_MPLFSNS,D_21_24_FPTLF_T,D_21_24_FPNLF_MPEFT,D_21_24_FPNLF_MPEPT,D_21_24_FPNLF_MPEAW,D_21_24_FPNLF_MPEHNS,D_21_24_FPNLF_MPET,D_21_24_FPNLF_MPULFTW,D_21_24_FPNLF_MPULPTW,D_21_24_FPNLF_MPUT,D_21_24_FPNLF_MPTLF,D_21_24_FPNLF_MPNLF,D_21_24_FPNLF_MPLFSNS,D_21_24_FPNLF_T,D_21_24_FPLFSNS_MPEFT,D_21_24_FPLFSNS_MPEPT,D_21_24_FPLFSNS_MPEAW,D_21_24_FPLFSNS_MPEHNS,D_21_24_FPLFSNS_MPET,D_21_24_FPLFSNS_MPULFTW,D_21_24_FPLFSNS_MPULPTW,D_21_24_FPLFSNS_MPUT,D_21_24_FPLFSNS_MPTLF,D_21_24_FPLFSNS_MPNLF,D_21_24_FPLFSNS_MPLFSNS,D_21_24_FPLFSNS_T,D_21_24_FPT_MPEFT,D_21_24_FPT_MPEPT,D_21_24_FPT_MPEAW,D_21_24_FPT_MPEHNS
CED111,16,0,0,19,11,4,0,0,13,3,4,3,17,0,0,18,986,152,63,7,1212,10,3,17,1226,92,0,1321,147,33,11,0,204,3,3,12,208,73,0,283,0,0,0,0,0,0,0,0,0,0,4,5,1139,191,76,14,1416,14,10,29,1442,164,4,1608,209,24,18,3,255,4,0,10,259,22,0,282,188,44,9,0,244,5,0,5,253,29,0,279,28,0,5,0,44,0,0,0,42,0,0,44,0,0,0,3,8,0,0,0,8,0,0,8,432,73,30,7,544,15,0,10,558,59,0,613,0,0,0,0,6,0,0,0,4,0,0,4,7,0,0,0,7,0,0,0,7,0,0,9,8,0,0,0,8,0,0,0,14,0,0,16,442,76,30,7,553,15,0,15,569,56,0,624,79,19,4,4,101,0,3,0,105,51,0,151,0,0,0,0,0,0,0,0,0,0,0,6,522,96,35,5
CED112,9,0,0,11,16,3,0,0,21,0,0,0,21,0,0,23,703,137,51,3,896,13,3,12,908,54,0,964,110,18,7,0,131,5,0,5,138,31,0,164,0,0,0,0,0,0,0,0,0,0,0,0,812,160,61,9,1032,11,3,18,1044,85,0,1133,148,27,12,0,189,0,0,0,186,15,0,202,101,28,6,0,136,0,0,0,136,5,0,143,27,3,6,0,32,0,0,0,32,0,0,40,0,0,0,4,4,0,0,0,4,0,0,4,276,53,25,6,361,0,0,0,364,26,0,387,0,3,0,0,0,0,0,0,0,0,0,6,4,4,0,0,9,0,0,0,8,0,0,8,4,5,0,0,7,0,0,0,7,0,0,10,280,58,27,6,372,3,0,0,373,28,0,399,44,15,0,0,57,0,0,0,56,23,0,85,0,0,0,0,0,0,0,0,0,0,0,0,325,70,29,6
CED113,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,680,64,13,8,769,8,3,6,778,54,0,834,54,4,3,0,67,0,0,0,69,9,0,80,0,0,0,0,0,0,0,0,0,0,0,4,740,70,17,12,839,8,3,8,847,70,0,920,139,10,0,0,149,0,0,0,149,14,0,166,58,20,5,4,81,0,0,0,81,7,0,96,9,4,4,0,15,0,0,0,15,6,0,17,3,0,0,0,7,0,0,0,7,0,0,7,207,35,7,4,252,0,0,0,252,23,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,35,7,4,255,0,0,0,255,23,0,280,23,8,4,0,32,0,0,0,35,8,0,45,0,0,0,0,0,0,0,0,0,0,0,3,234,40,10,4
CED114,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,572,51,0,5,624,6,0,6,628,27,0,654,65,16,4,0,83,0,0,0,83,30,0,114,0,0,0,0,0,0,0,0,0,0,3,3,632,60,6,6,708,6,0,6,711,53,3,768,80,5,0,0,83,0,0,0,83,13,0,95,65,13,4,0,81,0,0,0,77,8,0,83,0,0,0,0,5,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,154,17,0,3,172,0,0,0,171,16,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,17,0,3,172,0,0,0,174,16,0,192,22,5,0,0,25,0,0,0,25,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,175,23,7,3
CED115,30,7,0,41,15,16,6,0,33,16,8,26,64,20,0,76,616,194,162,21,996,42,14,50,1053,237,5,1295,307,112,115,20,552,20,25,47,603,672,0,1273,0,4,0,5,7,0,0,0,7,0,10,17,924,314,274,44,1560,64,40,98,1660,914,9,2585,180,19,23,5,220,3,0,3,220,47,5,270,101,41,27,0,171,9,0,7,182,53,0,233,34,8,34,0,79,0,0,0,79,15,0,96,0,0,0,3,7,0,0,0,8,11,0,14,312,69,90,4,473,7,0,10,486,126,3,615,8,0,0,0,10,7,0,6,20,12,0,28,12,0,6,0,20,3,8,13,34,6,0,43,17,9,8,0,34,10,7,16,53,19,0,71,332,74,98,4,506,25,8,31,537,142,3,682,171,76,73,8,322,15,18,29,354,488,3,851,0,0,0,4,3,0,0,0,3,0,5,8,502,149,172,19
CED116,4,0,0,4,3,3,0,0,3,0,0,0,7,0,0,7,437,99,26,8,565,12,5,10,576,50,0,629,47,17,0,3,69,5,0,3,77,25,0,99,0,0,0,0,0,0,0,0,0,0,0,0,483,115,30,13,634,12,4,19,647,80,0,736,84,9,0,0,96,0,0,0,93,17,0,104,56,24,3,0,81,0,0,3,81,13,0,99,0,4,0,0,6,0,0,0,6,0,0,6,0,3,0,3,5,0,0,0,5,0,0,5,136,38,5,3,180,3,0,6,185,24,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,38,5,3,180,3,0,6,185,29,0,217,11,3,0,0,17,0,0,0,17,17,0,33,0,0,0,0,0,0,0,0,0,0,0,0,151,40,5,3
CED117,12,3,0,17,23,0,0,0,30,0,0,0,32,3,0,31,850,166,47,12,1071,19,9,28,1101,83,0,1182,111,24,10,0,152,3,0,3,152,43,0,192,0,0,0,0,0,0,0,0,0,0,0,0,959,191,62,12,1220,26,9,32,1253,122,0,1371,183,33,10,0,221,3,0,6,229,34,0,266,87,34,3,0,131,0,0,0,131,23,0,152,8,0,0,0,9,0,0,0,12,4,0,16,0,0,0,0,0,0,0,0,0,0,0,4,279,70,11,0,367,3,3,4,371,64,0,436,8,0,0,0,10,0,0,0,12,0,0,12,4,0,0,0,4,0,0,5,6,0,0,6,8,0,0,0,8,0,0,5,14,0,0,14,291,71,11,3,376,6,5,10,387,64,0,448,47,17,8,5,70,4,0,4,74,36,0,107,0,0,0,0,0,0,0,0,0,0,0,0,332,83,20,6
CED118,24,4,0,30,51,6,4,0,63,11,0,12,73,4,0,78,1630,280,197,22,2133,54,11,66,2202,156,0,2363,323,56,36,7,425,15,0,19,442,158,0,599,3,5,0,0,9,0,0,0,9,0,3,11,1962,338,237,32,2565,75,12,81,2650,314,3,2975,519,68,34,5,631,12,4,13,644,60,4,704,222,44,30,0,298,0,0,3,307,29,0,333,36,5,24,0,66,0,0,4,71,11,0,83,4,0,3,6,14,0,0,0,14,3,0,16,782,121,87,9,1002,16,6,24,1029,100,0,1131,9,3,0,0,8,3,0,3,9,0,0,9,11,0,0,0,13,0,0,0,13,4,0,17,15,3,0,0,17,3,0,3,23,4,0,23,802,126,87,9,1026,16,6,24,1053,107,0,1160,159,28,33,7,227,7,4,16,239,111,0,347,3,0,0,4,8,0,0,0,8,0,3,9,971,155,116,13
CED119,15,0,0,22,20,9,0,0,32,0,0,0,29,3,0,34,1434,228,120,10,1794,34,8,40,1836,107,0,1945,172,30,17,0,222,3,0,3,228,63,0,295,0,0,0,0,0,0,0,0,0,0,8,10,1611,264,143,10,2023,39,8,44,2063,175,6,2242,326,42,22,0,394,10,6,15,405,45,0,448,280,61,22,0,360,4,3,7,366,32,0,401,42,5,10,0,58,0,0,0,58,0,0,57,0,0,0,0,7,0,0,0,7,0,0,7,654,104,59,3,818,15,6,18,840,77,0,913,5,6,0,0,6,0,0,0,6,0,0,7,10,0,0,0,12,0,0,0,12,0,0,12,12,6,0,0,14,0,0,0,14,0,0,18,667,107,59,3,833,15,6,18,849,77,0,935,102,27,7,0,138,8,0,8,142,47,0,190,0,0,0,0,0,0,0,0,0,0,0,0,767,135,67,3
CED120,6,0,0,5,6,0,0,0,9,0,0,0,12,0,0,11,940,164,61,26,1193,16,0,19,1213,74,3,1289,125,25,16,0,165,0,0,0,167,43,0,211,0,0,0,0,0,0,0,0,0,0,0,3,1062,186,83,29,1363,18,0,16,1381,121,7,1504,195,21,8,0,231,3,6,8,242,19,0,262,123,43,10,0,173,0,0,0,172,14,0,192,19,3,0,0,20,0,0,0,20,0,0,21,0,0,0,5,5,0,0,0,5,0,0,5,338,69,19,7,434,10,6,12,438,29,6,476,0,0,0,0,3,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,6,0,0,6,343,69,21,7,437,8,7,14,446,29,6,485,39,13,8,0,51,0,0,0,51,22,0,71,0,0,0,0,0,0,0,0,0,0,4,3,376,81,25,3
CED121,4,0,0,3,3,0,0,0,3,0,0,0,6,4,0,11,639,80,26,9,759,10,3,9,771,52,0,819,75,7,3,0,87,0,0,0,92,29,0,118,0,0,0,0,0,0,0,0,0,0,0,0,722,94,30,8,847,5,3,14,865,82,0,945,141,19,4,0,156,0,0,0,162,8,0,173,118,19,8,6,145,0,0,0,150,11,0,154,12,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,264,35,12,4,322,4,0,4,323,21,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,267,38,12,8,323,4,0,4,328,21,0,348,47,4,4,0,56,0,0,0,56,20,0,77,0,0,0,0,0,0,0,0,0,0,0,0,318,41,10,8
CED122,12,5,0,23,23,3,0,0,31,9,3,10,36,9,0,51,1047,254,68,17,1389,25,11,35,1428,130,3,1560,192,44,16,4,250,0,0,4,254,73,0,328,0,0,0,3,3,0,0,0,3,0,4,10,1236,303,87,20,1644,30,11,39,1684,198,12,1889,278,49,10,3,337,15,3,18,354,45,0,400,211,76,12,5,298,5,7,5,306,26,0,339,24,11,8,0,45,0,0,0,45,5,0,49,0,0,0,0,0,0,0,0,6,0,0,6,512,134,28,9,689,18,4,20,711,79,0,794,0,0,0,0,0,0,0,3,3,0,0,8,3,0,0,0,7,0,0,0,9,3,0,13,5,0,0,0,10,0,6,6,16,0,0,17,522,139,28,9,695,21,6,28,722,82,0,808,93,35,11,0,140,4,0,0,146,69,0,211,0,0,0,0,0,0,0,0,0,0,8,8,620,170,42,13
CED123,13,0,0,14,20,0,0,0,22,4,3,9,36,3,0,37,958,197,84,7,1252,19,6,30,1276,106,0,1386,166,42,13,4,229,4,0,4,229,66,0,295,0,0,0,0,0,0,0,0,0,0,3,5,1126,234,103,21,1476,24,6,28,1505,167,3,1681,239,36,16,0,294,8,0,6,303,30,0,333,135,39,9,0,189,4,0,4,187,29,0,211,32,12,4,0,46,0,0,0,50,8,0,58,0,0,0,5,3,0,0,0,3,0,0,3,400,83,36,10,531,13,0,10,541,63,0,612,7,0,0,0,7,5,0,5,9,0,0,13,3,0,0,0,3,0,0,0,3,6,0,7,10,0,0,0,12,5,0,5,14,4,0,21,414,88,33,10,543,18,0,15,557,68,0,625,83,14,3,4,105,4,0,4,107,48,0,157,0,0,0,0,0,0,0,0,0,0,0,0,498,100,42,13
CED124,4,0,0,4,8,0,0,0,8,0,0,0,11,0,0,9,409,72,11,7,490,10,0,10,497,35,0,534,37,12,0,3,53,0,0,0,53,24,0,79,0,0,0,0,0,0,0,0,0,0,0,0,444,78,13,7,544,10,0,10,551,59,0,613,80,9,0,0,90,0,0,3,93,10,0,102,51,12,0,0,65,0,0,0,65,9,0,75,3,0,0,0,4,0,0,0,4,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,135,21,6,3,164,0,0,3,172,22,0,193,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,139,21,3,3,171,0,0,3,174,22,0,192,16,4,0,0,19,0,0,0,19,12,0,28,0,0,0,0,0,0,0,0,0,0,0,0,151,25,7,3
CED125,19,4,0,20,15,10,3,0,29,6,0,10,43,16,0,53,1006,193,124,14,1338,37,7,45,1383,167,0,1556,266,85,40,11,402,3,4,13,414,180,0,594,0,0,0,0,3,0,0,0,3,0,3,7,1267,280,169,23,1740,47,11,60,1802,352,3,2156,267,46,34,6,352,8,0,8,359,51,0,414,146,48,22,0,216,3,0,3,221,32,0,255,38,9,14,0,60,0,0,0,60,7,0,73,0,0,0,8,8,0,0,0,6,0,0,10,452,109,69,10,638,14,0,18,656,93,0,747,3,0,4,0,8,4,0,4,13,3,0,17,0,3,4,0,8,0,0,3,9,3,0,10,3,4,9,0,19,7,0,4,20,4,0,27,457,110,72,10,655,18,3,24,675,96,0,774,135,50,20,5,211,0,0,5,217,115,0,328,0,0,0,0,0,0,0,0,0,0,5,5,594,157,98,18
CED126,25,0,0,29,26,6,0,0,36,5,3,9,41,3,0,47,1451,275,73,14,1812,29,3,29,1846,102,0,1945,240,52,13,6,306,7,0,4,305,58,0,361,0,0,0,0,0,0,0,0,0,0,0,0,1692,327,86,11,2116,33,3,35,2152,159,0,2316,310,51,14,0,374,8,0,7,384,40,0,424,256,56,16,3,331,4,0,3,330,41,0,367,47,14,5,0,67,0,0,0,67,5,0,76,3,0,0,0,4,0,0,0,4,0,0,5,614,117,38,4,775,8,0,14,785,89,0,878,3,0,0,0,8,0,0,0,8,0,0,8,0,3,0,0,4,0,0,4,8,0,0,8,9,3,0,0,15,0,0,4,18,0,0,18,622,123,38,4,790,10,7,15,803,89,0,892,118,27,7,0,153,0,0,0,151,44,0,199,0,0,0,0,0,0,0,0,0,0,0,0,739,153,46,4
CED127,10,0,0,10,11,0,0,0,13,3,0,3,17,0,0,15,766,184,68,12,1032,12,3,16,1047,78,0,1127,100,25,13,0,140,5,0,5,146,30,0,180,0,0,0,0,0,0,0,0,0,0,0,0,868,212,81,18,1173,14,3,20,1191,112,3,1300,197,29,12,0,239,0,0,0,244,20,0,258,143,25,7,0,175,3,0,3,179,20,0,198,19,4,4,0,23,0,0,0,23,4,0,27,0,0,0,3,3,0,0,0,3,0,0,3,359,56,27,3,449,3,0,4,449,39,0,493,0,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,9,0,0,0,6,0,0,0,7,0,0,8,371,56,30,3,456,5,0,3,460,44,0,500,48,16,3,0,65,0,0,3,70,40,0,104,0,0,0,0,0,0,0,0,0,0,3,3,414,74,32,3
CED128,29,8,0,35,17,7,4,0,36,14,6,23,59,11,0,66,802,162,173,14,1148,29,10,47,1192,177,0,1367,241,102,81,24,454,23,20,40,491,708,0,1203,0,0,0,3,3,0,0,0,3,0,5,11,1040,268,249,39,1605,54,30,89,1686,881,10,2581,216,30,29,0,270,11,6,14,285,46,0,327,128,48,19,5,198,0,0,0,201,45,0,241,25,8,26,0,61,0,0,0,57,15,0,77,3,0,0,3,3,0,0,0,9,4,0,12,365,91,72,5,531,15,3,21,550,105,0,657,7,4,0,0,12,8,0,8,18,4,0,25,7,5,0,0,8,0,10,8,23,5,0,18,16,10,3,0,25,7,10,14,41,3,0,43,382,95,73,5,554,18,11,35,588,113,0,702,134,64,49,15,267,23,6,30,293,466,4,765,0,0,0,0,0,0,0,0,0,0,5,8,517,158,125,23
CED129,28,4,0,32,40,9,5,0,49,9,0,16,66,6,0,74,2214,355,143,22,2737,74,15,83,2821,183,4,3007,371,60,38,0,471,15,0,17,481,129,0,612,0,0,0,4,0,0,0,0,0,0,0,9,2593,410,186,25,3211,85,13,99,3307,308,5,3624,647,76,45,9,780,24,3,27,801,65,0,868,339,94,32,4,467,11,0,11,483,38,0,519,57,13,22,0,95,0,0,3,102,17,0,120,3,0,0,6,10,0,0,0,15,0,0,15,1052,188,103,13,1353,34,6,47,1399,120,0,1518,16,0,0,0,19,5,0,5,22,0,0,22,11,5,6,0,20,0,0,0,21,0,0,24,27,3,5,0,37,3,0,5,43,0,0,41,1077,185,105,13,1391,41,5,51,1438,125,0,1563,195,36,21,3,266,12,0,9,277,100,0,382,0,0,0,0,0,0,0,0,0,0,4,3,1277,229,129,27
CED130,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,394,51,7,0,460,0,5,8,462,16,0,483,40,4,0,0,47,0,0,0,50,43,0,89,0,0,0,0,0,0,0,0,0,0,0,3,437,54,10,0,509,0,3,7,516,57,4,571,65,8,0,0,79,4,0,4,79,0,0,81,30,3,0,0,36,0,0,0,36,7,0,38,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,98,11,3,0,119,4,0,0,117,11,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,11,3,0,119,4,0,0,117,11,0,125,17,0,5,0,16,0,0,5,22,23,0,41,0,0,0,0,0,0,0,0,0,0,0,0,105,16,7,9
CED131,9,0,0,14,10,0,0,0,11,0,0,0,16,0,0,15,951,133,29,0,1114,18,3,17,1131,65,0,1203,102,12,9,4,130,4,3,4,132,30,0,160,0,0,0,0,0,0,0,0,0,0,0,0,1055,142,34,5,1247,20,0,21,1270,96,0,1368,182,25,4,0,215,8,0,7,221,24,0,243,187,33,6,0,232,6,0,6,232,13,0,249,10,0,0,0,16,0,0,0,16,7,0,23,0,0,0,0,0,0,0,0,0,0,0,3,381,66,15,0,462,7,0,5,472,39,0,514,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,6,0,0,0,6,0,0,4,386,66,15,0,469,7,0,5,472,42,0,517,47,9,4,0,61,5,0,0,63,21,0,78,0,0,0,0,0,0,0,0,0,0,0,0,436,75,21,0
CED132,16,0,0,21,38,4,5,0,45,5,0,5,48,3,0,52,1259,257,43,3,1559,37,3,41,1605,118,0,1722,285,65,9,8,367,6,3,9,374,75,0,453,0,0,0,3,3,0,0,0,3,0,0,3,1543,318,47,17,1930,46,8,48,1979,193,0,2177,268,50,6,0,328,13,7,20,345,33,0,382,246,79,8,0,336,3,0,9,337,28,0,365,27,12,14,0,53,0,0,0,53,3,0,62,5,0,0,4,9,0,0,0,9,0,0,9,543,143,31,4,717,16,7,29,748,68,0,814,8,0,0,0,8,3,0,4,8,0,0,8,6,0,0,0,8,0,0,0,9,0,0,16,19,0,0,0,21,5,0,4,25,0,0,21,558,143,32,4,738,21,10,31,771,67,0,835,156,44,13,5,213,3,5,6,222,77,0,297,0,0,0,0,0,0,0,0,0,0,0,0,719,187,46,6
CED133,0,0,0,7,10,0,0,0,10,0,0,0,10,0,0,12,408,79,15,9,517,3,0,3,516,27,0,549,52,10,0,0,66,3,0,3,68,17,0,86,0,0,0,0,0,0,0,0,0,3,5,3,459,92,16,8,576,5,0,5,588,51,5,641,57,7,0,0,68,0,0,0,67,10,0,82,41,13,0,0,53,0,0,0,57,3,0,61,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,101,19,5,0,122,3,0,0,128,22,0,147,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,5,0,0,5,102,19,5,0,126,0,0,0,127,22,0,153,11,0,0,0,14,0,0,0,14,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,116,18,5,0
CED134,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,359,34,3,5,399,3,0,7,406,13,0,418,27,3,0,0,33,0,0,0,33,15,0,48,0,0,0,0,0,0,0,0,0,0,0,3,382,39,3,6,429,3,0,7,438,28,0,470,64,0,0,3,66,0,0,0,66,3,0,70,28,6,0,0,43,0,0,0,43,0,0,44,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,91,6,0,3,108,0,0,0,108,6,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,6,0,3,109,0,0,0,109,6,0,113,12,0,0,0,11,0,0,0,11,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,104,12,0,3
CED135,40,6,0,53,37,18,7,0,70,7,0,14,81,12,0,91,876,232,162,23,1294,52,11,62,1362,175,0,1531,269,84,69,9,431,16,8,32,458,287,5,753,0,0,0,0,0,0,0,0,0,5,0,14,1151,315,227,33,1733,69,20,91,1823,463,8,2301,294,39,22,3,366,7,0,9,372,53,0,424,144,67,33,0,242,3,0,6,251,56,0,307,36,15,43,0,93,0,0,0,93,10,0,107,0,0,0,4,10,0,0,0,10,0,0,10,474,120,95,13,707,11,7,17,723,118,0,847,8,5,0,0,8,0,5,3,13,0,0,19,5,0,3,0,12,5,0,0,18,10,0,27,18,3,3,0,25,0,4,5,32,10,0,38,493,126,100,13,734,13,12,26,756,127,0,890,154,45,48,3,246,10,5,11,256,196,0,456,0,0,0,0,0,0,0,0,0,0,5,7,643,175,147,15
