CED_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
CED303,248,520,378,268,310,68,37,1826,75,106,60,47,64,16,11,381,14,23,18,8,14,0,4,74,522,1136,901,678,957,279,128,4604,18,41,29,19,21,10,4,135,30,49,42,17,22,3,0,166,50,95,65,35,42,10,7,304,571,1231,972,710,1001,291,130,4906,472,472,303,215,227,47,38,1772,20,22,4,9,3,0,0,65,1062,1725,1279,942,1236,338,167,6744
CED304,117,249,167,125,156,96,41,962,31,44,28,19,32,21,13,193,5,9,9,7,4,0,0,27,307,736,578,417,650,388,179,3251,10,22,22,6,20,9,9,96,16,22,9,8,12,9,0,74,24,45,25,17,36,12,5,165,334,774,606,439,683,400,184,3418,169,177,118,116,136,87,44,853,9,10,0,0,0,0,0,29,506,958,726,558,827,490,232,4294
CED305,316,611,397,255,296,23,10,1906,41,56,32,22,28,4,0,180,32,31,14,16,5,3,0,104,633,1259,943,639,821,109,42,4433,39,63,51,34,22,4,0,216,54,79,45,23,18,7,0,234,94,143,100,59,48,13,0,449,724,1394,1044,698,865,115,38,4885,732,649,349,202,192,18,3,2145,24,22,10,14,7,3,0,87,1474,2069,1402,915,1067,133,41,7111
CED306,326,616,468,280,317,38,14,2053,45,48,22,26,18,3,0,162,19,38,23,16,15,0,0,117,615,1253,976,749,875,110,38,4617,29,64,42,31,22,0,0,197,44,73,54,25,29,0,0,218,72,137,99,54,49,0,0,416,691,1398,1073,804,920,110,38,5027,659,605,336,216,176,21,5,2025,7,21,8,11,6,0,0,55,1362,2016,1421,1032,1107,129,44,7110
CED307,235,475,350,240,294,112,39,1743,60,84,62,44,46,20,7,340,15,14,14,5,13,3,0,63,534,1170,877,637,857,306,132,4513,22,42,30,12,23,4,0,124,45,54,35,19,22,3,0,175,57,94,61,29,43,4,3,297,588,1262,940,669,899,319,135,4816,500,542,333,232,230,48,27,1901,8,13,9,5,5,0,0,37,1099,1818,1285,904,1128,362,158,6756
CED308,441,774,527,364,417,117,46,2693,118,145,103,54,80,25,16,541,32,41,19,22,14,7,4,134,876,1634,1199,894,1148,345,166,6251,41,67,48,36,26,10,5,235,66,98,61,37,33,11,0,299,102,161,104,75,54,21,10,525,975,1789,1305,968,1203,366,173,6780,786,792,434,325,311,104,48,2798,21,30,18,13,8,3,0,94,1780,2618,1754,1306,1524,473,217,9669
CED309,285,638,515,285,386,76,43,2232,71,98,81,65,74,18,14,418,12,27,16,8,11,3,0,82,532,1206,1019,692,990,210,124,4776,8,36,24,15,15,6,0,106,40,63,28,33,29,7,0,192,49,93,57,49,42,9,0,296,577,1297,1074,739,1031,220,124,5069,374,484,296,237,206,46,22,1675,15,21,7,10,3,3,0,60,972,1803,1385,979,1246,268,143,6800
CED310,314,644,462,344,398,94,35,2292,80,129,84,57,78,16,7,452,17,27,24,15,14,5,0,99,569,1212,970,759,1014,238,98,4865,13,52,41,17,13,4,0,146,41,70,34,29,23,6,3,212,56,121,72,55,40,9,4,356,622,1331,1045,812,1051,255,106,5218,431,500,331,221,249,61,30,1816,10,10,16,5,3,0,0,49,1062,1844,1394,1042,1299,313,131,7084
CED311,300,534,373,279,298,31,6,1812,61,65,38,15,23,4,0,204,16,34,32,16,16,0,0,113,590,1144,886,716,750,85,16,4178,50,100,57,41,43,6,0,297,69,123,70,45,26,0,0,341,114,221,132,87,69,6,0,636,707,1368,1017,801,814,88,16,4813,998,881,529,300,247,32,7,2992,30,35,22,25,4,0,0,118,1743,2277,1574,1124,1065,122,22,7920
CED312,441,795,574,349,424,98,29,2710,149,167,105,66,82,22,13,595,33,56,30,26,16,0,0,159,1003,1737,1326,908,1112,275,107,6479,70,95,51,57,40,11,9,322,95,155,54,47,37,5,0,401,159,243,110,104,73,14,13,720,1168,1984,1443,1012,1189,290,116,7198,1203,1150,635,423,381,85,43,3915,44,43,22,12,6,0,0,129,2416,3178,2098,1453,1574,373,163,11249
CED313,148,298,223,141,211,122,56,1195,52,63,44,28,33,24,7,256,5,11,10,0,4,5,4,40,408,873,756,555,787,397,180,3965,17,31,23,12,18,10,3,118,20,44,14,7,13,5,6,108,36,80,40,18,30,16,9,225,436,950,802,570,817,414,189,4187,234,282,190,134,173,93,45,1140,11,6,7,0,0,3,3,25,679,1236,993,707,996,506,237,5358
CED314,359,675,457,323,364,47,25,2258,59,63,40,25,18,6,0,224,16,26,14,13,11,0,0,77,679,1329,994,800,936,171,71,4984,33,68,31,33,36,0,0,205,62,96,64,27,24,4,4,278,96,163,97,65,58,4,4,484,779,1491,1090,865,999,173,74,5467,802,727,453,331,290,75,31,2697,17,31,13,20,11,0,0,87,1592,2244,1549,1218,1298,249,101,8251
CED315,378,709,457,324,361,82,34,2344,53,60,38,24,36,3,0,219,18,41,34,15,17,8,0,128,777,1580,1131,815,1030,216,88,5652,58,95,60,54,48,5,0,315,73,110,69,46,31,5,3,338,130,203,130,95,84,8,3,656,908,1786,1262,909,1114,226,96,6304,896,932,476,350,275,56,31,3014,23,39,19,10,5,3,0,99,1823,2755,1756,1276,1397,284,120,9416
CED316,322,718,514,346,354,26,13,2291,51,49,26,28,29,9,0,188,30,42,27,13,17,0,0,139,592,1260,1005,715,830,89,34,4533,33,85,58,42,42,3,0,262,64,117,51,34,40,3,0,308,100,201,111,80,85,6,0,567,693,1460,1113,799,912,99,34,5106,866,889,547,381,327,26,13,3049,26,28,8,17,7,0,0,84,1577,2375,1674,1191,1249,126,46,8237
CED317,324,651,453,281,326,30,8,2074,43,57,34,24,27,5,0,181,32,63,30,31,20,4,0,168,657,1396,1051,737,863,89,30,4813,49,117,62,64,42,9,0,348,85,120,72,42,28,3,0,359,137,242,137,105,72,10,3,709,790,1636,1191,843,929,94,35,5519,1051,1030,594,386,299,37,9,3405,41,45,30,19,8,0,0,139,1876,2717,1817,1240,1233,137,39,9068
CED318,362,717,549,350,394,64,20,2458,65,74,34,27,32,0,6,234,19,32,19,26,16,3,0,119,714,1537,1184,878,1065,166,68,5611,72,129,90,48,48,10,4,386,71,92,63,41,36,13,4,305,138,221,149,91,80,22,7,695,856,1753,1333,964,1142,188,73,6305,1110,1056,588,334,273,54,18,3441,41,59,38,31,11,3,0,179,2002,2875,1963,1336,1424,243,93,9927
CED319,203,395,266,233,239,95,49,1478,58,88,62,41,50,21,5,319,10,18,9,3,4,4,0,44,454,1025,804,576,850,338,147,4205,19,31,21,17,22,3,3,118,24,40,23,16,15,6,3,122,38,72,48,32,32,12,3,240,496,1097,856,609,888,352,149,4444,424,442,232,176,204,60,42,1583,23,8,6,7,11,0,3,58,940,1550,1095,795,1095,411,200,6080
CED320,407,841,547,363,430,74,37,2697,147,152,107,57,80,18,9,580,30,51,28,12,15,4,0,144,885,1643,1189,853,1117,254,110,6051,53,91,77,45,46,4,7,317,94,128,62,45,49,8,0,384,154,214,135,90,98,9,3,702,1033,1861,1327,935,1210,263,112,6749,1238,1214,650,457,407,59,25,4061,20,34,16,12,3,5,0,99,2293,3110,1991,1414,1627,327,146,10908
CED321,285,602,407,294,259,25,7,1876,50,50,24,17,14,0,0,161,22,27,19,11,16,0,0,103,531,1098,820,620,620,65,13,3767,18,66,40,43,24,0,0,200,52,89,45,23,23,0,0,240,72,156,92,68,46,6,0,439,603,1252,911,688,671,69,14,4209,894,919,490,334,227,18,5,2889,18,34,25,11,0,0,0,84,1510,2201,1421,1033,903,87,20,7176
CED322,273,652,482,348,419,114,51,2330,64,84,68,30,60,26,9,337,8,10,18,17,11,4,4,70,494,1192,1002,786,1057,341,155,5025,12,41,24,16,23,9,5,131,26,54,32,21,33,4,6,171,44,93,57,38,56,15,8,299,541,1286,1059,822,1113,354,161,5324,304,412,304,186,251,66,41,1563,11,19,11,3,10,4,0,61,855,1710,1370,1018,1371,424,207,6949
CED323,253,503,382,280,390,129,54,1991,85,91,74,53,72,29,11,414,20,27,27,21,9,7,5,108,523,1059,832,644,946,336,151,4491,6,54,36,22,22,4,10,157,51,65,41,27,28,12,6,232,65,123,76,53,55,17,9,386,588,1183,906,695,1001,352,161,4887,408,543,353,253,280,97,48,1984,19,18,17,11,8,5,0,71,1013,1744,1274,958,1287,455,208,6947
CED324,203,388,280,174,270,116,73,1495,56,74,44,41,43,20,7,278,10,14,11,4,5,5,0,54,439,945,700,491,704,325,198,3797,13,53,34,19,23,13,5,162,36,53,36,23,35,10,5,186,45,107,71,41,48,22,11,350,488,1049,769,530,753,349,210,4148,452,475,311,242,274,146,82,1993,20,5,5,5,0,3,0,39,957,1530,1085,778,1032,502,295,6176
CED325,347,627,430,316,371,136,52,2280,99,112,71,54,80,27,20,463,43,53,35,17,21,8,0,177,833,1488,1108,816,1054,410,185,5897,53,111,79,54,62,21,7,386,80,113,54,32,44,22,3,346,137,225,126,91,104,34,12,733,966,1716,1234,905,1159,449,197,6627,1044,1086,619,420,398,142,90,3801,31,42,32,13,13,3,0,134,2044,2844,1884,1344,1571,594,287,10563
CED326,340,725,488,363,415,114,35,2481,109,150,95,48,90,21,11,520,27,28,14,12,18,7,3,115,797,1609,1212,870,1208,359,142,6201,39,87,45,37,39,3,0,252,62,104,55,23,27,12,6,292,100,193,104,57,68,14,8,539,901,1799,1314,927,1271,375,150,6735,820,955,515,391,313,69,32,3092,9,18,16,13,8,0,0,69,1736,2769,1846,1328,1598,447,181,9904
CED327,375,644,498,344,423,106,58,2456,109,130,72,59,70,26,13,481,44,52,32,14,20,11,4,173,844,1531,1158,843,1139,324,172,6009,77,140,86,63,72,20,6,470,84,143,79,60,63,13,3,437,165,276,163,120,140,30,8,909,1008,1811,1321,963,1275,355,183,6912,1343,1323,785,523,577,153,89,4792,52,62,36,35,10,4,3,208,2404,3198,2144,1520,1867,517,269,11914
CED328,128,290,273,187,266,126,69,1337,29,62,75,45,53,23,18,304,3,16,9,8,6,0,4,48,292,813,786,602,855,440,238,4017,8,29,10,10,25,3,3,89,10,24,15,14,13,7,3,89,18,58,32,27,36,7,6,183,313,868,818,624,889,454,238,4202,183,258,183,153,201,128,58,1154,4,6,3,8,3,3,0,23,495,1128,1006,778,1094,578,301,5378
CED329,259,524,415,295,363,56,11,1925,44,58,54,38,47,10,0,247,9,25,13,14,17,3,0,95,422,874,750,602,796,117,32,3604,30,57,35,37,40,0,0,192,39,66,40,33,13,0,0,200,68,119,78,71,58,8,0,394,492,996,829,675,853,125,30,3996,683,775,511,359,308,36,10,2689,11,22,14,15,6,0,0,63,1188,1790,1357,1044,1166,158,39,6749
CED330,315,558,445,331,329,80,29,2081,89,120,85,74,59,12,6,436,40,36,22,19,17,4,0,131,671,1202,993,771,825,196,66,4717,49,75,41,27,33,6,4,229,56,102,51,33,32,7,0,273,106,172,91,59,59,11,4,503,776,1379,1081,830,887,208,67,5223,877,892,520,334,334,43,24,3027,26,29,20,14,3,3,0,93,1681,2295,1618,1170,1222,252,91,8340
CED394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED401,204,437,282,219,289,166,86,1681,30,23,17,11,18,11,7,120,17,12,13,4,8,4,5,63,424,917,733,567,768,428,263,4094,16,37,35,19,21,13,6,140,33,64,41,17,33,14,11,202,49,103,71,32,49,29,13,343,469,1011,803,604,818,460,273,4440,470,506,316,267,266,134,109,2070,11,13,8,9,3,5,4,48,953,1529,1132,878,1092,595,381,6556
CED402,348,672,470,337,355,61,10,2260,50,56,40,37,31,6,0,212,19,23,16,13,9,0,4,91,538,1127,872,688,853,138,33,4249,20,70,47,32,23,9,0,207,28,52,40,25,22,8,0,168,50,126,85,50,46,9,6,376,592,1256,956,738,897,149,37,4627,743,699,409,265,263,50,8,2439,16,24,19,3,0,0,0,64,1350,1980,1384,1014,1158,203,49,7135
CED403,202,478,354,233,348,147,95,1849,22,24,23,18,26,12,9,132,3,9,9,3,4,6,0,37,347,910,730,571,853,426,250,4087,11,27,19,14,18,10,3,98,8,33,27,16,22,7,4,118,23,64,44,29,43,12,8,220,368,972,774,605,898,441,255,4301,280,321,213,151,176,75,62,1281,0,7,7,5,4,0,0,31,650,1298,994,757,1082,515,318,5612
CED404,317,649,434,300,336,40,15,2081,48,60,27,21,33,0,0,195,14,23,17,15,22,8,0,94,497,1081,800,607,760,115,25,3889,39,59,48,36,33,3,0,227,41,93,42,24,26,0,0,232,79,154,95,55,54,4,3,453,576,1239,898,666,818,121,28,4337,1006,920,525,379,305,44,11,3194,26,41,27,25,9,0,0,125,1609,2197,1450,1070,1132,163,32,7657
CED405,256,457,337,218,295,125,75,1757,37,31,26,18,30,10,4,157,19,21,15,8,9,0,3,76,458,939,742,540,777,331,239,4022,24,44,22,18,27,14,6,154,27,51,37,17,26,11,0,174,54,94,57,34,54,24,12,331,511,1036,799,575,826,358,247,4351,502,471,311,250,252,90,85,1959,10,8,12,16,3,12,0,63,1021,1515,1122,840,1091,457,332,6379
CED406,317,810,560,353,400,137,65,2642,62,58,30,23,25,11,3,211,20,14,17,12,9,0,0,75,566,1306,1023,717,918,341,185,5061,20,38,30,19,29,4,0,145,47,84,59,35,22,3,4,254,66,123,93,47,49,10,3,402,633,1428,1110,767,967,353,191,5460,664,828,465,340,315,94,43,2747,13,3,11,12,5,0,0,44,1306,2259,1587,1119,1292,447,239,8247
CED407,263,560,427,332,390,149,99,2219,50,40,23,20,26,12,9,177,14,25,18,8,9,4,4,79,498,1082,880,692,938,388,239,4719,18,40,36,26,26,11,9,168,37,80,46,31,35,11,6,239,52,122,81,52,58,23,20,404,547,1205,964,744,995,410,255,5126,633,646,415,266,296,125,67,2444,15,11,9,13,5,0,0,57,1189,1867,1381,1029,1295,538,324,7620
CED408,256,576,469,343,409,114,37,2201,40,29,24,23,30,6,7,161,11,20,13,5,14,6,6,72,427,988,876,655,847,297,128,4224,12,19,13,7,18,3,0,77,18,52,27,18,23,5,0,148,31,78,41,30,42,8,0,228,465,1061,913,687,891,301,134,4450,396,454,271,165,191,58,24,1553,10,14,10,9,6,0,0,46,866,1527,1196,858,1085,365,153,6046
CED409,563,945,643,399,436,146,60,3194,88,87,43,31,46,7,0,307,43,40,27,24,15,8,3,164,1014,1786,1305,879,1077,364,168,6592,58,126,83,59,74,25,8,435,106,203,124,83,68,20,12,613,163,338,202,139,140,43,25,1043,1174,2119,1513,1014,1218,406,187,7631,1770,1709,959,641,588,170,109,5936,33,33,14,19,9,5,0,113,2977,3862,2480,1677,1813,581,292,13684
CED410,193,458,327,249,341,178,117,1850,50,28,15,11,24,23,10,155,7,18,11,9,6,0,0,54,359,887,721,547,860,502,327,4201,12,32,16,22,34,10,3,125,17,57,47,37,36,10,13,209,25,87,62,59,73,17,17,336,389,971,782,609,926,522,340,4539,327,352,231,202,252,124,85,1565,5,10,9,9,7,0,0,46,720,1333,1020,818,1189,646,423,6148
CED494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,427,790,537,396,410,95,45,2692,66,62,39,27,32,3,0,237,28,32,21,13,17,10,3,117,798,1477,1170,860,1010,250,152,5708,70,90,54,49,45,13,3,317,69,132,75,43,38,4,0,368,138,222,128,95,84,17,6,690,943,1701,1299,950,1085,271,152,6396,1098,1071,550,384,343,53,35,3526,25,24,21,13,6,0,0,98,2062,2794,1872,1353,1431,317,192,10023
CED502,321,626,420,307,324,99,63,2170,46,44,23,23,20,3,5,168,19,21,17,14,27,10,3,112,625,1210,902,688,840,273,184,4729,55,84,64,44,47,15,3,311,82,154,73,48,42,13,6,424,137,241,139,90,94,20,10,733,767,1452,1041,782,934,300,195,5459,1078,964,545,368,298,95,64,3409,36,36,20,23,10,0,6,129,1876,2448,1607,1165,1245,395,261,8996
CED503,320,721,472,279,340,63,23,2216,42,41,30,25,30,7,0,178,10,21,14,8,15,0,0,68,547,1196,892,639,766,180,85,4305,26,68,47,37,39,8,5,235,66,115,68,33,35,0,4,330,96,192,116,66,75,15,6,561,647,1386,1014,703,833,192,92,4866,828,791,394,285,234,45,17,2602,16,23,17,4,8,0,0,71,1494,2195,1425,1000,1080,235,110,7544
CED504,312,654,421,323,367,145,84,2309,48,32,24,20,23,5,8,159,14,31,22,16,24,9,3,124,579,1218,896,688,891,380,250,4913,23,59,44,27,49,17,6,217,63,125,71,37,54,15,11,377,87,185,120,64,101,29,20,601,662,1410,1014,751,992,412,272,5507,765,783,433,313,331,122,82,2829,23,31,20,12,6,5,0,100,1451,2222,1466,1083,1327,537,350,8436
CED505,155,403,297,217,300,164,77,1621,14,20,25,12,17,6,9,95,3,9,0,5,8,3,3,27,273,781,691,565,804,456,265,3834,3,19,19,21,20,7,9,103,11,33,26,21,31,3,8,122,16,47,45,37,53,12,11,224,287,833,733,595,858,466,276,4053,163,221,162,123,161,100,58,995,10,11,0,3,4,0,4,29,454,1063,900,725,1027,576,339,5084
CED506,267,551,380,218,249,9,7,1685,42,39,36,23,33,4,0,183,28,33,21,15,14,0,0,113,588,1249,982,656,764,53,16,4312,34,61,43,34,21,0,0,196,51,94,55,38,31,0,0,272,84,155,101,75,52,0,0,467,666,1410,1079,733,819,54,18,4780,1087,1090,622,390,280,27,0,3500,32,83,48,20,13,0,0,195,1784,2585,1749,1142,1113,84,24,8471
CED507,286,709,555,404,406,43,6,2410,40,36,44,35,27,0,5,188,11,25,13,16,12,0,0,67,481,1160,1014,797,939,81,14,4488,15,36,31,26,15,3,0,117,36,80,41,30,20,0,0,196,46,111,69,55,29,0,0,312,530,1272,1077,849,970,80,17,4804,644,615,328,207,201,22,4,2025,5,15,10,12,0,0,0,43,1179,1899,1415,1068,1176,109,22,6873
CED508,250,583,431,294,365,110,57,2083,27,38,20,16,19,8,10,138,10,17,13,10,3,4,3,63,465,1118,862,637,845,316,198,4442,7,34,25,16,29,9,6,125,45,70,37,27,24,7,4,219,60,100,63,42,50,18,8,344,525,1212,925,684,902,330,212,4784,441,432,253,187,191,36,32,1569,15,9,9,8,3,0,0,47,977,1660,1193,868,1095,369,240,6396
CED509,324,643,422,284,333,88,45,2127,51,37,20,22,23,16,4,176,17,29,25,14,17,6,0,107,638,1247,948,681,902,284,151,4854,30,57,34,14,16,9,3,165,38,84,35,29,31,4,3,223,59,140,70,42,50,14,5,385,707,1389,1019,725,954,297,155,5243,682,652,354,227,225,48,22,2206,8,16,17,5,10,0,4,53,1391,2055,1388,957,1184,347,178,7508
CED510,188,445,341,218,293,121,67,1672,31,24,12,18,27,13,5,115,9,8,12,11,10,4,0,50,342,866,756,583,849,345,222,3958,5,24,18,13,21,5,9,95,19,51,26,15,17,5,4,136,21,80,45,33,37,12,15,235,368,944,800,611,886,354,232,4195,239,261,170,117,128,40,22,977,7,5,6,0,8,0,0,28,609,1213,970,734,1013,395,260,5196
CED511,252,551,369,277,318,23,5,1799,33,32,33,16,16,3,0,136,14,16,18,15,7,0,0,77,444,1014,816,625,741,63,13,3714,20,47,34,25,29,5,0,164,34,72,33,18,24,4,0,186,52,117,71,48,48,5,4,344,491,1137,883,678,795,69,13,4063,771,752,366,268,231,23,8,2420,41,33,23,28,8,0,0,139,1305,1922,1280,968,1031,90,23,6623
CED512,398,808,526,356,411,109,65,2670,47,38,33,13,28,7,12,182,26,34,16,8,12,5,0,108,701,1458,1101,812,1028,325,217,5634,32,57,53,36,43,7,9,239,67,98,60,36,30,6,4,300,102,157,109,69,75,14,11,541,800,1619,1211,886,1105,337,227,6175,776,770,401,273,294,69,32,2612,11,22,8,14,3,3,4,59,1587,2405,1618,1166,1403,410,260,8853
CED513,196,385,281,209,240,99,71,1479,29,21,12,8,7,10,9,85,5,11,8,7,4,8,3,48,390,841,618,505,656,318,207,3531,9,48,33,16,18,14,18,151,21,54,23,21,17,8,5,152,34,105,55,45,33,22,22,312,419,942,675,543,692,337,227,3837,342,331,176,151,134,60,40,1236,7,20,5,0,0,0,0,39,769,1296,851,701,827,400,268,5111
CED514,247,468,330,238,255,109,66,1711,26,32,19,14,21,4,5,116,9,14,3,7,9,0,8,54,480,948,722,568,728,305,223,3979,17,35,40,27,31,9,7,164,46,84,41,40,38,3,4,259,62,118,86,61,76,13,11,425,548,1072,807,622,801,318,234,4410,468,512,294,187,210,82,49,1808,23,23,17,9,0,3,0,82,1044,1605,1117,822,1015,405,291,6290
CED515,162,409,355,281,366,181,97,1853,27,22,15,10,21,6,4,109,5,18,11,8,13,5,3,64,309,817,761,639,944,479,256,4200,13,27,17,14,20,4,4,98,13,46,33,28,27,6,11,169,26,74,50,46,52,13,12,264,333,884,806,686,996,490,270,4469,259,312,238,167,202,77,65,1322,7,6,6,8,3,5,0,40,595,1207,1053,859,1200,568,336,5826
CED594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
