CED_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
CED238,42398,42801,85201,8128,8704,16836,457,563,1023,12002,13085,25091,488,563,1047,428,521,948,259,260,519,108,123,236,135,133,266,41,34,72,0,0,0,13930,15279,29206,1400,1420,2820,446,342,789,23901,25747,49648,6592,5433,12026,72888,73984,146878
CED239,36818,39828,76651,2955,2953,5906,1198,1351,2549,19253,20220,39471,699,797,1494,315,358,671,418,419,841,167,181,345,96,121,216,240,276,515,0,0,5,22383,23729,46111,6342,6089,12431,585,574,1154,32263,33339,65606,3527,3500,7030,72619,76665,149282
CED294,538,340,876,170,99,264,102,82,184,1346,1306,2654,96,103,199,42,26,62,34,37,70,21,13,34,14,15,30,6,8,17,0,0,0,1660,1586,3243,283,285,568,58,39,95,2171,2008,4180,2241,1381,3624,4945,3734,8678
CED297,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,0,7,0,9,24,3,27,36,6,38
CED301,41112,41403,82519,5448,6214,11663,2286,2450,4728,913,885,1799,26035,28324,54359,362,356,721,305,308,611,158,138,297,354,321,673,168,173,340,0,0,0,30577,32954,63533,2231,2413,4645,1132,1012,2154,39392,42595,81988,6671,5609,12282,87175,89610,176791
CED302,39921,42400,82328,3245,3358,6608,1315,1446,2754,749,736,1479,20949,22274,43223,225,240,469,264,277,539,87,95,181,176,198,365,145,117,261,3,0,3,23895,25376,49277,3900,4204,8105,668,566,1232,31713,33504,65212,2918,2970,5884,74550,78873,153423
CED303,40153,41572,81725,4549,5007,9555,1794,1966,3752,705,789,1495,20012,21596,41611,170,161,332,233,239,468,82,98,178,111,123,236,91,103,191,0,0,0,23209,25070,48278,1675,1931,3604,633,540,1175,30066,32543,62615,3319,3388,6706,73540,77506,151046
CED304,30570,30972,61535,3750,3717,7476,3009,3065,6071,1505,1596,3100,30566,31343,61914,365,389,751,534,528,1065,159,144,300,290,273,566,308,294,597,5,3,10,36734,37636,74372,9724,10752,20482,1145,922,2062,51357,53028,104388,5217,4453,9668,87143,88450,175595
CED305,38099,36914,75014,5948,6412,12364,1028,1040,2070,511,565,1070,17489,18991,36481,167,171,339,282,269,553,103,90,194,193,209,398,49,54,107,0,0,0,19819,21396,41222,1407,1487,2891,768,663,1429,27943,29961,57907,10696,6489,17187,76743,73368,150109
CED306,38615,37568,76186,5789,6113,11908,1596,1668,3265,980,1047,2027,16816,18290,35101,317,348,661,518,461,976,162,166,325,303,289,599,114,103,222,0,0,0,20809,22376,43181,2234,2432,4668,816,689,1507,29647,31616,61257,9117,6697,15814,77380,75874,153254
CED307,43877,44509,88387,3430,3809,7236,1269,1369,2642,644,675,1321,18667,19735,38404,198,188,385,223,262,483,82,95,175,200,191,390,175,196,374,0,4,4,21465,22718,44186,1805,1998,3799,681,594,1268,27378,29111,56487,2755,2628,5382,74006,76251,150255
CED308,36580,38633,75213,5290,5738,11035,4838,5205,10042,1772,1893,3662,27208,29688,56892,368,385,755,359,417,777,214,256,465,204,206,412,242,253,491,3,3,4,35206,38301,73504,4315,4656,8973,1347,1226,2572,46158,49925,96084,5859,6032,11896,88598,94590,183196
CED309,36003,38335,74340,5444,6012,11452,3028,3433,6463,2179,2351,4527,20584,23164,43742,273,337,609,347,399,748,192,253,446,235,257,488,245,248,491,0,0,0,27080,30436,57514,2987,3431,6414,923,922,1844,36426,40797,77226,4733,4700,9432,77168,83830,160996
CED310,35750,38480,74229,4515,4948,9468,2747,3075,5821,1590,1780,3371,23710,26807,50512,252,279,532,362,415,781,206,265,475,244,243,490,242,255,494,3,0,3,29356,33125,62489,2883,3142,6025,926,929,1853,37681,42144,79822,4873,4827,9700,78305,85449,163757
CED311,39142,36727,75867,7242,7598,14843,1311,1284,2596,655,698,1354,15770,16731,32493,197,197,394,395,395,783,143,150,288,311,312,617,44,44,90,0,0,0,18816,19808,38620,1474,1536,3011,813,734,1545,28348,29667,58016,8479,6525,15007,75971,72917,148891
CED312,41495,42609,84101,4225,4603,8830,2284,2463,4747,916,1009,1927,27307,29592,56908,228,269,495,299,304,601,176,167,343,121,129,255,103,117,218,6,0,6,31443,34051,65495,3165,3505,6662,1239,1131,2367,40070,43286,83357,6054,6115,12167,87613,92010,179623
CED313,31568,32924,64489,3369,3461,6831,2510,2690,5208,1381,1523,2907,28595,30362,58955,347,375,721,465,492,949,147,151,298,207,206,405,285,332,616,0,0,0,33933,36128,70065,7854,8812,16662,1060,921,1976,46216,49317,95540,4556,4367,8921,82340,86612,168951
CED314,36398,38806,75210,4408,4781,9187,1499,1654,3153,420,423,842,21115,23782,44895,159,166,320,208,206,415,102,95,196,197,177,373,103,118,218,0,0,0,23799,26624,50412,3027,3261,6286,697,662,1360,31921,35325,67247,4480,4280,8758,72801,78415,151216
CED315,36565,37315,73883,3855,4095,7950,1886,1707,3589,1300,1262,2567,20563,23131,43700,335,355,689,464,484,954,159,159,315,484,480,959,261,234,497,0,0,0,25452,27812,53261,1924,2188,4111,956,867,1823,32185,34965,67145,7344,5744,13089,76095,78016,154112
CED316,35938,37677,73611,4218,4789,9005,2446,2602,5049,1393,1509,2903,19278,21730,41008,262,287,549,280,314,602,229,242,470,251,269,520,148,136,281,7,4,10,24289,27092,51384,1518,1730,3248,823,850,1668,30846,34464,65308,5438,5368,10808,72227,77505,149729
CED317,43453,41927,85382,7918,8465,16383,1026,1058,2083,692,684,1370,14440,15081,29519,259,273,533,382,378,762,110,95,206,471,511,986,57,56,111,0,0,0,17434,18146,35576,1697,1685,3383,757,654,1413,27800,28953,56751,10981,8419,19406,82239,79302,161537
CED318,39232,39620,78854,6049,6387,12432,1797,1843,3638,1763,1828,3586,17728,19260,36990,506,580,1084,732,735,1464,165,177,338,636,626,1260,144,165,307,7,7,13,23484,25217,48692,3147,3701,6842,902,793,1697,33574,36094,69669,9203,7990,17196,82011,83701,165712
CED319,37134,39567,76699,3125,3304,6425,1495,1577,3074,806,854,1660,22359,23745,46103,207,234,444,320,315,635,103,101,204,216,196,406,203,217,413,3,0,3,25705,27238,52942,3503,4085,7585,795,627,1418,33128,35249,68375,3527,3337,6859,73786,78147,151928
CED320,40809,41847,82659,5286,6000,11289,2142,2413,4550,928,1030,1962,26037,28767,54808,184,219,405,221,255,473,182,204,384,156,174,335,149,184,324,0,0,0,29993,33248,63245,1901,2219,4114,1157,1088,2250,38342,42554,80893,6796,5290,12083,85944,89693,175636
CED321,38388,37597,75986,8531,9273,17808,1577,1692,3274,337,359,699,12175,13305,25486,172,165,338,177,185,364,74,78,150,169,183,351,31,25,54,0,0,0,14712,15992,30711,1191,1208,2398,583,536,1121,25028,27006,52033,7717,7175,14899,71135,71786,142916
CED322,36136,39067,75205,3986,4434,8424,5031,5783,10812,1484,1821,3312,17088,19665,36755,251,327,576,316,378,696,167,199,360,156,135,295,175,222,394,0,4,4,24663,28537,53203,3454,4009,7467,988,1052,2037,33098,38042,71136,4291,4506,8805,73528,81618,155144
CED323,35701,37225,72928,4234,4374,8605,4451,4724,9176,1907,2101,4011,22308,23696,46004,331,398,730,338,335,677,237,253,489,172,181,358,220,221,446,5,5,4,29978,31919,61896,6880,7697,14574,1119,944,2066,42209,44930,87139,7172,7111,14279,85079,89264,174344
CED324,38986,40616,79603,3444,3576,7017,1393,1377,2769,763,747,1516,21460,21713,43172,306,307,609,297,293,590,95,103,190,142,150,294,156,159,311,0,0,0,24609,24844,49448,7163,7077,14229,801,630,1433,36005,36127,72135,3599,3362,6966,78602,80102,158700
CED325,42272,43884,86160,4729,4949,9677,1615,1768,3381,783,792,1571,23446,24472,47918,335,358,687,292,283,572,120,140,259,198,199,399,171,175,352,0,0,0,26948,28197,55148,3971,4540,8509,938,789,1725,36586,38472,75058,7376,4421,11801,86241,86784,173026
CED326,39449,42288,81739,5296,5843,11142,2267,2609,4868,1099,1224,2317,25240,28148,53386,293,310,597,331,313,646,175,205,379,255,275,529,227,230,460,6,6,9,29882,33319,63197,3265,3758,7027,1005,951,1955,39447,43875,83324,4285,4373,8663,83182,90535,173719
CED327,45192,46142,91335,4145,4385,8532,1320,1383,2701,620,634,1257,22395,23200,45598,227,216,451,244,205,450,92,102,194,106,116,223,106,84,187,4,4,7,25122,25951,51072,4363,4852,9219,974,880,1859,34610,36065,70681,5852,5630,11475,85652,87838,173493
CED328,36908,39000,75907,3848,3995,7841,2192,2170,4370,1174,1221,2393,21347,22119,43471,380,374,753,403,403,805,153,136,290,283,283,571,389,344,736,6,0,10,26328,27064,53393,6098,6507,12609,513,484,997,36794,38048,74845,2605,2458,5060,76302,79506,155802
CED329,37538,38062,75604,5562,6233,11793,2201,2396,4595,1540,1628,3164,15870,16880,32752,230,245,477,275,303,574,173,183,355,254,249,503,80,98,176,9,14,24,20625,21993,42617,1455,1657,3109,626,553,1181,28273,30433,58706,6347,5349,11693,72159,73842,146000
CED330,45167,44576,89746,5428,5660,11091,2396,2707,5100,820,831,1649,21557,23132,44688,209,229,438,228,249,480,95,121,219,147,154,307,110,120,234,6,3,8,25576,27548,53127,1759,2002,3767,872,822,1688,33633,36035,69671,5646,5368,11010,84451,85974,170427
CED394,948,648,1590,339,239,577,521,521,1039,320,345,666,2315,2263,4581,97,84,184,146,147,288,52,58,111,58,59,121,30,19,48,0,0,0,3532,3503,7033,482,644,1125,75,58,135,4429,4444,8873,2215,1492,3704,7588,6582,14167
CED397,17,3,20,0,0,0,4,0,4,0,0,0,8,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,18,4,17,0,0,0,26,3,30,111,24,135,149,28,183
CED401,44185,46242,90430,5226,5221,10444,1609,1459,3069,1476,1408,2881,798,812,1608,22389,23230,45613,459,406,861,134,117,251,306,313,623,213,188,401,0,3,6,27378,27931,55309,10960,10746,21702,741,593,1334,44306,44482,88791,4694,3937,8625,93186,94659,187845
CED402,48658,47530,96184,8646,9216,17862,555,587,1143,1345,1389,2738,574,620,1188,12322,13139,25458,299,317,614,108,102,206,290,284,578,35,44,82,0,0,0,15525,16479,32011,1564,1510,3077,440,379,813,26180,27588,53766,7442,5728,13170,82274,80851,163120
CED403,45582,49857,95434,3456,3860,7313,981,1036,2014,959,1067,2029,501,553,1055,19444,21289,40737,310,320,629,82,97,177,309,326,639,115,142,252,3,3,7,22702,24839,47537,4887,5192,10074,471,384,857,31509,34271,65786,2961,3000,5966,80055,87133,167184
CED404,49709,47965,97671,9828,10169,19996,615,550,1159,566,548,1116,676,635,1311,10309,11137,21441,474,484,958,106,97,202,458,469,927,28,26,50,0,0,0,13218,13945,27166,939,1099,2041,451,376,828,24443,25592,50036,8063,6583,14649,82214,80141,162354
CED405,46790,49412,96199,3993,4315,8302,868,823,1695,901,874,1771,565,569,1131,17931,19660,37589,287,253,544,62,77,137,281,244,525,131,98,234,5,3,6,21029,22592,43630,3807,3978,7789,493,494,992,29325,31382,60706,3397,3329,6724,79510,84117,163631
CED406,48937,50025,98958,2772,2997,5762,540,565,1103,512,536,1045,352,402,752,17838,19780,37621,164,172,340,83,114,199,176,227,405,48,68,114,0,5,5,19710,21869,41585,1403,1674,3079,515,453,967,24400,26989,51392,3369,3315,6681,76711,80332,157037
CED407,50970,52325,103294,2830,2881,5703,636,543,1180,619,474,1091,482,435,918,17458,18436,35891,209,171,388,46,59,103,150,135,288,86,60,146,0,0,6,19688,20320,40008,3655,3535,7199,492,427,917,26659,27167,53822,3638,3314,6952,81267,82800,164067
CED408,48423,49894,98319,6616,7266,13883,876,961,1839,904,1004,1908,624,702,1324,16522,17984,34505,282,343,618,86,107,197,351,360,713,91,80,177,7,7,7,19749,21552,41299,1184,1341,2528,381,365,749,27936,30519,58452,4298,4133,8431,80655,84550,165202
CED409,48867,49348,98213,4475,4991,9465,912,827,1735,810,786,1591,617,572,1182,21292,22567,43854,220,192,415,117,143,258,272,263,538,107,87,193,0,3,7,24342,25429,49773,2633,2924,5560,753,661,1417,32204,34001,66203,5532,5314,10848,86600,88667,175270
CED410,48068,52414,100478,3903,4271,8174,1007,978,1982,919,934,1853,516,568,1092,20566,21737,42302,261,273,538,74,73,152,211,216,424,117,133,251,0,0,0,23678,24922,48603,6858,7196,14053,378,398,780,34827,36778,71604,3075,3161,6242,85968,92356,178325
CED494,262,144,404,85,54,134,34,37,67,50,34,86,74,77,153,599,572,1180,35,39,77,11,4,15,20,18,36,4,0,3,0,0,0,827,790,1622,78,101,184,15,22,35,1008,965,1975,524,341,866,1793,1446,3241
CED497,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,12,0,12
CED501,45479,46030,91506,5151,5701,10855,915,904,1823,707,741,1445,818,800,1616,238,227,466,19836,22005,41848,152,168,319,247,245,487,88,86,174,0,4,5,22996,25191,48187,2320,2807,5131,750,731,1482,31223,34427,65647,7118,4310,11428,83813,84764,168586
CED502,47428,47602,95030,4156,4316,8468,550,546,1100,404,406,815,381,361,739,205,222,418,20409,21174,41578,82,94,167,167,152,323,38,59,94,19,19,34,22245,23028,45274,3836,4660,8492,706,563,1270,30942,32562,63509,5258,4647,9909,83633,84817,168450
CED503,40910,42315,83227,4882,5430,10311,544,547,1089,400,485,886,530,625,1161,157,180,335,18078,20332,38409,131,152,288,164,178,344,31,46,81,0,13,14,20043,22564,42602,1460,1782,3242,589,641,1234,26975,30409,57383,5528,4383,9919,73419,77114,150534
CED504,51129,52604,103736,3623,3683,7304,338,331,668,333,361,692,259,306,562,111,127,239,18020,18581,36599,53,47,100,98,105,199,26,27,57,3,12,17,19245,19893,39141,4231,4617,8848,606,481,1085,27708,28675,56380,4743,4170,8904,83580,85447,169026
CED505,40086,43409,83491,5251,5464,10718,991,1103,2098,841,1033,1871,668,664,1333,169,208,375,20134,21764,41898,72,97,170,145,146,289,130,123,256,4,5,14,23161,25144,48304,6304,7015,13321,505,496,994,35225,38113,73338,3889,3709,7597,79194,85232,164433
CED506,44670,41430,86100,10439,10607,21051,883,828,1718,876,855,1726,1497,1280,2775,391,360,753,18979,18866,37837,150,146,297,528,513,1042,59,55,116,24,19,39,23386,22917,46304,2411,2801,5205,786,632,1412,37028,36955,73976,16436,11801,28237,98126,90186,188313
CED507,40004,41266,81265,7148,7600,14743,401,437,834,392,414,808,408,461,863,160,145,300,16145,18055,34204,106,132,235,239,231,473,26,26,56,7,3,9,17877,19918,37787,1886,2097,3989,524,478,1003,27433,30095,57524,5905,4548,10457,73343,75911,149250
CED508,41526,43419,84941,3811,4165,7976,677,754,1436,664,720,1383,472,515,982,187,171,356,20233,22038,42265,68,79,147,148,168,310,82,80,165,10,3,15,22550,24522,47067,3184,3780,6965,663,623,1290,30209,33098,63306,4378,3656,8029,76106,80174,156278
CED509,46345,47041,93389,3602,3867,7472,457,496,958,429,446,868,425,430,856,151,135,289,20505,22100,42605,68,78,144,164,144,306,45,53,96,7,11,16,22245,23889,46138,2067,2553,4625,617,525,1145,28541,30835,59377,6325,3857,10174,81215,81731,162943
CED510,48861,50299,99158,3241,3416,6655,525,585,1107,426,470,895,399,404,803,77,76,155,16687,17484,34175,53,55,106,115,131,243,62,63,127,10,11,24,18357,19280,37642,2802,3023,5826,457,372,831,24862,26094,50959,2976,2411,5380,76693,78801,155496
CED511,45951,43637,89584,8458,8856,17316,477,471,946,477,471,950,644,553,1195,294,263,553,15244,15755,31001,132,132,266,175,141,315,20,18,41,0,3,5,17458,17804,35265,2052,2027,4073,604,530,1133,28576,29218,57787,10557,8059,18617,85086,80911,165992
CED512,46102,47354,93452,4855,5385,10243,519,608,1131,465,553,1012,468,530,1001,125,132,263,19907,21879,41788,84,80,168,141,143,280,40,50,92,9,11,26,21768,23987,45755,2937,3524,6459,623,595,1210,30182,33495,63673,4259,3322,7587,80547,84171,164712
CED513,39082,41105,80187,4388,4524,8917,889,873,1759,882,940,1821,688,649,1339,239,261,506,24439,24975,49413,78,88,169,193,156,353,91,78,176,7,0,9,27515,28027,55539,7511,8196,15707,773,619,1393,40196,41366,81561,5865,4642,10508,85147,87110,172254
CED514,42485,43687,86171,5220,5268,10489,692,628,1320,666,615,1274,622,577,1200,243,258,504,24148,23567,47722,84,97,180,157,169,330,82,80,161,17,16,29,26708,26011,52723,7998,8032,16037,868,745,1613,40803,40058,80861,6163,5497,11659,89448,89241,178688
CED515,49987,53428,103415,4303,4466,8772,514,547,1066,513,550,1066,352,413,768,188,197,388,19342,20831,40181,54,69,121,145,129,272,80,71,147,20,23,37,21215,22834,44048,5170,5520,10696,496,476,973,31189,33300,64488,4142,2996,7142,85318,89727,175046
CED594,365,234,595,139,96,234,161,141,302,131,129,257,206,200,407,42,44,91,889,802,1698,27,27,53,34,30,60,7,14,21,0,0,0,1499,1391,2889,228,255,488,32,21,50,1901,1766,3664,2225,1267,3492,4491,3264,7755
CED597,123,16,139,0,0,0,11,0,8,0,0,0,12,0,15,0,0,0,78,9,88,0,0,0,5,0,4,0,0,0,0,0,0,102,13,116,34,10,38,0,0,0,137,24,163,199,19,222,455,58,514
CED601,28578,29422,57997,2826,3135,5963,1346,1345,2692,1267,1188,2449,1035,1069,2111,174,184,354,364,386,744,9654,10905,20557,104,108,210,67,76,140,0,4,4,14002,15266,29270,1984,1892,3873,356,327,681,19168,20618,39784,3326,3226,6551,51074,53264,104334
CED602,29115,30033,59151,4186,4605,8787,1098,1032,2133,1004,967,1974,984,1107,2101,155,157,319,336,411,746,8658,10082,18739,91,99,190,69,73,139,0,4,7,12405,13928,26332,1010,1025,2036,287,280,571,17887,19837,37726,3565,3521,7089,50567,53394,103960
CED603,27357,29221,56572,1859,1993,3846,2264,1996,4264,2189,2085,4279,847,909,1758,136,181,320,316,299,615,9652,10231,19881,95,93,188,137,159,292,0,0,0,15627,15958,31587,4006,4265,8273,512,382,891,22005,22598,44600,2692,2715,5409,52050,54534,106582
CED604,29827,31643,61470,2919,3232,6146,1420,1393,2814,1310,1275,2589,862,919,1780,171,186,360,308,346,652,9446,10317,19764,112,119,229,111,111,220,3,0,0,13743,14675,28416,1686,1840,3534,313,274,594,18673,20023,38691,3011,2685,5699,51507,54350,105864
CED605,31634,31181,62816,3773,4121,7896,1040,1067,2109,966,948,1915,1037,1095,2129,145,148,291,301,316,621,9187,10049,19236,104,95,203,63,55,119,5,3,4,12852,13774,26627,784,816,1606,266,217,480,17674,18930,36603,3979,3794,7774,53288,53910,107191
CED694,102,76,176,27,26,49,15,22,36,26,34,55,33,46,77,11,8,16,12,7,16,258,214,474,0,0,0,0,0,0,0,0,0,362,321,685,21,29,51,12,4,15,416,383,801,227,137,359,746,593,1338
CED697,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,6,0,5,4,0,4,13,0,19
CED701,30069,29751,59826,3520,3626,7149,1347,1352,2698,1327,1442,2767,1799,1740,3538,729,771,1500,905,948,1855,131,107,240,6908,7089,13999,124,137,262,6,0,4,13270,13599,26866,1798,2083,3888,447,412,856,19036,19720,38756,8195,5555,13745,57301,55027,112329
CED702,21226,20990,42217,1839,1826,3668,1873,1846,3719,1771,1922,3690,1891,1904,3796,748,861,1611,1031,1091,2122,134,155,286,10702,11119,21819,256,276,529,10,10,17,18416,19178,37596,4027,4591,8616,654,533,1185,24933,26122,51057,5040,4465,9505,51205,51573,102782
CED794,289,235,525,65,51,117,115,113,226,114,111,223,145,141,283,42,41,86,72,59,128,7,13,16,112,103,215,7,5,14,0,0,0,608,587,1198,100,138,239,6,9,11,779,786,1563,666,577,1245,1733,1603,3337
CED797,21,3,29,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,16,0,18,0,0,0,4,0,4,0,0,0,0,0,0,29,3,35,5,0,5,0,0,0,35,5,37,25,0,26,83,11,94
CED801,39834,42094,81931,1575,1635,3206,4310,4538,8846,861,858,1715,963,1041,2007,257,262,521,293,267,565,85,94,175,133,137,279,15412,15882,31297,11,9,19,22334,23089,45427,3038,3303,6342,455,350,808,27402,28376,55784,3060,2632,5693,70303,73107,143405
CED802,27920,29863,57786,2040,2126,4165,7331,7923,15252,2326,2523,4857,2059,2001,4053,632,592,1222,786,751,1536,181,194,375,291,260,551,13926,14207,28131,3,7,10,27535,28450,55981,6322,6509,12838,514,420,931,36416,37500,73914,3952,3634,7580,68278,70998,139279
CED803,36275,37342,73618,1906,1924,3833,5611,5524,11137,1330,1217,2547,1286,1398,2687,397,406,798,353,358,707,116,117,232,235,220,458,16849,17154,34004,4,7,8,26181,26398,52574,5209,5549,10764,590,394,984,33892,34266,68157,2663,2483,5151,72831,74095,146926
CED894,46,23,68,6,8,19,35,36,70,13,19,25,11,7,17,0,5,5,7,5,12,0,0,0,0,0,0,72,100,170,0,0,0,143,164,302,28,33,56,4,3,5,182,207,383,99,37,133,320,267,587
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,0,0,0,0,0,5,6,4,5,0,8,6,4,11
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
