CED_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
CED301,249,655,466,229,58,0,0,0,1658,13,81,106,76,92,0,0,0,368,45,370,520,835,1148,1441,722,315,5399,314,1113,1093,1132,1299,1441,722,315,7424,11084,11074,10622,9401,8338,5695,2780,556,59540,1014,1293,1027,742,561,407,269,119,5431,12406,13473,12739,11277,10192,7534,3769,991,72392,167,240,113,62,12,0,0,0,590,3,23,26,28,11,0,0,0,88,13,84,136,253,276,191,78,30,1060,184,351,269,342,298,191,78,30,1736,11105,13157,11950,11025,9816,7296,3794,1252,69399,792,843,729,603,456,394,397,284,4491,12088,14344,12944,11972,10573,7885,4265,1565,75623,422,893,580,292,69,0,0,0,2248,18,109,126,99,104,0,0,0,458,59,457,655,1085,1427,1634,794,346,6457,501,1455,1359,1473,1596,1634,794,346,9161,22186,24228,22568,20428,18149,12989,6579,1805,128935,1807,2130,1756,1341,1017,799,666,400,9916,24493,27817,25687,23248,20761,15418,8034,2551,148016
CED302,16,19,7,13,4,0,0,0,61,19,29,44,14,19,0,0,0,129,29,158,291,447,471,708,593,359,3045,55,203,343,475,494,708,593,359,3234,9979,9175,10901,10304,7981,5532,2870,761,57507,380,463,433,392,289,226,196,133,2504,10417,9841,11680,11171,8766,6468,3659,1254,63250,4,8,4,7,0,0,0,0,26,5,11,7,0,3,0,0,0,28,9,29,38,123,125,97,63,29,515,18,51,57,131,130,97,63,29,567,9331,9905,12377,11348,9051,6973,4132,1841,64959,321,394,362,305,260,228,272,268,2420,9668,10352,12793,11785,9443,7302,4463,2137,67952,21,26,11,19,8,0,0,0,83,18,39,56,14,20,0,0,0,157,35,184,332,564,597,804,653,386,3563,73,254,399,601,626,804,653,386,3804,19310,19084,23280,21656,17033,12501,7005,2596,122468,698,860,791,697,550,459,467,407,4926,20084,20196,24475,22957,18209,13766,8122,3392,131198
CED303,28,10,3,13,14,0,0,0,70,15,17,21,18,22,0,0,0,95,45,148,287,482,688,1245,887,386,4170,89,174,313,516,729,1245,887,386,4331,9252,7289,8683,9411,9297,7492,3748,899,56067,330,332,336,410,395,353,283,196,2638,9666,7799,9328,10332,10419,9086,4929,1478,63039,0,3,0,3,4,0,0,0,17,4,0,10,4,0,0,0,0,21,7,23,50,117,177,167,82,38,658,14,31,55,119,181,167,82,38,692,8301,7941,9822,10982,10924,9449,5059,1827,64302,301,310,339,344,326,348,385,455,2814,8623,8289,10219,11445,11433,9969,5521,2316,67810,27,19,6,17,16,0,0,0,83,21,20,28,22,26,0,0,0,114,53,175,337,598,863,1411,972,421,4824,100,204,374,633,906,1411,972,421,5024,17554,15230,18501,20391,20218,16944,8809,2724,120368,629,641,675,759,728,701,667,651,5455,18287,16086,19550,21779,21854,19053,10448,3799,130844
CED304,124,281,82,46,19,0,0,0,550,30,69,63,64,49,0,0,0,274,48,401,404,626,559,583,420,192,3230,197,751,547,738,631,583,420,192,4053,12442,19278,13284,10537,7759,4695,2064,503,70572,647,1465,890,651,473,310,191,110,4758,13288,21493,14725,11928,8867,5594,2679,805,79376,47,65,20,12,0,0,0,0,153,5,31,14,15,7,0,0,0,73,18,65,73,140,108,68,33,18,525,75,156,109,177,123,68,33,18,747,14055,20107,13016,11081,8162,5409,2806,1251,75891,734,1218,683,405,377,264,213,184,4084,14857,21481,13807,11663,8659,5743,3051,1462,80722,174,339,104,59,23,0,0,0,699,33,103,77,79,57,0,0,0,346,60,463,481,771,667,648,445,211,3749,271,911,652,910,753,648,445,211,4798,26503,39381,26304,21619,15924,10103,4874,1760,146462,1381,2687,1572,1063,849,578,408,299,8835,28148,42976,28528,23591,17525,11329,5728,2260,160098
CED305,11,4,9,3,12,0,0,0,35,12,23,15,14,12,0,0,0,80,23,136,260,537,574,994,562,258,3343,43,168,289,555,590,994,562,258,3463,8575,8734,8646,8402,8597,6001,2817,684,52465,1313,2154,1850,1705,1323,648,312,178,9484,9930,11057,10791,10665,10509,7647,3692,1125,65405,3,3,0,0,6,0,0,0,9,0,4,3,9,0,0,0,0,18,6,24,68,126,127,78,38,13,466,12,28,73,126,133,78,38,13,495,8208,9467,9300,9072,9202,6520,3670,1392,56824,912,1042,855,820,695,468,388,272,5455,9125,10538,10230,10017,10028,7059,4095,1671,62777,9,6,12,6,14,0,0,0,49,12,31,24,24,10,0,0,0,93,29,154,329,657,698,1074,594,275,3816,53,200,356,690,720,1074,594,275,3957,16782,18199,17948,17474,17799,12519,6484,2075,109284,2222,3195,2711,2524,2017,1118,699,452,14941,19058,21592,21016,20684,20535,14710,7785,2798,128183
CED306,190,236,122,92,16,0,0,0,657,11,33,29,31,31,0,0,0,128,30,195,340,618,680,1001,600,274,3740,232,461,491,744,727,1001,600,274,4530,8683,8640,8493,8901,9083,6444,3010,678,53929,1036,1671,1520,1398,1189,672,378,168,8024,9945,10768,10502,11038,11001,8111,3993,1116,66477,57,62,17,8,0,0,0,0,143,3,11,12,7,6,0,0,0,34,18,52,75,159,145,97,46,20,606,80,126,100,176,146,97,46,20,783,8498,9469,9507,9826,9624,7021,3741,1506,59199,892,1136,888,844,715,516,419,265,5670,9470,10736,10492,10844,10487,7634,4206,1790,65652,247,302,142,100,18,0,0,0,802,11,40,34,35,38,0,0,0,163,49,246,415,777,823,1094,647,289,4347,306,585,592,915,876,1094,647,289,5315,17183,18110,18001,18725,18701,13465,6751,2180,113125,1929,2806,2406,2242,1907,1184,797,429,13694,19415,21502,20995,21882,21489,15744,8200,2901,132129
CED307,141,403,240,120,39,0,0,0,939,21,61,71,69,69,0,0,0,285,46,305,508,807,910,1184,668,205,4643,210,771,818,997,1016,1184,668,205,5870,9905,8147,9431,10024,7873,5432,2548,472,53827,361,435,404,401,281,215,132,87,2312,10475,9354,10656,11415,9173,6831,3352,759,62007,27,109,33,19,6,0,0,0,196,6,27,28,19,14,0,0,0,88,12,72,115,221,234,156,62,28,895,46,204,176,259,249,156,62,28,1173,9352,9062,11094,11447,9235,7091,3419,1071,61774,307,375,354,327,229,241,208,191,2220,9703,9642,11618,12030,9712,7489,3688,1294,65170,173,509,271,133,41,0,0,0,1133,26,84,91,92,78,0,0,0,375,56,374,624,1031,1143,1341,729,232,5539,258,976,986,1255,1262,1341,729,232,7050,19250,17205,20533,21471,17115,12523,5964,1543,115599,667,809,751,724,511,453,345,279,4535,20178,18992,22267,23443,18884,14324,7037,2050,127184
CED308,24,28,29,24,22,0,0,0,128,15,29,32,27,29,0,0,0,133,40,226,288,475,562,972,735,327,3635,82,288,352,525,612,972,735,327,3895,11090,11238,11112,11024,9687,7699,4436,906,67188,737,965,813,752,485,464,340,171,4726,11905,12486,12278,12294,10781,9132,5513,1404,75799,4,8,3,5,0,0,0,0,25,4,9,11,6,9,0,0,0,35,11,38,53,121,119,135,67,40,579,14,53,68,131,127,135,67,40,635,10894,12453,12501,12750,11303,9909,5403,1750,76957,777,930,730,718,524,523,438,372,5016,11686,13435,13300,13598,11953,10567,5907,2167,82615,30,34,35,33,18,0,0,0,151,16,35,43,32,41,0,0,0,167,52,267,339,590,682,1105,803,374,4213,94,334,414,659,740,1105,803,374,4534,21978,23693,23615,23767,20992,17605,9837,2652,144138,1518,1896,1547,1465,1009,989,776,546,9739,23592,25931,25579,25890,22742,19698,11420,3572,158410
CED309,11,11,16,18,8,0,0,0,56,10,21,25,25,30,0,0,0,113,41,189,333,524,659,1230,954,485,4420,63,223,378,565,700,1230,954,485,4594,8272,7896,9156,9823,9315,8072,4113,1069,57714,472,575,705,678,487,455,337,220,3923,8808,8691,10244,11063,10503,9755,5407,1766,66237,5,0,4,0,0,0,0,0,17,0,3,13,12,4,0,0,0,31,4,31,75,139,178,130,80,50,688,13,38,90,148,185,130,80,50,735,8363,8962,10630,11490,11511,10042,5657,2195,68849,454,545,551,518,486,454,423,414,3846,8830,9547,11275,12160,12182,10623,6158,2657,73430,17,14,21,18,12,0,0,0,76,12,24,40,35,36,0,0,0,143,48,225,415,663,842,1361,1035,532,5111,73,265,468,720,888,1361,1035,532,5334,16637,16856,19785,21317,20828,18113,9773,3264,126568,926,1116,1262,1195,968,901,760,633,7766,17638,18233,21515,23223,22687,20379,11563,4424,139665
CED310,21,16,10,11,17,0,0,0,72,10,38,29,34,31,0,0,0,136,29,238,359,555,659,1359,1009,576,4794,58,292,407,596,709,1359,1009,576,5002,9142,8348,8776,9506,9140,7791,4586,1165,58445,528,654,617,626,550,484,340,209,4014,9726,9292,9797,10726,10397,9632,5937,1954,67469,4,7,7,4,5,0,0,0,19,4,6,12,6,6,0,0,0,45,18,69,81,178,185,203,92,66,899,24,82,100,191,197,203,92,66,963,9326,9554,10367,11153,11240,10274,6078,2249,70240,541,584,524,496,511,504,457,353,3968,9889,10218,10997,11840,11950,10980,6629,2670,75169,23,21,21,16,17,0,0,0,95,11,48,46,43,39,0,0,0,181,45,303,448,733,848,1566,1103,641,5691,78,373,513,785,906,1566,1103,641,5966,18466,17897,19138,20657,20383,18071,10659,3419,128691,1068,1238,1142,1125,1061,980,801,562,7991,19618,19509,20791,22567,22349,20618,12565,4625,142641
CED311,12,4,3,3,4,0,0,0,25,8,17,14,15,16,0,0,0,72,29,150,267,565,739,1081,487,212,3542,45,174,279,590,765,1081,487,212,3642,8222,8107,8496,8964,9501,6678,2997,558,53536,971,1122,1208,1215,1195,775,417,119,7017,9241,9404,9989,10772,11457,8534,3902,894,64189,5,3,0,3,0,0,0,0,12,0,3,8,8,3,0,0,0,15,10,32,70,144,142,105,37,20,558,18,36,76,150,147,105,37,20,583,7766,8893,9264,9517,9574,6650,3180,916,55755,795,870,814,828,774,607,389,216,5297,8578,9803,10161,10489,10491,7355,3610,1144,61637,9,3,4,6,10,0,0,0,34,12,19,20,27,25,0,0,0,93,41,183,338,711,875,1188,529,232,4097,63,210,359,743,906,1188,529,232,4227,15988,17005,17767,18476,19075,13325,6175,1474,109285,1768,1992,2029,2044,1963,1377,810,338,12311,17821,19206,20150,21260,21947,15891,7513,2038,125829
CED312,28,31,22,17,6,0,0,0,101,14,30,19,15,18,0,0,0,99,44,196,293,524,594,899,591,229,3368,86,251,338,553,614,899,591,229,3564,11845,12544,11677,10334,8390,6131,3030,650,64601,891,1059,897,745,490,368,268,140,4865,12828,13860,12912,11630,9498,7399,3893,1019,73033,7,8,4,5,3,0,0,0,25,3,6,3,8,0,0,0,0,18,10,39,47,106,128,123,68,16,546,23,52,59,109,126,123,68,16,588,11694,13559,12724,11589,9705,7775,3976,1256,72277,891,1080,844,656,475,424,403,309,5078,12602,14690,13628,12348,10311,8328,4451,1580,77938,32,35,25,20,7,0,0,0,125,21,35,24,22,22,0,0,0,115,54,233,343,627,713,1025,665,244,3904,110,303,398,663,747,1025,665,244,4149,23539,26106,24403,21921,18093,13905,7003,1907,136877,1787,2142,1745,1393,968,789,676,454,9950,25433,28548,26542,23981,19813,15722,8339,2600,150978
CED313,51,98,44,21,3,0,0,0,220,28,55,50,47,21,0,0,0,200,48,265,373,469,451,510,381,230,2723,124,426,464,533,478,510,381,230,3142,12008,16541,12777,10362,7380,4354,1895,621,65947,640,1150,739,558,419,302,184,88,4081,12777,18115,13981,11453,8280,5163,2460,941,73167,5,26,3,4,4,0,0,0,46,12,14,13,8,0,0,0,0,50,12,52,75,130,118,78,37,24,519,23,96,91,140,119,78,37,24,611,13175,17653,13658,11360,8131,5248,2759,1392,73376,755,1035,626,456,345,266,209,204,3901,13955,18785,14378,11958,8597,5588,3008,1617,77893,57,127,44,26,10,0,0,0,271,39,68,63,51,28,0,0,0,245,54,322,450,598,569,586,418,250,3239,152,519,554,677,599,586,418,250,3761,25181,34198,26439,21724,15513,9603,4661,2009,139324,1394,2188,1367,1010,767,563,394,290,7979,26733,36909,28360,23415,16877,10749,5468,2557,151062
CED314,163,213,123,104,31,0,0,0,631,13,49,33,52,43,0,0,0,187,51,212,344,561,785,1235,707,404,4305,226,472,501,716,854,1235,707,404,5123,9717,8934,8180,7908,7448,5980,3547,930,52653,605,686,519,542,483,398,263,151,3647,10552,10089,9200,9171,8788,7614,4523,1488,61427,25,51,16,11,5,0,0,0,108,3,10,14,9,7,0,0,0,36,12,41,71,151,202,149,94,49,764,42,95,99,173,208,149,94,49,910,9660,10057,9447,9535,9148,8070,5031,2191,63139,564,540,457,410,422,404,389,283,3467,10267,10696,10000,10120,9780,8625,5513,2520,67519,193,271,136,115,32,0,0,0,741,17,56,45,59,47,0,0,0,227,65,249,416,713,983,1389,800,457,5066,270,575,595,886,1063,1389,800,457,6039,19376,18988,17626,17447,16597,14050,8578,3122,115785,1170,1223,974,956,906,801,652,428,7119,20817,20788,19201,19286,18567,16237,10039,4011,128942
CED315,1029,1429,540,303,78,0,0,0,3374,19,83,74,76,92,0,0,0,333,83,484,807,1089,1169,1399,719,245,5991,1137,1990,1421,1461,1332,1399,719,245,9701,9669,8783,7879,7721,7128,4922,2229,465,48799,1468,1291,1048,910,683,400,218,110,6132,12277,12071,10340,10089,9148,6724,3167,815,64641,261,296,92,35,9,0,0,0,687,15,29,29,25,15,0,0,0,117,42,134,221,319,273,191,84,16,1283,315,456,344,377,299,191,84,16,2084,10632,10682,9960,9583,8735,6362,3336,1226,60522,870,944,762,671,517,354,262,199,4582,11819,12089,11068,10631,9552,6913,3685,1439,67191,1292,1724,634,333,86,0,0,0,4058,38,109,102,105,101,0,0,0,450,123,619,1022,1405,1447,1594,801,257,7273,1450,2451,1764,1840,1628,1594,801,257,11789,20306,19461,17837,17301,15867,11288,5569,1696,109324,2335,2244,1812,1579,1202,760,487,303,10715,24097,24159,21406,20722,18699,13640,6854,2255,131831
CED316,19,10,6,10,8,0,0,0,47,6,12,20,11,35,0,0,0,94,31,160,256,488,911,1910,1296,498,5553,55,182,288,510,954,1910,1296,498,5691,7200,6404,6397,7559,8956,9521,5676,1210,52921,503,537,513,625,665,657,477,240,4212,7757,7126,7192,8690,10573,12084,7449,1947,62821,4,4,3,9,4,0,0,0,19,0,3,4,3,9,0,0,0,20,19,29,59,129,234,271,125,45,902,22,37,72,135,244,271,125,45,940,7000,7178,7721,9118,11343,11879,6909,2378,63531,456,503,437,491,605,645,689,387,4199,7477,7711,8228,9748,12182,12792,7726,2804,68668,16,8,11,13,7,0,0,0,63,12,17,32,20,39,0,0,0,113,44,187,318,616,1142,2181,1421,542,6457,77,217,356,649,1188,2181,1421,542,6630,14198,13588,14119,16677,20292,21399,12589,3589,116450,958,1039,952,1116,1261,1298,1163,619,8407,15232,14845,15424,18440,22747,24875,15176,4750,131489
CED317,73,114,57,45,18,0,0,0,311,17,51,38,31,41,0,0,0,174,39,192,331,609,788,1352,702,283,4304,137,356,418,687,842,1352,702,283,4792,8711,8641,7929,8780,9811,7621,3842,906,56243,1464,1768,1438,1405,1232,905,531,230,8975,10317,10764,9781,10871,11886,9883,5082,1420,70006,21,38,11,5,4,0,0,0,78,9,20,15,13,8,0,0,0,53,16,58,79,172,156,100,50,17,655,47,105,105,187,172,100,50,17,792,7956,9271,9112,9828,10350,8198,4297,1449,60464,1054,1121,1042,1024,886,738,514,320,6698,9054,10496,10263,11044,11413,9039,4856,1779,67947,98,149,69,48,21,0,0,0,391,26,64,44,47,50,0,0,0,227,63,246,405,785,950,1457,753,298,4961,185,469,526,876,1018,1457,753,298,5579,16671,17906,17039,18603,20169,15820,8141,2354,116710,2517,2891,2482,2435,2117,1645,1039,550,15670,19370,21265,20046,21913,23300,18923,9939,3202,137954
CED318,92,174,96,59,29,0,0,0,459,38,87,78,64,60,0,0,0,325,59,244,437,659,784,1047,542,211,3987,193,509,604,780,873,1047,542,211,4767,8841,9129,9356,10204,9425,6776,2927,649,57308,1206,1589,1247,1283,1113,819,388,138,7796,10243,11227,11208,12269,11413,8650,3861,1000,69870,60,59,25,11,6,0,0,0,166,11,18,22,11,8,0,0,0,72,23,80,117,159,153,113,48,20,706,97,154,157,178,170,113,48,20,943,8908,10677,11250,11508,10296,7412,3354,1180,64588,1064,1427,1069,988,889,638,413,201,6699,10072,12259,12483,12680,11355,8157,3821,1405,72233,154,239,124,68,39,0,0,0,618,51,102,92,79,68,0,0,0,396,93,321,550,817,937,1163,592,234,4695,291,663,769,965,1043,1163,592,234,5716,17750,19810,20605,21714,19718,14190,6286,1831,121898,2276,3023,2317,2273,2009,1460,804,344,14494,20314,23487,23692,24948,22768,16808,7678,2404,142107
CED319,144,262,97,44,14,0,0,0,556,14,65,56,32,23,0,0,0,189,30,288,406,606,595,802,633,405,3765,187,613,556,677,633,802,633,405,4512,8901,11397,11059,9311,7310,5056,2685,866,56597,433,675,560,436,310,243,198,170,3031,9523,12686,12178,10425,8247,6100,3524,1442,64136,37,57,22,8,3,0,0,0,130,10,22,14,12,5,0,0,0,67,8,50,80,133,176,110,78,36,668,58,129,117,153,185,110,78,36,861,9061,12505,11835,10394,8368,6550,4393,2282,65386,354,588,427,298,235,235,291,443,2877,9468,13225,12377,10842,8787,6893,4768,2760,69132,186,311,122,50,16,0,0,0,688,25,85,70,39,28,0,0,0,253,38,341,487,736,765,910,713,442,4436,248,744,676,831,813,910,713,442,5374,17962,23902,22899,19702,15674,11608,7079,3148,121982,791,1267,988,736,548,482,492,608,5904,18999,25909,24560,21268,17038,12996,8286,4206,133264
CED320,36,36,26,18,15,0,0,0,125,14,34,39,30,33,0,0,0,151,45,280,417,734,1008,1786,1100,432,5799,98,352,476,775,1055,1786,1100,432,6074,10435,9903,9253,9617,8998,7957,4260,835,61241,917,1336,1051,807,540,505,368,176,5694,11451,11590,10777,11198,10593,10239,5725,1435,73012,12,14,3,5,3,0,0,0,28,0,12,10,6,0,0,0,0,26,16,71,104,193,236,258,110,42,1029,25,96,114,199,236,258,110,42,1088,10307,11344,10868,11184,10952,10385,5451,1610,72104,639,725,628,550,473,505,431,340,4306,10974,12167,11607,11937,11660,11153,5998,1998,77495,43,53,24,16,18,0,0,0,156,20,49,48,39,33,0,0,0,182,68,348,520,924,1247,2042,1211,475,6825,124,446,586,979,1298,2042,1211,475,7161,20741,21242,20116,20800,19946,18341,9714,2446,133347,1560,2068,1681,1358,1015,1012,796,513,9995,22427,23749,22386,23135,22253,21392,11724,3434,150508
CED321,8,8,5,7,3,0,0,0,31,0,12,16,17,18,0,0,0,64,16,121,175,427,669,1267,675,308,3663,31,138,196,452,691,1267,675,308,3756,7312,7201,6708,7849,8997,7788,4108,925,50890,905,987,790,933,1023,856,519,208,6222,8253,8325,7697,9231,10715,9919,5301,1440,60874,6,0,0,3,0,0,0,0,13,0,5,3,3,0,0,0,0,13,3,30,57,99,150,136,50,30,548,12,37,58,103,153,136,50,30,575,7001,7703,7704,8814,9767,8310,4656,1679,55642,806,838,758,839,863,731,588,345,5766,7816,8573,8518,9764,10783,9174,5291,2054,61981,16,10,9,9,3,0,0,0,42,0,19,15,20,18,0,0,0,71,24,148,232,525,820,1405,723,338,4211,41,175,257,557,839,1405,723,338,4336,14315,14903,14413,16667,18770,16097,8760,2601,106535,1711,1821,1547,1772,1891,1587,1108,554,11990,16068,16902,16212,18996,21498,19090,10596,3494,122859
CED322,18,4,14,16,8,0,0,0,55,19,25,35,15,17,0,0,0,108,29,190,272,369,411,779,651,381,3086,67,220,326,395,436,779,651,381,3252,8727,8907,9680,9705,8054,6682,3517,926,56205,484,722,565,568,417,384,338,287,3763,9279,9852,10573,10668,8904,7845,4510,1590,63223,8,0,5,3,0,0,0,0,16,3,15,11,7,7,0,0,0,33,5,35,47,87,101,81,42,30,421,16,45,59,90,109,81,42,30,469,9188,10349,11449,10949,9767,8479,4718,2014,66911,484,678,601,501,388,411,485,561,4103,9691,11072,12104,11540,10259,8972,5242,2606,71489,23,8,21,14,8,0,0,0,70,21,41,39,18,21,0,0,0,145,41,222,320,453,512,857,696,410,3513,84,267,379,487,535,857,696,410,3727,17920,19259,21128,20654,17820,15159,8238,2939,123116,965,1402,1166,1068,807,802,817,851,7869,18968,20926,22677,22205,19163,16819,9752,4200,134713
CED323,22,25,20,22,11,0,0,0,92,13,23,12,21,9,0,0,0,79,35,213,231,390,465,881,688,386,3296,69,269,262,425,483,881,688,386,3468,10023,12629,10461,10250,9374,7869,4540,1149,66291,815,1391,974,886,836,715,509,252,6386,10905,14285,11704,11562,10694,9461,5739,1792,76146,5,7,4,0,3,0,0,0,19,0,3,4,4,3,0,0,0,23,7,26,42,84,106,102,47,37,459,12,43,55,93,116,102,47,37,501,10489,13480,11056,11243,10689,9401,5710,2042,74106,841,1347,865,792,779,652,621,477,6364,11340,14862,11977,12124,11584,10155,6378,2549,80975,22,39,18,21,13,0,0,0,115,12,27,17,24,14,0,0,0,104,44,239,272,474,576,984,742,428,3755,80,309,317,523,594,984,742,428,3973,20512,26108,21522,21488,20063,17273,10248,3188,140403,1657,2735,1848,1679,1611,1365,1130,726,12745,22252,29150,23681,23688,22277,19614,12122,4339,157117
CED324,33,73,37,23,11,0,0,0,164,18,37,38,34,20,0,0,0,148,22,138,216,379,362,557,536,249,2462,77,251,286,434,383,557,536,249,2773,10954,13510,11841,9324,7622,5417,2717,802,62188,545,842,577,441,341,248,161,82,3230,11575,14609,12699,10194,8342,6224,3415,1133,68188,7,28,22,6,0,0,0,0,55,5,14,4,11,9,0,0,0,38,3,21,40,84,94,72,45,30,394,18,60,64,101,99,72,45,30,481,10498,13258,12492,10086,8336,6562,3728,1803,66777,444,682,497,320,274,230,219,193,2862,10964,14000,13051,10506,8719,6867,3990,2025,70122,43,99,51,24,9,0,0,0,224,25,53,40,42,25,0,0,0,183,29,162,253,468,456,628,584,279,2853,96,313,349,531,485,628,584,279,3263,21455,26773,24330,19407,15960,11981,6443,2605,128963,993,1528,1070,757,617,483,380,271,6092,22545,28605,25750,20700,17061,13096,7405,3157,138311
