CED_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
CED409,93202,95019,188227,6602,6357,12955,13892,13336,27230,6054,5617,11667,6530,6295,12826,13646,14264,27916,12219,12230,24452,11103,11216,22320,10700,11068,21765,7378,7854,15230,3732,4693,8425,1339,2085,3428,89584,92235,181813,3617,2793,6410,3125,3203,6329,88,94,178,87,87,174,3301,3379,6687,65851,66208,132059,22151,23731,45892,70582,71923,142501,17416,18004,35418,80973,82298,163268,1544,1446,2983,12906,12410,25314,4162,4177,8339,1544,2047,3597,2445,4382,6825,28642,32399,61049,14737,13290,28028,13853,13725,27579,4959,4792,9748,4016,4223,8241,1660,2157,3817,87336,89525,176858,4958,5101,10059
CED410,90636,96716,187354,4668,4361,9030,10938,10487,21427,5649,4991,10635,6017,5678,11698,12107,12291,24400,12246,12913,25164,11582,12273,23853,10358,11498,21851,8740,10559,19301,5897,7584,13477,2433,4085,6518,87744,93997,181743,2892,2721,5608,695,728,1419,30,29,60,30,28,54,754,789,1536,57663,60789,118454,30216,33198,63408,60555,63722,124276,27240,30163,57405,75543,80553,156096,1507,1364,2875,10569,10158,20731,4878,4471,9351,3167,3177,6341,3938,5561,9504,50153,53869,104019,9222,9520,18740,7051,8098,15146,2466,2656,5123,2710,3667,6370,494,804,1299,85986,91818,177797,3693,4180,7870
CED494,1873,1506,3377,77,56,140,128,139,262,74,112,186,108,95,206,320,305,627,289,245,534,299,178,478,311,197,513,214,141,359,40,26,64,7,10,11,0,0,0,1873,1506,3377,199,180,376,0,0,0,7,3,6,203,180,384,1248,1010,2262,282,249,530,1230,1034,2261,148,167,314,1267,1065,2335,10,13,25,96,110,200,33,61,92,18,22,39,39,54,94,435,417,850,280,228,509,291,256,543,113,70,185,64,31,95,10,6,21,0,0,0,0,0,0
CED497,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34
CED501,90571,90975,181547,6748,6204,12956,13790,13096,26888,5919,5488,11407,5752,5382,11132,12933,13245,26178,12883,13219,26097,11702,11859,23560,9784,9901,19691,6453,7174,13616,3570,3951,7519,1033,1466,2499,83898,87423,171316,6674,3553,10226,2865,2444,5304,58,61,124,112,75,187,3033,2585,5620,57256,57170,114433,27604,29619,57225,73778,75410,149187,9666,11198,20865,74001,76177,150175,1843,1678,3523,12907,12259,25164,4070,4026,8097,1269,1595,2863,1998,4173,6169,31724,36778,68495,8688,8426,17114,18500,16953,35458,3670,3488,7160,1608,1690,3297,312,278,586,80549,85566,166111,5708,3931,9638
CED502,90718,91615,182330,7081,6798,13880,13939,13099,27036,5412,5243,10650,5773,5587,11357,13049,14034,27081,14844,14600,29443,11100,10672,21774,8697,9131,17836,6621,7289,13916,3248,3728,6976,940,1437,2379,86522,88946,175478,4193,2664,6856,2559,2723,5276,50,37,88,48,55,106,2657,2815,5472,50206,49784,99993,35436,37299,72732,58002,58098,116105,27183,28524,55709,72640,72716,145358,1866,1795,3662,12962,12165,25128,3903,3997,7895,1850,2098,3946,2656,4482,7135,35921,39219,75142,7076,6997,14078,15303,14740,30044,3505,3202,6701,2186,2303,4488,912,1043,1954,84529,86726,171248,3845,4055,7893
CED503,78193,81752,159946,4776,4638,9410,10644,10336,20979,4627,4599,9221,3996,4013,8011,8367,9309,17675,9227,9854,19084,9837,10309,20147,9973,10745,20723,9539,10067,19607,5629,5780,11411,1571,2108,3679,71209,77282,148494,6984,4466,11453,2073,2118,4192,47,53,100,43,49,90,2166,2214,4385,53918,55870,109788,19353,21832,41184,67680,71317,138997,5229,6319,11547,67286,71188,138477,1313,1234,2543,10009,9684,19691,3151,3386,6538,880,1215,2096,1281,2988,4268,25606,30783,56386,7582,8096,15677,18269,17934,36207,4119,3666,7781,2086,1930,4022,221,170,386,69631,75805,145431,3757,3781,7537
CED504,89247,90932,180177,5669,5483,11148,11252,10361,21615,5106,4881,9985,5990,5609,11595,13385,13440,26823,12690,12680,25369,10984,11288,22277,10324,11010,21335,8118,9184,17297,4419,5066,9489,1300,1937,3231,85380,88189,173569,3872,2736,6607,1710,1968,3681,42,35,78,51,55,108,1802,2066,3868,49689,49506,99194,35051,37414,72464,54224,54019,108238,30105,32335,62443,73327,75002,148328,1469,1464,2929,10413,9598,20016,3886,3888,7778,2228,2371,4593,2991,4572,7561,40088,42100,82182,6622,6307,12932,13621,13740,27360,3157,3227,6387,3068,3917,6984,1347,1731,3078,83936,86403,170334,3326,3486,6818
CED505,83620,89421,173040,4423,4184,8608,10912,10259,21166,5673,5442,11116,5193,5501,10697,11275,12214,23487,11353,12230,23589,11040,11890,22932,9334,10041,19378,7722,8655,16374,4842,5817,10662,1852,3173,5030,78664,85421,164089,4955,3996,8951,612,623,1234,17,19,33,8,13,20,635,654,1290,52905,55950,108861,27045,30086,57136,66776,70133,136913,13019,15672,28698,70798,75582,146376,1451,1373,2820,10522,9915,20438,5007,4950,9958,2973,3306,6278,3276,4689,7965,51331,56056,107391,4058,4093,8153,6311,7897,14201,1895,1967,3865,754,1087,1844,156,211,365,75807,82037,157840,5834,6811,12643
CED506,104921,96523,201445,6791,6343,13132,14322,13617,27935,5721,5151,10871,5547,5073,10620,14976,14497,29474,15144,13907,29047,14618,12916,27532,13697,11950,25648,9150,8100,17253,3985,3715,7701,968,1268,2233,96534,90256,186787,8384,6270,14662,14702,14820,29513,241,198,432,380,367,749,15315,15381,30699,72910,68011,140928,16627,16728,33351,77817,73339,151157,10692,11201,21894,82181,77803,159984,1489,1435,2922,12195,11557,23753,3036,2978,6013,549,720,1272,1547,3505,5051,30148,34553,64702,9775,8928,18703,21626,16776,38400,4689,3521,8210,2967,2205,5165,512,436,951,81217,81624,162837,60199,33550,93753
CED507,77818,80181,157999,4483,4271,8751,11274,10479,21753,4735,4525,9255,3503,3212,6720,8385,8785,17173,9924,10762,20693,10511,10969,21483,10077,10861,20938,9124,9404,18530,4499,4893,9389,1301,2010,3312,70407,75022,145434,7413,5158,12566,2079,2104,4185,33,27,57,45,44,94,2160,2176,4339,57930,59343,117275,14745,16503,31246,67082,69899,136986,5182,6077,11256,67189,70178,137368,1204,1126,2326,10509,9769,20275,3216,3187,6402,558,721,1276,1210,3074,4279,26137,32119,58263,7387,7647,15033,17859,16519,34377,3648,3050,6695,1863,1748,3603,231,174,409,68135,72991,141124,6694,6099,12787
CED508,81582,85202,166782,5470,5033,10501,10124,9821,19944,4485,4422,8904,4935,5169,10100,11888,12774,24662,12463,12844,25311,11080,11433,22514,9362,10021,19380,6971,7688,14658,3603,4071,7668,1208,1930,3136,76623,81825,158450,4951,3373,8328,1417,1456,2871,31,21,46,30,41,66,1474,1510,2990,51764,53605,105368,25713,28217,53933,62799,64871,127670,14475,16736,31209,69462,72944,142403,1624,1470,3096,9596,9356,18957,3392,3566,6962,1798,2290,4085,2564,4385,6951,39035,44587,83619,6169,5685,11855,11835,11326,23152,2556,2454,5006,1825,2150,3980,361,455,817,75025,80039,155059,4113,4008,8123
CED509,87342,87397,174739,6132,5667,11794,12564,11803,24357,5632,5156,10784,5180,4793,9971,11712,12260,23971,12749,12627,25366,11588,11737,23326,9746,9961,19710,7103,7583,14690,3821,4168,7991,1127,1651,2780,81727,84126,165848,5618,3268,8891,2972,2553,5522,83,45,126,77,47,125,3127,2646,5770,57063,56367,113433,26021,27713,53729,67166,68115,135282,13864,15449,29311,73560,75003,148558,1747,1592,3344,11937,11197,23132,4114,3958,8073,1473,1727,3197,2053,3838,5893,35357,40157,75515,7325,7055,14379,16249,14166,30407,3179,2828,6010,1636,1741,3378,445,500,942,78658,82445,161102,5444,4004,9451
CED510,81170,82942,164113,4476,4146,8616,11377,10762,22143,5484,5034,10523,4894,4302,9197,8010,8136,16143,10551,11210,21760,11510,11932,23435,10774,11711,22482,9078,9564,18638,3892,4287,8175,1131,1868,2995,76335,79922,156259,4833,3021,7852,635,598,1234,33,24,56,18,18,35,688,642,1326,49338,49700,99039,29106,31203,60312,70449,71262,141710,7887,9528,17418,71921,73739,145661,1525,1364,2886,11049,10424,21467,4412,4288,8698,2050,2094,4139,1930,3187,5120,40319,43660,83982,6368,6240,12604,12233,12149,24387,2415,2291,4706,910,1115,2023,139,172,313,75955,79252,155204,2219,2529,4743
CED511,90288,85785,176071,5210,4873,10080,11507,10883,22391,5053,4600,9645,4579,3894,8470,10591,9885,20478,10745,10498,21238,11935,11496,23437,13055,12389,25441,10776,9886,20659,5315,5319,10637,1533,2071,3606,82696,79762,162463,7595,6019,13612,4944,4767,9708,84,76,156,79,74,153,5109,4913,10018,65453,62054,127509,14948,15804,30751,73753,71280,145037,6381,6762,13141,74009,71928,145935,1172,1184,2354,10174,9645,19812,2991,2964,5959,528,658,1182,1275,2797,4076,27521,31463,58986,8283,8224,16502,20812,16987,37799,4580,3571,8148,2883,2182,5064,411,312,721,74734,74385,149116,23669,12189,35858
CED512,87063,90442,177513,6521,6276,12799,14042,13223,27267,6111,5801,11906,5688,5519,11204,11763,13089,24855,12835,13837,26669,12053,12601,24649,8778,9127,17907,5571,6246,11817,2861,3456,6323,834,1277,2110,81705,87648,169351,5365,2797,8161,1403,1475,2877,57,52,110,42,37,82,1503,1565,3070,48360,49631,97994,34622,37777,72404,67870,70420,138285,14833,16596,31434,73106,76397,149505,1961,1876,3833,13368,12585,25950,4485,4484,8971,1775,2036,3809,2013,4107,6120,36458,42368,78830,7492,7420,14912,14105,13297,27402,2913,2753,5666,1218,1450,2663,368,516,885,80635,86283,166919,2551,2810,5359
CED513,90157,91775,181928,5011,4658,9668,8105,7804,15910,3548,3535,7085,5903,6410,12315,18503,18806,37315,15428,14561,29992,11513,11189,22700,9842,9785,19622,7045,7724,14772,3719,4545,8269,1526,2749,4281,84921,87879,172805,5230,3895,9125,1030,1068,2099,36,28,66,31,45,74,1096,1142,2232,51578,52122,103698,33063,35284,68349,63392,62995,126392,21014,24173,45189,71343,72992,144343,1439,1229,2664,7661,7385,15046,2856,2954,5811,2631,3112,5744,4668,6381,11049,52332,54821,107154,5340,5023,10356,9449,9637,19078,2085,2097,4186,1696,2407,4103,446,659,1106,80895,84105,165000,8610,7271,15888
CED514,95172,94696,189872,5730,5456,11184,10116,9418,19528,4845,4454,9301,7803,7425,15224,18319,17544,35864,14632,13997,28623,11255,10918,22176,9801,10034,19835,7455,8226,15675,3751,4645,8396,1479,2585,4062,89765,90898,180669,5412,3799,9211,1950,2008,3953,50,43,92,56,39,94,2048,2088,4141,52913,52285,105200,36495,37417,73912,62983,61883,124871,26002,27252,53251,72568,72458,145021,1512,1404,2921,9492,8807,18297,3694,3590,7287,3650,3634,7289,4635,6184,10816,50096,51493,101587,6249,5915,12164,11974,11590,23564,2723,2522,5244,1735,2094,3833,587,702,1288,86313,87438,173748,6944,6585,13522
CED515,89890,94068,183959,4571,4340,8910,12544,12100,24642,6225,6099,12326,6062,5551,11609,9888,9668,19553,12166,13329,25499,12073,12813,24890,10644,11682,22323,9085,10011,19096,4819,5554,10372,1824,2912,4734,85708,91225,176929,4186,2838,7025,1021,856,1879,16,15,36,22,30,56,1070,901,1971,50026,51151,101178,36933,40396,77326,59672,61967,121643,26072,29057,55133,74025,77896,151923,1519,1424,2940,12141,11712,23858,5294,5378,10671,3153,3159,6306,2877,4119,7001,49206,52508,101709,5353,5496,10846,10723,11592,22313,2424,2645,5063,1428,1884,3308,372,543,917,83850,89363,173216,3750,4051,7802
CED594,4639,3416,8055,149,153,300,244,230,473,118,147,261,295,256,562,822,692,1512,926,613,1543,842,468,1313,667,477,1144,444,316,758,118,38,155,14,16,30,0,0,0,4639,3416,8055,786,677,1464,11,0,11,13,5,19,819,683,1495,2708,2061,4775,775,656,1431,2185,1896,4079,243,244,486,2120,1823,3943,22,17,34,163,164,327,38,44,76,26,33,62,63,106,169,997,1029,2024,239,218,457,620,423,1036,143,100,241,80,36,118,10,14,30,0,0,0,0,0,0
CED597,455,58,514,0,0,0,0,0,0,7,3,6,25,11,31,99,14,116,157,11,170,103,9,109,55,3,62,14,4,18,0,0,0,0,0,0,455,57,511,3,0,5,7,3,9,0,0,0,0,0,0,7,3,9,131,24,151,132,14,148,206,29,232,60,4,66,189,29,216,0,0,0,0,0,0,0,0,0,0,0,0,15,0,17,143,30,174,38,0,38,59,6,61,13,0,16,0,0,0,3,0,3,10,4,15,2846,390,3234
CED601,53949,56024,109977,2873,2763,5640,6587,6212,12797,3155,3058,6207,3415,3144,6556,7633,7329,14964,6115,6593,12708,6517,7136,13653,6967,7501,14468,6197,6654,12847,3437,3935,7370,1053,1718,2770,51244,53547,104795,2700,2478,5184,1930,2065,3998,83,105,185,73,97,176,2090,2269,4356,42546,44612,87158,8274,8423,16698,46294,48664,94958,4756,4627,9380,46953,49483,96439,729,723,1450,6143,5796,11940,2274,2317,4591,918,1005,1924,1952,2673,4629,18477,21122,39600,3625,4208,7836,13818,13414,27234,3331,3190,6524,1861,1765,3629,347,368,718,49555,51815,101373,4078,4027,8106
CED602,53421,56132,109556,2850,2733,5592,6571,6298,12869,3068,2928,5992,2794,2772,5572,6226,6500,12722,5618,6138,11759,6723,7236,13960,7618,8221,15839,6985,7347,14331,3872,4264,8134,1092,1689,2782,50220,53311,103524,3205,2823,6024,4200,4490,8694,153,174,323,174,169,349,4528,4832,9361,44349,46856,91208,5502,5804,11307,48205,50909,99113,2071,2267,4341,48083,50919,99003,676,629,1307,6067,5819,11891,2113,2169,4286,459,642,1098,1126,1979,3102,13503,16792,30297,4015,4762,8779,16464,15981,32448,4317,4161,8482,2243,2005,4242,165,132,303,48869,51720,100586,3944,3796,7740
CED603,54689,57059,111750,2640,2524,5165,5946,5608,11555,3001,2932,5932,3747,3775,7520,10761,10293,21049,7020,7252,14278,6387,6815,13199,6211,6760,12972,5213,5870,11082,2786,3519,6307,984,1705,2691,52266,54691,106955,2424,2367,4790,1663,1758,3423,64,75,142,79,74,151,1807,1909,3721,38355,40419,78772,13888,14147,28046,41416,43763,85174,10784,10759,21543,43493,46178,89663,712,691,1407,5621,5304,10929,2400,2369,4773,1663,1768,3432,3819,4520,8340,28547,30040,58583,3019,3131,6142,8233,8799,17029,2142,2429,4575,1378,1531,2909,302,379,677,50685,52867,103548,4318,4538,8846
CED604,54604,57234,111833,3090,2882,5974,6948,6633,13582,3122,2822,5949,2908,2664,5570,7253,7396,14651,6899,7409,14301,6626,7173,13797,6920,7720,14636,6376,6962,13331,3437,3953,7388,1023,1633,2652,52013,54662,106677,2590,2570,5158,2810,2702,5511,103,86,188,105,130,236,3017,2918,5934,43245,45281,88529,8935,9435,18368,47191,49948,97140,4598,4943,9535,47770,50840,98606,827,795,1624,6561,6272,12829,2332,2240,4576,911,971,1884,2095,2903,4998,22874,25819,48690,3766,3909,7680,11455,11662,23119,2588,2565,5150,1338,1290,2631,149,135,283,50715,53586,104306,3032,2765,5795
CED605,56331,56733,113067,3041,2828,5870,6891,6576,13467,3137,2752,5886,2867,2816,5683,6361,6685,13043,6137,6575,12707,6950,7429,14386,8544,8725,17274,7797,7440,15236,3690,3725,7415,912,1182,2097,53203,54057,107269,3121,2673,5796,2876,3091,5964,188,190,375,151,165,313,3225,3441,6660,46917,47245,94156,5408,5689,11092,51027,51475,102497,1825,1985,3808,50925,51529,102452,685,704,1395,6385,6072,12461,2038,1934,3967,506,637,1147,1083,1958,3036,15422,18636,34056,4184,4715,8896,16563,15081,31642,4376,3755,8129,2169,1669,3837,158,94,248,51559,52305,103861,4235,4098,8338
CED694,758,616,1377,21,19,42,50,36,92,43,48,95,71,53,119,135,92,228,99,97,198,130,78,203,104,98,199,90,72,163,18,13,31,0,4,3,0,0,0,758,616,1377,86,55,143,0,0,0,3,3,5,93,64,150,551,428,973,76,82,161,525,459,978,33,41,74,521,463,985,6,0,6,36,34,68,12,22,36,9,11,24,18,32,50,161,214,374,56,39,94,185,130,314,46,28,75,37,16,50,3,0,8,0,0,0,0,0,0
CED697,13,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,0,4,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,6,12,0,11,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,72,366
CED701,61863,59140,121004,4561,4115,8677,9258,8787,18043,4343,3929,8269,4593,4074,8667,10633,10676,21315,9081,9022,18101,7786,7699,15487,6430,6227,12661,3763,3300,7067,1210,1038,2251,198,274,475,57951,55674,113628,3909,3464,7371,23922,23858,47779,167,136,308,324,328,653,24415,24324,48745,47586,45553,93143,8531,8706,17240,31456,29955,61412,22459,23834,46293,50343,49927,100268,1117,1036,2155,8103,7683,15784,1856,1858,3715,349,500,849,1366,2617,3979,16910,19991,36903,6034,5710,11743,10904,8289,19193,3603,3092,6691,3515,3121,6630,865,892,1763,51938,52893,104827,22939,17446,40385
CED702,55064,55222,110288,3860,3644,7509,7524,7118,14640,2978,2906,5886,3706,3334,7041,10236,11046,21288,8447,9025,17478,7111,7079,14186,5712,5579,11290,3760,3594,7353,1434,1488,2927,303,389,696,51504,52549,104052,3562,2675,6231,4444,5092,9534,197,175,372,592,599,1190,5229,5868,11095,34170,33220,67397,16056,17729,33785,35763,35025,70784,14084,15532,29619,42341,42115,84460,995,975,1965,6768,6416,13189,1953,2036,3991,939,1148,2087,2784,4590,7370,24496,27230,51720,4956,4374,9331,6511,5709,12224,1735,1563,3292,1259,1329,2583,309,391,702,49080,50665,99749,9715,8840,18558
CED794,1826,1675,3500,89,69,164,166,122,285,30,64,95,84,99,183,292,364,661,305,268,573,311,280,591,300,279,579,205,114,318,33,17,49,6,4,7,0,0,0,1826,1675,3500,637,606,1247,14,8,18,8,3,7,658,617,1276,1102,1001,2106,243,250,492,861,745,1605,253,298,551,1180,1078,2256,4,8,11,104,72,180,12,12,20,6,7,13,19,41,56,368,442,805,123,127,255,266,208,473,108,67,173,74,55,127,9,12,28,0,0,0,0,0,0
CED797,83,15,99,0,0,0,0,0,0,4,0,4,6,3,6,16,4,23,22,0,22,18,3,19,17,0,17,0,0,0,0,0,0,0,0,0,84,15,95,0,0,0,11,0,8,0,0,0,0,0,0,10,0,9,45,8,56,23,0,22,53,5,63,10,0,11,48,8,61,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,26,3,29,9,0,8,19,6,21,5,0,5,0,0,0,0,0,0,8,0,12,407,65,470
CED801,75080,77528,152610,4785,4419,9197,10171,9589,19763,4455,3939,8395,4499,4321,8820,11016,11299,22319,10782,11153,21933,9592,10085,19674,8586,9486,18075,6654,7512,14171,3475,4174,7647,1071,1547,2617,72439,75035,147470,2645,2496,5137,1819,1735,3550,62,52,112,65,73,136,1944,1858,3800,54624,55303,109931,17894,19797,37692,57566,58949,116516,14453,15912,30360,67010,69400,136407,1345,1299,2643,9740,9185,18925,3529,3233,6756,1739,1846,3583,3043,4272,7319,41651,44084,85738,3363,3113,6479,8802,9612,18414,2112,2368,4474,1402,1578,2977,220,290,513,71349,74085,145430,2888,2743,5630
CED802,71449,74059,145507,3173,3065,6231,7362,6944,14310,4554,4775,9325,7283,7639,14923,13639,13449,27091,9981,10210,20191,8437,8603,17042,7127,7392,14515,5548,6187,11733,3122,3827,6954,1223,1970,3198,68315,70863,139176,3133,3200,6332,950,956,1911,19,31,53,46,43,91,1020,1035,2050,47726,48827,96554,19918,21738,41656,52096,53622,105717,15347,16689,32031,59703,62320,122022,976,961,1938,7054,6647,13706,3780,4019,7800,4237,4638,8879,4930,5692,10620,48401,50711,99115,2090,2015,4108,4167,4934,9103,1332,1419,2749,950,1210,2156,224,274,501,63035,65874,128905,9181,8721,17905
CED803,78697,79572,158267,5864,5478,11343,11627,10833,22453,4442,4251,8696,5307,5231,10540,14066,14345,28413,13647,13794,27449,9924,9833,19759,6370,6818,13189,4581,5508,10079,2268,2661,4928,593,821,1420,76448,77512,153961,2249,2059,4305,1587,1542,3127,34,22,62,33,44,77,1652,1618,3267,50787,50812,101597,25402,26368,51771,51191,51376,102568,24591,25398,49988,66178,66932,133117,1719,1615,3338,11092,10321,21417,3585,3532,7116,2304,2512,4815,4497,5823,10324,44964,46363,91325,3138,2930,6069,7115,7715,14830,1934,2044,3979,1230,1463,2694,378,455,837,75593,76599,152191,2497,2476,4973
CED894,336,273,605,18,9,19,13,13,25,23,37,58,44,40,82,60,53,108,62,33,104,53,30,77,38,35,78,21,10,34,6,8,10,0,0,4,0,0,0,336,273,605,20,20,41,0,0,0,0,0,0,26,20,44,201,176,384,56,62,121,201,196,400,35,43,81,219,199,417,3,0,7,4,10,19,12,28,42,16,14,29,7,12,21,106,143,253,20,19,44,58,41,94,13,7,23,7,6,11,0,0,0,0,0,0,0,0,0
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,6,4,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,11,0,0,0,3,0,4,0,0,0,3,0,4,10,4,12,0,0,0,5,0,5,3,3,5,10,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
