CED_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_cond_0_14,M_1_cond_15_24,M_1_cond_25_34,M_1_cond_35_44,M_1_cond_45_54,M_1_cond_55_64,M_1_cond_65_74,M_1_cond_75_84,M_1_cond_85_over,M_1_cond_Tot,M_2_cond_0_14,M_2_cond_15_24,M_2_cond_25_34,M_2_cond_35_44,M_2_cond_45_54,M_2_cond_55_64,M_2_cond_65_74,M_2_cond_75_84,M_2_cond_85_over,M_2_cond_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_1m_cond_Tot_0_14,M_1m_cond_Tot_15_24,M_1m_cond_Tot_25_34,M_1m_cond_Tot_35_44,M_1m_cond_Tot_45_54,M_1m_cond_Tot_55_64,M_1m_cond_Tot_65_74,M_1m_cond_Tot_75_84,M_1m_cond_Tot_85_over,M_1m_cond_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_cond_0_14,F_1_cond_15_24,F_1_cond_25_34,F_1_cond_35_44,F_1_cond_45_54,F_1_cond_55_64,F_1_cond_65_74,F_1_cond_75_84,F_1_cond_85_over,F_1_cond_Tot,F_2_cond_0_14,F_2_cond_15_24,F_2_cond_25_34,F_2_cond_35_44,F_2_cond_45_54,F_2_cond_55_64,F_2_cond_65_74,F_2_cond_75_84,F_2_cond_85_over,F_2_cond_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_1m_cond_Tot_0_14,F_1m_cond_Tot_15_24,F_1m_cond_Tot_25_34,F_1m_cond_Tot_35_44,F_1m_cond_Tot_45_54,F_1m_cond_Tot_55_64,F_1m_cond_Tot_65_74,F_1m_cond_Tot_75_84,F_1m_cond_Tot_85_over,F_1m_cond_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_cond_0_14,P_1_cond_15_24,P_1_cond_25_34,P_1_cond_35_44,P_1_cond_45_54,P_1_cond_55_64,P_1_cond_65_74,P_1_cond_75_84,P_1_cond_85_over,P_1_cond_Tot,P_2_cond_0_14,P_2_cond_15_24,P_2_cond_25_34,P_2_cond_35_44,P_2_cond_45_54,P_2_cond_55_64,P_2_cond_65_74,P_2_cond_75_84,P_2_cond_85_over,P_2_cond_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_1m_cond_Tot_0_14,P_1m_cond_Tot_15_24,P_1m_cond_Tot_25_34,P_1m_cond_Tot_35_44,P_1m_cond_Tot_45_54,P_1m_cond_Tot_55_64,P_1m_cond_Tot_65_74,P_1m_cond_Tot_75_84,P_1m_cond_Tot_85_over,P_1m_cond_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
CED101,12338,8637,9370,8551,7214,6157,3283,1245,429,57229,1080,1047,1130,1338,1637,2275,2108,1208,504,12323,36,88,132,168,316,629,928,753,346,3400,3,17,20,38,97,308,458,464,271,1676,1118,1150,1286,1550,2049,3217,3493,2424,1114,17395,917,684,813,682,635,626,448,285,164,5243,14376,10466,11459,10778,9903,10000,7221,3956,1708,79869,11815,7596,8975,8871,7711,6426,3623,1450,524,56988,722,1265,1324,1516,1846,2464,2322,1586,846,13901,23,149,220,251,493,781,998,858,611,4378,0,17,35,67,182,356,535,608,444,2246,751,1430,1581,1839,2521,3596,3852,3056,1901,20519,848,663,757,739,688,593,459,394,375,5515,13417,9690,11309,11446,10912,10613,7934,4901,2801,83028,24153,16233,18340,17423,14925,12582,6909,2699,961,114219,1804,2308,2454,2855,3480,4739,4424,2797,1346,26224,62,239,347,423,808,1413,1925,1607,954,7781,6,26,55,107,275,662,991,1076,715,3916,1870,2579,2862,3383,4567,6810,7345,5476,3018,37916,1772,1345,1562,1424,1325,1221,903,678,540,10761
CED102,12238,9679,14714,10974,7691,5784,3265,1458,440,66243,908,998,1501,1583,1695,2091,2099,1313,492,12679,28,80,208,223,325,554,767,669,362,3210,0,9,23,45,103,220,385,440,283,1508,935,1082,1732,1844,2125,2872,3252,2419,1141,17402,1018,865,1352,962,778,667,482,436,300,6859,14194,11634,17800,13783,10595,9324,6993,4312,1877,90505,11786,8303,13983,10611,8117,6086,3593,1537,488,64499,597,1114,1884,1612,1935,2216,2195,1675,754,13978,23,163,299,300,391,724,892,822,440,4066,0,10,31,50,135,264,434,563,419,1908,621,1287,2214,1965,2469,3207,3523,3064,1610,19951,899,734,1279,925,784,637,504,445,486,6690,13300,10323,17474,13496,11368,9928,7618,5043,2581,91139,24025,17989,28696,21576,15808,11867,6859,2998,922,130738,1502,2109,3391,3191,3639,4306,4289,2980,1249,26661,46,243,503,523,718,1284,1660,1497,802,7275,0,17,52,94,239,486,822,1007,706,3423,1556,2370,3944,3810,4591,6075,6768,5483,2752,37355,1912,1601,2635,1886,1560,1305,978,880,786,13544
CED103,14740,9238,13262,12670,8245,6407,3803,1270,452,70091,1167,1262,1614,1743,1748,2280,2097,1267,547,13725,45,103,163,183,331,565,828,655,305,3184,0,3,22,41,82,238,353,413,246,1397,1216,1374,1799,1969,2156,3079,3279,2332,1092,18305,835,574,957,802,608,543,389,230,189,5130,16794,11189,16022,15438,11005,10025,7472,3832,1736,93521,14282,8173,13700,12933,8941,7151,4347,1576,555,71656,751,1581,1797,1852,1879,2379,2339,1562,850,14983,32,213,335,252,398,675,804,797,502,4011,0,7,29,52,115,264,390,455,435,1744,793,1793,2167,2159,2384,3317,3532,2814,1783,20739,765,565,900,796,571,583,413,333,368,5300,15841,10536,16760,15883,11904,11054,8296,4725,2710,97697,29024,17416,26965,25598,17191,13553,8152,2841,1008,141753,1924,2835,3413,3598,3622,4655,4440,2828,1397,28708,83,319,500,431,726,1232,1629,1455,810,7188,0,12,48,94,199,497,741,869,678,3142,2009,3171,3967,4123,4542,6392,6813,5153,2877,39038,1599,1139,1856,1593,1177,1132,806,567,557,10429
CED104,12861,8203,4792,7436,8080,6262,3564,1488,349,53024,1381,1345,970,1353,1935,2313,2337,1511,489,13625,41,101,100,173,318,591,930,729,331,3309,0,6,10,29,78,185,394,487,243,1430,1419,1450,1076,1553,2324,3091,3666,2724,1057,18366,712,548,322,442,577,459,317,260,174,3813,14993,10201,6187,9435,10985,9805,7544,4471,1578,75201,12186,6876,4704,8291,8332,6526,3927,1516,455,52810,899,1692,1026,1540,2183,2454,2462,1740,836,14825,47,196,203,232,451,683,988,886,490,4178,0,13,13,37,112,242,387,512,377,1695,951,1900,1243,1807,2746,3380,3834,3141,1699,20705,632,416,303,450,565,435,397,330,335,3868,13766,9188,6248,10548,11646,10343,8158,4987,2491,77373,25041,15080,9492,15726,16411,12782,7491,3000,803,105829,2281,3038,1993,2891,4111,4764,4802,3249,1327,28452,91,293,302,407,768,1271,1915,1620,823,7488,0,21,23,66,190,434,783,1000,615,3127,2369,3353,2320,3362,5075,6473,7499,5870,2762,39072,1350,962,622,890,1145,895,713,595,507,7675
CED105,16094,11501,13626,9837,7526,5856,2904,1149,326,68812,1371,1230,1140,1284,1622,2289,1972,1017,417,12332,37,82,113,180,339,624,818,602,248,3041,4,4,14,41,132,337,505,440,183,1649,1409,1319,1260,1510,2087,3248,3288,2059,839,17020,2286,1555,1852,1544,1207,969,621,404,244,10675,19790,14378,16742,12886,10817,10066,6813,3613,1413,96511,15802,10135,11925,8970,7173,5501,2963,1114,401,63979,898,1230,1313,1380,1783,2404,2081,1157,596,12839,39,130,201,256,441,807,882,672,380,3809,3,10,34,76,192,407,525,499,303,2042,940,1368,1546,1710,2409,3619,3489,2325,1284,18687,2081,1216,1468,1279,1062,897,631,372,429,9429,18814,12715,14941,11959,10644,10018,7073,3818,2114,92095,31896,21634,25550,18802,14700,11353,5863,2267,726,132794,2266,2458,2445,2666,3402,4688,4050,2172,1011,25163,79,213,318,443,776,1433,1700,1274,625,6850,5,19,41,113,323,742,1028,938,484,3696,2347,2685,2803,3219,4497,6860,6776,4386,2122,35708,4362,2772,3322,2822,2271,1867,1246,775,676,20102
CED106,14620,8718,6161,9597,8907,6338,3658,1730,537,60259,1347,1333,992,1286,1832,2088,2084,1542,702,13194,33,107,136,134,285,501,788,820,432,3224,0,7,6,28,63,150,313,433,307,1303,1380,1439,1132,1436,2179,2733,3181,2792,1438,17720,702,504,357,475,505,424,310,229,164,3670,16700,10666,7657,11509,11591,9500,7152,4754,2140,81650,14171,7687,6456,10979,9953,6799,4400,2079,752,63276,835,1675,1124,1477,2062,2134,2441,1991,1061,14788,29,208,196,227,359,530,784,899,659,3885,0,10,11,34,85,162,287,451,486,1536,867,1888,1320,1739,2507,2826,3510,3345,2208,20211,637,440,385,487,576,473,380,323,354,4039,15675,10016,8159,13200,13038,10103,8284,5737,3309,87529,28788,16411,12619,20580,18859,13138,8051,3807,1287,123537,2175,3005,2117,2761,3899,4213,4523,3531,1763,27983,69,311,322,353,638,1031,1574,1721,1090,7110,0,13,20,59,146,315,594,889,794,2833,2241,3329,2458,3175,4683,5562,6696,6134,3643,37925,1335,944,743,954,1083,900,690,551,517,7713
CED107,13136,6936,6610,6108,6069,5286,3491,1403,315,49346,2021,1638,1630,1733,2166,2735,2799,1579,424,16723,135,216,293,351,594,1098,1455,985,339,5461,4,21,33,99,227,619,895,800,289,2993,2162,1875,1957,2176,2995,4451,5147,3362,1051,25183,1742,1314,1672,1542,1299,1100,882,476,162,10201,17037,10122,10247,9825,10363,10845,9525,5246,1526,84728,12620,5796,6340,5978,5922,5269,3492,1465,462,47328,1501,2034,2299,2139,2458,2964,2808,1803,805,18800,114,408,603,639,876,1195,1464,1148,523,6972,3,27,86,177,455,756,946,774,458,3678,1621,2466,2986,2955,3790,4918,5220,3720,1783,29450,1661,843,892,896,974,876,795,499,283,7715,15894,9107,10215,9828,10681,11069,9504,5684,2522,84502,25754,12731,12948,12084,11990,10554,6981,2873,776,96675,3515,3671,3934,3869,4629,5699,5606,3374,1223,35517,250,621,892,988,1473,2298,2921,2129,861,12434,6,51,121,276,685,1373,1842,1572,747,6675,3777,4339,4943,5134,6784,9367,10370,7082,2835,54632,3401,2166,2566,2444,2273,1980,1677,975,443,17921
CED108,19257,10401,11343,12011,7353,4777,2347,705,169,68366,2140,1708,1705,2144,2271,2629,2100,900,229,15826,123,206,247,361,620,977,1008,569,178,4284,8,17,47,93,219,515,724,576,158,2352,2273,1930,1994,2600,3108,4120,3835,2045,570,22468,2382,1399,1418,1331,1112,795,487,260,96,9287,23906,13732,14758,15941,11585,9690,6661,3012,833,100120,18863,9281,11974,11570,6912,4823,2551,750,293,67015,1525,1857,2150,2143,2455,2722,2357,1091,446,16732,84,345,425,570,832,1072,1197,799,311,5642,8,27,94,206,450,723,920,641,349,3414,1616,2228,2663,2916,3744,4514,4469,2525,1107,25788,2314,1190,1429,1361,1019,762,523,304,237,9137,22789,12702,16069,15852,11663,10097,7547,3582,1634,101944,38117,19684,23318,23582,14267,9602,4896,1451,461,135380,3665,3558,3850,4289,4729,5352,4450,1993,677,32562,210,560,674,931,1454,2048,2203,1362,491,9927,15,44,132,297,667,1235,1649,1221,503,5774,3885,4159,4665,5515,6846,8636,8304,4572,1674,48260,4691,2592,2849,2695,2129,1559,1008,564,334,18428
CED109,11435,6975,6895,7132,7224,5559,3187,1437,418,50270,970,938,1090,1307,1625,2140,2189,1446,585,12295,52,81,114,152,347,579,856,764,391,3334,4,5,16,33,55,251,459,551,346,1716,1023,1022,1218,1493,2029,2965,3504,2755,1323,17340,896,558,659,672,728,580,405,306,218,5023,13356,8556,8769,9300,9987,9103,7105,4501,1967,72635,10819,6327,6945,7489,7589,5936,3690,1664,575,51041,626,1241,1439,1537,1843,2158,2507,1883,952,14191,30,155,235,294,390,709,927,974,636,4343,0,5,33,45,124,262,424,569,517,1982,652,1403,1701,1875,2357,3126,3858,3430,2103,20513,802,553,627,646,705,579,482,408,453,5254,12284,8280,9279,10011,10660,9639,8028,5506,3133,76813,22262,13306,13840,14625,14817,11498,6879,3098,992,101315,1594,2179,2526,2847,3471,4302,4699,3328,1542,26482,77,232,347,447,736,1285,1779,1743,1026,7676,4,7,46,77,184,507,889,1124,861,3699,1679,2416,2924,3373,4391,6095,7363,6190,3428,37855,1698,1117,1283,1312,1435,1155,887,718,672,10282
CED110,10968,6145,5343,5451,5786,5668,4432,1861,443,46116,1606,1418,1475,1578,2068,2983,3556,2114,682,17477,103,193,225,366,568,1119,1838,1278,519,6205,3,13,45,92,263,649,1260,1120,470,3919,1711,1629,1743,2038,2897,4750,6654,4513,1668,27600,1550,1087,1125,1067,1005,1017,831,533,262,8477,14225,8861,8214,8556,9691,11430,11917,6910,2368,82185,11066,5428,5238,5689,6183,6318,4730,2048,631,47328,1272,1857,1848,2016,2560,3320,3731,2497,1102,20201,112,363,472,551,826,1416,1894,1457,761,7853,5,27,77,186,404,919,1219,1235,755,4824,1390,2254,2394,2751,3789,5653,6845,5193,2619,32881,1453,863,817,862,903,970,880,661,401,7808,13905,8543,8450,9302,10877,12940,12455,7896,3654,88020,22035,11579,10585,11147,11969,11980,9168,3912,1073,93442,2877,3280,3321,3589,4628,6297,7286,4617,1785,37677,209,564,698,915,1391,2535,3726,2733,1280,14059,10,39,126,282,670,1565,2484,2355,1215,8743,3097,3879,4141,4789,6687,10396,13501,9702,4283,60478,3001,1946,1947,1929,1906,1989,1707,1197,660,16282
CED111,11662,8503,8389,7133,6717,5407,3097,1267,337,52514,1363,1689,1618,1677,1924,2461,2280,1468,501,14985,62,186,242,275,453,778,1055,826,357,4241,0,16,26,52,133,402,573,666,360,2225,1429,1900,1888,2002,2510,3636,3913,2960,1222,21448,1008,915,804,676,742,633,430,274,124,5601,14093,11311,11081,9809,9974,9683,7442,4496,1675,79564,11276,7399,7276,6925,6495,5359,3279,1351,467,49827,1069,2378,2242,2058,2270,2534,2476,1727,819,17571,55,436,459,439,682,1003,1192,1066,590,5919,0,31,51,120,293,553,705,833,655,3232,1129,2846,2745,2618,3242,4087,4371,3621,2064,26723,938,851,703,679,670,626,471,359,269,5561,13343,11091,10725,10223,10403,10070,8121,5338,2798,82109,22941,15897,15660,14055,13221,10768,6373,2616,808,102337,2434,4069,3852,3735,4193,4998,4759,3194,1322,32557,120,629,703,717,1133,1779,2252,1896,949,10161,0,48,79,174,427,951,1276,1492,1014,5454,2554,4746,4629,4625,5748,7721,8282,6584,3281,48174,1941,1756,1510,1352,1409,1266,900,636,388,11162
CED112,12372,6931,6433,6375,6035,4723,2850,1227,322,47278,1968,1711,1652,1875,2151,2514,2636,1494,520,16521,166,199,266,371,555,963,1329,996,340,5188,3,14,27,84,232,524,983,862,336,3073,2142,1928,1951,2325,2939,4006,4947,3349,1192,24781,1416,943,752,839,863,705,558,373,233,6686,15934,9804,9136,9544,9838,9435,8355,4949,1744,78744,12082,6021,6182,6291,6004,4963,3202,1425,488,46646,1451,2078,2265,2276,2524,2758,2952,1883,858,19045,128,416,580,657,911,1219,1535,1162,617,7234,5,32,96,195,430,816,1062,984,618,4228,1589,2520,2938,3122,3870,4793,5557,4036,2094,30509,1385,801,760,748,752,717,636,555,478,6825,15048,9341,9879,10166,10622,10472,9392,6007,3055,83974,24449,12957,12614,12669,12040,9687,6051,2649,808,93926,3416,3789,3917,4150,4675,5273,5590,3379,1372,35571,298,619,847,1031,1469,2187,2865,2154,955,12419,11,43,128,274,657,1336,2044,1851,950,7300,3729,4450,4893,5453,6808,8796,10500,7382,3282,55288,2802,1739,1510,1591,1612,1420,1192,926,707,13504
CED113,11850,6167,6677,6384,6800,6080,3930,1411,291,49596,1537,1346,1421,1702,2208,3062,2977,1520,395,16160,106,141,220,335,581,1107,1409,867,277,5042,4,7,42,67,212,467,852,684,276,2610,1644,1497,1677,2106,3008,4636,5240,3064,939,23806,1264,805,976,930,993,1048,818,416,158,7402,14765,8462,9333,9421,10800,11761,9990,4893,1394,80807,11358,5099,6144,6242,6518,5820,3810,1385,374,46750,1173,1584,2002,2188,2603,3115,2952,1601,560,17781,65,299,497,621,865,1196,1344,913,450,6249,0,26,84,153,377,687,843,639,424,3224,1240,1911,2584,2959,3844,5000,5138,3155,1434,27265,1224,738,787,764,842,952,724,425,248,6715,13817,7747,9518,9969,11208,11771,9670,4968,2059,80724,23202,11267,12824,12628,13322,11902,7739,2795,671,96347,2709,2927,3421,3894,4812,6175,5931,3120,951,33941,173,445,718,953,1449,2304,2751,1779,724,11292,5,31,123,217,592,1154,1696,1317,700,5836,2890,3402,4262,5066,6847,9632,10374,6220,2375,51073,2486,1540,1761,1696,1835,2002,1542,843,406,14113
CED114,12577,6953,7040,6284,6227,5885,3885,1595,406,50847,1886,1593,1637,1745,2126,2832,3053,1666,535,17067,124,174,286,308,566,1020,1488,1055,337,5356,5,16,38,86,211,537,1024,852,351,3114,2015,1784,1963,2139,2900,4391,5559,3567,1222,25538,1881,1093,1164,1038,1196,1195,1063,541,228,9393,16472,9831,10162,9457,10321,11469,10511,5702,1861,85777,12342,5993,6550,6100,6041,5785,3894,1729,519,48955,1427,1984,2086,2122,2407,2934,3021,2001,908,18889,103,409,530,568,770,1278,1504,1140,608,6909,5,29,88,178,417,719,970,897,518,3828,1536,2421,2700,2871,3594,4936,5495,4038,2039,29632,1753,1004,964,1039,1030,1115,918,643,281,8761,15633,9414,10217,10006,10668,11837,10314,6419,2840,87339,24924,12945,13583,12381,12264,11671,7781,3325,926,99797,3314,3576,3725,3870,4529,5772,6073,3665,1444,35963,221,581,812,876,1336,2304,2990,2197,945,12268,13,49,124,264,635,1254,1991,1742,876,6945,3544,4203,4658,5010,6496,9329,11057,7606,3261,55166,3636,2095,2126,2079,2225,2308,1983,1185,509,18150
CED115,13280,9591,9961,8085,7597,6471,3435,1173,270,59863,1171,1175,1131,1149,1590,2485,2210,1116,374,12397,36,83,132,183,371,771,908,592,277,3352,3,10,17,47,148,348,598,478,272,1923,1205,1260,1285,1370,2112,3598,3725,2190,917,17671,1642,1107,1211,1101,999,973,606,333,180,8154,16128,11964,12455,10550,10711,11037,7765,3703,1376,85684,12606,9296,9718,8751,7798,6194,3620,1171,411,59563,748,1261,1228,1300,1911,2649,2474,1324,559,13451,23,152,177,254,510,955,1025,741,418,4250,0,13,42,81,217,455,582,549,486,2421,771,1428,1442,1628,2639,4056,4089,2609,1454,20121,1540,1009,1229,1131,993,953,626,393,284,8150,14926,11729,12390,11506,11419,11205,8327,4171,2157,87839,25892,18892,19680,16830,15395,12661,7058,2345,686,119431,1916,2433,2357,2443,3501,5136,4687,2436,926,25841,55,234,308,434,881,1723,1940,1334,690,7602,10,17,55,123,371,801,1182,1031,759,4343,1983,2693,2723,3001,4748,7654,7813,4799,2377,37788,3178,2117,2441,2230,1992,1924,1226,729,462,16308
CED116,10310,5579,5274,5239,5587,6001,4878,1985,441,45296,1352,1256,1245,1454,1836,3107,4080,2231,625,17187,102,157,233,296,507,1145,1978,1437,453,6305,8,9,29,89,213,645,1257,1151,455,3854,1463,1419,1508,1836,2565,4894,7312,4821,1530,27345,1452,931,1009,975,1026,1015,911,533,192,8052,13226,7933,7789,8046,9175,11911,13103,7335,2161,80692,10028,4649,4921,5077,5538,6436,5047,1916,563,44172,1074,1462,1725,1916,2228,3461,4171,2485,948,19463,80,281,413,512,770,1388,2089,1501,770,7805,4,25,72,141,379,839,1291,1146,642,4539,1155,1763,2201,2569,3382,5691,7556,5131,2356,31809,1269,767,675,777,826,950,909,585,319,7073,12456,7180,7799,8418,9742,13064,13508,7629,3249,83053,20343,10234,10194,10312,11121,12434,9926,3902,1002,89467,2427,2714,2964,3368,4072,6565,8252,4711,1574,36651,177,434,644,805,1287,2535,4072,2942,1223,14115,8,33,100,231,596,1484,2550,2299,1093,8392,2616,3180,3709,4403,5947,10582,14872,9949,3887,59154,2725,1700,1687,1748,1852,1964,1820,1116,516,15120
CED117,9884,5649,10333,9251,7444,4763,2331,940,259,50842,877,1180,2344,2126,1952,1834,1726,879,332,13264,31,151,366,354,362,536,663,449,182,3095,0,11,20,48,103,193,341,323,148,1188,908,1346,2732,2532,2417,2566,2732,1657,657,17546,629,530,958,861,740,657,379,249,136,5125,11419,7521,14015,12639,10597,7982,5439,2849,1048,73515,9625,4991,9973,9177,7511,4837,2771,1035,305,50233,691,1814,3412,2503,2312,2020,1867,1105,536,16262,33,269,658,477,501,592,739,599,331,4205,4,10,56,70,141,238,410,388,241,1555,727,2099,4128,3049,2957,2854,3013,2091,1110,22023,599,557,999,805,653,520,395,237,196,4965,10950,7651,15105,13028,11119,8206,6183,3361,1612,77216,19511,10640,20309,18423,14954,9598,5101,1974,558,101076,1575,2995,5761,4625,4263,3854,3596,1989,868,29517,60,421,1020,836,862,1130,1402,1051,514,7299,3,22,79,118,254,432,749,713,388,2745,1633,3436,6860,5582,5373,5412,5748,3746,1770,39562,1226,1088,1953,1664,1390,1177,765,488,328,10087
CED118,19868,10101,11340,14902,8779,4893,2417,847,172,73329,1838,1608,1491,2388,2364,2417,1966,906,238,15223,69,135,202,266,445,749,928,529,151,3471,3,11,20,51,136,339,547,431,141,1682,1911,1756,1709,2707,2945,3501,3438,1868,526,20376,1424,1121,1580,1431,953,567,335,199,75,7682,23202,12978,14637,19041,12677,8964,6193,2910,778,101385,19260,8874,11639,14461,7985,4942,2823,901,241,71119,1287,1754,1986,2515,2517,2468,2184,1029,368,16112,54,292,381,465,648,862,969,591,269,4531,0,19,44,118,256,433,563,494,235,2158,1342,2072,2410,3093,3424,3761,3714,2110,873,22800,1376,784,1014,1071,764,560,372,191,98,6233,21979,11728,15064,18622,12170,9269,6909,3205,1214,100159,39128,18972,22981,29363,16763,9839,5240,1750,413,144452,3125,3368,3471,4905,4885,4881,4157,1932,608,31335,120,432,585,729,1093,1613,1895,1119,419,8002,7,32,68,168,392,773,1107,925,375,3841,3256,3829,4120,5802,6370,7271,7156,3975,1400,43179,2795,1902,2599,2498,1721,1129,714,388,175,13916
CED119,13040,7514,6409,7721,7173,5123,2743,1064,229,51009,1484,1378,1216,1594,1905,2241,2151,1162,318,13453,66,147,142,243,357,654,921,679,268,3469,4,7,13,38,101,233,530,512,246,1680,1551,1530,1372,1872,2363,3128,3597,2354,832,18604,865,644,483,570,608,484,341,292,149,4436,15452,9688,8261,10163,10147,8740,6682,3706,1211,74052,12904,6507,6218,7851,7306,5362,2994,1136,324,50608,1007,1509,1552,2002,2284,2286,2225,1431,504,14800,55,207,314,413,566,758,1013,768,446,4557,0,14,37,78,151,329,490,540,414,2062,1064,1730,1912,2494,3000,3376,3727,2740,1365,21420,782,473,436,549,552,458,385,300,276,4220,14754,8713,8565,10899,10865,9197,7110,4182,1965,76248,25939,14023,12625,15571,14483,10483,5740,2200,553,101622,2485,2888,2769,3602,4190,4531,4375,2600,820,28260,123,354,455,663,924,1417,1931,1450,717,8025,4,23,57,108,246,562,1021,1045,656,3742,2613,3266,3286,4370,5361,6506,7333,5093,2196,40020,1645,1111,917,1126,1166,946,725,595,427,8661
CED120,14844,7862,7758,7375,7009,5162,3029,1123,233,54394,2072,1591,1634,1858,2320,2720,2554,1302,350,16398,129,172,234,366,563,981,1314,852,248,4853,5,14,32,81,193,442,831,669,220,2481,2211,1774,1898,2307,3079,4139,4697,2818,813,23740,1525,950,964,969,981,837,592,354,132,7301,18574,10589,10620,10645,11072,10139,8315,4298,1177,85432,14461,6889,7416,7241,6820,5167,3066,1128,316,52493,1447,1896,2193,2367,2553,2891,2763,1428,585,18125,88,308,547,585,839,1175,1379,916,387,6228,0,29,63,154,335,655,917,713,362,3234,1536,2235,2805,3103,3731,4724,5062,3063,1330,27590,1406,770,742,869,802,719,594,395,278,6575,17403,9891,10967,11211,11358,10609,8722,4576,1927,86665,29306,14749,15170,14613,13829,10331,6092,2254,550,106883,3519,3492,3823,4224,4881,5611,5319,2730,928,34528,214,477,787,950,1408,2156,2688,1766,633,11081,10,36,95,229,530,1100,1748,1382,583,5723,3742,4007,4705,5407,6814,8861,9755,5877,2149,51330,2932,1725,1704,1834,1786,1558,1185,744,412,13880
CED121,12934,7359,7394,6610,6231,5066,3137,1195,283,50208,2313,1816,1968,2077,2346,2902,2872,1555,454,18306,181,279,346,469,667,1103,1524,1039,348,5964,4,19,46,82,270,639,1112,977,395,3551,2501,2116,2360,2632,3282,4644,5514,3569,1200,27820,1606,1233,1432,1320,1154,983,677,418,184,9008,17044,10709,11188,10558,10672,10698,9323,5180,1666,87036,12759,6042,6731,6271,5897,4924,3279,1321,369,47595,1706,2310,2722,2496,2665,3062,3120,1788,778,20645,128,462,704,765,997,1352,1629,1164,603,7811,14,28,134,205,505,865,1171,1069,666,4662,1846,2799,3563,3458,4167,5279,5919,4017,2053,33112,1466,821,773,754,785,731,602,449,290,6675,16080,9659,11063,10487,10845,10935,9803,5792,2715,87384,25697,13403,14121,12885,12129,9992,6414,2516,653,97803,4021,4125,4692,4568,5007,5958,5993,3342,1235,38946,311,743,1056,1232,1666,2453,3157,2195,954,13775,23,52,181,282,774,1511,2283,2048,1067,8214,4348,4917,5929,6094,7455,9926,11434,7586,3260,60934,3075,2052,2209,2073,1937,1715,1274,869,472,15683
