region_id,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_unit_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_unit_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_unit_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_unit_aprt,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_Ps_not_in_s_hh_DS_Flt_ut_at,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Fl_u_at,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flt_unt_apt,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flt_unit_apt,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_unit_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flt_unt_apt,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flt_unt_apt,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_unit_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
CED101,13724,1845,2342,24,3,17938,10539,2169,3989,18,5,16720,2562,943,5073,130,7,8715,988,656,1450,0,3,3097,972,291,1055,45,3,2366,79,114,152,4,0,349,123,58,85,3,3,272,116,28,93,3,0,240,4840,2090,7908,185,16,15039,164,83,138,0,0,385,690,205,414,0,0,1309,29957,6392,14791,227,24,51391
CED102,13870,1938,2497,71,27,18403,9114,1832,4316,37,30,15329,2787,927,6104,180,37,10035,216,251,665,0,0,1132,1103,288,1022,56,11,2480,84,37,97,4,3,225,133,36,91,33,0,293,142,27,89,0,0,258,4465,1566,8068,273,51,14423,140,32,98,0,0,270,829,124,469,24,0,1446,28418,5492,15448,405,108,49871
CED103,14122,1887,2059,16,3,18087,11147,2373,3152,5,0,16677,2775,1639,6600,32,6,11052,579,599,906,4,3,2091,1217,432,1022,18,5,2694,62,103,325,0,3,493,126,140,95,9,0,370,124,40,86,4,0,254,4883,2953,9034,67,17,16954,125,97,274,0,3,499,590,131,356,3,3,1083,30867,7441,14875,91,26,53300
CED104,15935,862,372,87,9,17265,17013,986,282,19,11,18311,2529,507,386,22,3,3447,106,67,90,0,0,263,1205,127,136,39,3,1510,52,47,69,0,4,172,157,29,0,22,4,212,153,16,10,0,0,179,4202,793,691,83,14,5783,267,134,54,0,11,466,435,70,53,6,0,564,37852,2845,1452,195,45,42389
CED105,12103,1330,978,28,12,14451,10197,2384,2340,26,21,14968,3029,1084,3511,40,16,7680,2203,1021,2040,0,9,5273,1761,390,517,28,4,2700,112,186,229,0,4,531,337,66,107,33,0,543,193,35,69,3,0,300,7635,2782,6473,104,33,17027,210,43,74,0,0,327,1130,234,453,12,3,1832,31275,6773,10318,170,69,48605
CED106,15882,1091,2753,6,11,19743,13510,642,3178,11,11,17352,2512,409,3818,11,18,6768,47,120,262,0,0,429,973,123,856,4,15,1971,48,47,224,0,3,322,96,15,81,4,4,200,105,12,70,0,0,187,3781,726,5311,19,40,9877,132,97,261,0,0,490,443,102,270,0,5,820,33748,2658,11773,36,67,48282
CED107,18222,556,232,125,14,19149,16857,315,139,48,20,17379,5368,1205,1185,57,6,7821,1768,248,399,6,0,2421,2762,219,199,38,10,3228,162,84,86,6,0,338,554,27,34,54,5,674,407,21,27,7,0,462,11021,1804,1930,168,21,14944,280,52,27,3,3,365,1207,139,125,78,4,1553,47587,2866,2453,422,62,53390
CED108,15581,987,443,178,9,17198,17794,350,154,15,9,18322,4268,599,488,30,7,5392,1128,454,206,0,0,1788,2191,224,170,13,5,2603,166,154,114,0,0,434,247,81,15,107,0,450,176,15,25,6,0,222,8176,1527,1018,156,12,10889,170,149,120,0,0,439,857,128,112,36,0,1133,42578,3141,1847,385,30,47981
CED109,10538,638,102,85,3,11366,17756,2038,284,13,0,20091,5388,1493,858,17,3,7759,4432,1245,687,0,0,6364,1984,326,108,20,3,2441,133,55,89,0,0,277,237,44,17,81,4,383,163,32,22,4,0,221,12337,3195,1781,122,10,17445,212,68,12,0,0,292,1139,164,138,22,0,1463,41982,6103,2317,242,13,50657
CED110,13816,2421,2720,56,3,19016,12721,1923,3718,10,3,18375,1836,1076,5361,52,3,8328,244,395,773,0,0,1412,840,246,978,25,0,2089,63,56,178,0,0,297,97,198,52,32,3,382,87,14,63,3,3,170,3167,1985,7405,112,9,12678,112,45,245,0,0,402,536,189,411,7,0,1143,30352,6563,14499,185,15,51614
CED111,18258,985,610,801,3,20657,13385,533,261,79,3,14261,4865,1213,1585,41,5,7709,1224,358,403,0,3,1988,2850,331,403,108,3,3695,307,117,134,11,0,569,322,51,56,261,3,693,332,38,56,24,0,450,9900,2108,2637,445,14,15104,301,123,65,31,3,523,1014,148,181,69,0,1412,42858,3897,3754,1425,23,51957
CED112,15144,1808,1559,215,9,18735,13807,1655,1488,29,5,16984,2832,1757,3998,85,18,8690,1379,1281,1288,0,3,3951,1462,467,958,47,8,2942,83,117,126,0,0,326,150,33,115,63,0,361,145,28,80,4,0,257,6051,3683,6565,199,29,16527,173,116,197,6,0,492,743,248,350,38,0,1379,35918,7510,10159,487,43,54117
CED113,13491,1558,807,224,8,16088,16935,878,212,28,9,18062,5570,1544,1138,38,3,8293,734,625,394,3,3,1759,2157,318,224,39,3,2741,108,76,93,0,0,277,196,38,33,224,3,494,184,49,28,10,3,274,8949,2650,1910,314,15,13838,214,276,153,4,0,647,873,243,166,45,0,1327,40462,5605,3248,615,32,49962
CED114,17729,1101,769,375,31,20005,14547,1040,764,77,11,16439,3489,1232,1962,33,8,6724,1046,262,265,3,0,1576,2498,443,518,72,12,3543,190,95,58,0,0,343,700,64,78,89,5,936,299,42,42,25,4,412,8222,2138,2923,222,29,13534,249,108,54,14,4,429,896,161,184,69,38,1348,41643,4548,4694,757,113,51755
CED115,18541,392,704,305,38,19980,15529,221,465,65,19,16299,3921,630,2157,26,13,6747,1024,36,298,3,13,1374,2898,175,471,52,11,3607,286,84,102,0,4,476,966,29,107,104,12,1218,472,17,32,17,0,538,9567,971,3167,202,53,13960,426,40,33,12,3,514,1424,89,258,53,3,1827,45487,1713,4627,637,116,52580
CED116,10904,1033,653,5,9,12604,12644,1778,983,5,13,15423,3107,1015,1669,19,11,5821,2411,1135,989,0,0,4535,1557,311,292,8,7,2175,126,123,96,0,0,345,352,73,84,3,0,512,188,34,51,0,0,273,7741,2691,3181,30,18,13661,214,42,28,4,3,291,1072,213,285,6,5,1581,32575,5757,5130,50,48,43560
CED117,19204,937,546,491,23,21201,14282,471,215,30,11,15009,4652,933,804,41,3,6433,1178,289,318,0,0,1785,2226,227,221,44,4,2722,186,61,123,0,0,370,511,20,33,114,11,689,224,19,17,10,0,270,8977,1549,1516,209,18,12269,228,94,137,12,9,480,1050,119,128,49,3,1349,43741,3170,2542,791,64,50308
CED118,9248,3001,2339,58,10,14656,7518,4774,5032,54,26,17404,2783,3313,10125,257,46,16524,192,321,1056,5,0,1574,1085,897,1608,143,14,3747,145,96,320,0,0,561,79,64,127,25,0,295,110,54,106,9,0,279,4394,4745,13342,439,60,22980,105,62,129,7,3,306,520,240,543,18,5,1326,21785,12822,21385,576,104,56672
CED119,11482,623,190,34,22,12351,19720,2632,835,8,12,23207,4661,1376,1551,43,13,7644,946,660,576,9,0,2191,1642,310,205,15,6,2178,99,112,93,4,0,308,246,24,25,49,3,347,132,25,21,0,0,178,7726,2507,2471,120,22,12846,183,56,40,0,0,279,776,157,132,6,3,1074,39887,5975,3668,168,59,49757
CED120,14035,1074,561,21,0,15691,16421,1926,1258,8,6,19619,2436,822,2182,24,4,5468,772,437,733,0,3,1945,883,200,255,25,7,1370,58,51,69,0,0,178,542,50,43,27,5,667,100,22,28,3,0,153,4791,1582,3310,79,19,9781,130,36,33,0,0,199,535,152,209,3,0,899,35912,4770,5371,111,25,46189
CED121,18589,458,160,232,21,19460,18026,180,80,86,17,18389,3789,506,639,47,6,4987,1065,61,143,0,0,1269,2743,138,139,69,3,3092,147,79,87,0,0,313,645,21,32,104,5,807,441,13,17,19,3,493,8830,818,1057,239,17,10961,308,73,29,10,0,420,1148,84,65,53,11,1361,46901,1613,1391,620,66,50591
CED122,15406,391,201,169,6,16173,17476,270,142,46,4,17938,5548,1131,872,32,18,7601,1462,207,386,0,0,2055,2206,123,128,29,3,2489,119,57,58,0,0,234,696,48,37,161,4,946,378,22,18,10,0,428,10409,1588,1499,232,25,13753,254,55,35,0,0,344,1055,94,94,32,7,1282,44600,2398,1971,479,42,49490
CED123,9266,2380,4279,40,3,15968,6011,2776,5924,25,19,14755,1744,1480,12197,130,35,15586,419,843,3209,0,3,4474,766,468,2615,54,15,3918,83,65,247,0,3,398,100,171,221,13,4,509,91,38,199,3,3,334,3203,3065,18688,200,63,25219,87,62,203,4,3,359,485,214,794,5,0,1498,19052,8497,29888,274,88,57799
CED124,11902,976,429,93,8,13408,18687,1681,818,14,4,21204,4682,2095,1682,20,6,8485,1234,754,564,3,0,2555,1913,400,248,25,6,2592,89,123,69,0,11,292,262,22,23,10,0,317,159,32,29,3,3,226,8339,3426,2615,61,26,14467,145,41,26,3,32,247,814,171,165,10,12,1172,39887,6295,4053,181,82,50498
CED125,18448,1533,856,601,6,21444,12760,556,373,56,3,13748,4475,1179,1720,86,9,7469,831,288,400,6,0,1525,2227,317,348,54,12,2958,177,104,93,4,0,378,251,46,62,208,4,571,239,30,49,23,0,341,8200,1964,2672,381,25,13242,279,237,93,51,0,660,930,185,242,54,5,1416,40617,4475,4236,1143,39,50510
CED126,10511,620,261,71,10,11473,19718,969,207,11,14,20919,4523,848,524,9,7,5911,1871,673,283,0,0,2827,1546,190,108,16,4,1864,103,61,51,0,5,220,199,15,19,9,0,242,131,11,16,8,0,166,8373,1798,1001,42,16,11230,158,136,115,3,0,412,726,118,69,5,0,918,39486,3641,1653,132,40,44952
CED127,13871,1466,2689,73,6,18105,14167,1140,3110,26,5,18448,2411,492,3692,67,8,6670,153,136,335,0,0,624,1402,289,1032,43,5,2771,40,80,157,0,0,277,124,74,81,21,3,303,156,35,75,0,4,270,4286,1106,5372,131,20,10915,189,239,339,4,0,771,538,179,375,14,0,1106,33051,4130,11885,248,31,49345
CED128,15593,870,149,78,10,16700,19517,559,135,20,5,20236,4440,1014,571,55,4,6084,618,293,153,3,0,1067,1903,208,137,27,7,2282,159,106,70,3,0,338,371,74,20,72,4,541,211,26,13,6,3,259,7702,1721,964,166,18,10571,256,111,40,8,3,418,759,100,50,16,0,925,43827,3361,1338,288,36,48850
CED129,13697,896,242,30,7,14872,14812,1487,512,3,10,16824,3856,1092,1265,37,6,6256,781,682,337,0,0,1800,1575,213,134,13,6,1941,108,57,36,0,0,201,284,38,24,41,0,387,136,21,23,3,0,183,6740,2103,1819,94,12,10768,174,31,20,0,0,225,995,150,96,4,0,1245,36418,4667,2689,131,29,43934
CED130,13103,1066,494,3,0,14666,18511,1890,610,3,3,21017,2858,1052,749,0,0,4659,82,104,7,0,3,196,878,228,110,3,0,1219,32,102,59,0,0,193,106,110,7,3,0,226,84,26,12,0,0,122,4040,1622,944,6,3,6615,111,211,146,0,0,468,457,86,94,0,0,637,36222,4875,2288,12,6,43403
CED131,19638,389,342,201,22,20592,15526,171,153,87,19,15956,5246,624,1862,31,8,7771,1396,185,355,0,3,1939,3195,132,340,59,5,3731,237,97,168,0,3,505,935,25,77,97,7,1141,562,17,56,16,0,651,11571,1080,2858,203,26,15738,409,85,16,9,3,522,1246,123,183,67,0,1619,48390,1848,3552,567,70,54427
CED132,14255,1126,836,141,9,16367,14139,1055,911,38,13,16156,4923,1772,2938,69,27,9729,670,886,1675,0,6,3237,2546,617,840,39,17,4059,95,102,101,4,0,302,382,80,68,96,0,626,180,51,55,0,3,289,8796,3508,5677,208,53,18242,170,69,76,4,0,319,897,170,339,20,4,1430,38257,5928,7839,411,79,52514
CED133,10525,1717,5508,23,3,17776,8059,1860,6534,27,12,16492,2151,1385,12950,64,15,16565,119,110,1057,0,0,1286,893,468,2517,39,3,3920,49,17,170,0,0,236,55,30,184,7,32,308,111,28,138,0,0,277,3378,2038,17016,110,50,22592,112,27,310,0,7,456,347,86,555,4,4,996,22421,5728,29923,164,76,58312
CED134,18317,945,885,669,8,20824,13541,461,433,102,6,14543,4223,1142,1933,55,4,7357,1009,276,537,4,0,1826,2901,394,546,90,3,3934,277,106,133,0,10,526,471,36,77,252,4,840,314,32,27,15,0,388,9195,1986,3253,416,21,14871,243,46,160,14,5,468,1006,130,201,79,3,1419,42302,3568,4932,1280,43,52125
CED135,19608,230,250,425,30,20543,15055,147,114,70,22,15408,4030,656,1281,49,3,6019,1994,170,473,0,0,2637,3612,131,293,95,6,4137,732,49,187,0,0,968,1875,69,226,116,4,2290,919,15,62,33,3,1032,13162,1090,2522,293,16,17083,493,24,96,26,3,642,1467,72,179,125,6,1849,49785,1563,3161,939,77,55525
CED136,9944,1311,1992,10,14,13271,8711,2735,5240,16,32,16734,3149,1784,10415,31,40,15419,1186,919,2152,0,9,4266,1274,419,1382,12,19,3106,135,106,370,5,0,616,197,239,203,4,12,655,138,43,141,3,3,328,6079,3510,14663,55,83,24390,190,65,274,0,0,529,661,172,641,3,7,1484,25585,7793,22810,84,136,56408
CED137,16390,1622,671,460,9,19152,13781,666,241,71,8,14767,4464,1479,1324,42,4,7313,1061,338,278,0,3,1680,1932,335,261,49,3,2580,156,138,28,0,0,322,627,74,43,88,3,835,186,39,17,17,3,262,8426,2403,1951,196,16,12992,322,138,41,13,0,514,925,211,137,47,0,1320,39844,5040,3041,787,33,48745
CED138,10991,1327,3670,19,17,16024,8397,1992,6909,21,11,17330,2814,1409,10527,75,44,14869,221,343,919,3,6,1492,1171,348,1740,52,8,3319,59,69,156,0,0,284,179,91,287,10,4,571,136,35,143,4,3,321,4580,2295,13772,144,65,20856,153,43,114,3,0,313,706,145,668,4,3,1526,24827,5802,25133,191,96,56049
CED139,15497,2559,1109,1012,22,20199,12962,1620,566,76,12,15236,3683,1877,1642,33,11,7246,346,424,317,0,0,1087,3258,865,649,121,19,4912,114,85,63,7,0,269,254,80,83,275,4,696,311,59,53,33,0,456,7966,3390,2807,469,34,14666,274,142,66,20,0,502,811,290,233,121,3,1458,37510,8001,4781,1698,71,52061
CED140,17709,397,520,157,7,18790,15994,231,297,53,4,16579,4538,670,1809,53,19,7089,1785,106,229,3,3,2126,3186,162,367,55,8,3778,154,52,124,0,5,335,1182,43,118,80,0,1423,504,27,56,14,0,601,11349,1060,2703,205,35,15352,326,61,66,6,3,462,1275,76,199,53,19,1622,46653,1825,3785,474,68,52805
CED141,14304,2660,1046,358,15,18383,15292,1214,627,33,17,17183,4907,1764,1856,72,44,8643,585,565,539,0,0,1689,1903,408,295,40,16,2662,73,116,114,0,0,303,243,56,25,61,4,389,176,45,46,8,0,275,7887,2954,2875,181,64,13961,184,409,145,11,3,752,818,350,224,21,0,1413,38485,7587,4917,604,99,51692
CED142,17336,1319,505,234,0,19394,15383,484,225,19,8,16119,4522,909,747,35,4,6217,1347,564,568,0,0,2479,1970,239,185,27,3,2424,52,56,117,0,0,225,233,25,29,86,0,373,138,23,22,6,0,189,8262,1816,1668,154,7,11907,175,99,95,7,0,376,1045,164,132,28,0,1369,42201,3882,2625,442,15,49165
CED143,2351,3969,4630,44,12,11006,2220,5705,10072,49,36,18082,1121,4746,20002,172,78,26119,187,1455,4460,11,269,6382,482,1735,3852,116,30,6215,32,165,594,0,6,797,57,90,401,16,7,571,37,106,267,8,6,424,1916,8297,29576,323,396,40508,34,111,233,0,20,398,132,372,1026,14,22,1566,6653,18454,45537,430,486,71560
CED144,16922,1045,289,434,6,18696,15314,723,191,18,7,16253,3583,1045,862,51,7,5548,2127,631,702,0,0,3460,1948,289,231,39,0,2507,160,87,36,0,0,283,293,41,35,76,0,445,188,35,39,3,0,265,8299,2128,1905,169,7,12508,246,78,46,16,0,386,983,153,107,32,0,1275,41764,4127,2538,669,20,49118
CED145,10689,1850,5473,18,28,18058,9559,1711,6049,22,20,17361,1982,1346,10692,71,33,14124,98,160,361,0,0,619,967,459,2578,33,18,4055,35,16,283,0,0,334,64,43,107,0,7,221,88,32,163,5,0,288,3234,2056,14184,109,58,19641,104,25,243,5,0,377,367,74,595,7,5,1048,23953,5716,26544,161,111,56485
CED146,12242,1387,2131,48,16,15824,9227,2259,3506,26,34,15052,2669,1359,7511,100,60,11699,707,758,993,0,0,2458,1206,388,1073,42,11,2720,126,109,164,0,0,399,246,79,222,9,7,563,128,46,114,3,0,291,5082,2739,10077,154,78,18130,186,53,96,6,0,341,941,206,710,13,4,1874,27678,6644,16520,247,132,51221
CED147,5545,4158,7617,23,26,17369,3652,3945,7364,26,31,15018,1071,2620,17507,116,76,21390,18,264,774,0,3,1059,512,1021,4555,59,22,6169,13,26,189,0,0,228,43,52,212,9,9,325,65,80,329,0,0,474,1722,4063,23566,184,110,29645,51,64,287,0,0,402,247,292,1028,4,3,1574,11217,12522,39862,237,170,64008
CED148,9354,1186,199,145,0,10884,17152,2670,428,60,3,20313,3816,1716,707,18,3,6260,2039,1408,329,0,3,3779,1419,344,119,12,0,1894,90,110,32,0,0,232,227,38,22,27,0,314,129,43,13,4,3,192,7720,3659,1222,61,9,12671,162,64,12,0,3,241,841,324,86,10,0,1261,35229,7903,1947,276,15,45370
CED194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,15069,873,365,84,0,16391,18342,747,281,9,3,19382,3456,600,307,10,3,4376,413,97,82,0,3,595,1146,141,84,15,0,1386,51,16,34,0,0,101,75,24,6,44,0,149,95,13,12,0,3,123,5236,891,525,69,9,6730,293,193,180,3,0,669,674,106,62,10,0,852,39614,2810,1413,175,12,44024
CED202,17263,516,556,143,0,18478,19037,306,280,38,4,19665,5311,848,1337,12,0,7508,1238,249,470,3,0,1960,2433,149,244,27,4,2857,163,63,112,0,0,338,288,29,49,71,0,437,225,17,47,4,3,296,9658,1355,2259,117,7,13396,261,68,42,5,0,376,1090,104,162,11,3,1370,47309,2349,3299,314,14,53285
CED203,14766,1305,1051,41,5,17168,10682,1868,1777,63,4,14394,4596,2245,4873,120,9,11843,758,474,1093,0,0,2325,1808,490,742,62,5,3107,95,38,85,0,0,218,191,42,95,11,0,339,187,41,61,5,0,294,7635,3330,6949,198,14,18126,168,59,51,4,0,282,1105,189,352,8,0,1654,34356,6751,10180,314,23,51624
CED204,19367,333,563,254,6,20523,18150,235,225,74,8,18692,5077,602,972,26,0,6677,1231,247,490,3,0,1971,2956,187,291,41,3,3478,229,55,84,0,0,368,303,35,47,92,0,477,264,16,22,7,0,309,10060,1142,1906,169,3,13280,267,14,31,9,0,321,1315,71,138,30,0,1554,49159,1795,2863,536,17,54370
CED205,15999,818,1029,19,0,17865,11574,906,1435,10,3,13928,4469,974,3388,21,4,8856,638,137,588,0,0,1363,1570,177,610,12,5,2374,55,8,81,0,0,144,182,32,107,71,0,392,131,23,55,8,0,217,7045,1351,4829,112,9,13346,197,22,238,4,0,461,1116,114,333,17,3,1583,35931,3211,7864,162,15,47183
CED206,13852,778,378,64,4,15076,22107,2101,434,10,6,24658,4263,881,721,7,3,5875,1180,113,273,0,4,1570,1948,264,158,12,7,2389,85,20,23,0,3,131,302,29,25,129,0,485,170,22,15,4,0,211,7948,1329,1215,152,17,10661,222,47,8,4,0,281,1297,145,105,19,3,1569,45426,4400,2140,249,30,52245
CED207,14219,1141,411,38,3,15812,20376,742,422,8,3,21551,3157,817,584,9,0,4567,322,159,89,0,0,570,1576,212,132,16,3,1939,84,59,16,0,0,159,146,12,11,24,0,193,152,11,10,3,0,176,5437,1270,842,52,3,7604,213,109,72,0,3,397,745,141,64,4,0,954,40990,3403,1811,102,12,46318
CED208,15493,2359,1235,5,0,19092,10612,2186,1180,14,7,13999,4306,2748,2563,30,8,9655,552,382,314,0,0,1248,1979,706,662,17,7,3371,95,77,90,0,0,262,158,59,61,3,8,289,173,60,53,0,0,286,7263,4032,3743,50,23,15111,219,200,108,0,0,527,813,217,221,6,0,1257,34400,8994,6487,75,30,49986
CED209,19057,667,819,152,6,20701,18126,331,418,36,7,18918,4296,647,1016,14,0,5973,445,131,174,0,4,754,2600,188,362,43,3,3196,136,57,129,0,0,322,325,25,45,127,0,522,248,18,44,10,0,320,8050,1066,1770,194,7,11087,248,82,107,7,0,444,945,96,131,34,0,1206,46426,2242,3245,423,20,52356
CED210,16051,590,773,105,4,17523,16083,404,625,17,7,17136,5002,833,1815,28,6,7684,1475,364,520,0,0,2359,2329,210,465,23,0,3027,233,66,141,0,0,440,287,51,86,37,0,461,203,27,48,3,0,281,9529,1551,3075,91,6,14252,221,90,43,11,0,365,1162,89,196,18,0,1465,43046,2724,4712,242,17,50741
CED211,14964,2076,821,17,4,17882,14154,2076,802,11,0,17043,3854,2369,989,12,0,7224,472,469,189,0,0,1130,1528,609,245,20,3,2405,93,109,124,0,4,330,91,46,59,0,0,196,152,54,42,0,0,248,6190,3656,1648,32,7,11533,155,131,72,0,0,358,733,246,100,0,0,1079,36196,8185,3443,60,11,47895
CED212,14441,1336,1121,161,0,17059,18270,990,843,9,3,20115,5487,1292,1875,13,5,8672,939,239,413,0,0,1591,1905,295,440,18,3,2661,79,21,47,0,0,147,128,39,31,161,0,359,173,31,39,4,0,247,8711,1917,2845,196,8,13677,197,33,348,4,0,582,982,181,254,14,3,1434,42601,4457,5411,384,14,52867
CED213,17879,1173,651,321,8,20032,18743,401,245,39,3,19431,5053,727,574,12,5,6371,405,213,75,3,0,696,2449,181,153,41,3,2827,41,31,9,3,0,84,387,45,32,99,0,563,331,20,23,11,0,385,8666,1217,866,169,8,10926,276,301,34,3,3,617,1243,191,137,29,0,1600,46807,3283,1933,561,22,52606
CED214,14689,1438,919,79,7,17132,13770,2596,1545,41,11,17963,5298,2075,3900,53,14,11340,689,632,1008,0,0,2329,2176,490,674,45,6,3391,116,37,165,4,0,322,280,74,116,56,0,526,179,32,68,9,0,288,8738,3340,5931,167,20,18196,166,35,63,3,0,267,1052,172,334,17,3,1578,38415,7581,8792,307,41,55136
CED215,19571,397,674,423,4,21069,16934,201,262,75,9,17481,4696,419,1203,22,4,6344,1253,213,505,0,3,1974,2436,87,240,54,3,2820,175,82,81,3,0,341,503,36,52,167,0,758,362,11,45,6,0,424,9425,848,2126,252,10,12661,262,64,58,12,0,396,1237,83,160,47,0,1527,47429,1593,3280,809,23,53134
CED216,14555,2985,2109,26,8,19683,11981,2465,1679,37,5,16167,3005,1816,3324,85,11,8241,196,271,523,3,0,993,1192,566,670,61,5,2494,30,26,96,0,0,152,68,22,53,6,4,153,135,50,57,3,0,245,4626,2751,4723,158,20,12278,151,92,147,0,0,390,614,203,278,9,0,1104,31927,8496,8936,230,33,49622
CED217,16827,671,347,9,0,17854,25461,1220,574,4,3,27262,5056,791,957,4,5,6813,698,52,153,0,0,903,2170,207,282,7,3,2669,93,29,32,0,0,154,338,28,56,28,0,450,211,24,20,3,0,258,8566,1131,1500,42,8,11247,272,121,48,3,0,444,1702,108,147,0,0,1957,52828,3251,2616,58,11,58764
CED218,11243,2881,3068,26,3,17221,8038,2267,3197,18,6,13526,2565,2519,9954,90,4,15132,134,162,1116,0,3,1415,1020,728,1768,51,7,3574,27,69,215,0,0,311,52,41,113,7,4,217,113,70,143,3,0,329,3911,3589,13309,151,18,20978,136,45,166,0,0,347,436,181,482,10,0,1109,23764,8963,20222,205,27,53181
CED219,12439,450,385,17,0,13291,30370,1285,520,3,3,32181,6648,575,773,6,3,8005,1075,67,296,3,0,1441,2284,140,171,10,0,2605,70,13,19,0,0,102,222,12,11,59,0,304,181,12,19,0,3,215,10480,819,1289,78,6,12672,298,24,31,4,0,357,1396,77,106,4,0,1583,54983,2655,2331,106,9,60084
CED220,15512,1632,1129,33,8,18314,12176,1958,1398,29,7,15568,3913,1668,2476,31,6,8094,312,258,265,3,0,838,1573,458,487,22,0,2540,87,28,28,0,0,143,191,47,57,35,0,330,155,32,36,0,0,223,6231,2491,3349,91,6,12168,168,58,119,0,0,345,1042,218,248,6,0,1514,35129,6357,6243,159,21,47909
CED221,17725,422,470,221,5,18843,15885,251,262,117,3,16518,4015,738,1067,26,3,5849,1267,402,364,0,0,2033,2538,183,282,80,4,3087,93,46,56,3,0,198,588,28,55,74,8,753,381,40,46,10,0,477,8882,1437,1870,193,15,12397,324,44,26,8,4,406,1041,101,129,58,3,1332,43857,2255,2757,597,30,49496
