CED_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
CED212,11532,15583,5834,461,33412,8763,1184,43361,1144,465,661,64,2330,3403,183,5912,489,268,292,23,1068,568,84,1726,1638,729,950,81,3398,3966,264,7634,701,208,316,33,1261,1921,131,3320,34,11,12,0,54,112,9,182,16,0,3,0,21,48,9,73,0,0,0,0,0,8,0,9,747,219,336,40,1344,2090,144,3580,4,3,4,0,11,11,0,22,38,9,9,3,53,235,0,296,0,0,0,0,0,0,0,0,12,13,5,0,29,9,3,41,48,25,22,3,97,260,7,361,17,16,11,0,41,40,4,85,13984,16577,7150,583,38293,15122,1600,55020
CED213,15632,15915,5397,356,37300,11791,1082,50175,1091,324,461,38,1917,2344,85,4334,343,208,164,7,721,326,29,1080,1439,533,625,39,2635,2666,111,5412,113,32,35,3,179,326,14,519,6,0,3,0,11,23,0,33,9,3,0,0,14,5,0,24,0,0,0,0,0,0,0,3,128,36,36,5,203,358,21,581,39,4,4,0,48,139,6,190,36,5,13,0,54,158,3,217,4,9,0,0,9,13,0,23,7,7,3,0,20,13,0,36,83,27,23,0,133,320,11,466,60,39,15,0,113,79,0,194,17338,16546,6089,409,40381,15215,1227,56821
CED214,9164,14254,4537,707,28663,7783,1928,38380,1511,1353,693,109,3659,2462,325,6446,2008,2269,751,123,5153,1272,495,6911,3521,3618,1441,234,8807,3728,818,13358,1103,723,444,121,2392,2460,433,5281,373,150,82,36,633,698,157,1492,416,127,103,46,695,907,220,1823,10,5,3,0,17,22,6,44,1898,1009,635,203,3735,4088,812,8639,0,3,0,0,5,22,0,31,3,0,0,0,4,31,0,38,0,3,0,0,3,3,0,4,58,40,23,3,128,70,33,223,62,44,21,3,138,126,39,296,41,35,12,3,101,118,18,231,14687,18966,6641,1150,41446,15836,3620,60896
CED215,15847,13393,5465,411,35113,13153,1279,49548,274,93,108,9,492,1297,64,1847,31,24,36,3,94,139,5,244,309,116,144,17,587,1441,71,2094,255,85,167,13,527,1267,68,1864,8,5,0,0,15,10,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,267,91,170,13,539,1281,76,1898,35,7,8,0,53,111,5,171,67,9,5,0,80,142,12,235,5,6,0,0,16,11,0,28,27,19,6,0,54,40,4,100,131,38,26,0,202,315,22,535,84,61,34,0,175,197,5,381,16633,13700,5839,443,36611,16385,1447,54441
CED216,7429,15621,2818,293,26167,5270,633,32063,1888,1530,681,73,4171,3026,280,7479,1599,2121,566,49,4335,1181,148,5666,3487,3648,1249,121,8507,4205,424,13145,1159,615,391,48,2221,2246,348,4817,534,164,120,17,835,748,109,1692,426,113,118,19,678,772,61,1514,4,0,0,0,4,11,0,18,2120,891,631,88,3734,3780,518,8035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,41,32,0,153,94,24,267,76,43,32,0,153,99,24,268,51,70,22,0,139,55,11,202,13165,20276,4744,514,38704,13410,1604,53716
CED217,10795,25038,7535,642,44013,7251,1158,52421,821,1208,651,63,2740,1424,122,4291,381,713,398,38,1531,356,80,1969,1200,1927,1055,96,4275,1780,202,6255,46,72,63,7,178,249,12,436,15,3,15,0,34,15,4,47,27,17,9,4,59,33,7,96,4,0,0,0,4,7,0,14,88,99,85,8,274,299,15,587,9,0,0,0,11,28,0,40,6,0,0,0,8,57,0,65,3,0,0,0,4,0,0,4,3,13,5,0,24,6,0,34,20,16,8,0,45,93,6,141,25,35,18,0,73,28,3,107,12129,27117,8692,745,48690,9450,1382,59516
CED218,4898,10508,1771,252,17421,3336,779,21533,2223,1834,609,130,4799,2828,753,8386,1673,1555,476,73,3770,1275,428,5471,3898,3388,1084,201,8569,4102,1179,13856,2337,961,450,159,3906,3803,979,8691,2421,542,286,210,3457,3976,1213,8649,2591,475,394,196,3662,4365,1077,9107,3,4,0,0,5,9,0,16,7354,1977,1127,570,11028,12154,3272,26454,0,0,3,0,3,0,0,4,0,3,0,0,3,0,0,8,0,0,0,0,0,4,0,0,78,33,7,9,118,128,36,284,78,35,3,9,122,134,36,295,46,38,14,3,96,76,21,197,16268,15936,4005,1034,37243,19805,5296,62343
CED219,11380,26016,7167,683,45252,7151,1299,53700,1085,1562,641,57,3333,1464,140,4946,243,545,166,22,972,195,44,1208,1325,2099,808,71,4309,1663,183,6157,101,80,75,9,264,318,16,596,3,3,3,0,15,30,0,39,3,6,0,0,9,3,0,14,0,0,3,0,3,3,0,3,101,91,79,12,285,350,16,651,3,0,3,0,5,29,0,33,8,6,6,0,21,59,0,80,0,0,0,0,0,0,0,0,8,35,22,5,70,41,8,116,23,40,34,6,95,120,8,227,20,29,10,3,60,32,3,94,12854,28277,8092,780,50005,9314,1516,60831
CED220,8442,16156,4696,614,29904,6275,1159,37335,1513,1571,720,113,3918,2347,307,6568,728,1150,338,60,2275,440,257,2972,2235,2722,1052,172,6194,2789,563,9544,924,830,386,63,2198,1600,191,3987,173,54,36,17,283,181,56,526,161,48,45,17,269,249,39,550,0,0,0,0,3,0,0,3,1258,935,463,99,2754,2034,287,5068,3,3,0,0,9,57,0,63,0,0,0,0,0,14,0,19,0,0,0,0,0,0,0,0,21,13,16,0,52,28,3,86,26,17,12,0,56,102,4,168,22,41,18,5,83,75,13,171,11983,19865,6244,893,38989,11276,2021,52285
CED221,15588,13515,4975,377,34457,12101,1199,47757,480,151,249,24,913,1863,117,2897,33,17,31,4,89,77,14,178,514,173,278,32,1002,1945,132,3076,152,43,101,8,304,786,55,1151,6,3,10,0,17,27,7,51,8,12,6,0,28,47,3,78,0,3,0,0,3,3,0,3,177,64,112,8,357,863,65,1291,35,13,8,0,47,121,3,172,25,8,9,0,33,84,3,124,9,4,0,0,16,17,0,36,30,34,14,0,77,58,3,134,92,52,24,3,178,278,13,458,117,76,35,3,230,112,6,354,16495,13882,5432,420,36223,15298,1417,52937
CED222,7955,16385,4268,439,29047,5544,931,35528,1903,1618,903,93,4514,3520,271,8308,1466,1671,579,57,3778,1058,173,5011,3371,3289,1480,150,8291,4583,446,13319,1188,722,516,56,2488,2538,194,5220,169,52,58,5,285,283,28,599,137,54,49,5,252,217,41,507,3,0,0,0,5,7,0,16,1504,834,623,72,3031,3048,260,6344,14,5,0,0,14,56,3,72,51,9,20,6,80,257,4,346,0,0,0,0,0,4,0,4,16,22,12,5,58,20,3,81,78,35,32,10,154,334,16,497,43,42,17,0,106,51,15,165,12946,20596,6421,666,40627,13562,1672,55853
CED223,10366,17202,4140,466,32183,7072,935,40196,877,673,491,68,2114,2226,186,4526,695,747,386,42,1866,688,129,2677,1571,1421,877,114,3981,2910,314,7206,561,365,268,46,1236,1153,133,2523,72,15,22,4,113,106,28,244,99,26,29,7,161,163,19,339,3,0,0,0,3,3,0,7,740,409,315,55,1522,1421,177,3116,0,0,0,0,0,3,0,6,3,0,0,0,3,0,0,3,0,3,0,0,3,0,0,3,10,13,10,0,31,18,3,47,11,17,11,0,36,17,3,61,43,35,3,0,81,55,9,143,12730,19086,5346,637,37793,11484,1436,50718
CED224,6243,14163,2561,368,23333,4065,716,28117,1655,1635,622,99,4012,2426,340,6782,1084,1453,516,72,3131,791,209,4135,2737,3086,1139,170,7142,3222,555,10912,1356,666,339,120,2482,2361,665,5506,1203,411,184,124,1921,1775,644,4346,953,236,123,86,1402,1563,291,3253,0,0,0,0,0,0,0,0,3508,1311,650,329,5804,5701,1604,13102,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,27,14,4,83,38,26,145,47,29,14,4,87,36,26,155,51,41,9,0,106,65,15,179,12588,18630,4378,876,36472,13082,2910,52464
CED225,11472,22339,5117,419,39342,7106,990,47443,556,314,226,22,1121,1056,49,2226,228,234,186,10,662,257,32,948,783,549,418,32,1783,1315,82,3181,90,35,36,5,169,290,3,459,3,0,0,0,6,9,0,18,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,98,35,33,5,176,299,5,486,3,0,0,0,3,0,0,3,8,3,0,0,10,35,0,49,0,0,3,0,3,0,0,3,5,10,8,0,20,8,0,25,14,9,7,0,40,44,0,84,27,31,13,3,75,36,4,112,12403,22969,5588,460,41413,8807,1083,51300
CED226,12643,29616,7405,667,50337,8009,1536,59880,1776,2909,892,90,5668,1999,211,7883,588,978,308,44,1925,469,119,2511,2365,3891,1198,137,7590,2470,329,10391,273,320,190,28,812,520,67,1402,15,0,5,0,20,17,0,42,21,7,4,0,35,44,0,85,0,0,0,0,0,0,0,4,309,332,201,28,871,589,64,1530,23,3,7,0,33,71,8,106,0,0,0,0,8,4,0,6,0,0,0,0,0,0,0,0,0,12,0,0,10,0,0,18,23,13,7,0,53,77,4,129,13,32,3,0,52,38,3,91,15360,33886,8822,831,58896,11177,1939,72018
CED227,14492,13138,4829,433,32891,12461,1258,46620,548,158,219,29,950,1577,90,2621,28,5,13,0,48,42,6,93,572,169,228,29,1000,1623,96,2711,298,124,172,21,612,1693,118,2422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,298,124,172,22,610,1704,118,2426,55,10,3,0,74,161,6,239,33,5,4,3,49,85,12,142,3,3,3,0,8,13,3,23,50,22,11,0,84,54,0,136,142,41,26,3,215,307,23,547,123,79,36,8,233,126,9,368,15616,13544,5291,492,34948,16218,1507,52681
CED228,8521,15279,5005,700,29501,6802,1242,37548,1040,1096,704,124,2964,1907,261,5126,1758,2341,801,157,5056,1451,516,7027,2794,3433,1509,284,8017,3361,777,12152,1001,719,459,109,2289,1871,302,4458,360,140,62,21,584,737,134,1453,645,188,106,47,987,939,195,2117,6,3,3,0,17,8,4,30,2013,1047,632,177,3869,3555,628,8055,0,0,0,0,0,0,0,0,4,3,0,0,8,7,0,14,0,0,0,0,0,3,0,3,41,53,30,4,125,49,19,196,45,55,30,4,131,60,24,214,52,36,15,3,110,72,15,192,13417,19852,7188,1162,41626,13851,2689,58164
CED229,14838,28289,7255,536,50917,8944,1092,60950,689,731,442,31,1891,1152,69,3107,342,476,342,17,1182,357,81,1618,1031,1209,785,51,3068,1507,145,4719,292,191,209,20,709,871,52,1631,5,9,3,0,22,13,10,47,0,3,0,0,3,3,0,4,0,0,0,0,0,0,0,0,299,205,215,20,739,887,64,1685,7,0,0,0,12,23,0,36,10,10,3,0,17,29,0,50,3,0,0,0,5,8,0,13,6,7,9,0,19,6,3,33,27,16,9,0,54,70,7,125,41,59,14,0,109,48,9,168,16237,29777,8277,602,54889,11448,1313,67648
CED230,16149,17902,6499,449,40999,12481,1282,54756,620,256,364,33,1280,1979,93,3354,108,82,114,3,302,166,22,492,729,341,480,36,1585,2147,118,3849,310,35,95,16,457,998,35,1486,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,3,0,0,3,3,0,3,313,36,95,16,458,1000,35,1489,18,4,8,3,34,116,0,150,40,8,13,0,59,128,0,192,6,3,0,0,3,9,0,13,20,15,4,0,37,25,0,68,85,27,20,3,140,283,3,429,54,45,11,0,117,88,10,207,17335,18359,7103,504,43296,15995,1443,60734
CED231,2147,2794,662,150,5757,1822,1044,8625,3039,2094,654,198,5981,2805,1774,10554,3020,2416,753,231,6421,2112,1941,10471,6053,4513,1405,428,12403,4916,3714,21028,1309,375,237,102,2019,2265,759,5043,2277,705,554,199,3743,4146,1254,9143,9745,3048,2325,1618,16737,16195,8714,41643,10,3,3,0,13,12,6,26,13339,4125,3123,1918,22509,22616,10736,55854,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,51,0,57,93,38,15,12,156,110,82,348,93,38,13,12,160,166,84,411,121,71,24,21,235,236,101,570,21760,11540,5225,2528,41061,29756,15679,86495
CED232,2305,4024,672,92,7095,1526,409,9027,2076,2203,565,99,4943,2212,487,7645,1969,2194,597,88,4842,1539,458,6839,4047,4395,1166,178,9790,3751,946,14481,2422,972,476,159,4031,4292,1163,9483,3391,937,594,206,5123,6463,1569,13156,7209,1806,928,527,10470,8952,2620,22047,17,5,4,0,31,26,3,66,13040,3724,2006,893,19666,19728,5356,44750,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,164,45,28,11,251,247,65,566,170,45,32,11,256,257,67,570,68,38,12,3,118,135,23,279,19629,12229,3884,1185,36921,25394,6795,69108
CED233,10254,17160,3539,391,31347,5602,638,37594,630,589,330,37,1584,1026,76,2688,925,1566,461,56,3016,586,122,3719,1554,2155,787,93,4600,1613,197,6407,258,236,109,12,617,432,39,1090,127,73,54,16,258,198,18,479,364,142,109,21,638,413,56,1102,0,3,0,0,3,0,0,6,745,453,268,46,1513,1041,122,2676,5,0,0,0,9,10,0,14,0,3,0,0,4,0,0,3,0,0,0,0,0,0,0,0,7,7,4,0,18,3,0,25,11,9,6,0,25,9,0,41,22,27,9,0,54,94,0,157,12594,19800,4616,537,37548,8368,953,46867
CED234,14978,14061,5369,385,34791,11903,1253,47950,572,281,274,28,1153,1977,138,3266,28,22,12,0,64,56,18,135,605,303,282,34,1217,2027,154,3406,177,58,91,9,332,850,36,1214,3,0,0,0,3,18,0,21,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,5,177,55,95,10,336,876,36,1253,40,9,3,0,63,199,0,260,50,12,14,0,77,145,5,238,7,4,3,0,15,14,0,37,25,36,13,0,78,36,12,123,130,64,41,0,232,393,24,650,91,53,17,3,157,103,13,278,15973,14540,5797,430,36746,15307,1477,53532
CED235,10774,21542,5754,590,38662,6567,946,46174,833,1132,460,59,2483,1035,163,3677,533,851,356,58,1795,442,139,2377,1368,1983,811,113,4272,1471,306,6055,338,286,152,33,812,502,56,1371,86,25,23,7,135,206,23,362,53,7,3,4,71,143,61,277,0,0,0,0,3,0,0,0,472,324,182,39,1017,848,145,2014,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,0,15,4,0,15,3,10,3,0,16,5,0,21,23,30,10,0,68,29,4,99,12640,23894,6755,742,44033,8926,1398,54358
CED236,14486,12804,4759,399,32440,12663,1287,46392,353,95,181,17,641,1462,81,2183,92,43,35,0,167,175,28,364,446,131,217,15,807,1636,104,2548,145,59,83,10,293,930,64,1286,16,0,0,0,20,64,3,91,0,0,0,0,0,5,0,11,4,0,3,0,7,0,0,7,159,56,88,10,318,1001,71,1385,22,5,7,3,35,92,3,131,30,12,5,0,44,72,8,126,0,4,0,0,6,19,0,29,45,29,9,0,79,54,6,145,99,46,23,3,171,238,15,432,115,74,20,0,210,120,13,343,15299,13119,5107,426,33950,15658,1487,51098
CED237,8194,13586,3809,620,26207,7342,2227,35774,1855,1534,672,147,4206,2790,815,7811,2582,2270,766,203,5831,2003,1200,9032,4435,3804,1443,353,10036,4791,2018,16840,1205,510,274,106,2094,2443,580,5117,452,102,83,32,667,760,247,1678,1233,253,107,67,1658,1717,539,3924,0,9,0,0,13,8,3,27,2896,875,469,205,4441,4930,1369,10742,3,3,0,0,3,0,0,5,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,59,44,15,5,132,81,53,269,68,51,15,8,143,82,51,280,55,58,28,4,141,74,21,236,15644,18370,5764,1190,40963,17221,5687,63876
CED294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED301,12819,16631,7226,585,37256,9006,1625,47893,353,169,345,26,888,1323,117,2324,220,194,254,18,692,528,77,1289,577,362,600,43,1580,1847,190,3618,84,38,95,8,220,527,32,780,12,0,24,0,41,50,3,97,5,3,0,0,10,26,0,39,0,3,0,0,3,0,0,7,104,42,122,9,277,607,38,921,29,12,22,0,62,156,11,239,4,0,0,0,8,24,4,30,3,3,0,0,9,5,0,16,15,11,3,0,37,16,3,56,58,29,26,6,114,202,20,341,53,35,25,3,119,83,3,209,13611,17103,8001,644,39352,11743,1874,52975
CED302,11222,17593,4596,549,33961,6628,1411,42001,331,138,190,23,679,947,56,1686,1087,1155,848,101,3196,1161,345,4703,1416,1298,1037,123,3874,2109,403,6383,222,96,115,13,437,938,63,1441,253,85,77,18,433,440,137,1015,164,49,38,21,267,204,86,557,0,0,3,0,3,0,0,11,635,231,227,51,1145,1582,295,3018,30,11,8,0,47,159,4,203,87,27,23,0,146,252,14,412,0,0,0,0,0,0,0,3,11,13,5,0,27,10,3,44,129,54,39,0,218,426,17,661,35,24,14,0,77,53,9,136,13440,19203,5910,724,39281,10798,2125,52198
CED303,13718,17432,4981,403,36537,6884,1135,44559,651,140,212,15,1028,1387,50,2457,506,345,527,28,1406,946,120,2468,1158,487,737,46,2430,2331,173,4931,419,97,199,13,729,1125,35,1882,91,20,42,0,158,90,6,251,70,11,26,0,102,114,14,225,0,0,0,0,0,3,0,3,585,121,268,15,990,1324,53,2362,29,0,7,0,35,78,5,119,54,10,7,3,66,146,6,221,3,3,0,0,5,4,0,8,8,3,3,0,7,11,0,20,90,13,17,3,126,237,18,370,38,32,26,0,99,111,12,223,15589,18086,6032,464,40171,10890,1389,52446
CED304,6459,10864,2167,409,19898,4436,2164,26504,99,31,27,4,168,233,36,437,1021,534,328,85,1973,1261,648,3879,1121,568,354,89,2138,1498,687,4320,1569,525,415,142,2649,3789,829,7265,2653,774,518,211,4157,4152,1271,9580,5289,1385,587,330,7593,6249,2444,16285,3,0,3,0,8,10,9,26,9518,2687,1521,684,14402,14201,4548,33154,4,3,0,0,12,6,0,16,5,4,0,0,10,9,0,22,3,0,3,0,9,47,0,53,24,7,8,3,44,26,13,87,37,17,9,3,67,84,17,168,85,45,17,6,156,225,55,441,17215,14183,4067,1193,36659,20444,7472,64582
CED305,13632,15798,5204,462,35098,9055,1267,45421,407,180,201,26,813,1153,94,2056,178,68,70,5,314,475,64,858,576,246,270,36,1129,1630,164,2919,324,154,221,13,714,1241,117,2078,26,11,16,0,47,62,6,118,66,10,5,3,78,81,9,164,0,0,0,0,8,17,0,23,414,174,244,12,847,1397,132,2381,110,15,10,3,142,289,17,444,54,3,6,0,63,89,9,165,19,12,6,0,40,44,0,81,16,12,11,0,36,19,5,53,201,44,30,6,281,442,26,743,68,61,22,0,155,206,10,370,14892,16327,5767,521,37506,12732,1603,51836
CED306,14211,15980,4985,437,35609,8676,1487,45777,494,276,316,32,1108,1638,126,2877,315,180,215,21,720,730,139,1588,805,452,528,47,1833,2365,268,4464,431,233,294,32,996,1607,142,2750,110,19,36,3,173,202,49,427,129,39,17,3,189,125,27,344,0,3,0,0,3,5,0,11,667,295,349,35,1357,1946,221,3522,191,20,22,5,239,372,14,628,34,8,3,0,50,77,3,125,25,27,4,0,55,44,0,103,25,7,8,0,44,16,4,64,286,63,32,5,386,509,21,918,84,51,40,6,180,249,20,454,16059,16846,5927,526,39360,13747,2023,55127
CED307,12236,19260,4519,424,36442,5300,961,42703,525,199,283,25,1038,1412,75,2526,598,513,731,46,1891,840,170,2902,1123,715,1014,75,2923,2249,249,5421,140,45,101,3,291,476,47,811,4,3,3,0,15,8,0,25,3,0,0,0,3,59,0,61,0,0,0,0,3,3,0,5,146,46,105,4,306,541,48,897,17,9,9,0,30,98,3,130,14,0,5,0,20,54,0,73,0,3,0,0,9,0,0,10,0,0,0,0,3,0,0,10,41,16,12,0,64,155,4,223,20,20,9,0,47,20,0,70,13562,20058,5656,502,39781,8268,1261,49315
CED308,11050,15667,4237,326,31278,5004,1320,37604,1577,1006,1134,86,3798,2379,338,6513,2071,1646,1486,101,5308,1868,523,7700,3647,2651,2619,186,9101,4247,867,14213,219,118,164,13,515,626,81,1219,737,223,264,40,1266,1132,192,2593,1272,342,239,29,1876,979,203,3061,3,0,0,0,5,0,0,3,2236,678,668,75,3661,2735,485,6881,83,8,9,3,102,202,14,318,53,8,11,0,70,99,5,173,3,3,0,0,7,0,0,10,9,9,0,0,13,0,3,14,148,31,13,3,199,303,23,521,76,45,25,0,142,86,8,237,17150,19078,7565,591,44386,12377,2695,59458
CED309,13366,15319,4395,319,33394,6627,1469,41488,1166,193,265,18,1645,1790,116,3550,997,543,666,53,2255,1356,292,3896,2162,731,930,73,3902,3145,402,7451,530,276,461,41,1304,1524,214,3044,369,102,123,10,600,444,99,1147,779,194,197,29,1199,762,156,2119,4,0,0,0,4,24,0,31,1679,578,776,79,3108,2756,480,6341,138,12,25,0,167,288,22,476,75,8,21,0,108,214,8,338,10,0,3,0,17,6,0,23,6,12,0,0,23,3,4,30,226,39,48,0,317,515,34,870,79,63,24,3,175,118,8,306,17514,16733,6176,471,40894,13160,2397,56451
CED310,12624,13483,4378,316,30810,6117,1332,38257,1396,214,390,36,2033,2192,142,4372,436,280,305,21,1049,560,98,1710,1836,490,700,61,3083,2751,243,6081,387,138,228,21,770,995,152,1908,338,120,158,12,632,596,121,1340,1251,281,281,31,1845,1251,201,3298,9,3,3,0,16,7,0,23,1987,539,664,59,3250,2853,472,6573,102,7,5,0,121,192,12,326,87,3,11,0,102,215,8,327,3,6,0,0,8,11,0,23,17,13,4,0,28,15,3,42,212,31,22,0,262,436,19,725,87,33,15,0,137,142,0,278,16742,14579,5790,441,37546,12306,2066,51910
CED311,14856,16720,4937,425,36932,9740,1336,48008,174,86,97,14,365,507,43,918,168,106,84,11,366,281,39,689,341,187,177,23,730,791,87,1608,314,153,145,18,637,1120,92,1852,35,6,10,3,53,92,15,162,64,27,5,3,94,139,15,249,4,3,0,0,4,3,0,11,412,190,167,25,788,1353,120,2271,182,36,18,7,241,485,30,761,29,9,3,0,47,53,14,110,51,32,11,0,97,126,8,234,37,23,6,0,66,29,4,95,297,105,42,10,449,692,57,1205,159,132,32,0,320,189,18,524,16061,17328,5350,486,39225,12773,1615,53614
CED312,12083,18835,6375,525,37818,6509,1451,45770,569,365,351,38,1312,1116,115,2549,695,681,755,61,2193,977,193,3370,1263,1044,1106,97,3514,2093,310,5916,231,177,230,20,655,710,65,1423,20,5,21,0,52,80,7,134,6,0,0,0,4,3,0,12,3,0,3,0,6,3,0,9,262,181,255,15,716,795,71,1579,50,7,10,0,67,176,4,247,22,0,3,0,30,129,7,160,4,3,0,0,6,7,0,12,3,5,0,0,8,4,3,12,79,18,14,3,113,307,10,433,30,45,20,0,95,47,3,139,13721,20122,7773,637,42250,9746,1842,53842
