CED_CODE_2016,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
CED602,3,51,2715,2767,78,474,1722,2270,1401,1168,1674,4244,2371,870,1356,4594,3199,778,1814,5782,3728,518,1607,5860,3297,222,1136,4656,1668,72,694,2428,383,13,257,652,16130,4162,12969,33263,0,111,2496,2609,160,668,1391,2226,1818,1228,1662,4705,2759,882,1595,5239,3557,787,2077,6418,3785,429,2000,6214,3005,162,1812,4982,1147,57,1629,2829,161,3,809,974,16393,4320,15473,36188,7,159,5209,5375,240,1145,3110,4492,3222,2399,3334,8950,5133,1751,2950,9832,6755,1560,3887,12201,7514,945,3613,12075,6298,389,2947,9633,2819,125,2318,5258,547,16,1067,1633,32528,8482,28442,69449
CED603,0,39,2705,2746,70,425,2811,3305,1629,1464,3277,6375,2699,979,1686,5360,3116,844,1925,5887,3150,618,1762,5526,2489,246,1108,3842,1330,70,620,2015,387,11,316,709,14872,4697,16209,35779,5,82,2581,2665,145,620,2435,3200,2071,1516,2864,6449,3137,1013,1912,6059,3188,827,2280,6296,3148,492,2412,6054,2224,178,1986,4385,934,26,1599,2560,186,8,937,1123,15033,4762,19003,38793,5,123,5280,5413,209,1051,5248,6505,3701,2978,6146,12820,5834,1997,3600,11422,6310,1675,4208,12188,6299,1108,4175,11586,4716,416,3093,8228,2263,95,2213,4573,568,18,1253,1835,29900,9452,35211,74570
CED604,3,24,2923,2949,58,344,1897,2302,1681,1337,1778,4796,3254,987,1316,5558,3650,966,1508,6126,4136,617,1529,6283,3459,349,1025,4831,1712,81,612,2398,383,13,280,675,18332,4719,12876,35936,0,58,2625,2688,110,479,1588,2180,2272,1415,1788,5478,3578,1056,1676,6306,3953,932,2053,6936,4173,604,2110,6892,3122,240,1871,5235,1199,47,1544,2794,163,6,811,985,18581,4846,16063,39491,3,88,5550,5645,170,825,3489,4479,3956,2753,3566,10277,6831,2039,2990,11865,7602,1897,3558,13060,8313,1224,3640,13180,6581,591,2902,10070,2909,129,2156,5192,543,23,1088,1656,36918,9564,28942,75424
CED605,0,43,2758,2799,79,340,1649,2067,1282,1226,1548,4059,2392,985,1421,4796,3548,999,1877,6423,4411,769,2069,7248,4008,388,1552,5942,1704,82,746,2527,283,20,285,580,17708,4840,13902,36448,3,66,2471,2541,140,556,1310,2010,1753,1277,1636,4659,2864,1017,1494,5379,3937,1003,1829,6769,4502,653,2068,7218,3412,286,1880,5581,1130,56,1309,2492,132,10,582,728,17865,4925,14578,37373,3,103,5227,5336,218,896,2962,4073,3033,2503,3185,8719,5259,1998,2913,10176,7485,2004,3711,13198,8912,1427,4135,14466,7422,673,3432,11521,2825,135,2057,5020,417,28,864,1312,35575,9766,28475,73817
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED701,76,41,3248,3368,478,419,2226,3127,2481,1462,2964,6914,3158,1201,1821,6184,3189,1014,1962,6165,2500,614,1553,4667,1277,207,916,2392,304,33,322,661,46,3,62,113,13503,5003,15075,33584,154,105,2699,2953,678,559,1843,3082,3048,1669,2836,7552,3377,1196,2008,6584,3181,1003,2141,6327,2216,499,1838,4560,830,141,1001,1968,178,27,435,631,20,4,125,152,13678,5206,14929,33808,226,153,5941,6322,1155,975,4072,6206,5535,3137,5796,14463,6533,2398,3830,12768,6368,2020,4104,12495,4716,1117,3398,9224,2100,347,1916,4363,480,57,758,1293,61,10,185,261,27180,10211,30000,67390
CED702,3,43,2743,2789,125,597,2447,3170,3068,2454,3912,9428,4403,1235,2036,7677,3513,973,1914,6402,2682,568,1491,4740,1547,197,880,2625,523,45,290,862,75,3,93,171,15934,6108,15823,37867,8,114,2442,2557,352,915,1823,3093,4141,2523,3091,9746,4559,1214,1973,7738,3383,930,1905,6222,2350,443,1728,4519,1109,150,1113,2366,289,11,619,917,27,0,181,212,16209,6297,14875,37372,10,157,5185,5348,479,1512,4268,6264,7206,4975,7007,19180,8959,2448,4007,15419,6896,1905,3822,12623,5033,1011,3223,9264,2655,343,1994,4988,812,56,914,1780,102,4,278,380,32142,12407,30691,75239
CED794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED801,0,28,5322,5348,99,623,4562,5282,4012,2792,5345,12152,7107,1568,2729,11408,7419,1333,2935,11689,6799,889,2345,10031,5022,385,1321,6726,2286,86,700,3073,598,19,388,1009,33344,7716,25657,66718,6,70,5026,5095,254,934,4048,5237,5352,2803,4704,12859,7588,1559,3092,12241,7745,1362,3684,12791,6511,715,3432,10647,4308,251,2905,7468,1671,48,2069,3787,306,6,1155,1460,33722,7745,30110,71582,7,96,10345,10449,348,1559,8609,10516,9360,5594,10052,25007,14694,3130,5825,23648,15164,2690,6624,24477,13304,1598,5778,20683,9332,637,4228,14191,3954,138,2762,6857,906,24,1548,2474,67067,15459,55767,138302
CED802,0,44,5215,5259,165,889,5882,6942,6000,3305,6798,16102,9707,1911,3159,14780,7207,1288,2559,11056,5259,646,1939,7846,3947,283,1157,5386,1750,67,559,2370,428,12,285,729,34469,8452,27563,70481,7,92,4958,5053,427,1287,5342,7055,8067,3512,5741,17322,9739,1859,3552,15152,6744,1192,3361,11297,4957,595,3179,8736,3455,222,2482,6152,1226,44,1573,2847,178,5,817,1008,34817,8819,31002,74635,10,139,10168,10312,597,2182,11221,13998,14071,6815,12541,33432,19448,3773,6709,29932,13950,2482,5917,22359,10221,1246,5116,16584,7398,503,3642,11544,2974,109,2137,5225,608,19,1107,1737,69284,17266,58562,145111
CED894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
