CED_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
CED216,0,0,4,15,20,24,16,7,4,93,0,4,14,79,44,45,42,25,7,259,0,3,7,42,5,0,0,0,0,61,3,12,16,32,7,3,0,0,0,80,0,0,0,3,5,10,5,3,3,32,0,0,4,14,27,15,16,3,0,85,15,142,82,116,112,59,42,4,4,572,0,12,27,87,36,23,10,0,0,185,0,3,3,34,16,15,12,3,0,95,0,0,0,21,19,20,9,3,0,71,30,161,192,914,622,540,502,270,137,3375,158,368,378,939,598,487,392,254,145,3712,3947,10082,8947,16331,11068,8822,6417,3276,1736,70625,0,0,3,3,0,0,0,0,0,4,3513,8008,6289,10358,7552,5957,4079,2296,2086,50137,0,0,0,17,3,0,0,0,0,22,0,0,0,22,12,3,3,0,3,41,0,0,0,16,6,7,3,0,0,34,8,27,26,97,58,27,16,4,0,260,0,3,0,30,28,5,5,3,0,78
CED217,0,0,0,44,53,69,52,41,5,267,4,59,70,375,183,91,52,10,3,852,0,3,9,28,3,6,0,0,0,44,4,19,27,70,8,0,5,0,0,139,3,9,31,239,258,295,245,47,6,1132,0,0,10,80,86,57,32,9,0,266,5,28,27,60,21,7,10,0,0,167,28,83,229,1509,965,635,191,48,17,3708,0,0,0,7,7,11,6,4,0,41,0,3,8,40,18,0,0,0,0,67,34,360,652,2016,1098,806,545,171,49,5727,478,876,717,1966,841,747,524,205,43,6398,8234,15187,13025,30281,11960,9102,5922,2032,462,96210,0,4,21,64,24,8,3,0,0,119,7184,11960,8818,16290,5368,3748,1928,700,295,56292,0,6,8,100,14,15,0,0,0,155,0,3,34,212,137,85,40,16,6,538,0,0,3,33,14,21,5,0,3,70,0,7,14,33,4,3,3,0,0,66,0,6,16,135,102,100,59,13,7,435
CED218,0,0,0,16,8,16,5,11,3,58,0,5,55,268,58,65,49,25,12,539,3,0,24,98,6,0,3,0,0,130,3,12,41,106,13,13,3,0,0,185,0,0,0,12,3,0,4,0,0,22,0,0,4,45,18,10,8,4,0,94,22,55,64,183,77,51,36,11,3,505,0,11,59,173,59,63,31,3,6,408,0,0,0,30,16,5,10,6,0,64,0,0,10,35,14,9,4,0,0,68,29,101,171,1172,337,301,320,239,125,2797,181,283,547,2011,633,486,390,312,125,4960,3802,7283,9868,26462,9229,7229,5422,3150,1305,73754,0,0,3,9,5,4,0,0,0,18,3063,6049,6979,14384,6383,4957,3490,1906,1247,48470,4,0,10,33,0,8,0,0,0,52,0,0,0,28,14,10,7,3,0,67,0,0,0,22,14,4,0,5,0,48,6,9,20,141,31,18,10,0,0,242,0,0,3,41,10,10,7,6,0,79
CED219,0,0,3,69,81,83,62,54,7,362,42,304,352,2058,715,527,290,79,22,4384,0,0,0,29,7,3,0,0,0,40,3,12,28,134,8,3,5,0,0,197,0,8,6,69,52,44,30,8,0,220,0,3,12,103,116,64,43,22,6,372,4,29,31,45,28,9,15,3,0,169,3,21,49,264,144,117,42,5,5,652,0,0,4,6,10,15,13,5,0,55,0,18,35,75,24,4,0,0,0,159,36,297,585,1725,1025,854,473,231,55,5275,479,781,804,1877,755,670,436,216,68,6076,8656,14810,14344,31108,12359,9659,5704,2536,751,99928,32,281,855,1468,329,145,64,21,3,3200,7413,10456,8068,12562,4953,3677,2164,1051,563,50897,5,8,12,89,16,4,0,0,0,134,4,0,46,190,113,98,23,16,4,496,8,22,59,443,163,109,38,17,6,872,0,9,10,27,7,4,3,0,0,59,0,0,8,96,100,80,75,24,11,393
CED220,0,0,3,15,20,23,34,24,4,109,3,23,81,393,139,144,162,82,16,1045,0,5,7,75,6,3,0,0,0,97,9,42,32,190,18,10,0,0,0,298,0,0,0,3,9,8,6,8,8,40,0,4,10,47,51,38,48,18,6,220,11,27,19,63,37,28,8,3,3,198,29,85,291,1138,893,837,295,113,54,3730,0,5,0,16,11,5,8,0,0,44,0,3,0,23,14,3,0,0,0,52,59,231,247,1219,568,543,439,271,88,3665,208,333,452,1085,487,458,391,295,159,3873,4753,9166,10090,21482,9825,8082,5787,3676,1600,74463,0,3,15,18,9,3,3,3,0,56,4074,6910,5781,9055,4825,3504,2317,1594,1235,39311,3,7,15,36,24,7,0,0,0,94,0,0,6,33,29,16,15,12,0,104,8,55,219,907,432,338,192,57,39,2253,4,7,16,52,20,8,4,0,3,106,0,0,4,49,31,37,44,21,3,185
CED221,0,0,0,0,6,16,10,9,8,46,0,11,3,34,6,6,4,0,0,69,0,0,4,21,0,3,0,0,0,28,3,5,4,15,3,0,0,0,0,31,0,0,0,3,3,3,10,0,0,17,0,0,0,4,0,0,0,0,0,5,3,13,12,35,25,21,32,7,0,142,0,3,0,9,4,0,0,0,0,21,0,3,0,8,8,15,17,4,3,61,0,0,8,5,3,5,0,0,0,27,7,50,47,134,92,110,152,108,38,739,250,496,553,1219,816,1024,848,436,178,5824,3946,8887,7993,14483,9389,10270,8596,4027,1411,69002,0,0,0,0,0,0,0,0,0,0,3532,7824,6389,12838,8086,8452,6198,3222,1673,58213,0,0,0,10,0,0,0,0,0,6,0,0,0,4,0,5,4,4,0,17,0,0,0,10,3,0,0,0,0,14,8,3,3,29,16,21,7,10,0,85,0,0,0,5,3,0,4,0,0,11
CED222,0,0,0,26,26,31,28,19,3,136,3,44,83,481,192,188,144,67,12,1203,0,9,9,16,5,9,0,0,0,40,6,20,26,81,3,7,0,0,0,152,0,0,10,151,86,84,40,27,6,403,0,4,12,86,100,70,45,20,0,339,6,29,27,74,41,32,17,3,3,229,6,27,88,572,454,343,107,39,20,1661,0,0,3,26,13,18,13,4,9,91,0,0,7,45,18,5,3,0,0,71,24,147,211,880,491,383,273,170,57,2637,225,427,464,1276,638,581,431,254,138,4435,5410,10141,9955,22466,10966,8604,5945,3064,1244,77790,10,43,123,248,60,23,13,0,0,527,4758,7928,6704,12652,5970,4560,3374,1825,1177,48951,0,8,14,64,15,8,0,0,0,109,0,3,17,92,79,50,14,19,9,281,10,32,159,677,237,168,92,28,15,1427,0,14,7,72,25,16,5,5,7,149,0,0,3,39,29,34,33,10,4,149
CED223,0,0,0,6,15,20,27,15,3,86,3,15,25,123,48,57,49,19,5,347,5,4,9,41,3,5,3,0,0,71,3,14,13,32,10,3,3,0,0,77,0,3,3,24,35,50,48,22,3,176,0,0,0,10,13,17,3,0,0,46,9,57,27,89,51,35,23,13,0,303,5,11,48,113,52,36,15,5,4,285,0,3,3,15,13,8,9,3,0,50,0,0,6,20,8,10,3,0,0,46,28,107,125,639,261,200,170,124,61,1710,173,290,345,866,524,421,354,246,146,3361,4460,8877,8695,18151,9478,8497,6243,3036,1225,68661,0,0,0,7,0,0,0,0,0,5,4044,7509,6779,13069,7389,6528,4304,2202,1238,53059,0,0,3,18,0,0,0,0,0,20,0,0,0,10,15,14,3,11,3,54,0,0,0,10,0,0,0,0,0,15,0,5,7,66,23,21,0,0,0,133,0,3,0,16,9,7,11,0,3,47
CED224,0,0,0,9,8,5,10,12,4,45,3,8,75,228,90,71,38,24,4,545,9,12,24,183,28,37,29,9,0,330,3,12,28,76,10,0,0,0,0,132,0,0,3,8,9,22,17,8,5,70,0,4,11,21,18,10,4,3,0,76,16,103,73,118,57,38,28,10,0,443,5,16,159,289,168,130,31,11,5,811,0,0,0,19,14,11,7,0,0,57,0,0,7,24,13,9,4,0,0,55,29,89,222,604,213,152,144,122,83,1652,135,302,466,1029,525,386,311,226,116,3508,3309,9046,11282,18182,9578,7751,5668,3110,1496,69428,0,0,3,4,0,0,0,0,0,11,2798,6970,7727,10282,6475,5194,3796,2275,1874,47388,0,7,10,39,8,0,0,0,0,60,0,0,0,4,9,3,0,3,0,15,0,0,4,18,15,6,0,0,0,39,10,14,20,81,33,23,18,4,3,207,0,0,0,12,7,8,8,0,5,43
CED225,0,0,0,16,28,36,31,15,3,125,10,131,126,696,341,169,85,42,4,1603,4,4,8,37,3,0,5,0,0,68,0,11,12,20,0,0,0,0,0,50,0,0,0,11,14,13,6,0,0,47,0,0,0,12,26,17,6,3,0,61,10,47,30,66,47,38,27,10,0,264,0,4,5,63,19,19,9,0,0,121,0,9,0,17,24,21,13,11,4,97,0,10,14,42,24,8,5,0,0,105,18,102,148,558,400,294,204,130,35,1886,228,427,411,962,625,510,363,195,72,3793,5366,11833,11061,20031,11731,8901,5553,2519,810,77806,4,25,103,259,63,38,13,7,4,511,4716,9486,8441,13977,7648,5661,3236,1447,678,55294,0,12,3,42,21,9,0,0,0,84,0,0,5,39,15,9,7,3,0,81,0,0,8,36,14,16,0,0,0,73,0,5,12,36,26,14,8,3,0,113,0,3,3,65,37,40,21,3,3,174
CED226,0,0,3,35,57,80,37,30,5,241,8,90,80,599,193,73,42,12,0,1100,0,4,10,60,9,4,3,0,0,90,28,270,229,150,22,5,4,0,0,717,0,4,12,74,95,92,72,12,3,363,0,0,14,39,33,18,6,0,0,109,16,76,29,88,40,18,11,4,0,283,4,26,49,389,175,137,55,4,0,852,0,8,8,34,17,21,3,8,0,98,0,3,23,77,29,10,0,0,0,149,79,457,700,2271,1076,588,301,145,30,5656,544,819,804,2225,854,659,450,206,80,6634,11611,17624,14438,40973,13687,9544,5628,2236,573,116323,0,3,10,51,23,11,3,0,0,98,9477,12044,8498,15387,6695,4521,2632,1098,448,60796,10,64,59,569,57,21,4,0,0,777,0,0,7,98,53,33,15,4,0,218,0,0,4,71,20,31,12,4,0,148,0,9,11,62,22,18,9,3,0,129,0,3,6,85,48,60,43,13,0,254
CED227,0,0,0,0,0,14,16,13,3,42,5,8,4,54,8,4,13,0,0,98,3,0,9,71,0,0,0,0,0,84,4,20,19,32,7,0,3,0,0,79,0,0,0,0,0,4,0,0,0,5,0,4,9,31,51,27,24,8,0,158,0,0,9,21,9,11,7,0,0,65,0,4,13,58,31,44,8,0,0,158,0,0,0,0,7,8,4,0,0,18,0,4,3,11,11,4,3,0,0,32,5,43,54,190,93,108,82,42,13,629,272,588,602,1408,960,1096,903,571,244,6645,4145,8763,8133,14676,9081,9912,7911,4368,1661,68643,0,21,32,51,11,3,3,0,0,126,3496,7397,6571,11983,7617,7819,6044,3932,2197,57050,0,0,3,15,5,0,0,0,0,25,0,0,0,0,3,0,0,0,0,3,0,0,10,27,7,9,0,0,0,49,0,3,3,15,10,3,3,0,3,43,0,0,0,0,0,0,0,0,0,3
CED228,0,0,3,33,32,48,50,28,8,203,3,40,85,272,75,58,38,12,4,585,4,0,0,48,0,3,0,0,0,61,0,22,25,66,8,3,3,0,0,128,0,3,3,59,80,121,119,46,7,434,0,0,6,69,52,22,17,10,3,180,7,27,18,64,31,14,9,3,0,177,36,164,596,2397,1701,1377,471,169,60,6968,0,0,0,7,4,3,10,3,0,32,0,0,0,17,3,0,4,0,0,28,51,176,423,1245,522,412,355,261,113,3552,317,458,673,1784,712,611,573,394,149,5680,5018,9222,11655,24930,10662,8743,6363,3855,1444,81884,0,0,8,17,3,3,4,0,0,29,4109,7244,7505,11938,5582,4249,2262,1377,909,45181,3,3,9,63,6,7,0,0,0,91,0,3,23,95,73,67,44,29,0,337,0,3,0,18,23,25,11,4,0,84,6,14,10,57,21,5,5,0,0,120,0,0,6,52,61,38,74,18,3,257
CED229,0,0,0,4,10,28,11,9,0,66,10,92,75,540,198,80,37,14,0,1052,0,0,0,18,0,3,0,0,0,27,4,14,26,62,7,4,3,0,0,119,0,6,21,121,117,89,67,23,5,459,4,13,24,197,132,57,26,6,0,460,12,33,17,72,30,20,13,7,0,201,3,11,12,52,22,15,3,0,0,118,0,4,5,16,14,19,13,6,3,78,0,7,22,65,35,10,3,0,0,142,31,158,160,807,406,278,191,111,30,2168,434,737,720,1904,981,862,629,287,105,6665,9154,16171,13474,30567,13625,10499,7053,2816,829,104184,0,9,31,31,9,0,0,0,0,84,8019,12968,10478,21841,9768,7257,4433,1777,794,77335,0,4,0,44,12,0,0,0,0,70,0,0,0,20,15,12,0,3,0,48,0,0,0,21,4,4,0,0,0,30,3,5,11,46,25,19,9,0,0,113,0,0,0,23,22,10,9,3,0,64
CED230,0,0,0,7,16,21,16,21,0,74,3,37,18,220,42,29,25,6,3,389,0,0,4,49,0,0,0,0,0,59,3,12,8,13,4,0,0,0,0,47,0,0,0,3,0,3,3,0,0,13,0,0,0,6,12,0,4,0,0,24,3,14,9,48,26,20,38,5,0,161,0,3,9,22,15,6,0,0,0,61,0,4,3,3,20,16,20,6,3,77,0,0,6,33,14,11,7,0,0,71,13,65,122,377,186,149,174,101,27,1198,307,590,590,1355,939,935,866,511,198,6294,5942,11251,9660,19318,10423,10190,8750,4447,1414,81396,0,0,16,23,9,0,0,0,0,50,5270,9762,8099,16075,8305,8027,6141,3109,1645,66438,0,6,0,32,5,3,0,0,0,41,0,0,0,21,6,11,7,4,0,44,0,0,3,30,14,8,0,0,0,56,0,3,7,36,19,12,10,4,3,93,0,4,0,27,15,11,8,4,0,65
CED231,0,0,0,15,8,12,9,7,3,63,0,8,86,255,32,23,12,8,0,419,5,3,177,464,17,6,5,4,0,675,5,14,200,426,20,3,4,0,0,671,0,5,6,33,17,14,8,0,0,85,0,0,12,111,39,31,15,6,4,221,15,49,117,446,86,45,31,7,3,804,8,66,312,635,372,377,153,86,36,2035,0,0,13,34,12,3,6,8,0,74,0,0,11,48,4,3,4,0,0,65,91,192,1052,2912,569,317,221,144,29,5536,473,547,2052,4894,1087,880,562,290,139,10930,4347,5443,21238,46168,9355,7040,4596,2090,852,101128,0,3,8,12,6,4,3,0,0,39,3342,4029,7754,19442,4761,3820,2327,880,469,46821,0,0,27,36,3,0,0,0,0,76,0,0,3,40,11,17,6,8,0,85,0,0,32,36,13,18,8,3,0,112,5,11,76,307,28,22,3,0,0,450,3,0,14,145,10,12,8,8,3,216
CED232,0,0,0,20,5,16,10,10,3,66,0,4,27,167,26,19,15,8,0,267,3,3,22,126,5,9,7,0,0,171,10,8,41,124,10,3,0,0,0,197,0,0,3,36,11,11,0,5,0,56,0,0,3,67,30,11,9,0,3,127,31,92,112,350,123,86,59,7,4,873,0,6,52,130,32,23,7,3,0,261,0,0,8,61,15,8,10,4,3,109,0,0,4,43,17,12,4,0,0,84,57,143,340,2123,484,421,523,319,206,4612,293,369,825,3556,1031,840,617,278,147,7961,3932,5857,8753,33329,9641,7781,5575,2424,1140,78431,0,0,0,19,3,0,0,0,0,22,3225,4511,5240,16493,5930,4696,2827,1144,593,44659,0,0,10,28,0,3,0,0,0,45,0,0,0,39,17,11,8,3,0,77,0,0,0,14,3,0,0,0,0,18,9,10,43,250,47,27,11,0,0,404,3,0,5,81,15,6,16,0,0,129
CED233,0,0,0,4,10,13,12,14,4,63,0,16,23,107,61,69,68,20,12,375,5,21,39,156,26,36,40,5,0,321,3,5,17,21,7,3,7,3,0,60,0,0,0,11,19,30,33,17,4,121,0,3,0,14,23,22,12,7,3,86,9,37,41,36,30,23,26,9,4,213,0,0,30,125,124,127,46,15,0,467,0,3,0,7,9,9,7,3,0,46,0,0,3,18,16,15,6,0,0,51,12,77,95,354,242,270,234,191,87,1580,93,242,284,605,403,386,307,295,153,2770,3484,8307,9429,15279,9547,8241,6444,4479,1548,66759,0,0,0,7,6,0,0,0,0,18,2974,6462,6316,8227,5954,4356,3531,2230,1194,41238,0,0,0,15,3,8,0,0,0,28,0,0,0,4,9,4,0,3,0,23,0,0,0,17,20,15,9,3,0,61,0,7,10,30,17,15,5,6,3,91,0,3,0,11,13,11,3,0,3,40
CED234,0,0,0,0,7,7,15,7,0,36,4,14,5,47,14,7,3,0,0,97,0,0,6,30,0,0,0,0,0,38,0,10,8,13,3,0,3,0,0,38,0,0,0,0,4,14,16,9,0,47,0,7,9,36,53,19,13,6,0,140,0,8,7,24,5,15,7,3,3,80,0,0,0,16,7,3,0,0,0,27,0,0,0,3,3,7,9,3,3,29,0,3,4,9,10,0,0,0,0,24,9,68,115,255,132,109,90,60,22,849,310,604,594,1366,944,1084,990,591,224,6697,4356,9454,8498,15284,9470,10082,8593,4794,1616,72140,0,27,115,124,30,3,6,0,0,298,3851,7814,6570,12148,7923,8012,6221,3830,1895,58270,0,0,0,10,0,0,3,0,0,18,0,0,0,0,0,0,0,3,0,6,0,0,3,9,0,0,0,0,0,16,0,3,0,21,11,8,0,0,3,52,0,0,0,3,0,0,0,0,0,5
CED235,0,0,3,23,27,34,34,31,6,148,11,84,120,599,230,178,88,23,9,1343,0,0,3,40,6,3,0,0,0,56,6,9,15,52,6,3,0,0,0,88,0,15,69,358,428,612,597,245,51,2376,3,3,8,112,106,74,37,16,0,364,4,26,9,39,21,22,12,0,0,121,11,32,78,510,343,315,84,26,9,1410,0,0,4,9,8,13,3,3,3,35,0,6,11,51,13,4,3,0,0,90,50,205,292,1005,516,419,306,162,45,2987,307,445,538,1449,614,582,525,301,84,4845,6104,10733,11575,24766,10645,8908,6320,3266,968,83288,0,7,12,54,17,9,3,0,0,100,5131,8218,8100,12706,6201,4316,2372,1111,561,48728,5,4,3,77,15,3,0,0,0,108,0,0,6,57,43,38,15,9,0,172,0,4,8,66,30,29,8,3,0,150,3,9,10,28,13,3,3,0,0,62,0,3,0,18,15,18,18,3,0,65
CED236,0,0,0,0,0,10,3,0,0,22,5,8,0,41,11,7,3,3,0,81,0,0,19,108,0,0,0,0,0,125,0,9,4,15,3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,7,0,0,15,0,4,8,23,7,19,27,7,0,96,0,4,0,11,10,3,0,0,0,32,0,0,0,9,3,4,6,3,3,40,0,6,4,8,10,3,3,0,0,33,5,20,23,97,47,53,64,46,22,374,204,503,503,1137,849,952,855,535,200,5730,3633,8347,7770,13729,9206,9934,8286,4210,1417,66534,0,0,0,0,0,0,0,0,0,0,3247,7194,6247,11387,7824,8138,6296,3670,1981,55980,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,0,0,0,0,11,0,3,6,26,15,14,4,3,3,68,0,0,0,3,0,0,4,0,0,7
CED237,0,0,0,14,19,21,7,13,9,76,11,38,39,244,91,65,27,10,4,529,0,0,10,65,3,5,0,0,0,91,4,17,36,65,10,0,0,0,0,141,0,0,0,29,10,18,14,3,4,79,6,7,19,294,308,153,77,32,6,903,9,27,28,201,53,17,22,3,3,365,3,25,43,206,89,118,39,12,7,537,0,0,0,24,8,4,11,3,0,52,0,0,5,35,0,6,0,0,0,41,54,137,204,1239,336,218,235,148,72,2648,330,461,623,2200,685,493,387,354,167,5697,5467,8564,10366,31662,9939,6912,4614,3680,1714,82916,0,3,9,27,0,0,0,0,0,42,4566,6752,7630,18401,6430,4199,1827,1338,993,52135,0,28,22,166,23,7,3,0,0,253,0,0,0,42,10,19,6,6,0,90,0,0,8,9,4,5,0,0,0,26,4,3,12,143,18,11,3,3,0,201,4,3,4,59,13,15,10,0,3,108
CED294,0,0,0,0,0,3,0,0,0,7,0,0,7,7,0,3,0,0,0,16,0,3,3,10,0,0,0,0,0,24,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,7,6,0,0,0,0,19,4,3,8,5,7,3,3,0,0,21,0,0,3,7,7,7,3,0,0,35,0,0,0,6,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,4,3,10,30,88,24,10,8,3,0,176,28,32,98,304,105,71,44,6,0,689,215,173,624,1864,628,460,283,72,9,4331,0,0,3,3,0,0,0,0,0,3,124,139,304,665,210,210,116,24,17,1804,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,7,8,0,0,3,0,0,12,0,0,0,8,0,0,0,0,0,10
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,11,5,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED301,0,0,0,3,3,5,3,4,0,23,0,10,7,53,8,9,0,0,0,89,0,0,7,26,0,0,0,0,0,37,3,11,9,16,4,3,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,0,32,17,52,41,22,21,6,3,180,0,7,8,57,29,28,7,4,0,141,0,0,7,14,21,11,14,11,4,83,0,3,14,37,20,16,3,0,0,90,9,156,214,618,249,190,138,60,15,1649,405,660,751,1587,794,789,519,283,71,5851,6226,11707,10679,20592,9775,8574,6051,2874,840,77326,0,5,5,18,4,0,0,0,0,33,5350,9770,8557,16163,7274,6405,4437,2366,1060,61378,0,0,0,14,0,0,0,0,0,19,0,0,0,7,3,0,0,0,0,15,0,0,0,6,0,0,0,0,0,12,0,4,5,34,16,18,7,0,0,85,0,0,0,5,6,7,0,0,0,24
CED302,0,0,0,11,14,22,18,3,0,64,0,41,51,132,83,54,28,14,3,408,3,26,52,215,25,35,17,4,0,372,3,13,30,32,5,3,0,0,0,87,0,0,3,7,7,3,8,0,0,31,0,0,0,14,11,3,3,0,0,36,11,51,31,98,42,40,19,6,0,298,0,11,23,109,88,60,28,3,4,336,3,0,5,28,22,14,8,7,6,95,0,3,17,55,31,25,7,3,0,132,22,154,187,619,331,233,174,99,43,1862,180,297,435,1044,573,449,357,204,94,3631,4770,10033,10005,19974,10226,7976,5640,3033,1071,72732,0,3,12,34,8,7,3,0,0,60,4198,7799,7071,12491,6687,5435,4096,2556,1409,51735,0,3,4,16,9,0,0,0,0,35,0,0,3,43,33,27,9,5,0,115,0,0,0,11,4,6,0,0,0,28,6,23,22,82,22,22,9,3,8,196,0,0,3,13,5,4,6,0,0,36
CED303,0,0,0,3,4,3,11,6,0,31,0,8,11,18,20,13,11,0,0,94,0,3,10,17,7,7,10,3,0,58,4,9,9,16,3,3,0,0,0,43,0,0,0,0,3,4,0,0,0,6,0,0,0,7,10,6,0,0,0,13,3,22,20,51,46,42,45,8,0,238,0,3,5,12,14,8,4,3,0,55,0,9,15,30,33,26,25,6,7,149,0,0,16,41,46,45,7,3,0,150,8,60,67,274,203,204,190,122,45,1179,147,333,304,767,515,542,406,286,201,3508,4223,10072,9308,16602,10070,9594,7403,3477,1233,71985,0,0,3,3,0,0,0,0,0,10,3663,8127,6915,12602,7096,6951,5146,2436,1186,54120,0,0,0,0,0,0,0,0,0,4,0,0,0,12,11,5,5,0,0,27,0,0,0,8,3,3,0,0,0,10,3,6,18,41,36,27,24,7,7,165,0,4,0,10,8,5,5,0,0,25
