CED_CODE_2016,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
CED111,98,3,2603,150,372,20,0,395,6,546,3,28,56,0,85,0,89,3,0,0,3,3,0,3,155,403,75,3,478,6,642,3,0,0,0,0,0,8,2661,494,76,3,578,5,3249,1128,27,0,3,35,0,1159,47,225,11,0,240,0,289,0,18,30,0,46,0,50,3,0,0,0,0,0,3,51,247,38,0,285,0,339,6,0,0,0,0,0,6,1188,272,38,6,320,0,1502,569,16,0,0,16,0,584,23,131,11,0,141,0,156,0,5,26,0,27,0,31,0,0,0,0,0,0,0,18,136,32,0,168,0,187,0,0,0,0,0,0,3,589,155,32,0,186,0,780,19652,723,22,11,762,23,20437,1061,3416,158,9,3579,6,4645,15,363,326,0,686,0,701,9,4,0,14,14,0,29,1083,3777,488,24,4288,6,5374,26,9,3,0,10,32,72,20761,4510,512,36,5065,57,25881
CED112,53,0,3021,73,118,6,0,125,0,203,0,9,3,0,11,0,13,0,0,0,0,0,0,5,74,131,10,0,136,0,214,0,0,0,0,0,0,3,3041,177,14,0,189,6,3234,957,17,0,0,14,0,975,32,43,0,0,51,0,81,5,3,6,0,10,0,12,0,0,0,0,0,0,0,36,48,7,0,57,0,93,3,0,0,0,0,0,3,999,65,12,0,71,3,1075,419,13,0,0,13,0,439,20,21,0,0,21,0,39,0,7,3,0,5,0,5,0,0,0,0,0,0,0,21,26,3,0,32,0,47,0,0,0,0,0,0,0,440,43,3,0,48,0,486,22513,557,9,11,574,35,23131,736,1075,37,4,1112,10,1854,25,104,38,0,143,0,165,14,7,3,3,12,0,23,769,1180,84,4,1271,10,2050,33,3,0,0,3,30,65,23322,1739,88,13,1848,76,25238
CED113,52,12,3013,57,161,4,0,162,0,224,3,5,5,0,8,0,13,0,0,0,0,0,0,0,62,171,10,0,174,0,238,12,0,0,0,0,3,11,3021,216,6,0,227,13,3263,670,12,0,0,12,0,687,8,71,3,3,73,0,86,3,3,3,0,4,0,6,0,0,0,0,0,0,0,16,74,4,0,83,0,96,0,0,0,0,0,0,0,685,89,4,0,94,0,783,226,8,0,0,8,0,233,10,35,0,0,31,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,37,0,0,38,0,42,0,0,0,0,0,0,0,233,36,0,0,40,0,275,20685,432,3,7,436,50,21169,579,1440,38,8,1492,3,2074,16,66,25,0,98,0,112,8,8,0,7,16,0,22,601,1522,71,12,1603,3,2212,54,0,0,0,0,52,110,21341,1953,72,21,2045,105,23485
CED114,46,8,3005,52,194,12,0,213,0,258,0,13,22,5,46,0,46,0,0,0,0,0,0,3,56,214,36,4,255,0,311,4,0,0,0,0,3,6,3011,253,36,8,298,9,3318,554,6,0,0,6,0,557,15,41,0,0,44,0,61,0,3,23,0,27,0,27,0,0,0,0,0,0,0,15,48,21,0,73,0,86,0,0,0,0,0,0,0,566,55,21,0,74,0,643,136,0,0,0,0,0,134,5,13,0,0,13,0,15,0,4,9,0,11,0,11,0,0,0,0,0,0,0,5,14,9,0,24,0,29,0,0,0,0,0,0,0,140,14,8,0,27,0,160,22458,353,9,8,372,55,22885,498,1687,100,4,1791,0,2294,8,190,203,8,395,0,406,0,17,0,17,35,0,35,509,1897,300,31,2227,0,2729,49,3,0,0,3,43,94,23013,2255,313,38,2599,97,25709
CED115,76,3,628,77,1679,267,8,1957,3,2034,3,517,736,3,1256,0,1257,0,7,3,11,21,0,21,81,2211,1005,16,3236,3,3319,0,0,0,0,0,10,7,638,2279,1009,16,3306,15,3955,266,28,3,0,25,3,295,43,1068,177,3,1245,0,1282,6,396,651,3,1047,0,1056,0,8,0,7,16,0,16,47,1470,825,15,2307,0,2355,0,0,0,0,0,0,0,312,1497,831,15,2335,3,2651,164,15,3,0,13,0,177,24,558,83,0,639,0,659,0,212,371,0,584,0,584,0,8,3,8,17,0,17,24,775,459,10,1238,0,1258,0,0,0,0,0,0,0,184,786,458,10,1257,0,1439,3968,724,26,3,750,20,4741,986,13389,1766,59,15217,6,16214,63,3678,4702,23,8402,0,8466,3,112,19,60,196,0,200,1058,17178,6491,142,23816,6,24878,14,17,3,0,27,67,104,5035,17921,6520,147,24592,93,29723
CED116,33,3,2468,57,44,0,0,45,0,109,0,3,8,0,8,0,8,4,0,0,0,0,0,4,64,47,8,0,60,0,117,14,3,0,0,3,0,15,2511,78,12,0,89,3,2601,620,8,0,0,8,3,632,17,18,0,0,22,0,43,0,3,5,0,5,0,5,0,0,0,0,0,0,0,19,23,4,0,31,0,46,0,0,0,0,0,0,0,639,33,4,0,35,3,683,207,4,0,0,4,0,211,8,10,0,0,10,0,12,0,3,0,0,3,0,3,0,0,0,0,0,0,0,8,9,0,0,9,0,12,0,0,0,0,0,0,0,214,11,0,0,11,0,224,18110,263,12,9,281,42,18428,479,522,16,3,545,0,1022,3,39,34,0,80,0,81,5,0,0,3,7,0,12,488,568,51,4,625,0,1118,59,9,0,0,9,33,102,18665,839,56,13,915,70,19646
CED117,74,0,1363,99,340,15,0,356,0,447,4,45,39,0,82,0,81,0,0,0,0,3,0,8,102,381,52,0,439,0,540,0,0,0,0,0,0,0,1386,457,52,0,512,0,1898,573,23,0,0,23,0,595,43,201,17,0,214,0,257,0,17,47,0,66,0,68,0,0,0,0,0,0,0,45,218,65,0,284,0,324,0,0,0,0,0,0,0,619,241,65,0,300,0,922,305,19,0,0,19,0,327,26,115,11,0,125,0,150,0,16,26,0,41,0,41,0,0,0,0,0,0,0,28,128,33,0,165,0,190,0,0,0,0,0,0,0,331,147,33,0,178,0,518,14576,898,16,9,918,23,15516,1507,3628,160,9,3800,0,5308,24,287,237,0,525,3,548,11,16,4,3,25,0,34,1545,3924,409,16,4349,3,5897,16,4,0,0,4,11,27,16134,4827,417,30,5273,35,21439
CED118,92,0,2109,153,1867,64,9,1937,0,2092,3,122,96,0,212,0,219,0,14,0,3,11,0,11,155,1996,154,12,2166,0,2320,3,0,0,0,0,0,4,2177,2085,158,12,2256,3,4433,784,40,0,0,40,0,825,68,1314,33,11,1352,0,1422,3,75,53,0,130,0,133,0,6,3,3,8,0,9,70,1395,88,8,1496,0,1563,0,0,0,0,0,0,4,853,1433,88,8,1535,3,2395,294,14,3,0,20,0,308,34,668,19,3,691,0,722,0,37,48,0,88,0,91,0,0,0,0,3,0,3,34,712,66,5,784,0,815,0,0,0,0,0,3,6,326,726,69,5,797,3,1130,16827,1042,17,12,1070,13,17916,1511,17927,449,103,18482,9,20003,27,963,545,6,1516,0,1545,16,86,4,44,133,0,146,1553,18972,1002,151,20130,9,21687,23,21,0,0,21,28,72,18405,20034,1017,170,21225,51,39679
CED119,86,0,3131,127,610,14,4,628,0,755,4,28,12,0,33,0,35,0,0,0,0,3,0,3,131,639,24,5,660,0,798,0,0,0,0,0,0,0,3178,721,26,5,744,0,3927,1529,50,0,0,50,0,1575,64,433,13,3,451,0,512,0,27,17,0,46,0,46,3,3,0,0,3,0,3,64,462,32,3,494,0,562,0,0,0,0,0,0,0,1594,512,32,3,546,0,2138,734,19,0,0,19,0,749,29,234,6,0,245,0,273,0,9,6,0,16,0,16,0,0,0,0,0,0,0,33,241,20,0,260,0,291,0,0,0,0,0,0,0,767,259,20,0,274,0,1039,24098,896,8,7,916,17,25033,1372,5006,121,19,5146,5,6523,25,240,75,3,319,0,341,11,9,0,11,21,0,37,1408,5252,200,30,5482,12,6901,23,4,0,0,4,15,43,25529,6151,207,43,6401,39,31972
CED120,85,4,3280,96,187,19,0,202,0,297,0,3,12,0,16,0,16,0,0,0,0,0,0,4,96,191,25,0,219,0,320,9,0,0,0,0,0,13,3290,275,32,3,306,9,3606,957,23,0,0,23,0,984,36,100,7,0,115,0,150,0,7,3,0,11,0,11,0,0,0,0,0,0,3,39,108,12,0,126,0,162,3,0,0,0,0,3,3,998,134,19,0,153,4,1152,451,11,0,0,11,0,465,10,49,0,0,51,0,61,0,0,0,0,0,0,0,0,3,0,0,3,0,3,10,51,0,0,53,0,61,0,0,0,0,0,0,0,460,66,0,0,65,0,529,25521,704,11,7,732,55,26309,904,1654,82,3,1740,0,2646,8,83,45,0,135,0,139,12,15,0,11,29,3,42,931,1754,130,14,1898,3,2833,63,0,3,0,9,27,96,26510,2462,148,21,2631,88,29235
CED121,31,7,3122,63,67,3,3,76,0,141,3,9,8,0,12,0,12,0,0,0,0,0,0,0,70,76,6,3,92,0,156,0,0,0,0,0,4,6,3156,107,8,3,115,15,3292,835,4,0,0,4,0,840,16,28,0,0,31,0,46,0,3,3,0,3,0,3,0,0,0,0,0,0,3,21,35,5,0,35,0,52,0,0,0,0,0,4,4,853,41,5,0,39,4,902,294,3,0,0,3,0,298,6,16,0,0,16,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,0,0,16,0,23,0,0,0,0,0,0,0,306,17,0,0,17,0,327,23412,271,0,8,283,37,23733,467,786,29,7,819,4,1289,21,49,34,3,86,0,111,5,6,0,0,6,0,14,493,847,61,6,918,4,1412,24,0,0,0,0,57,88,23929,1116,62,15,1194,108,25235
CED122,88,0,1651,162,781,33,0,815,0,976,3,66,50,0,120,0,125,4,0,3,5,3,0,7,168,844,84,10,937,0,1107,3,0,0,0,0,0,4,1734,935,88,10,1029,0,2768,778,27,0,0,28,0,807,73,548,30,0,578,0,652,0,39,44,0,81,0,86,0,0,0,3,0,0,4,79,589,70,4,665,0,740,0,0,0,0,0,0,0,860,618,71,4,694,0,1556,394,31,0,0,31,0,423,43,303,24,4,329,0,365,0,33,29,0,65,0,65,0,0,0,0,0,0,0,43,337,53,4,390,0,430,0,0,0,0,0,0,0,440,360,53,4,420,0,856,14370,931,6,3,944,13,15329,1819,7395,268,27,7689,0,9507,31,542,283,3,829,0,856,14,29,7,17,50,0,66,1857,7968,556,50,8571,0,10435,14,5,0,3,8,16,45,16249,8903,563,49,9524,35,25803
CED123,106,4,2861,121,608,23,6,634,0,756,3,41,24,0,66,0,62,0,8,3,0,5,0,9,119,645,50,6,705,0,825,7,0,0,0,0,3,5,2877,753,50,8,812,10,3696,917,33,0,0,32,0,949,53,336,12,0,349,0,402,3,23,22,0,46,0,54,0,0,0,0,5,0,9,59,366,33,3,401,0,462,0,0,0,0,0,0,0,977,395,33,5,434,0,1412,399,17,0,0,17,0,413,31,181,8,0,188,0,220,0,12,14,0,24,0,24,0,0,0,0,0,0,0,31,196,25,0,219,0,246,0,0,0,0,0,0,0,423,213,25,0,237,0,662,22525,900,3,15,921,21,23463,1131,5475,180,33,5691,4,6827,29,337,176,0,515,0,543,7,38,12,19,67,0,74,1166,5849,373,53,6270,4,7442,42,9,0,0,9,36,78,23733,6755,374,69,7196,60,30986
CED124,20,8,2766,36,44,3,0,41,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,44,3,0,44,0,85,15,0,0,0,0,3,16,2786,66,3,0,65,16,2870,596,4,0,0,4,0,597,6,5,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,9,0,16,0,0,0,0,0,0,0,602,11,0,0,14,0,617,159,0,0,0,0,0,160,8,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,3,0,13,0,0,0,0,0,0,0,164,3,0,0,3,3,174,18255,207,0,0,207,73,18542,324,338,13,0,349,6,677,11,10,13,0,30,0,42,0,0,0,3,3,0,7,334,351,25,3,382,6,724,57,0,0,0,0,51,110,18650,559,25,4,590,134,19375
CED125,101,3,2161,138,1107,64,10,1182,0,1320,11,109,74,0,181,3,193,3,11,0,4,21,0,24,151,1225,140,13,1385,3,1531,3,5,0,0,5,5,12,2210,1332,142,19,1488,5,3704,776,43,0,0,43,0,819,62,669,38,0,706,0,765,3,78,54,0,133,0,138,3,7,0,4,6,0,8,62,758,90,0,848,0,915,0,0,0,0,0,0,6,843,799,90,0,894,0,1741,394,12,0,0,12,0,407,28,338,26,0,361,0,392,0,42,33,0,77,0,77,0,0,0,0,0,0,0,28,385,59,0,442,0,468,0,0,0,0,0,0,0,418,393,59,0,453,0,879,17276,1142,7,11,1162,30,18462,1424,9782,442,70,10285,5,11716,40,835,451,12,1291,3,1342,8,76,4,35,112,0,117,1471,10690,896,110,11690,9,13180,30,36,9,0,45,49,125,18776,11865,916,120,12896,94,31764
CED126,84,0,3231,178,388,19,0,413,0,594,0,32,32,0,64,0,64,0,0,0,0,5,0,5,181,424,56,0,478,0,662,6,0,0,0,0,0,8,3335,506,56,0,558,3,3894,1387,24,3,0,31,0,1418,66,222,8,0,231,0,300,0,17,15,0,35,0,34,0,0,0,0,0,0,0,69,241,21,0,267,0,337,0,0,0,0,0,0,0,1455,267,26,0,297,0,1753,648,13,0,0,13,0,661,29,117,11,0,124,0,154,0,9,10,0,18,0,20,0,0,0,0,0,0,0,36,125,18,0,140,0,178,0,0,0,0,0,0,0,684,138,18,0,159,0,839,23982,806,7,7,821,45,24846,1615,3228,120,13,3362,3,4982,11,168,150,0,317,0,323,3,9,3,0,18,0,18,1631,3406,271,12,3694,3,5327,26,3,0,0,3,19,43,25637,4214,281,24,4515,65,30216
CED127,62,3,3174,96,110,4,4,118,0,216,0,7,11,0,19,0,17,0,0,0,0,0,0,0,99,119,8,4,138,0,235,3,4,0,0,4,5,10,3214,183,10,3,196,12,3422,1106,18,0,0,18,0,1128,43,48,0,0,52,0,101,0,0,6,0,7,0,7,0,0,0,0,0,0,0,48,49,4,0,56,0,103,0,0,0,0,0,0,0,1158,70,4,0,73,0,1228,494,14,0,0,14,0,503,21,22,0,0,24,0,42,3,3,4,0,8,0,11,0,0,0,0,0,0,0,23,23,5,0,29,0,51,0,0,0,0,0,0,0,519,34,5,0,44,0,562,22725,576,4,4,587,41,23355,787,983,36,6,1027,7,1827,8,73,47,0,125,0,136,14,3,0,0,3,0,13,811,1065,84,6,1152,7,1970,38,11,0,0,11,17,70,23573,1650,93,12,1756,72,25390
CED128,109,0,1240,109,1627,197,8,1836,0,1941,8,284,423,0,701,0,709,0,4,3,5,11,0,16,113,1914,625,16,2550,0,2665,0,0,0,0,0,3,5,1240,2025,620,16,2662,6,3911,528,59,0,0,60,0,592,61,1049,134,3,1184,0,1242,3,241,336,0,577,0,583,0,3,4,5,8,0,13,62,1298,472,7,1775,0,1842,0,4,0,0,4,0,3,591,1361,476,7,1838,0,2435,243,31,0,0,31,0,277,25,532,87,3,619,0,640,3,161,221,0,390,0,389,0,0,0,0,3,0,3,26,695,311,3,1007,0,1037,0,0,0,0,0,0,3,265,729,311,3,1045,0,1309,9365,1244,28,3,1278,11,10645,1187,14432,1569,75,16074,7,17273,50,2480,3095,32,5611,0,5659,12,73,22,70,161,0,176,1245,16979,4685,185,21844,11,23099,15,18,0,0,15,40,77,10630,18239,4706,186,23139,57,33820
CED129,114,3,2808,177,1448,66,4,1516,0,1697,0,100,82,0,174,0,176,0,10,0,3,17,0,17,183,1553,148,11,1712,0,1892,0,0,0,0,0,0,0,2882,1668,148,11,1823,3,4703,1403,57,0,0,60,0,1469,92,1048,38,3,1093,0,1186,3,69,73,0,138,0,144,0,5,0,0,5,0,10,92,1126,110,3,1244,0,1336,0,0,0,0,0,0,3,1502,1186,109,3,1305,0,2805,634,24,0,0,29,0,661,41,540,25,3,569,0,605,0,54,42,0,93,0,95,0,7,0,0,7,0,8,40,599,68,3,665,0,710,0,0,0,0,0,0,0,670,626,64,3,695,0,1371,20521,1023,20,8,1048,15,21588,1685,12559,428,41,13026,11,14717,28,770,460,7,1233,0,1262,10,64,0,5,75,0,78,1718,13396,885,55,14337,11,16061,17,10,0,0,12,14,39,22257,14426,906,60,15393,40,37682
CED130,34,5,2736,39,95,7,0,105,0,141,0,10,7,0,22,0,25,0,0,0,0,0,0,0,39,113,13,0,122,0,164,7,0,0,0,0,3,7,2739,142,13,0,161,13,2912,447,3,0,0,3,4,451,3,18,0,0,23,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,3,0,24,0,29,0,0,0,0,0,0,0,451,22,3,0,25,4,474,85,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,85,0,3,0,7,0,96,20682,246,7,0,248,63,20986,312,855,34,0,895,0,1211,6,117,60,0,176,0,180,6,4,0,6,9,3,20,324,978,95,8,1079,3,1410,46,0,0,0,0,47,98,21052,1221,94,8,1331,113,22495
CED131,54,0,2422,63,161,14,0,174,0,239,0,29,17,0,46,0,46,0,0,0,0,0,0,0,67,188,25,0,222,0,285,3,0,0,0,0,0,5,2430,247,25,3,279,4,2712,883,22,0,0,22,0,899,30,72,8,0,79,0,109,0,8,4,0,12,0,17,0,0,0,0,0,0,0,34,85,14,0,101,0,127,0,0,0,0,0,0,3,916,103,14,0,115,0,1031,456,7,0,0,7,0,465,5,30,4,0,37,0,45,0,3,7,0,12,0,12,3,0,0,0,0,0,3,8,41,14,0,48,0,61,0,0,0,0,0,0,0,466,51,14,0,59,0,526,19317,510,5,4,520,20,19861,738,1830,93,8,1936,3,2674,12,245,151,0,391,0,409,6,16,3,0,19,0,27,762,2091,244,8,2343,3,3109,27,0,0,0,0,23,49,20111,2607,251,10,2862,45,23015
CED132,76,0,2023,136,512,38,0,552,0,688,3,46,63,0,107,0,112,0,3,0,3,3,0,7,141,561,102,5,660,0,804,0,0,0,0,0,0,4,2090,633,101,6,740,0,2829,1105,38,0,0,38,0,1148,81,350,27,0,377,3,467,0,31,46,0,80,0,84,0,0,0,0,0,0,4,82,385,74,0,465,3,549,0,0,0,0,0,0,0,1189,422,74,0,504,3,1697,680,34,0,0,34,0,714,44,173,12,0,190,0,229,0,19,31,0,50,0,49,0,0,0,0,0,0,0,39,190,45,0,236,0,281,0,0,0,0,0,0,0,726,227,45,0,269,0,996,17558,764,7,13,785,4,18345,1933,6122,272,14,6410,5,8351,26,447,343,0,789,0,815,18,15,0,4,20,0,38,1977,6580,617,19,7213,5,9203,18,7,0,0,11,7,41,19555,7353,627,32,8012,16,27586
CED133,24,13,2995,65,70,7,0,69,0,135,0,9,7,0,17,0,20,0,0,0,0,0,0,0,62,73,11,3,92,0,155,10,0,0,0,0,6,8,3031,98,13,3,119,14,3165,617,3,0,0,3,0,627,27,13,3,0,15,0,40,0,6,3,0,8,0,10,0,0,0,0,0,0,0,24,13,8,0,25,0,46,3,0,0,0,0,0,3,643,15,8,0,28,0,674,114,4,0,0,4,0,117,0,10,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,9,0,0,0,0,0,0,0,112,15,0,0,11,0,125,20206,250,8,5,258,56,20524,510,729,49,5,782,0,1288,13,40,43,0,79,0,93,0,3,0,5,8,0,11,528,770,92,14,869,0,1400,51,7,0,0,7,52,104,20781,1021,95,17,1133,111,22025
CED134,18,14,2285,29,71,6,0,73,0,106,0,0,0,0,5,0,5,0,0,0,0,0,0,0,29,77,7,0,78,0,112,10,0,0,0,0,0,6,2285,94,7,0,96,15,2401,327,0,0,0,0,0,329,3,13,0,0,15,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,11,0,15,0,0,0,0,0,0,0,329,16,0,0,17,0,348,66,0,0,0,0,0,66,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,69,0,0,0,3,0,71,20199,163,0,0,163,59,20422,361,821,14,4,840,5,1205,4,53,12,0,71,0,75,5,4,0,3,4,0,14,372,877,27,6,912,3,1287,71,0,0,0,0,65,141,20636,1044,27,6,1074,131,21844
CED135,70,0,867,104,1621,179,10,1811,0,1917,0,262,232,0,492,0,497,0,9,0,4,8,0,8,102,1888,415,15,2315,0,2419,0,0,0,0,0,0,3,904,1952,420,17,2385,0,3293,435,33,0,0,33,0,469,59,1121,132,6,1263,0,1319,5,190,195,6,395,0,400,0,9,3,0,8,0,8,64,1326,328,15,1666,0,1726,0,0,0,0,0,3,7,498,1356,328,15,1699,3,2198,222,14,0,0,14,0,230,33,573,69,0,640,0,681,0,95,121,0,215,0,213,0,0,0,0,0,0,0,40,666,189,0,859,0,895,0,0,0,0,0,0,0,259,681,189,0,871,0,1132,6935,837,12,18,867,6,7810,1162,20799,1345,87,22231,10,23401,36,2323,1674,27,4024,3,4059,0,122,15,48,185,0,183,1200,23241,3034,160,26438,16,27650,15,41,0,5,43,39,97,8145,24113,3049,186,27349,60,35555
