CED_CODE_2016,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Eng_only_P,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Lang_spoken_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
CED139,77163,78628,155793,5004,4688,9696,10718,10282,21002,5133,4886,10014,4810,4707,9515,8697,8904,17599,8732,8835,17561,9717,9977,19692,10080,10065,20150,8292,8245,16545,4446,5333,9775,1535,2703,4237,72158,74138,146295,5007,4484,9496,4629,4618,9244,84,77,159,82,58,138,4786,4755,9547,65216,66572,131789,5428,5503,10935,67425,69921,137346,3308,3164,6472,68250,70582,138834,1177,1115,2288,9690,9311,19006,3269,3366,6630,1014,1600,2617,1395,2870,4261,19676,24618,44291,4458,4589,9047,19622,18743,38364,6051,5607,11664,4329,3414,7739,261,204,467,67950,70404,138351,9403,7743,17144
CED140,69297,73802,143103,4184,3882,8064,8715,8322,17036,4235,4141,8376,3908,3591,7499,7410,7600,15008,8498,8962,17459,9390,10172,19553,9097,10077,19177,7858,8694,16549,4226,5400,9626,1786,2960,4747,65707,70481,136189,3591,3320,6910,1960,1969,3923,54,53,101,17,20,44,2032,2042,4067,53232,56242,109472,11773,12821,24599,60856,64246,125100,4597,5512,10106,61299,65207,126505,1085,1050,2134,8055,7757,15812,3140,3134,6275,1249,1286,2533,1596,2955,4547,25708,28011,53719,4018,3770,7788,15585,17297,32879,4337,4962,9297,2106,2393,4494,168,159,332,64282,68624,132904,4133,4495,8629
CED141,70552,73937,144482,4395,4039,8431,9214,8618,17837,4625,4255,8882,4141,3869,8006,7581,7956,15533,8222,8773,17000,9430,9997,19421,9165,9887,19055,7818,8857,16678,4500,5316,9814,1463,2373,3838,66504,70489,136992,4045,3450,7493,2719,2781,5497,51,56,101,47,47,97,2821,2875,5697,60246,62751,123000,6819,7419,14236,64667,67372,132036,2815,3304,6120,65122,68125,133239,1160,1127,2288,8686,8102,16788,3324,3166,6492,1227,1336,2560,1332,2611,3945,20940,23545,44483,4272,3883,8155,19258,19962,39221,5685,6588,12273,2784,2882,5670,148,162,311,66369,69743,136105,2597,2984,5581
CED142,103705,96474,200181,3403,3403,6807,3471,3431,6904,3752,4554,8310,13100,15181,28283,34256,32168,66424,18214,14139,32353,11727,8744,20469,8038,7099,15144,5012,4599,9616,2128,2301,4433,599,856,1456,98965,92304,191270,4741,4177,8911,1123,1086,2211,48,44,95,42,48,93,1218,1180,2398,41853,36685,78540,47883,48614,96500,55383,46713,102094,34746,39002,73747,58861,52618,111470,569,584,1149,3005,3025,6029,2876,3724,6600,7460,9534,16994,9088,10613,19702,70305,67206,137507,3219,2511,5730,5769,4833,10606,1596,1464,3063,1447,1625,3068,596,758,1360,84835,81315,166150,29783,21729,51515
CED143,71036,76296,147333,4664,4483,9147,9627,9228,18859,3815,3696,7518,3509,3476,6981,9983,11385,21365,11731,12514,24241,10334,11111,21450,7526,8058,15582,5660,6449,12107,2890,3649,6545,1299,2238,3536,67772,73171,140941,3265,3126,6394,269,271,542,15,19,32,7,3,11,295,298,590,43753,46269,90021,22885,25389,48270,55839,58639,114478,10877,13100,23978,56776,60944,117715,1258,1225,2477,9033,8671,17698,3209,3179,6396,1628,1721,3353,2162,3581,5740,41205,44493,85697,2635,2896,5536,6047,7595,13646,1622,1837,3461,886,977,1860,155,172,331,65087,70097,135186,4661,5176,9837
CED144,87610,87194,174806,6460,6084,12542,11688,10983,22666,5622,5266,10896,6744,6313,13064,15081,14407,29494,12130,11874,24001,10752,11195,21946,8639,9013,17647,5765,5862,11626,3415,4079,7494,1317,2117,3434,85258,84975,170233,2352,2222,4572,384,481,863,21,27,42,12,13,23,414,517,931,39000,38604,77605,43099,43041,86140,25318,24420,49744,57256,57781,115034,65666,66621,132285,1306,1167,2477,10500,9919,20421,4468,4402,8864,3340,2887,6227,4110,4774,8883,41837,41580,83418,3302,2999,6298,9832,9616,19447,2911,2950,5862,4489,5222,9713,1884,2523,4405,82272,81683,163951,4956,5137,10095
CED145,69848,76100,145949,4176,3968,8142,7205,7030,14239,2875,2893,5772,3690,4282,7972,14238,16623,30859,11945,12260,24204,9128,9343,18477,6733,7284,14023,5542,6206,11753,2891,3708,6598,1427,2492,3919,66534,72854,139393,3312,3243,6556,269,223,492,17,17,29,10,14,16,289,250,541,38146,41220,79363,24671,27174,51845,50914,54223,105137,12142,14488,26626,52289,56981,109266,1143,1032,2174,6520,6412,12931,2444,2482,4922,1692,2022,3713,2809,4115,6919,43687,48097,91780,2179,2233,4412,3997,4908,8910,1160,1263,2420,697,875,1572,134,159,294,60801,66382,127187,8361,9286,17649
CED146,84312,86593,170909,6402,6017,12414,13601,13074,26676,6870,6334,13198,6219,6147,12370,11203,12269,23480,11525,12655,24179,11487,11725,23207,8950,9143,18094,5109,5233,10341,2308,2842,5151,641,1156,1801,82050,84582,166635,2264,2013,4276,1350,1506,2851,22,35,51,15,15,37,1386,1556,2939,44297,43929,88229,34287,36633,70918,34543,33791,68336,44770,47627,92396,71378,72649,144027,1286,1217,2509,12248,11708,23958,5175,5065,10240,2233,2482,4720,1912,3287,5203,33134,35311,68442,4089,3741,7832,13072,12249,25323,3740,3993,7726,3741,4533,8276,1535,2389,3919,79812,81825,161639,4292,4561,8857
CED147,73932,78347,152280,4736,4418,9155,10140,9771,19914,5074,5026,10102,4305,4167,8474,8092,8545,16638,8823,9500,18323,9682,10470,20148,9173,10111,19278,7999,8767,16766,4507,5331,9841,1400,2240,3641,70277,75132,145408,3663,3215,6873,2361,2590,4954,58,54,117,44,56,100,2464,2704,5168,56827,59717,116546,12599,13901,26501,62687,66225,128915,7460,8283,15743,66194,70121,136317,1338,1260,2601,9389,9060,18450,3585,3759,7343,1049,1269,2321,1297,2593,3884,21709,24597,46306,4574,4562,9136,19331,20113,39442,5265,5846,11120,3230,3563,6796,318,419,737,68880,72790,141670,3899,4671,8569
CED194,7351,4939,12288,188,149,338,202,200,402,285,232,517,746,615,1358,1615,1091,2703,1269,629,1900,1148,646,1798,986,732,1722,719,477,1196,162,120,282,32,48,78,0,0,0,7351,4939,12288,503,289,789,17,8,26,20,3,25,538,301,839,4304,2726,7028,1663,1346,3012,4175,3038,7212,997,821,1822,4199,3009,7203,24,19,43,148,158,304,90,82,172,137,141,283,179,254,430,2208,1965,4169,385,247,633,1339,826,2159,454,274,731,286,135,420,41,24,65,0,0,0,0,0,0
CED197,171,239,412,10,4,14,7,14,22,3,7,12,9,4,9,11,24,32,18,14,34,25,31,50,22,53,74,48,60,108,16,24,42,3,7,10,173,234,409,3,3,6,4,10,10,0,0,0,0,0,0,5,10,13,102,135,232,60,86,142,119,154,279,36,55,92,137,184,325,0,0,0,10,10,22,0,5,5,0,3,3,0,6,8,52,76,125,12,15,22,38,57,93,9,22,35,13,12,27,0,0,4,0,0,0,1415,1860,3279
CED201,66363,69652,136018,3991,3872,7866,8289,7669,15960,4576,4372,8953,4741,4515,9257,8863,9126,17992,8824,9391,18208,9287,10270,19554,8467,9165,17628,5617,6241,11857,2771,3359,6138,936,1669,2603,63974,67238,131214,2389,2413,4802,287,294,579,15,15,29,3,5,5,304,310,614,43247,44075,87323,20373,22647,43023,46311,47714,94024,17660,19445,37104,56782,58887,115673,798,799,1593,7788,7294,15083,3814,3747,7556,2002,1966,3969,1650,2615,4263,29594,33110,62709,7470,7348,14820,8338,7836,16181,3397,3360,6754,2112,2694,4807,349,493,838,63088,65940,129036,2421,2944,5367
CED202,74900,79575,154483,4994,4656,9644,10103,9776,19880,5030,4788,9818,5077,5012,10086,8866,9323,18191,9144,10008,19151,9990,10904,20892,9442,10353,19794,7575,8153,15729,3531,4361,7893,1158,2251,3412,70519,75322,145843,4379,4253,8637,913,1016,1925,37,48,85,21,19,42,975,1086,2060,61760,65442,127204,7731,8304,16031,66232,70399,136633,3917,4120,8033,66875,71038,137917,971,963,1930,9279,8951,18234,3583,3617,7200,1590,1890,3486,1675,2972,4643,24569,30496,55062,9403,9680,19085,11732,10577,22303,5223,4736,9958,3443,3632,7069,199,161,359,67942,72120,140061,5742,6308,12045
CED203,78431,83533,161964,4922,4750,9670,8143,7801,15946,3865,3742,7604,6056,6470,12524,15445,15939,31381,12304,12887,25189,10116,10910,21025,7411,7989,15403,4970,5851,10818,3713,4722,8437,1482,2475,3953,75360,80342,155700,3070,3192,6267,579,637,1216,17,22,40,17,15,28,607,672,1279,46486,49963,96446,26060,27348,53408,44756,47878,92630,28413,30126,58537,60711,65790,126499,941,926,1868,7422,7091,14513,3116,3146,6263,3253,3536,6783,4218,5482,9694,40861,44999,85860,5323,4605,9928,5520,4996,10514,2593,2594,5186,4289,6049,10335,1049,1503,2550,71532,76080,147610,6079,6727,12810
CED204,73379,77047,150431,4641,4491,9136,9790,9110,18903,4700,4537,9240,4560,4591,9155,8259,8664,16921,8658,9423,18082,9712,10472,20184,9869,10539,20411,7864,8279,16144,3951,4558,8506,1365,2389,3757,69063,73040,142107,4317,4004,8319,1046,1032,2077,34,35,71,19,22,42,1102,1092,2191,60715,63918,124629,6838,6899,13731,64350,68073,132424,3167,3501,6666,64918,68905,133825,845,810,1653,8814,8247,17065,3318,3379,6693,1221,1686,2903,1358,2594,3951,23246,29135,52379,8859,8983,17836,11592,10568,22158,5178,4650,9829,3498,3559,7057,298,278,577,65852,69597,135448,6305,6320,12627
CED205,79055,77956,157011,4714,4355,9076,8985,8434,17412,5056,4583,9642,6655,5365,12019,12682,11494,24185,10599,10152,20751,9722,9841,19564,8200,8898,17092,6700,7534,14233,4301,4912,9220,1436,2376,3812,76392,75525,151911,2661,2429,5094,219,225,444,18,22,41,13,10,19,249,261,514,32132,31035,63164,42316,42372,84691,30420,29598,60016,44482,44351,88837,55773,55920,111697,909,833,1739,8129,7697,15821,4276,3995,8274,3571,2966,6533,3161,3856,7016,39462,38736,78198,5688,5336,11029,6796,6695,13491,3034,2996,6025,3950,4790,8743,1686,1809,3486,73687,72651,146343,5044,5030,10078
CED206,82569,82835,165406,5627,5229,10858,11524,11068,22592,6198,6097,12292,6800,6071,12877,12039,11558,23598,10418,10825,21246,11450,12050,23501,9131,9464,18597,5935,6221,12150,2710,3098,5806,731,1162,1893,80049,80513,160561,2524,2326,4845,394,459,855,36,23,66,6,10,13,439,494,929,44976,45054,90025,31933,32122,64053,36163,35639,71801,41567,42547,84119,67110,68098,135215,897,866,1764,10187,9792,19980,4755,5071,9834,2698,2565,5271,2410,3329,5739,32530,33770,66302,7486,6908,14389,9057,8117,17170,4395,4055,8446,5465,6455,11915,1423,2222,3652,77756,78069,155829,4824,4673,9496
CED207,70203,72559,142766,4714,4368,9089,9395,8899,18290,4710,4487,9196,4416,4154,8569,8847,9276,18127,9113,9553,18660,9745,10398,20147,8726,9334,18057,6654,7104,13756,2919,3404,6326,965,1586,2548,66710,69333,136044,3491,3228,6721,618,674,1293,25,21,45,23,21,39,661,715,1380,54743,56123,110869,11474,12296,23775,61335,63043,124376,5476,6066,11549,62419,64341,126762,1043,970,2014,8712,8257,16964,3605,3607,7214,1294,1386,2683,1393,2435,3833,23435,29431,52864,9582,9186,18770,11737,9685,21417,4737,3922,8665,2645,2733,5382,283,277,561,65437,67664,133102,3219,3468,6684
CED208,79930,84500,164433,4328,4077,8409,8487,8192,16681,5630,5767,11393,9580,8937,18523,13515,12951,26469,9925,10534,20452,9649,10556,20204,7493,8469,15963,5365,6631,11994,4108,5446,9552,1843,2942,4788,77092,81550,158637,2838,2952,5790,171,172,346,10,8,19,0,10,16,182,193,377,39859,41312,81169,36026,38953,74980,40529,41660,82193,35692,38994,74695,55945,59581,115528,985,958,1940,7981,7677,15659,4970,5195,10164,6827,6526,13357,4496,5090,9585,47063,49610,96668,5209,5269,10472,5098,5321,10418,2446,2728,5172,2560,3780,6337,690,954,1639,73608,77539,151144,6050,6733,12788
CED209,74915,77827,152740,5054,4581,9632,10389,9752,20141,4722,4494,9214,4760,4162,8919,8429,8851,17281,9605,10165,19771,9528,10360,19893,9533,10128,19665,7769,8273,16039,3727,4483,8209,1393,2588,3978,69896,73132,143032,5018,4695,9710,560,568,1127,26,14,40,17,12,27,597,595,1194,60659,63405,124062,9588,9675,19263,66113,68934,135047,4681,4717,9400,66548,69722,136276,1037,952,1996,9616,9033,18649,3675,3597,7274,1922,1961,3879,1727,2823,4558,28331,33553,61881,9874,9351,19230,9780,8940,18723,4020,3779,7802,2777,2896,5667,203,206,408,67778,70241,138020,4881,5722,10598
CED210,72793,77125,149914,4559,4368,8921,8866,8448,17318,4733,4517,9253,4845,4886,9727,9491,9797,19286,9018,9350,18372,9525,10253,19774,9036,10027,19062,7279,8124,15404,3938,4885,8824,1497,2467,3961,68847,73344,142198,3946,3777,7719,817,868,1681,44,36,80,19,17,37,878,925,1800,54931,58178,113114,12570,13194,25763,58565,62943,121509,8701,9375,18080,62381,67275,129656,883,801,1690,8047,7681,15728,3528,3493,7020,1449,1798,3240,1741,2924,4670,23553,28600,52160,9585,9275,18863,10758,10447,21203,4857,4869,9725,3914,4676,8584,457,546,1002,65387,70164,135546,6215,5728,11945
CED211,70760,76001,146767,4711,4520,9235,9035,8484,17516,4295,4115,8412,4395,4050,8448,9760,10397,20153,10484,10968,21451,9377,10018,19401,7490,8375,15861,6011,7339,13342,3675,4898,8576,1528,2841,4369,67945,73280,141216,2820,2727,5544,245,259,506,12,22,33,0,3,3,258,288,542,46559,49318,95876,21118,23260,44379,49591,52744,102335,18379,20124,38501,58416,62566,120983,1054,1032,2088,8527,8031,16552,3630,3583,7213,2100,1945,4041,2277,3410,5688,34416,38189,72604,6850,6800,13651,6873,7178,14057,2882,3079,5959,2369,3239,5610,546,754,1299,66482,70929,137418,3062,4054,7116
CED212,70672,75708,146381,4644,4229,8874,8979,8530,17506,4333,4341,8675,4224,4199,8419,8408,8878,17284,9229,9900,19126,9854,10605,20458,8650,9569,18222,7055,8324,15381,3910,4822,8734,1374,2323,3702,67075,72254,139334,3596,3454,7043,600,577,1176,24,35,59,14,23,37,641,636,1272,51285,54401,105691,14562,16196,30758,60572,64376,124945,5899,6887,12791,60619,64959,125577,1031,958,1987,8251,7869,16119,3280,3415,6690,1278,1470,2746,1411,2775,4185,26146,31525,57674,8757,8612,17367,10702,10207,20914,4165,4114,8276,2384,2936,5319,204,218,430,64886,69356,134240,4502,5223,9721
CED213,75055,78445,153498,4310,3984,8286,9382,9027,18414,4577,4072,8643,3965,3539,7498,6930,7675,14605,8521,9163,17685,10120,10851,20969,10306,11300,21612,9760,10547,20310,5306,5618,10923,1873,2671,4541,69718,73418,143134,5335,5023,10361,699,641,1340,38,37,79,18,19,45,756,700,1462,57926,60234,118160,11517,12294,23813,66535,69407,135943,3787,4074,7864,66531,69382,135917,879,854,1735,8605,8282,16894,3186,3068,6256,910,1029,1946,1052,2300,3353,23916,29494,53404,9937,9946,19882,13226,11545,24772,5405,4755,10159,3166,3512,6681,268,223,485,67039,70663,137703,5859,5923,11780
CED214,82718,83151,165873,5954,5605,11557,8674,8541,17214,4102,3854,7953,6068,5335,11400,15500,14896,30389,13395,13154,26545,10742,10861,21606,8309,8513,16824,5385,5942,11333,3272,4224,7489,1332,2230,3558,79565,80182,159744,3151,2972,6127,415,376,789,20,28,46,11,5,22,450,410,864,47101,47664,94764,29754,29667,59421,47204,47398,94607,30241,30668,60914,63762,65890,129651,1105,977,2090,7832,7750,15579,3249,3202,6454,2837,2557,5396,3672,4775,8446,40087,41288,81376,6458,5353,11811,7302,6387,13684,3044,2989,6033,4246,5648,9891,1208,1579,2787,76648,77078,153723,5331,5430,10759
CED215,70685,72339,143033,4145,3899,8048,8689,8297,16991,4170,3930,8105,3873,3634,7512,7679,7982,15661,7658,7945,15605,9057,9759,18811,10322,10866,21189,9235,8911,18142,4446,4900,9345,1409,2213,3623,65426,67620,133043,5261,4721,9986,1289,1378,2663,38,36,75,27,23,47,1351,1435,2783,56269,57204,113472,7881,8325,16204,60869,62829,123696,3325,3675,7001,61478,63551,125031,729,690,1421,7741,7428,15170,2856,2833,5692,636,956,1587,984,2199,3187,17987,22999,40986,9885,9822,19706,12795,11409,24212,5574,5044,10616,4184,3939,8122,251,244,496,61603,64035,125639,7274,6744,14019
CED216,70625,76996,147627,3947,3933,7877,10082,9804,19886,4796,4403,9201,4153,3945,8093,7234,7786,15026,9094,10429,19527,11068,12289,23363,8822,9521,18340,6417,7200,13616,3276,4299,7583,1736,3387,5121,67203,73815,141014,3427,3184,6611,116,110,230,10,6,22,0,0,0,133,117,245,46373,50137,96516,20537,22899,43431,53542,57453,110991,13599,15847,29447,59112,64557,123667,1108,1056,2163,9471,9257,18727,4231,3959,8190,2373,2276,4652,1805,2925,4732,39754,43415,83171,4972,5841,10813,4527,5332,9864,1984,2150,4133,1563,2162,3731,221,293,516,65344,71085,136425,3467,4553,8022
CED217,96210,98479,194692,8234,7943,16177,15187,14750,29937,6526,6207,12732,6502,6342,12841,14625,15811,30439,15658,16146,31806,11960,12374,24335,9102,9829,18932,5922,5917,11840,2032,2296,4329,462,870,1332,93405,95780,189184,2804,2702,5504,723,750,1472,33,21,49,8,14,24,762,790,1554,55827,56292,112112,33989,35645,69640,51013,51384,102399,38849,41113,79958,78891,80547,159441,1424,1437,2860,13584,13222,26806,4949,5016,9966,2137,2345,4486,2306,3808,6113,36321,40625,76940,8859,7970,16834,11179,10007,21189,4722,4319,9043,4365,5189,9552,1089,1536,2627,90177,92617,182797,5435,5193,10629
CED218,73754,80188,153942,3802,3516,7318,7283,7255,14539,3682,3811,7492,6190,7375,13562,15885,16925,32810,10572,10771,21348,9229,9791,19024,7229,8091,15318,5422,6307,11729,3150,4070,7216,1305,2274,3576,70131,76645,146774,3625,3539,7167,199,174,374,11,10,19,3,4,11,215,185,403,45167,48470,93636,23624,26494,50115,50733,54002,104736,18276,21302,39575,56850,61311,118162,973,897,1868,6779,6790,13567,3219,3378,6600,3676,4436,8116,3489,4569,8060,47196,51850,99043,3965,4409,8377,3439,3858,7295,1501,1540,3039,1473,2073,3544,277,443,714,67202,73153,140355,5525,6248,11777
CED219,99928,99939,199864,8656,8240,16895,14810,14094,28907,6919,6364,13280,7426,6790,14217,15799,16855,32657,15306,14651,29957,12359,12521,24879,9659,10006,19661,5704,5999,11702,2536,3060,5595,751,1356,2108,96950,97243,194195,2980,2691,5669,501,548,1050,38,23,59,17,17,35,555,594,1150,50968,50897,101864,42890,43044,85932,52421,52294,104713,42133,42403,84539,78329,77901,156231,1349,1265,2610,13314,12740,26057,5280,5168,10445,2365,2562,4920,2587,4294,6878,38765,41457,80220,9221,8329,17551,12364,10825,23192,4907,4674,9584,4119,4755,8876,1593,1858,3447,94303,94289,188594,4790,4913,9703
CED220,74463,76814,151282,4753,4596,9348,9166,8438,17609,4452,4206,8662,5635,4857,10492,10971,10949,21917,10513,10934,21443,9825,10420,20246,8082,8553,16631,5787,6695,12479,3676,4619,8294,1600,2551,4156,71931,74362,146299,2531,2456,4984,165,195,361,11,12,24,7,6,8,182,214,392,39226,39311,78533,31368,33595,64962,37941,38259,76205,33123,35147,68270,58688,60850,119541,1023,992,2019,8525,7847,16368,3712,3665,7376,2979,2663,5645,2666,3369,6033,36131,37659,73789,5845,5530,11380,6702,6296,12997,2869,2994,5861,3838,5261,9104,1365,1956,3324,70311,72443,142746,3409,3699,7109
CED221,69002,71186,140183,3946,3813,7758,8887,8539,17428,4324,4020,8349,3671,3184,6854,6764,7264,14024,7723,8393,16112,9389,9955,19338,10270,10684,20960,8596,8507,17106,4027,4483,8505,1411,2343,3755,63759,66415,130173,5240,4774,10011,989,1117,2108,51,41,99,24,22,48,1071,1178,2248,56617,58213,114836,6557,7007,13565,60738,62702,123437,3037,3385,6418,61530,63635,125167,796,800,1596,8051,7740,15792,3062,2939,6004,717,878,1590,1061,2374,3439,19230,24510,43740,9212,9199,18410,12966,11225,24185,4986,4280,9260,3668,3451,7121,213,204,417,60702,63320,124021,11435,10544,21979
CED222,77790,80861,158654,5410,5236,10646,10141,9579,19725,4790,4554,9346,5172,4644,9815,10785,11317,22099,11681,12214,23895,10966,11343,22302,8604,9047,17648,5945,6744,12693,3064,3961,7023,1244,2218,3458,74723,77978,152706,3069,2878,5948,350,360,709,30,23,58,11,10,27,399,394,792,47672,48951,96621,25687,27318,53005,51134,52961,104097,22588,23722,46310,63892,66580,130474,1098,1066,2165,9334,8853,18185,3797,3830,7628,2001,1988,3989,2034,3213,5243,33480,36921,70398,7757,7085,14843,8931,8472,17404,3536,3538,7069,3066,3901,6965,1046,1225,2278,72664,75332,148001,3878,4360,8235
CED223,68661,72644,141301,4460,4345,8799,8877,8462,17336,4330,4040,8365,4365,4158,8520,8564,8872,17438,9584,10296,19883,9478,10312,19791,8497,9343,17847,6243,6818,13056,3036,3863,6897,1225,2142,3368,65666,69765,135430,2995,2884,5873,352,369,717,11,12,29,4,8,11,371,385,760,50571,53059,103632,14724,15938,30664,53341,55593,108939,12237,13793,26031,59977,63279,123254,972,1035,2003,8373,7968,16343,3644,3503,7146,2113,2143,4252,2083,2955,5036,33929,37328,71254,6601,6469,13072,6386,6290,12676,2741,2769,5515,2128,2893,5026,288,388,672,64022,67887,131907,3696,3918,7614
CED224,69428,75971,145399,3309,3188,6495,9046,8668,17717,5202,5190,10388,6074,5875,11947,10014,10329,20340,8168,9581,17749,9578,11002,20576,7751,8607,16356,5668,6595,12264,3110,4071,7178,1496,2877,4377,66294,72756,139050,3136,3214,6345,128,119,252,7,5,10,0,5,8,141,128,268,44348,47388,91732,21575,24810,46384,46888,50231,97119,19103,22156,41258,56328,61098,117426,887,859,1749,8526,8206,16735,4749,4763,9504,3903,3647,7552,2939,3810,6752,43333,47269,90608,3867,4758,8628,3200,3913,7110,1642,1793,3438,1257,1976,3239,311,374,686,63740,69616,133361,4441,5123,9568
CED225,77806,79156,156965,5366,5084,10448,11833,10975,22811,6043,5528,11570,5018,4805,9819,8894,9485,18379,11137,12190,23326,11731,12073,23807,8901,9122,18023,5553,5856,11413,2519,2765,5285,810,1272,2077,74847,76358,151202,2962,2800,5755,329,355,691,19,19,44,4,12,18,362,384,749,54634,55294,109922,19381,20010,39393,61192,61495,122686,13265,14326,27592,67491,68306,135796,1070,1033,2101,11046,10244,21294,4872,4579,9448,1760,1941,3702,1561,2988,4547,30657,35929,66591,9324,8434,17754,10532,8735,19267,4041,3519,7567,2219,2430,4642,278,350,622,73356,74561,147916,3181,3516,6691
CED226,116323,115662,231979,11611,10803,22412,17624,16513,34136,6931,6573,13511,7506,6988,14491,20978,22730,43711,19997,18720,38714,13687,13632,27320,9544,10077,19623,5628,5933,11563,2236,2655,4894,573,1034,1608,112837,112522,225359,3489,3139,6623,944,853,1797,23,29,46,15,20,32,982,898,1879,61530,60796,122323,48152,48215,96373,61851,61479,123330,47183,48036,95219,86111,84861,170976,1797,1777,3570,15867,14908,30778,5297,5324,10620,2775,2737,5507,3664,5663,9324,49115,52283,101399,9532,8976,18505,12241,10892,23134,4831,4597,9426,3633,4430,8062,831,1222,2054,108848,109291,218137,6553,5573,12127
CED227,68643,69947,138592,4145,3810,7955,8763,8165,16934,4403,4098,8501,3723,3561,7289,7510,7630,15144,7163,7672,14831,9081,9444,18522,9912,9756,19671,7911,7842,15751,4368,5171,9536,1661,2810,4469,64113,65823,129933,4534,4126,8660,1710,1875,3587,73,72,146,50,39,84,1833,1991,3820,56045,57050,113099,5958,6273,12233,58147,59577,117722,4753,4770,9528,60155,61523,121682,769,707,1472,7793,7328,15123,2999,2951,5949,502,806,1307,892,1805,2693,16168,20808,36969,9481,9519,18996,12200,10724,22930,5832,5067,10901,5028,4690,9722,529,451,978,61052,62166,123220,6861,6774,13635
CED228,81884,84532,166417,5018,4742,9761,9222,8764,17991,4852,4726,9577,6803,6090,12891,13890,13738,27629,11037,11550,22591,10662,10931,21595,8743,9598,18337,6363,7082,13440,3855,4914,8770,1444,2396,3842,78830,81700,160532,3052,2835,5893,264,257,521,21,19,46,5,8,14,297,290,579,44123,45181,89307,32082,33604,65684,39657,40198,79849,37290,39452,76738,64227,67236,131462,897,831,1728,8349,7932,16285,3972,4041,8018,3284,3006,6292,2977,4111,7086,38787,40279,79064,6510,5800,12304,7104,6913,14016,3261,3372,6633,4801,6530,11335,1410,2066,3477,76414,78856,155275,4952,5279,10229
