CED_CODE_2016,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
CED111,5058,169,6,5237,36,3,0,0,39,9,0,9,44,10,0,52,132,23,0,3,164,10,4,14,178,11,0,189,169,28,0,3,199,16,4,23,223,17,0,239,4540,529,80,43,5192,62,30,89,5282,188,6,5472,1030,134,23,30,1219,38,19,57,1275,308,6,1582,12,0,0,5,20,0,0,0,19,0,16,31,5579,662,100,77,6426,104,48,145,6570,499,23,7092,945,111,12,4,1074,16,7,22,1095,61,0,1154,1511,146,20,13,1689,18,0,17,1709,39,0,1747,32,12,9,0,50,4,0,4,56,4,0,53,10,0,0,16,26,0,0,0,26,0,3,29,2498,267,44,31,2838,33,10,46,2884,96,0,2984,27,4,0,0,34,3,0,7,43,10,0,45,71,5,0,0,76,10,0,7,86,9,0,92,98,13,3,0,113,14,3,13,124,13,0,141,2592,278,46,32,2954,44,13,58,3006,111,0,3124,521,58,21,6
CED112,4815,209,6,5033,32,9,0,0,37,7,0,7,49,9,0,52,160,18,3,3,181,8,0,7,194,6,0,199,195,28,3,3,222,15,0,14,241,15,0,255,4305,482,103,58,4948,83,18,104,5053,228,6,5288,1263,188,47,24,1523,48,7,57,1581,240,0,1818,10,0,0,4,15,0,0,0,15,0,5,22,5580,668,154,89,6482,132,31,156,6641,469,16,7130,927,112,17,8,1060,11,0,17,1080,71,0,1149,1451,145,22,14,1629,16,9,31,1656,70,3,1731,43,5,18,0,64,3,0,3,66,0,0,67,14,0,0,14,28,0,0,0,28,0,3,31,2435,258,55,35,2782,38,13,48,2830,143,4,2976,32,3,0,0,37,0,0,3,41,0,0,39,79,6,0,0,86,3,0,3,87,5,0,95,109,8,0,0,121,7,0,4,129,8,0,137,2541,273,56,35,2905,43,13,57,2959,150,4,3113,598,91,18,22
CED113,5076,184,8,5273,43,3,0,3,50,0,0,3,54,4,0,53,63,12,0,3,83,3,7,6,88,4,0,91,109,16,3,6,129,8,7,15,139,9,0,145,4454,527,80,81,5147,57,21,76,5220,186,8,5419,867,123,42,28,1062,40,0,41,1103,178,0,1282,11,3,0,10,17,0,0,0,17,0,21,35,5333,650,121,122,6222,91,22,118,6339,367,26,6735,1296,144,24,8,1478,11,3,12,1488,71,0,1559,1195,181,27,17,1421,14,3,19,1441,52,3,1496,46,11,18,0,76,0,0,0,76,3,0,75,23,0,0,25,51,0,0,0,51,0,0,47,2561,335,74,56,3023,24,9,30,3050,132,6,3191,17,0,0,3,24,3,0,3,23,3,0,25,33,9,0,0,44,0,3,3,41,0,0,41,51,13,0,3,65,4,3,8,70,3,0,74,2611,346,74,54,3083,26,10,38,3125,131,6,3262,405,65,16,11
CED114,5203,202,9,5416,28,3,0,0,33,13,0,13,49,13,0,59,94,9,3,6,113,3,6,5,120,3,3,126,123,13,4,6,150,18,6,23,166,11,3,188,4673,436,97,92,5291,54,23,76,5370,218,12,5601,1167,178,22,37,1405,58,8,67,1469,271,8,1749,15,8,0,3,25,0,0,0,25,7,18,50,5853,622,122,135,6728,119,26,143,6867,494,40,7407,1135,102,27,8,1266,21,3,22,1288,62,4,1352,1621,159,33,13,1829,13,7,23,1845,60,0,1907,50,6,11,0,78,0,0,0,78,4,0,77,13,3,0,15,26,0,0,0,26,4,0,31,2822,267,70,37,3200,35,10,45,3244,125,4,3373,22,6,0,0,23,13,0,11,38,3,0,39,35,3,3,4,45,6,0,5,48,4,0,56,60,4,3,4,67,18,0,16,84,7,0,95,2880,274,75,42,3271,48,17,65,3330,127,6,3465,510,80,14,4
CED115,2751,237,5,2995,44,17,0,0,67,22,10,30,98,17,0,112,94,40,0,7,140,32,7,39,177,30,0,208,137,54,0,11,201,52,19,73,276,49,0,320,2314,443,26,65,2844,124,56,180,3025,285,5,3319,1590,607,45,105,2350,129,51,173,2519,1168,14,3706,15,3,0,17,35,4,0,4,40,6,60,98,3918,1052,72,182,5224,258,102,355,5583,1458,81,7121,729,86,0,5,817,22,11,36,856,80,3,940,589,165,6,19,776,31,3,34,812,83,0,902,10,7,4,0,17,0,0,0,21,0,0,21,13,3,0,17,43,0,0,0,42,6,0,45,1346,257,6,41,1659,57,17,75,1734,173,6,1914,28,15,5,3,47,15,0,13,65,4,0,69,56,34,0,0,94,8,19,28,119,18,0,134,90,46,5,3,139,25,22,38,186,26,0,206,1434,306,12,49,1802,79,39,113,1916,199,6,2117,859,320,26,46
CED116,3744,213,3,3961,24,6,0,0,36,12,0,12,42,4,0,48,82,22,3,7,104,6,0,12,119,8,0,125,109,29,3,7,143,17,0,23,159,15,0,180,3130,549,81,40,3807,76,25,100,3905,232,3,4140,872,170,28,29,1095,58,12,77,1163,235,9,1408,12,0,0,3,18,0,0,0,18,0,22,35,4009,722,111,72,4913,141,35,177,5087,469,31,5587,725,105,18,0,849,16,5,18,868,62,0,932,1187,211,20,10,1423,19,3,29,1454,71,6,1527,36,8,8,0,44,6,0,6,50,8,0,58,10,0,3,23,37,0,0,0,37,3,0,36,1957,320,53,28,2354,41,12,51,2411,148,6,2556,14,3,0,0,15,8,0,8,24,4,0,24,31,7,0,0,40,3,0,3,38,8,0,46,44,8,0,0,57,12,0,12,62,13,0,76,1999,327,53,34,2412,51,9,67,2475,155,6,2634,369,95,13,18
CED117,4784,144,16,4947,35,6,3,0,45,0,0,0,49,3,0,53,107,10,0,0,116,0,0,0,116,3,0,123,143,19,5,0,165,0,0,0,166,8,0,174,4309,481,53,33,4881,65,11,73,4953,150,16,5122,840,98,8,27,972,16,0,23,991,91,3,1086,5,0,0,4,7,0,0,0,7,0,17,21,5151,577,57,68,5858,83,10,99,5951,246,35,6226,902,133,6,4,1048,21,3,26,1070,58,0,1132,900,114,9,3,1029,17,3,22,1049,23,3,1078,22,0,8,0,28,0,0,0,28,0,0,28,3,0,0,3,13,0,0,0,13,3,0,17,1832,251,19,11,2115,39,8,52,2160,87,7,2254,22,7,0,0,22,3,0,3,33,3,0,30,42,5,3,0,50,0,0,0,55,0,0,55,59,13,3,0,77,4,3,4,87,3,0,89,1895,262,20,15,2191,46,9,53,2250,92,7,2341,341,52,3,6
CED118,7461,189,11,7665,147,20,0,6,176,19,4,27,198,11,0,210,236,35,0,0,268,12,4,14,283,6,3,293,387,49,0,3,443,31,10,40,482,17,3,504,6931,652,72,128,7775,139,29,171,7944,206,9,8168,2198,282,29,74,2587,55,15,76,2661,270,10,2936,14,0,0,13,24,0,0,0,24,0,31,57,9135,935,105,216,10390,200,46,246,10633,471,53,11158,1775,132,9,24,1932,43,0,46,1980,82,3,2058,1596,145,23,20,1779,20,4,25,1799,47,0,1850,37,8,7,0,51,0,0,0,56,0,0,56,19,7,0,21,46,3,0,3,44,4,0,50,3424,290,33,60,3808,67,7,71,3877,131,3,4015,67,10,0,0,80,14,0,15,96,3,0,101,93,13,0,0,111,11,0,12,118,6,0,130,165,27,0,4,194,16,3,20,213,11,0,224,3589,314,33,67,3996,85,10,97,4092,145,4,4239,954,125,21,28
CED119,6797,102,4,6911,36,3,0,0,39,5,0,5,51,8,0,54,128,9,0,0,134,7,0,7,142,0,0,142,165,11,0,0,179,13,0,13,193,9,0,197,6311,454,56,77,6903,75,8,91,6987,108,4,7104,1311,101,21,36,1470,30,7,37,1510,84,3,1595,10,0,0,3,14,0,0,0,14,0,9,24,7629,556,78,119,8386,106,13,123,8506,192,17,8717,1342,109,15,11,1471,15,7,20,1493,42,0,1542,1999,118,15,21,2151,20,3,26,2177,26,0,2205,40,11,0,0,58,0,0,0,58,3,0,60,3,3,0,19,26,0,0,0,26,0,0,30,3389,239,35,53,3708,35,7,46,3758,70,4,3829,19,0,0,0,23,4,0,3,21,3,0,27,56,4,0,0,69,5,0,5,71,4,0,71,78,9,0,3,87,5,0,4,91,4,0,100,3461,245,36,50,3798,39,13,55,3846,77,4,3926,574,43,11,11
CED120,5981,147,12,6139,59,5,0,0,63,5,0,5,68,6,0,77,120,15,6,6,149,3,3,6,152,9,0,161,179,23,6,6,213,3,3,12,226,14,0,238,5452,475,111,92,6134,58,13,72,6205,160,12,6380,1398,148,40,43,1624,34,8,43,1670,163,8,1840,4,4,0,6,15,0,0,0,15,0,15,35,6853,625,152,148,7778,90,20,112,7887,324,35,8250,1326,110,17,14,1466,13,3,19,1479,49,0,1531,1722,160,18,19,1921,26,0,28,1941,37,7,1983,50,11,21,0,85,0,0,0,85,9,0,87,18,4,0,24,45,0,0,0,45,0,0,45,3111,280,54,55,3512,39,3,44,3552,97,7,3651,44,3,0,0,46,4,4,7,55,3,0,58,61,9,0,3,73,5,0,8,77,11,0,85,102,12,0,3,111,9,8,13,131,11,0,145,3211,289,56,58,3624,45,8,54,3684,106,7,3794,699,69,15,22
CED121,4534,186,12,4730,33,6,0,8,49,20,0,20,66,16,0,78,124,23,0,3,152,9,0,16,163,9,3,169,154,28,0,10,195,33,0,33,232,19,3,249,4074,408,84,88,4656,94,14,109,4761,203,10,4984,1350,173,35,36,1592,76,14,92,1679,272,3,1956,20,4,0,9,32,0,0,0,32,0,18,48,5442,584,116,132,6276,171,25,197,6476,478,30,6984,848,86,18,5,954,28,3,29,985,50,0,1038,1371,154,27,7,1561,23,0,27,1583,61,3,1644,66,8,12,0,89,3,0,3,89,3,0,94,19,0,0,15,34,0,0,0,39,0,0,42,2309,252,57,32,2644,54,5,59,2699,113,3,2814,26,13,0,0,40,13,0,13,52,0,0,50,58,12,0,4,78,5,0,5,81,9,0,91,88,24,0,4,115,20,0,20,132,5,0,142,2396,273,53,33,2759,69,5,75,2831,122,3,2954,614,82,18,19
CED122,5128,147,8,5282,43,6,0,0,47,12,0,11,59,0,0,64,120,14,0,5,132,9,0,10,148,3,0,151,158,18,0,5,187,18,3,18,208,3,0,213,4560,513,64,79,5211,106,15,121,5331,154,5,5488,1105,138,22,13,1272,31,10,42,1318,176,7,1500,4,0,0,4,12,0,0,0,12,3,14,26,5666,645,83,94,6499,132,29,162,6657,337,27,7013,1086,108,8,0,1206,30,4,32,1240,61,0,1303,1235,114,16,12,1375,12,3,18,1394,38,5,1437,38,0,14,0,52,0,0,0,51,0,0,55,13,3,0,15,31,0,0,0,31,0,3,34,2374,228,32,26,2661,40,10,50,2717,104,5,2827,29,3,0,3,34,3,3,10,37,0,0,37,56,5,0,0,56,3,0,7,62,0,0,66,80,10,0,3,95,8,3,10,105,0,0,104,2458,237,32,30,2757,50,17,64,2819,104,5,2930,465,73,7,3
CED123,5618,171,9,5794,69,13,3,3,85,11,4,17,95,6,0,102,151,17,4,0,177,10,0,10,192,13,0,201,220,27,8,4,259,24,3,31,285,20,0,306,5221,432,62,77,5795,93,18,112,5904,189,9,6100,1812,194,27,58,2097,49,6,61,2154,261,8,2418,8,0,0,14,22,0,0,0,22,3,22,47,7044,629,93,145,7913,146,27,167,8080,452,34,8567,1312,91,14,7,1422,26,4,25,1447,64,0,1512,1416,112,17,14,1557,19,0,19,1574,47,0,1620,54,3,9,0,73,3,0,3,70,0,0,72,10,0,0,13,27,0,0,0,27,0,3,33,2792,212,35,37,3079,42,6,47,3123,112,8,3241,35,7,0,3,41,11,5,9,52,5,0,58,68,12,0,0,85,5,0,5,87,3,0,89,105,17,0,5,126,17,5,17,144,7,0,153,2898,231,40,39,3202,56,8,61,3263,124,8,3392,802,96,18,22
CED124,3641,215,3,3858,28,7,0,0,39,17,0,17,52,14,0,66,85,11,3,0,99,9,0,9,107,3,3,118,112,22,3,3,138,25,0,25,160,19,3,184,3065,499,76,53,3698,89,14,106,3807,228,9,4039,850,172,31,35,1089,78,12,89,1175,324,6,1502,4,0,0,3,8,0,0,0,8,0,21,32,3927,671,103,89,4798,167,30,193,4992,554,29,5576,722,104,15,7,848,12,0,18,865,57,0,928,1039,203,26,14,1284,23,3,31,1312,68,0,1383,24,20,9,0,56,0,0,0,56,3,0,57,15,0,0,22,35,3,0,3,38,0,0,34,1798,326,48,45,2216,44,9,48,2267,135,0,2405,16,8,0,0,23,7,0,7,33,9,0,35,50,4,0,0,50,3,0,3,57,3,0,58,61,10,0,0,70,14,0,11,84,10,0,97,1856,331,54,49,2287,59,7,63,2353,143,0,2503,392,100,20,18
CED125,4942,223,8,5174,94,15,0,4,116,12,0,12,123,13,0,135,189,28,0,7,221,15,0,13,237,19,3,259,284,41,0,12,333,26,0,31,364,30,3,389,4480,553,75,74,5185,98,26,124,5306,251,10,5567,2000,339,39,85,2458,77,22,101,2559,484,6,3048,12,0,0,3,18,3,0,3,19,8,31,55,6486,892,111,167,7661,174,51,228,7888,742,45,8675,1169,120,12,16,1316,21,10,28,1342,93,0,1442,1112,169,16,8,1312,10,9,19,1332,67,4,1399,45,7,10,0,63,0,0,0,63,3,0,66,27,4,0,27,55,0,0,0,55,8,0,62,2354,305,38,54,2745,34,15,50,2794,169,7,2970,53,13,0,0,65,12,0,12,80,3,0,87,71,13,0,7,87,10,3,9,101,9,0,104,121,30,0,6,158,20,3,19,178,12,0,192,2474,329,38,59,2902,57,19,74,2972,181,5,3156,851,181,14,31
CED126,6648,139,12,6795,31,7,0,0,39,10,0,10,50,3,0,53,129,4,0,3,141,4,0,5,144,0,0,144,163,12,0,3,177,12,0,15,191,3,0,200,6106,496,92,64,6756,78,12,88,6839,146,12,6995,1221,112,23,35,1389,30,4,31,1421,76,0,1502,3,0,0,4,10,0,0,0,10,0,14,22,7328,609,114,103,8146,106,17,123,8270,225,26,8519,1309,131,12,3,1448,19,0,21,1472,75,3,1550,1976,178,10,10,2170,21,0,17,2190,21,0,2215,33,10,5,0,45,0,0,0,45,0,0,49,11,4,0,12,33,0,0,0,35,0,0,33,3326,318,34,23,3705,43,3,42,3745,96,3,3844,19,7,0,0,21,7,0,7,30,0,0,32,70,3,4,0,78,0,0,4,82,7,0,83,91,10,4,0,99,7,0,6,108,4,0,117,3418,329,35,28,3805,49,5,48,3851,100,3,3961,530,50,10,9
CED127,4966,176,4,5147,20,0,0,0,26,4,0,4,25,5,0,32,120,10,3,8,139,5,0,5,149,4,0,150,138,17,4,8,166,12,0,9,171,13,0,186,4442,499,67,62,5078,49,18,68,5140,187,4,5333,1275,130,19,39,1457,19,5,22,1485,138,3,1629,8,4,0,3,18,0,0,0,18,3,13,31,5724,632,92,102,6547,72,27,96,6640,329,21,6997,1091,126,16,4,1232,6,5,8,1242,58,0,1302,1530,155,26,15,1733,11,4,14,1750,35,3,1781,55,3,12,0,67,0,0,0,67,5,0,77,16,0,0,8,21,0,0,0,21,4,0,26,2692,282,49,33,3055,20,3,25,3080,102,3,3186,16,3,0,0,23,3,0,3,21,3,0,25,55,4,0,0,64,0,0,0,60,7,0,66,74,9,3,0,84,3,0,4,85,8,0,95,2764,292,51,35,3143,19,7,27,3169,106,3,3279,607,70,10,15
CED128,4015,181,10,4211,64,20,3,3,84,10,3,15,101,12,0,111,125,22,3,3,163,19,4,21,187,13,0,202,193,43,7,4,241,32,10,42,285,28,0,313,3564,467,50,81,4161,106,34,140,4300,212,10,4522,2034,684,37,129,2875,128,74,202,3079,1202,31,4306,7,5,0,16,28,3,0,6,31,13,54,94,5599,1150,89,220,7062,232,111,343,7406,1423,94,8929,924,95,8,4,1035,24,9,28,1058,73,0,1137,907,147,9,6,1080,7,10,15,1096,58,8,1158,41,5,3,0,53,3,0,3,53,0,0,55,10,0,0,10,28,3,0,0,30,7,0,39,1885,248,26,28,2186,34,15,50,2239,142,13,2386,34,12,0,0,43,8,3,8,51,10,0,59,74,15,0,0,93,11,9,20,107,16,0,121,101,28,0,0,131,21,6,29,162,25,0,183,1985,278,26,29,2315,52,26,79,2396,165,13,2570,840,305,12,50
CED129,7494,163,14,7662,80,3,0,0,87,16,0,16,99,3,0,101,208,18,0,4,230,3,4,8,239,4,0,243,291,25,0,4,318,19,4,19,339,6,0,348,6998,549,78,69,7699,109,26,136,7833,167,14,8012,1979,181,17,45,2226,59,9,71,2297,137,3,2432,16,0,0,10,20,0,0,0,20,0,3,27,8990,728,96,127,9942,171,33,206,10142,306,17,10469,1735,129,12,11,1881,40,8,51,1934,95,0,2030,2014,161,13,17,2197,28,4,32,2235,33,0,2269,53,6,10,0,64,0,0,0,66,5,0,72,18,3,0,14,40,0,0,0,40,3,0,50,3817,299,35,45,4189,75,11,82,4277,135,0,4416,47,0,0,0,48,6,0,6,55,4,0,63,90,14,0,3,107,6,0,9,113,5,0,120,141,12,0,3,154,15,0,13,171,10,0,180,3953,312,39,47,4346,91,11,98,4447,143,0,4599,852,96,8,21
CED130,4598,155,7,4762,27,9,0,0,40,34,0,34,79,11,0,85,80,19,0,3,99,4,3,4,108,3,0,111,110,27,0,3,143,34,3,37,183,13,0,198,4042,466,92,79,4670,92,12,107,4774,177,7,4957,996,177,26,46,1251,49,19,71,1318,293,5,1611,9,0,0,4,12,0,0,0,18,3,8,33,5048,645,115,124,5936,144,35,173,6108,473,18,6600,1168,100,7,14,1296,18,8,26,1324,63,0,1387,1233,169,20,14,1435,25,7,27,1463,43,3,1511,36,6,11,0,57,0,0,0,57,3,0,58,16,0,0,20,36,0,0,0,41,5,0,45,2456,280,41,48,2831,44,12,57,2879,123,0,3004,18,4,0,0,25,15,0,15,38,10,0,40,26,8,3,5,42,4,0,4,46,7,0,57,45,14,3,9,64,16,0,16,84,17,0,101,2501,291,45,58,2894,61,12,76,2965,133,0,3103,422,77,5,16
CED131,4687,170,3,4862,40,13,0,0,48,12,0,12,59,5,0,63,104,20,0,0,121,16,5,18,138,11,0,156,145,27,0,0,175,23,5,27,202,17,0,221,4129,526,64,46,4772,98,21,122,4890,193,5,5086,860,129,19,20,1028,36,13,45,1078,213,0,1293,3,3,0,3,11,0,0,0,11,8,8,23,4988,661,87,75,5812,130,36,166,5979,413,7,6395,878,90,14,5,991,19,6,22,1019,62,3,1079,1312,152,16,10,1483,23,4,30,1519,46,0,1560,38,0,8,0,53,0,0,0,55,0,0,53,18,7,0,10,27,0,0,0,27,4,0,30,2245,254,33,22,2561,43,9,54,2616,109,3,2727,22,4,0,0,31,0,0,0,31,0,0,31,38,12,0,0,48,7,3,10,53,12,0,67,62,14,0,0,77,7,3,10,82,13,0,98,2304,269,33,23,2637,49,10,61,2701,120,3,2818,369,52,7,12
CED132,5316,177,8,5499,77,8,0,3,87,14,0,14,102,0,0,102,159,7,0,3,169,7,3,12,179,10,0,185,231,19,0,3,256,26,3,24,276,6,0,285,4968,391,44,57,5458,115,20,136,5596,188,8,5787,1482,113,22,26,1640,36,3,34,1674,94,3,1776,0,0,0,0,3,0,0,0,3,0,11,17,6455,504,66,78,7105,148,22,172,7279,280,23,7579,1128,122,5,4,1258,32,9,37,1296,57,0,1355,1237,101,10,7,1354,16,4,16,1370,30,0,1398,23,4,3,0,28,3,0,3,33,8,0,40,13,0,0,8,23,0,0,0,26,0,0,25,2395,222,18,18,2657,52,8,60,2720,91,0,2817,35,3,0,3,39,9,0,9,49,3,0,52,62,4,0,3,69,4,0,9,77,3,0,84,100,4,0,3,116,16,0,12,126,3,0,131,2503,232,18,26,2772,65,13,76,2849,99,0,2951,652,69,7,10
CED133,4075,250,11,4332,36,8,0,0,46,17,3,21,72,14,0,83,87,24,3,4,120,15,4,25,144,11,3,161,131,34,3,4,169,40,6,42,214,26,3,247,3350,661,61,85,4151,108,28,137,4292,273,9,4581,1019,244,18,24,1312,59,18,79,1390,329,3,1722,3,5,6,3,19,3,0,3,23,0,17,42,4373,912,86,112,5477,175,50,225,5703,606,28,6337,878,158,6,11,1058,23,7,30,1084,50,0,1134,1079,263,24,13,1376,33,6,36,1413,83,8,1503,37,8,7,0,52,0,0,0,55,4,0,57,13,5,0,10,31,3,0,3,32,3,8,40,2004,435,45,34,2510,55,18,70,2585,142,8,2743,20,11,0,0,34,14,0,10,46,6,0,53,37,6,0,0,52,4,4,5,55,11,0,68,64,16,0,0,85,16,3,19,102,18,0,120,2068,448,47,33,2599,75,22,91,2691,162,8,2863,419,116,15,12
CED134,4773,180,3,4962,37,8,0,0,48,14,5,22,74,11,0,82,44,9,0,8,60,6,0,7,63,11,0,75,85,20,3,8,111,26,3,26,136,16,0,157,4282,355,72,95,4803,76,28,107,4913,199,3,5115,1019,104,40,36,1203,88,19,106,1314,323,5,1640,24,0,0,0,22,0,0,0,22,0,32,55,5321,466,110,134,6031,169,48,215,6251,527,41,6811,1067,64,11,4,1151,12,3,18,1168,54,0,1218,1183,107,23,13,1328,24,3,26,1354,53,3,1406,34,3,14,0,52,3,0,4,57,0,0,55,13,0,0,29,47,0,0,3,49,5,0,60,2297,181,47,45,2576,35,9,48,2618,121,4,2741,29,3,0,0,29,15,3,21,47,6,0,54,25,4,3,0,29,5,3,4,34,7,0,42,52,5,3,0,59,18,3,21,86,14,0,98,2350,187,53,48,2634,54,10,67,2703,134,4,2842,387,35,13,14
