CED_CODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
CED509,4,49,3,769,33,6,9,22,4,35,3,18,11,92,1034,1252,6,3,6,19,0,9,3,9,8,94,83,242,2882,594,102,1978,201,1659,108,1078,177,4642,1192,14596
CED510,13,81,4,1196,29,3,3,21,4,31,0,13,6,85,1022,1213,15,5,4,12,3,14,0,8,0,98,53,216,2848,683,87,2076,204,1528,115,1128,172,4398,1117,14356
CED511,4,50,3,906,41,23,10,36,11,43,3,30,6,123,1158,1488,40,11,19,18,11,9,7,16,9,124,126,392,3675,922,244,2521,273,1630,167,1185,247,4973,1422,17252
CED512,14,57,0,791,58,6,4,27,9,45,8,27,10,101,1347,1637,37,9,14,3,4,12,0,4,8,103,91,288,4353,693,183,2412,319,1823,140,1084,206,4625,1536,17373
CED513,8,72,0,2118,47,8,6,24,8,36,0,18,7,68,1339,1551,22,0,8,3,3,0,3,4,4,77,73,198,5031,839,142,2452,270,1978,102,1071,154,3674,1463,17188
CED514,6,69,3,1201,33,14,4,21,13,25,5,14,5,97,984,1216,10,0,9,8,3,3,3,0,3,98,92,235,3707,796,100,2131,234,1521,106,1069,160,4585,1165,15571
CED515,13,71,3,1479,48,3,4,20,6,27,8,28,13,69,1263,1489,20,0,7,10,3,5,0,3,3,71,68,196,4431,871,105,2309,272,1997,142,1131,179,3822,1390,16661
CED516,18,150,3,1425,15,4,5,14,3,18,0,6,9,84,760,919,10,3,3,12,3,4,0,4,4,85,52,191,2263,622,64,1569,154,1356,94,1204,153,5115,858,13446
CED594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED601,3,38,4,341,6,7,3,28,3,18,3,18,4,80,525,701,12,7,3,6,0,6,0,4,10,109,63,203,1846,525,89,1582,138,920,84,853,143,3943,672,10785
CED602,6,25,3,227,11,9,0,16,5,28,0,23,3,97,533,731,5,8,3,11,0,10,0,4,3,131,85,252,1535,500,92,1610,156,1054,80,922,149,4704,712,11517
CED603,3,70,3,588,22,0,0,10,0,16,0,13,4,72,601,740,10,3,3,6,0,6,0,0,4,55,56,140,2048,566,61,1423,159,955,79,896,106,3339,715,10345
CED604,3,36,3,352,17,8,3,21,4,15,0,15,4,82,568,734,7,3,3,10,0,4,0,0,6,87,68,195,2095,591,66,1606,146,984,106,1015,135,4725,709,12182
CED605,4,38,3,240,24,15,10,23,9,44,3,26,5,125,630,909,13,3,4,12,0,7,0,10,3,160,111,321,1796,646,142,1618,140,1114,113,1084,204,5249,912,13018
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED701,5,8,0,641,33,10,4,13,3,26,3,14,3,52,571,725,20,9,10,6,0,22,5,7,7,103,127,323,2627,257,134,895,182,837,66,368,105,1741,759,7969
CED702,10,27,3,1378,46,3,4,14,9,16,5,10,7,28,840,995,10,9,6,3,0,9,3,3,4,30,56,127,4300,357,117,1386,262,1164,85,348,118,1266,938,10336
CED794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED801,16,239,4,2790,65,8,4,23,13,22,3,9,4,81,1142,1377,11,0,9,10,3,4,0,5,3,76,57,177,5619,605,143,2221,325,2026,130,1264,234,5769,1276,19604
CED802,17,109,4,1987,61,5,6,27,7,22,3,17,0,71,1095,1311,13,0,4,6,0,13,0,3,0,56,52,148,6164,696,135,2350,332,1960,94,1143,174,4827,1221,19101
CED894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
