CED_CODE_2016,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
CED111,605,22,12,26,635,155,3,791,3,0,0,3,5,0,0,0,5,0,8,15,3122,330,65,48,3563,68,23,83,3646,269,11,3932,684,62,17,0,767,15,3,18,778,25,0,808,825,98,7,7,933,7,0,7,943,34,3,982,21,0,0,0,24,0,0,0,24,0,0,21,4,0,0,10,10,3,0,3,11,0,3,16,1537,157,18,17,1731,22,3,29,1756,65,3,1828,9,6,0,0,18,3,0,0,22,3,0,23,35,3,0,0,38,6,0,6,46,0,0,44,46,9,3,3,62,4,0,6,66,3,0,69,1582,171,20,19,1792,30,3,30,1828,64,3,1895,282,51,3,9,351,7,4,13,366,107,6,472,3,0,0,0,6,0,0,0,6,0,3,9,1870,223,28,25,2143,42,10,52,2194,172,11,2379,932,96,17,5,1047,18,4,22,1075,50,0,1118,1130,142,20,10,1298,17,0,18,1313,53,0,1366
CED112,731,31,11,40,774,142,3,919,5,0,0,0,3,0,0,0,3,0,9,15,3145,363,76,58,3642,69,25,97,3736,294,17,4047,658,93,7,5,767,13,0,14,779,54,3,832,854,88,11,3,969,17,0,17,980,57,0,1041,18,0,3,0,27,4,0,4,31,0,0,31,10,0,0,11,21,4,0,4,22,5,0,27,1545,181,28,14,1778,33,0,31,1814,109,7,1929,30,4,0,0,29,7,0,7,38,7,0,41,43,5,0,0,42,3,0,3,48,4,0,54,69,6,0,0,74,4,0,9,85,5,0,91,1619,187,28,20,1855,42,3,39,1898,116,7,2020,349,59,16,7,432,11,7,18,453,82,0,539,4,0,0,0,4,0,0,0,4,0,7,9,1970,244,44,25,2290,48,10,60,2354,205,16,2566,965,100,7,7,1080,17,5,22,1107,58,7,1168,1053,119,11,9,1203,14,0,19,1220,73,0,1295
CED113,499,18,7,23,516,95,0,617,4,3,0,3,15,0,0,0,15,0,9,20,3028,412,88,72,3598,43,14,57,3654,231,19,3897,880,86,11,6,990,4,4,7,996,49,0,1051,725,101,14,6,835,3,3,9,843,35,0,881,29,7,16,0,51,0,0,0,51,0,0,51,22,0,0,12,32,0,0,0,32,3,0,37,1656,197,38,23,1909,15,5,16,1927,87,3,2018,12,0,0,0,17,3,0,5,16,5,0,23,14,5,0,0,20,0,0,0,17,0,0,17,24,5,0,0,34,5,3,10,38,5,0,41,1682,203,38,26,1945,18,4,22,1966,88,3,2060,225,25,5,11,260,4,3,6,269,75,0,348,3,0,0,0,6,0,0,0,6,0,5,11,1908,227,48,36,2216,22,7,29,2244,166,9,2418,1280,111,26,11,1429,13,8,18,1448,78,0,1529,899,141,22,11,1066,13,0,10,1080,48,0,1130
CED114,611,18,4,23,635,162,3,805,9,0,0,4,17,0,0,0,17,4,18,29,3403,358,90,46,3897,71,21,85,3982,289,27,4297,754,60,13,11,829,7,0,12,838,43,0,887,936,97,17,6,1059,14,4,14,1078,44,0,1121,36,3,3,0,48,0,0,0,48,0,0,47,12,4,0,10,27,0,0,0,27,4,0,28,1734,161,30,33,1958,21,3,28,1986,92,0,2078,11,3,0,0,16,10,0,10,24,0,0,23,32,3,3,0,36,0,0,0,36,3,0,42,36,5,3,5,51,12,0,14,60,5,0,66,1773,165,34,37,2010,28,6,35,2052,96,0,2149,282,36,8,3,330,18,7,19,347,103,0,453,10,0,0,5,11,0,0,0,11,4,7,23,2062,207,39,47,2355,49,13,59,2413,199,13,2624,1065,86,22,19,1199,9,0,12,1208,42,0,1252,1162,129,19,3,1312,14,3,21,1333,56,3,1389
CED115,1250,46,32,77,1328,696,7,2028,5,3,0,10,19,0,0,0,22,6,45,76,2300,632,39,102,3074,120,70,187,3264,896,59,4219,524,44,3,3,580,15,8,15,595,51,3,649,370,124,4,4,506,15,6,20,528,50,0,577,11,0,0,0,9,0,0,0,9,3,0,14,10,6,0,10,28,0,0,0,30,4,0,35,912,170,8,26,1122,27,11,43,1162,112,3,1273,24,0,0,0,25,14,0,11,37,0,0,46,38,25,0,0,70,16,12,26,97,8,0,108,61,25,0,0,90,29,16,43,133,10,0,147,978,199,13,26,1211,56,27,82,1298,126,3,1427,536,208,17,16,780,33,20,56,836,429,3,1266,5,0,0,5,14,0,0,0,15,3,22,31,1511,411,31,48,2007,92,49,139,2148,554,23,2721,788,86,3,10,890,22,6,31,921,96,3,1021,548,154,8,15,717,23,6,32,748,93,0,840
CED116,492,26,3,29,519,134,0,652,0,0,0,0,3,3,0,4,8,0,5,13,2369,426,64,50,2908,78,15,94,3001,288,14,3298,487,80,5,0,584,8,0,11,589,40,0,633,666,117,11,10,802,17,9,20,825,62,3,895,21,11,6,0,40,0,0,0,39,3,0,45,3,0,0,11,12,0,0,0,12,0,0,12,1178,211,27,23,1439,23,15,33,1473,108,3,1589,10,0,0,0,13,0,0,0,14,0,0,13,29,4,0,0,35,3,0,5,44,4,0,45,45,3,0,0,50,5,0,10,57,7,0,64,1217,216,23,21,1492,23,13,38,1531,111,3,1650,199,51,8,10,272,13,0,13,281,106,3,391,0,0,0,0,5,0,0,0,0,0,4,12,1424,276,31,33,1762,40,19,53,1813,224,18,2053,677,115,10,3,807,10,0,10,817,54,3,874,867,171,17,11,1059,15,9,22,1084,71,6,1153
CED117,400,7,8,8,412,47,0,461,0,0,0,0,0,0,0,0,0,0,0,5,2236,317,24,19,2593,50,15,63,2664,136,9,2807,560,88,3,0,656,11,3,12,666,35,0,700,472,55,3,4,536,14,3,17,553,22,0,569,9,0,6,0,15,0,0,0,15,0,0,19,4,0,0,5,7,0,0,0,7,0,0,11,1054,138,13,7,1214,18,6,26,1242,53,3,1296,10,0,0,0,12,4,0,4,21,0,0,21,22,3,0,0,29,3,0,3,27,0,0,27,34,4,0,0,38,11,0,13,49,0,0,49,1085,143,13,9,1254,30,6,38,1291,53,3,1347,180,17,4,0,198,3,5,8,207,33,0,243,0,0,0,0,0,0,0,0,0,0,0,0,1262,163,13,13,1453,33,9,44,1495,88,9,1591,735,82,3,4,831,26,6,26,859,51,0,919,482,68,7,3,553,14,0,13,570,34,4,604
CED118,1127,27,6,29,1154,142,0,1297,3,0,0,6,8,0,0,0,8,5,9,27,4547,433,57,97,5137,107,15,123,5255,286,19,5563,1113,88,15,9,1224,33,7,40,1263,63,0,1326,870,97,13,11,989,14,0,18,1005,18,0,1023,27,10,11,0,39,0,0,0,39,0,0,41,13,0,0,12,25,0,0,0,29,0,4,32,2022,190,32,32,2275,52,9,61,2336,85,3,2419,38,0,0,0,37,11,0,11,48,0,0,49,57,3,0,0,56,3,3,4,66,4,0,66,91,6,0,0,98,12,3,14,112,8,0,123,2113,195,32,32,2376,66,11,74,2447,87,3,2543,471,77,5,13,571,16,6,21,589,85,3,683,0,0,0,8,6,0,0,0,6,0,9,15,2587,274,36,48,2947,81,13,95,3047,180,11,3235,1624,101,14,22,1760,47,15,59,1824,60,4,1887,1086,132,20,14,1252,30,0,34,1281,31,10,1322
CED119,640,7,0,6,650,63,0,712,11,0,0,0,11,0,0,0,11,0,4,13,4045,291,41,64,4446,51,14,63,4505,143,5,4656,975,76,14,3,1070,5,4,17,1083,20,0,1104,1200,92,12,6,1309,9,0,10,1322,29,0,1347,27,7,4,0,35,0,0,0,35,0,0,35,5,0,0,3,5,0,0,0,12,0,0,12,2206,168,30,16,2420,16,10,30,2448,49,0,2501,23,0,0,0,24,0,0,0,23,0,0,26,37,0,0,0,37,0,0,0,34,3,0,37,59,3,0,0,57,0,0,0,65,5,0,70,2265,173,30,16,2483,17,15,29,2511,58,0,2565,346,24,6,3,380,3,3,3,389,34,0,424,0,0,0,0,0,0,0,0,0,0,3,6,2609,199,40,20,2867,23,11,32,2898,90,3,2996,1325,101,15,15,1462,21,4,24,1481,59,3,1540,1474,122,14,17,1627,16,0,20,1640,41,3,1685
CED120,807,18,3,22,823,97,0,921,5,0,0,3,14,0,0,0,14,0,15,30,3916,358,79,85,4446,66,12,76,4523,209,22,4747,970,50,15,12,1055,11,0,12,1064,36,3,1103,1024,90,14,12,1145,16,4,17,1163,40,0,1203,37,4,16,0,54,0,0,0,58,3,0,60,11,0,0,15,33,0,0,0,33,0,0,34,2042,148,48,43,2281,20,4,25,2308,83,6,2395,29,0,0,0,28,0,0,4,33,0,0,31,28,6,0,0,35,0,0,3,35,7,0,41,53,5,0,3,65,3,3,3,66,4,0,77,2096,154,48,48,2347,25,8,29,2378,88,6,2468,374,45,12,9,436,10,3,10,449,87,3,534,6,0,0,3,4,0,0,0,4,0,3,9,2474,203,54,59,2789,36,9,46,2827,168,8,3007,1254,94,17,9,1375,17,0,16,1391,67,0,1456,1149,104,21,12,1294,13,3,19,1314,35,0,1353
CED121,741,31,3,32,775,159,0,930,4,0,0,0,9,0,0,0,9,0,9,23,3019,353,74,57,3508,105,5,109,3617,276,14,3906,648,58,11,9,713,21,4,23,739,45,0,782,883,111,13,6,1018,16,0,16,1040,43,0,1087,22,7,6,0,44,0,0,0,44,3,0,44,13,0,0,17,29,0,0,0,33,0,0,36,1566,173,33,37,1803,44,4,47,1850,98,0,1949,20,3,0,0,25,7,0,10,35,4,0,41,35,5,0,0,42,3,0,3,45,4,0,49,59,8,0,0,65,11,0,15,83,8,0,86,1621,186,33,34,1873,55,4,54,1930,107,0,2036,374,44,6,10,437,18,3,21,455,113,0,572,3,0,0,0,3,0,0,0,3,0,8,9,1998,228,35,46,2310,74,7,80,2388,223,8,2616,967,82,8,8,1064,25,6,34,1094,63,0,1159,1046,121,20,20,1209,20,0,20,1227,47,0,1278
CED122,547,12,3,15,563,94,0,651,5,0,0,3,6,0,0,0,6,0,5,11,2921,311,46,34,3309,62,16,82,3387,200,11,3596,710,68,0,0,779,11,3,19,793,36,3,835,648,74,5,4,733,6,3,10,745,25,0,770,19,0,5,0,25,0,0,0,25,4,0,23,7,5,0,10,27,0,0,0,27,0,0,25,1374,149,14,18,1555,20,9,27,1582,64,4,1651,17,0,0,0,17,3,0,3,19,0,0,19,30,8,0,0,32,0,0,0,39,0,0,39,42,8,0,0,50,7,0,9,52,0,0,52,1419,152,14,18,1604,25,7,32,1636,64,4,1707,235,32,3,7,287,7,0,10,291,54,0,340,4,0,0,0,6,0,0,0,6,0,0,8,1664,190,20,26,1893,30,8,43,1932,120,4,2053,972,116,3,3,1098,22,0,24,1124,57,0,1179,811,110,8,4,933,8,7,12,944,39,0,989
CED123,940,35,3,36,972,148,3,1127,7,0,0,4,16,0,0,0,16,0,12,32,3708,324,52,67,4152,92,12,98,4256,273,22,4549,907,54,11,7,986,13,3,17,1000,53,3,1055,845,76,14,11,944,6,3,11,952,25,0,982,24,3,4,0,32,0,0,0,37,3,0,37,10,0,0,16,31,0,0,0,31,7,3,41,1794,139,27,29,1989,20,4,26,2016,90,6,2108,31,3,0,0,34,3,0,3,38,3,0,42,29,7,0,0,36,5,0,3,45,3,0,47,61,9,0,0,73,4,0,6,83,4,0,87,1853,150,30,33,2062,24,5,29,2092,96,6,2193,397,54,10,14,480,24,0,20,500,97,4,598,0,0,0,3,4,0,0,0,4,0,4,10,2256,203,38,47,2542,42,11,56,2600,196,12,2806,1299,77,21,12,1404,14,8,20,1422,76,0,1504,1041,109,8,8,1168,16,0,13,1189,46,0,1237
CED124,528,29,6,40,560,155,4,725,5,0,0,0,5,0,0,0,5,3,12,17,2260,436,67,67,2826,87,14,104,2926,302,14,3246,561,85,10,3,665,10,4,10,678,44,0,722,693,139,20,8,855,14,3,18,877,60,0,938,9,7,8,0,32,0,0,0,32,0,0,33,7,0,0,11,27,3,0,3,30,0,0,25,1270,237,45,30,1579,29,5,37,1609,109,0,1715,5,8,3,0,15,8,0,8,24,7,0,33,35,4,0,0,40,0,0,0,43,5,0,47,37,12,3,0,58,12,0,14,67,7,0,77,1307,244,43,32,1629,42,8,43,1675,111,0,1792,222,44,15,14,286,15,3,15,304,136,0,445,5,0,0,0,5,0,0,0,6,0,11,16,1534,290,57,42,1927,55,7,62,1985,248,10,2251,799,120,13,3,938,14,3,14,956,70,0,1027,864,180,26,11,1072,17,8,30,1101,79,0,1183
CED125,1078,39,18,59,1131,276,0,1414,6,0,0,3,10,0,0,0,14,3,14,27,3332,513,54,92,3989,98,31,129,4122,458,23,4601,803,73,11,8,897,17,8,20,917,69,0,982,742,96,3,10,846,12,3,14,862,28,0,889,30,3,15,0,44,0,0,0,44,3,0,45,16,0,0,12,31,0,0,0,31,3,0,33,1583,168,31,27,1815,24,9,35,1847,103,0,1951,30,6,0,0,37,4,0,3,36,7,0,43,44,10,0,4,58,5,3,8,62,4,0,68,71,19,0,4,92,7,3,14,103,9,0,115,1658,188,31,30,1910,34,13,43,1950,112,0,2067,514,99,7,20,641,24,3,31,676,196,0,874,7,0,0,0,3,0,0,0,3,0,14,24,2176,292,38,51,2554,61,15,81,2635,307,22,2964,1114,98,20,9,1250,26,6,38,1284,95,0,1378,883,114,13,20,1033,11,6,19,1052,54,0,1107
CED126,603,11,0,11,620,55,3,676,4,0,0,5,5,0,0,0,5,0,7,11,3948,378,45,44,4419,55,3,61,4477,161,15,4649,960,81,8,4,1047,10,0,11,1063,43,0,1100,1118,124,8,9,1259,15,3,14,1270,28,0,1299,15,4,7,0,23,0,0,0,23,0,0,23,6,0,0,13,14,0,0,0,14,3,0,17,2099,205,20,18,2350,21,5,24,2375,75,0,2443,8,0,0,0,16,3,0,3,19,3,0,21,42,0,0,4,44,3,0,3,46,0,0,49,48,0,0,3,61,10,0,10,68,3,0,69,2153,208,17,22,2404,30,5,31,2436,76,0,2510,298,31,6,9,347,3,0,9,352,28,0,387,6,0,0,0,3,0,0,0,3,0,3,9,2449,246,24,35,2756,33,8,37,2796,110,3,2908,1274,125,19,8,1419,19,0,21,1438,64,0,1501,1456,185,7,7,1659,19,0,17,1672,50,0,1727
CED127,704,13,3,23,729,89,0,818,0,7,0,3,6,0,0,0,6,3,5,15,3374,367,63,53,3854,40,11,50,3907,196,7,4104,783,86,7,4,885,11,3,14,897,41,0,937,888,109,8,10,1019,4,0,8,1025,19,0,1043,19,0,7,0,29,0,0,0,29,3,0,29,7,0,0,8,19,0,0,0,19,0,0,15,1703,194,22,26,1941,13,4,24,1968,61,0,2032,20,0,0,0,19,0,0,0,21,0,0,23,36,3,0,3,38,0,0,0,42,3,0,40,56,4,0,3,61,0,0,0,60,6,0,65,1755,193,22,25,2005,16,4,25,2024,71,0,2096,338,50,9,6,400,5,3,7,413,60,0,477,4,0,0,3,10,0,0,0,10,0,3,16,2096,247,33,40,2411,23,7,32,2446,132,3,2580,1094,109,14,5,1219,11,0,11,1232,73,0,1304,1137,151,19,11,1315,11,4,13,1330,53,3,1385
CED128,1208,56,42,102,1309,702,18,2021,3,4,0,3,8,0,0,0,8,5,32,49,2833,583,44,78,3533,112,67,182,3716,869,61,4645,646,76,4,3,735,23,3,23,758,45,0,803,551,83,9,12,656,8,3,15,669,46,0,720,21,0,3,0,32,0,0,0,31,0,0,33,9,0,0,23,31,0,3,0,33,8,0,44,1230,160,13,38,1446,36,7,42,1491,106,4,1599,30,4,3,0,37,8,0,10,44,4,0,52,28,9,0,0,42,9,5,14,55,9,0,68,57,16,3,0,82,13,6,19,103,19,0,118,1288,179,19,38,1527,42,20,65,1590,121,4,1716,508,192,8,27,733,33,27,56,790,450,9,1251,3,0,0,4,10,0,0,0,12,0,20,31,1795,373,26,78,2275,80,44,118,2391,574,27,2995,915,69,13,14,1011,20,3,20,1032,88,0,1122,703,141,14,17,873,10,4,21,894,66,0,964
CED129,978,24,5,24,999,70,3,1069,9,0,0,4,8,0,0,0,8,0,6,13,4819,412,43,63,5339,106,19,124,5460,210,9,5684,1186,102,8,7,1299,29,3,35,1334,56,0,1387,1152,127,12,10,1297,23,0,27,1322,23,4,1355,31,7,5,0,45,0,0,0,43,0,0,48,17,0,0,15,34,0,0,0,37,0,0,39,2388,234,26,33,2678,52,11,61,2737,79,3,2825,25,3,0,0,25,7,0,7,32,0,0,37,64,6,0,0,72,3,3,7,77,5,0,80,88,10,0,0,96,8,3,11,112,8,0,114,2475,243,24,34,2773,59,14,75,2851,86,3,2937,495,61,5,8,570,3,6,13,583,31,3,616,0,3,0,0,3,0,0,0,3,0,7,8,2973,307,32,46,3347,67,20,84,3435,120,13,3566,1681,125,21,13,1837,26,3,27,1863,73,0,1932,1427,183,17,6,1629,42,0,44,1675,42,3,1718
CED130,522,21,5,25,550,181,4,738,6,0,0,0,12,0,0,0,12,0,12,26,2930,366,53,79,3427,83,15,98,3528,319,18,3865,752,88,6,3,851,12,4,16,862,30,0,893,683,123,12,10,822,16,4,13,840,34,0,873,14,4,6,0,25,0,0,0,25,0,0,27,14,0,0,15,24,0,0,0,24,7,0,32,1464,209,27,22,1725,24,9,31,1755,73,0,1827,10,3,0,0,14,4,0,4,19,4,0,26,25,3,0,0,26,7,0,7,30,3,0,30,32,3,0,4,45,7,0,7,53,8,0,60,1501,214,27,26,1766,28,9,34,1806,84,0,1890,231,45,7,12,297,15,0,14,314,124,0,434,3,3,0,0,4,0,0,0,4,3,3,15,1738,262,33,41,2074,41,11,49,2123,208,3,2334,993,111,19,10,1128,16,6,17,1148,53,0,1195,829,138,18,16,1003,16,3,19,1020,53,0,1068
CED131,443,19,5,23,470,114,0,578,6,0,0,0,9,0,0,0,9,0,5,14,2682,325,40,36,3081,72,15,87,3171,234,9,3416,544,62,9,3,623,13,4,15,637,28,0,671,771,84,8,3,865,10,5,13,882,32,0,915,20,0,3,0,29,0,0,0,32,3,0,31,8,5,0,10,18,0,0,0,18,3,0,24,1344,150,25,22,1535,23,6,34,1571,68,0,1640,13,0,0,0,13,0,0,0,11,0,0,11,27,3,0,0,30,3,3,7,38,4,0,39,34,3,0,0,40,3,3,7,46,4,0,49,1378,155,26,22,1576,33,5,37,1615,72,0,1685,214,26,9,3,247,10,3,12,263,53,0,318,3,0,0,3,4,0,0,0,4,0,4,8,1596,180,31,28,1834,38,8,52,1883,127,5,2012,802,93,21,0,916,30,0,30,945,65,0,1013,956,127,13,9,1098,24,3,26,1124,51,0,1172
CED132,740,18,3,17,757,44,0,803,3,0,0,0,7,0,0,0,7,0,4,5,3154,301,26,38,3518,79,13,97,3609,143,4,3762,674,81,3,4,765,20,0,21,784,54,0,836,662,59,8,0,737,13,0,16,747,25,3,774,11,0,0,0,12,0,0,0,12,3,0,19,4,0,0,8,14,0,0,0,14,0,0,16,1360,138,11,13,1525,31,4,33,1558,81,0,1642,21,5,0,0,23,3,0,3,27,0,0,27,24,0,0,0,28,0,0,0,33,0,0,31,42,11,0,0,54,3,0,3,60,0,0,59,1407,150,11,14,1580,35,3,37,1617,81,0,1703,359,41,0,7,404,6,3,10,414,35,0,451,0,0,0,0,0,0,0,0,0,0,3,3,1768,185,11,19,1989,39,5,49,2031,123,10,2162,838,110,7,3,959,34,12,43,1001,68,0,1071,846,87,10,3,951,18,4,23,970,24,3,1000
CED133,560,20,5,29,587,207,0,796,7,0,0,0,10,0,0,0,10,0,12,16,2490,573,58,43,3167,92,29,120,3286,364,22,3672,623,105,6,8,748,8,6,12,761,43,0,810,671,160,14,12,857,14,7,23,882,57,0,947,18,14,3,0,37,0,0,0,36,5,0,38,9,0,0,13,23,3,0,4,25,0,0,30,1325,282,28,36,1670,25,17,42,1714,106,0,1823,5,6,0,0,15,9,0,11,27,3,0,32,17,8,0,0,19,3,3,6,28,4,0,28,20,10,0,0,34,8,7,16,52,11,0,59,1349,295,32,36,1709,38,19,62,1763,117,0,1882,262,68,3,10,344,16,0,20,363,127,0,487,0,0,0,0,4,0,0,0,4,0,8,13,1612,366,33,41,2051,58,18,78,2129,242,4,2385,889,116,8,6,1018,11,6,24,1042,67,0,1110,885,203,18,15,1118,23,3,25,1147,88,0,1228
CED134,453,27,3,31,482,179,3,662,15,0,0,0,14,0,0,0,14,0,19,29,2748,220,71,62,3101,86,14,101,3203,307,21,3537,636,50,3,3,695,9,0,9,704,44,0,751,571,71,12,9,663,17,3,17,682,29,0,705,24,3,5,0,32,0,0,0,32,0,0,32,6,0,0,20,29,0,0,0,29,0,0,29,1238,130,19,34,1419,23,3,22,1446,72,3,1519,21,3,0,0,20,4,0,7,25,12,0,33,14,0,0,0,14,4,0,9,22,3,0,26,29,3,0,0,31,9,0,9,45,11,0,58,1271,133,19,34,1453,29,4,36,1488,88,3,1577,195,24,7,11,245,19,3,21,266,124,0,389,0,0,0,0,4,0,0,0,4,0,9,13,1473,155,30,43,1698,52,7,58,1756,212,8,1976,860,66,4,9,943,15,3,12,959,54,5,1019,668,97,14,19,798,17,0,17,815,46,0,857
