State,DivisionID,DivisionNm,PollingPlaceID,PollingPlaceTypeID,PollingPlaceNm,PremisesNm,PremisesAddress1,PremisesAddress2,PremisesAddress3,PremisesSuburb,PremisesStateAb,PremisesPostCode,Latitude,Longitude
NSW,104,Barton,68,1,Sans Souci,Sans Souci Public School,413 Rocky Point Rd,,,SANS SOUCI,NSW,2219,-33.9951000,151.1300000
NSW,104,Barton,37,1,Sans Souci North,Sans Souci Baptist Church,2 Hillview St,,,SANS SOUCI,NSW,2219,-33.9900000,151.1330000
NSW,104,Barton,33595,2,Special Hospital Team 1,Multiple sites,,,,,NSW,,,
NSW,104,Barton,33765,2,Special Hospital Team 2,Multiple sites,,,,,NSW,,,
NSW,104,Barton,38392,2,Special Hospital Team 3,St George Hospital,Belgrave St,,,KOGARAH,NSW,2217,-33.9659000,151.1340000
NSW,104,Barton,14014,1,Sydney (Barton),Sydney Town Hall,George St,,,SYDNEY,NSW,2000,-33.8730501,151.2064528
NSW,104,Barton,2641,1,Turrella,Cairnsfoot Special School,22 Loftus Street,,,TURRELLA,NSW,2205,-33.9319000,151.1450000
NSW,104,Barton,2673,1,Undercliffe,Undercliffe Public School,143 Bayview Ave,,,EARLWOOD,NSW,2206,-33.9244000,151.1390000
NSW,105,Bennelong,65453,5,BLV Bennelong PPVC,BLV Bennelong,"Level 12, 67 Albert Ave",,,CHATSWOOD,NSW,2067,-33.7981824,151.1818539
NSW,105,Bennelong,33930,1,Boronia Park (Bennelong),Boronia Park Public School,Pittwater Rd,,,HUNTERS HILL,NSW,2110,-33.8212708,151.1352360
NSW,105,Bennelong,634,1,Carlingford (Bennelong),Carlingford Public School,Rickard St,,,CARLINGFORD,NSW,2118,-33.7800229,151.0553219
NSW,105,Bennelong,65177,5,Chatswood BENNELONG PPVC,Sage Building,Level 8,67 Albert Ave,,CHATSWOOD,NSW,2067,-33.7981824,151.1818539
NSW,105,Bennelong,638,1,Denistone,Eastwood Baptist Hall,3 First Ave,,,EASTWOOD,NSW,2122,-33.7924400,151.0835300
NSW,105,Bennelong,639,1,Denistone East,Denistone East Public School,Lovell Rd,,,DENISTONE EAST,NSW,2112,-33.7935000,151.0970000
NSW,105,Bennelong,656,1,Denistone North,Ryde Hospital,Denistone Rd,,,EASTWOOD,NSW,2122,-33.7960028,151.0909419
NSW,105,Bennelong,647,1,Denistone West,Marsden High School,Winbourne St,,,WEST RYDE,NSW,2114,-33.8036000,151.0700000
NSW,105,Bennelong,30096,5,Divisional Office (PREPOLL),Divisional Office,Level 12,67 Albert Avenue,,CHATSWOOD,NSW,2067,-33.7982897,151.1819191
NSW,105,Bennelong,79,1,Eastview,Australian Air League Building,Santa Rosa Park,64 Bridge Rd,,RYDE,NSW,2112,-33.7943477,151.1093080
NSW,105,Bennelong,642,1,Eastwood,Eastwood Public School,Rowe St,,,EASTWOOD,NSW,2122,-33.7928000,151.0780000
NSW,105,Bennelong,80,1,Eastwood Heights,Eastwood Heights Public School,Lincoln St,,,EASTWOOD,NSW,2122,-33.7817000,151.0960000
NSW,105,Bennelong,643,1,Eastwood West,Corrective Services Academy,66 Terry Rd,,,EASTWOOD,NSW,2122,-33.7906000,151.0670000
NSW,105,Bennelong,644,1,Epping,Epping Church of Christ,31 Bridge St,,,EPPING,NSW,2121,-33.7745000,151.0790000
NSW,105,Bennelong,33945,5,Epping BENNELONG PPVC,14 Bridge St,,,,EPPING,NSW,2121,-33.7741802,151.0817992
NSW,105,Bennelong,81,1,Epping East,Epping Public School,Norfolk Rd,,,EPPING,NSW,2121,-33.7684080,151.0871472
NSW,105,Bennelong,645,1,Epping Heights,Epping Heights Public School,128 Kent St,,,EPPING,NSW,2121,-33.7628400,151.0737700
NSW,105,Bennelong,82,1,Epping North,Epping North Public School,Boundary Rd,,,NORTH EPPING,NSW,2121,-33.7576000,151.0960000
NSW,105,Bennelong,11927,1,Epping West,Epping West Public School,96 Carlingford Rd,,,EPPING,NSW,2121,-33.7728471,151.0684506
NSW,105,Bennelong,33783,1,Ermington,Ermington Community Centre,8 River Rd,,,ERMINGTON,NSW,2115,-33.8161262,151.0534399
NSW,105,Bennelong,2252,1,Ermington Central,Rydalmere East Public School,Spurway St,,,ERMINGTON,NSW,2115,-33.8165270,151.0572843
NSW,105,Bennelong,2253,1,Ermington West (Bennelong),Ermington West Public School,Vignes St,,,ERMINGTON,NSW,2115,-33.8061000,151.0580000
NSW,105,Bennelong,84,1,Gladesville (Bennelong),Gladesville Public School,Victoria Rd,,,GLADESVILLE,NSW,2111,-33.8323301,151.1259218
NSW,105,Bennelong,85,1,Gladesville Central,St Andrew's Presbyterian Church,cnr Victoria & Pittwater Rds,,,GLADESVILLE,NSW,2111,-33.8299400,151.1269900
NSW,105,Bennelong,87,1,Gladesville North,Gladesville Scout Hall,cnr Ryde & Westminster Rds,,,GLADESVILLE,NSW,2111,-33.8228000,151.1280000
NSW,105,Bennelong,88,1,Gladesville West,Tennyson Pre-school Kindergarten,15A Stanbury St,,,GLADESVILLE,NSW,2111,-33.8277117,151.1201395
NSW,105,Bennelong,92,1,Kent Road,Kent Road Public School,cnr Herring & Kent Rds,,,MARSFIELD,NSW,2122,-33.7864000,151.1090000
NSW,105,Bennelong,93,1,Kittys Creek,Montessori Pre-School,109 Cressy Rd,,,NORTH RYDE,NSW,2113,-33.8051163,151.1319848
NSW,105,Bennelong,98,1,Macquarie Park,Morling College,120 Herring Rd,,,MACQUARIE PARK,NSW,2113,-33.7797606,151.1149218
NSW,105,Bennelong,99,1,Marsfield,Marsfield Scout Hall,72 Agincourt Rd,,,MARSFIELD,NSW,2122,-33.7826250,151.1031960
NSW,105,Bennelong,75,1,Marsfield North,Epping Boys High School,213 Vimiera Rd,,,MARSFIELD,NSW,2122,-33.7703911,151.0996223
NSW,105,Bennelong,650,1,Meadowbank,Meadowbank TAFE College,See St,,,MEADOWBANK,NSW,2114,-33.8148423,151.0924377
NSW,105,Bennelong,33928,1,Melrose Park,Melrose Park Public School,110 Wharf Rd,,,MELROSE PARK,NSW,2114,-33.8151000,151.0730000
NSW,105,Bennelong,33877,1,Middle Ryde,Ryde Secondary College,5 Malvina St,,,RYDE,NSW,2112,-33.8133913,151.1200494
NSW,105,Bennelong,8869,1,Parkes Street,Ryde TAFE School of Horticulture,Parkes St,,,WEST RYDE,NSW,2114,-33.8085000,151.1000000
NSW,105,Bennelong,102,1,Putney,Putney Public School,193 Morrison Rd,,,PUTNEY,NSW,2112,-33.8249000,151.1110000
NSW,105,Bennelong,33926,1,Roselea,Roselea Public School,449 North Rocks Rd,,,CARLINGFORD,NSW,2118,-33.7654000,151.0530000
NSW,105,Bennelong,654,1,Ryde,Ryde Masonic Hall,142 Blaxland Rd,,,RYDE,NSW,2112,-33.8128000,151.1050000
NSW,105,Bennelong,104,1,Ryde Central,Ryde Baptist Church Hall,cnr Lane Cove Rd & Dobson Cres,,,RYDE,NSW,2112,-33.8060761,151.1117662
NSW,105,Bennelong,105,1,Ryde East,Ryde East Public School,12 Twin Rd,,,NORTH RYDE,NSW,2113,-33.8063669,151.1268905
NSW,105,Bennelong,655,1,Ryde Heights,Meadowbank Public School,Thistle St,,,RYDE,NSW,2112,-33.8178000,151.0980000
NSW,105,Bennelong,106,1,Ryde North,North Ryde Public School,Coxs Rd,,,NORTH RYDE,NSW,2113,-33.7939000,151.1200000
NSW,105,Bennelong,657,1,Ryde South,Evangel Bible Church,17 Douglas St,,,PUTNEY,NSW,2112,-33.8240000,151.1060000
NSW,105,Bennelong,653,1,Ryde View,Royal Rehab Todman Hall,259 Morrison Rd,,,RYDE,NSW,2112,-33.8206739,151.1052190
NSW,105,Bennelong,33596,2,Special Hospital Team 1,Multiple sites,,,,,NSW,,,
NSW,105,Bennelong,58583,2,Special Hospital Team 2,Multiple sites,,,,,NSW,,,
NSW,105,Bennelong,14017,1,Sydney (Bennelong),Sydney Town Hall,George St,,,SYDNEY,NSW,2000,-33.8730501,151.2064528
NSW,105,Bennelong,34349,1,Top Ryde,Ryde Public School,Pope St,,,RYDE,NSW,2112,-33.8118000,151.1080000
NSW,105,Bennelong,107,1,Truscott,Truscott Street Public School,Truscott St,,,NORTH RYDE,NSW,2113,-33.7947000,151.1300000
NSW,105,Bennelong,660,1,Water Tanks,Ryde Congregational Church,327 Blaxland Rd,,,RYDE,NSW,2112,-33.8039765,151.1033893
NSW,105,Bennelong,661,1,West Ryde,West Ryde Public School,6 Endeavour St,,,WEST RYDE,NSW,2114,-33.8087000,151.0850000
NSW,106,Berowra,1822,1,Annangrove (Berowra),Annangrove Public School,185 Annangrove Rd,,,ANNANGROVE,NSW,2156,-33.6687322,150.9522275
NSW,106,Berowra,1823,1,Arcadia,Arcadia Public School,140 Arcadia Rd,,,ARCADIA,NSW,2159,-33.6231223,151.0520461
NSW,106,Berowra,43686,1,Asquith (Berowra),Asquith Public School,Dudley St,,,ASQUITH,NSW,2077,-33.6855000,151.1120000
NSW,106,Berowra,632,1,Beecroft,Beecroft Public School,90-98 Beecroft Rd,,,BEECROFT,NSW,2119,-33.7523233,151.0651663
NSW,106,Berowra,117,1,Berowra,Berowra Public School,Hillcrest Rd,,,BEROWRA,NSW,2081,-33.6181000,151.1470000
NSW,106,Berowra,118,1,Berowra Heights,Wideview Public School,Wideview Rd,,,BEROWRA HEIGHTS,NSW,2082,-33.6094008,151.1427318
NSW,106,Berowra,1828,1,Berowra Waters,Fish Cafe,199 Bay Rd,,,BEROWRA WATERS,NSW,2082,-33.5995109,151.1204538
NSW,106,Berowra,65454,5,BLV Berowra PPVC,BLV Berowra,"Level 12, 67 Albert Ave",,,CHATSWOOD,NSW,2067,-33.7981824,151.1818539
NSW,106,Berowra,120,1,Brooklyn,Brooklyn Public School,106 Brooklyn Rd,,,BROOKLYN,NSW,2083,-33.5481300,151.2153800
NSW,106,Berowra,58669,5,Castle Hill BEROWRA PPVC,Industrial Unit,6 Hoyle Ave,,,CASTLE HILL,NSW,2154,-33.7309994,151.0079324
NSW,106,Berowra,637,1,Cheltenham,Cheltenham Girls High School,The Promenade,,,CHELTENHAM,NSW,2119,-33.7578000,151.0740000
NSW,106,Berowra,11928,1,Cherrybrook,Cherrybrook Public School,131 New Line Rd,,,CHERRYBROOK,NSW,2126,-33.7314000,151.0420000
NSW,106,Berowra,34004,1,Cherrybrook Central,Cherrybrook Girl Guides Hall,cnr Shepherds Dr & Macquarie Dr,,,CHERRYBROOK,NSW,2126,-33.7205638,151.0459716
NSW,106,Berowra,1852,1,Cherrybrook North,Cherrybrook Technology High School,28-44 Purchase Rd,,,CHERRYBROOK,NSW,2126,-33.7190356,151.0376017
NSW,106,Berowra,11929,1,Cherrybrook South,West Pennant Hills Scout Hall,Wilga St,,,WEST PENNANT HILLS,NSW,2125,-33.7382005,151.0503745
NSW,106,Berowra,121,1,Cowan,Cowan Public School,Chandler Ave,,,COWAN,NSW,2081,-33.5885000,151.1690000
NSW,106,Berowra,122,1,Dangar Island,Dangar Island Community Centre Hall,15 Neotsfield Ave,,,DANGAR ISLAND,NSW,2083,-33.5371646,151.2411149
NSW,106,Berowra,30097,5,Divisional Office (PREPOLL),Divisional Office,Level 12,67 Albert Avenue,,CHATSWOOD,NSW,2067,-33.7982897,151.1819191
NSW,106,Berowra,11930,1,Dural,Dural Public School,622 Old Northern Rd,,,DURAL,NSW,2158,-33.6857000,151.0260000
NSW,106,Berowra,65184,5,Epping BEROWRA PPVC,14 Bridge St,,,,EPPING,NSW,2121,,
NSW,106,Berowra,11971,1,Eurambie Park (Berowra),Eurambie Park Child Care Centre,41 Coonara Ave,,,WEST PENNANT HILLS,NSW,2125,-33.7447000,151.0300000
NSW,106,Berowra,1836,1,Galston,Galston Public School,School Rd,,,GALSTON,NSW,2159,-33.6480000,151.0450000
NSW,106,Berowra,1838,1,Glenhaven,Glenhaven Public School,Glenhaven Rd,,,GLENHAVEN,NSW,2156,-33.7010000,151.0040000
NSW,106,Berowra,1839,1,Glenorie,Glenorie Public School,1731 Old Northern Rd,,,GLENORIE,NSW,2157,-33.5987000,151.0080000
NSW,106,Berowra,65183,5,Gordon BEROWRA PPVC,Gordon Centre,"Level 2, 802-808 Pacific Hwy",,,GORDON,NSW,2072,,
NSW,106,Berowra,1831,1,Hillside Central,Hillside Public School,122 Cattai Ridge Rd,,,GLENORIE,NSW,2157,-33.6054902,150.9788283
NSW,106,Berowra,123,1,Hornsby (Berowra),Hornsby TAFE College,205 Pacific Hwy,,,HORNSBY,NSW,2077,-33.7000000,151.0970000
NSW,106,Berowra,58578,5,Hornsby BEROWRA PPVC,141 Pacific Hwy,,,,HORNSBY,NSW,2077,-33.7043094,151.0974229
NSW,106,Berowra,43688,1,Hornsby Central (Berowra),Hornsby Girls High School,Edgeworth David Ave,,,HORNSBY,NSW,2077,-33.7064000,151.1020000
NSW,106,Berowra,124,1,Hornsby Heights,Hornsby Heights Public School,8 Somerville Rd,,,HORNSBY HEIGHTS,NSW,2077,-33.6701870,151.0966482
NSW,106,Berowra,126,1,Hornsby North,Hornsby North Public School,Ida St,,,HORNSBY,NSW,2077,-33.6833000,151.0980000
NSW,106,Berowra,134,1,Hornsby South,Hornsby South Public School,Clarke Rd,,,HORNSBY,NSW,2077,-33.7127637,151.0955118
NSW,106,Berowra,128,1,Hornsby West,Hornsby War Memorial Hall,2 High St,,,HORNSBY,NSW,2077,-33.7044600,151.0971220
NSW,106,Berowra,1842,1,Kenthurst,Kenthurst Public School,111 Kenthurst Rd,,,KENTHURST,NSW,2156,-33.6654000,151.0040000
NSW,106,Berowra,1788,1,Maroota,Maroota Public School,Old Northern Rd,,,MAROOTA,NSW,2756,-33.4593500,150.9944600
NSW,106,Berowra,1789,1,Maroota South,South Maroota Hall,Wisemans Ferry Rd,,,SOUTH MAROOTA,NSW,2756,-33.5234000,150.9440000
NSW,106,Berowra,1846,1,Middle Dural,Middle Dural Public School,1251 Old Northern Road,,,MIDDLE DURAL,NSW,2158,-33.6444000,151.0230000
NSW,106,Berowra,131,1,Mount Colah,Mount Colah Public School,Telopea St,,,MOUNT COLAH,NSW,2079,-33.6726000,151.1170000
NSW,106,Berowra,132,1,Mount Kuring-Gai,Mount Kuring-Gai Public School,Leeming St,,,MOUNT KURING-GAI,NSW,2080,-33.6575000,151.1360000
NSW,106,Berowra,1850,1,Murray Farm,Murray Farm Public School,Tracey Ave,,,CARLINGFORD,NSW,2118,-33.7658000,151.0390000
NSW,106,Berowra,56575,1,Normanhurst (Berowra),Normanhurst Public School,Normanhurst Rd,,,NORMANHURST,NSW,2076,-33.7237000,151.0980000
NSW,106,Berowra,135,1,Normanhurst West,Normanhurst West Public School,Dartford Rd,,,THORNLEIGH,NSW,2120,-33.7217700,151.0880800
NSW,106,Berowra,33781,1,Oakhill Drive (Berowra),Oakhill Drive Public School,1-5 Oakhill Drive,,,CASTLE HILL,NSW,2154,-33.7215140,151.0232634
NSW,106,Berowra,136,1,Pennant Hills,Pennant Hills High School,Laurence St,,,PENNANT HILLS,NSW,2120,-33.7328992,151.0614421
NSW,106,Berowra,56586,1,Samuel Gilbert (Berowra),Samuel Gilbert Public School,cnr Ridgecrop Dr & Gilbert Rd,,,CASTLE HILL,NSW,2154,-33.7142000,150.9930000
NSW,106,Berowra,33598,2,Special Hospital Team 1,Multiple sites,,,,,NSW,,,
NSW,106,Berowra,14020,1,Sydney (Berowra),Sydney Town Hall,George St,,,SYDNEY,NSW,2000,-33.8730501,151.2064528
NSW,106,Berowra,1855,1,Thompsons Corner,West Pennant Hills Public School,Church St,,,WEST PENNANT HILLS,NSW,2125,-33.7459033,151.0501363
NSW,106,Berowra,56576,1,Thornleigh (Berowra),Chinese & Aust Baptist Church,235 Pennant Hills Rd,,,THORNLEIGH,NSW,2120,-33.7282000,151.0850000
NSW,106,Berowra,148,1,Westleigh,Thornleigh West Public School,Giblett Ave,,,THORNLEIGH,NSW,2120,-33.7242000,151.0720000
NSW,106,Berowra,33118,1,West Pennant Hills (Berowra),West Pennant Hills Valley Community Centre,42A Hill Rd,,,WEST PENNANT HILLS,NSW,2125,-33.7477183,151.0270559
NSW,106,Berowra,33800,1,Wisemans Ferry,Wisemans Ferry Public School,Old Northern Rd,,,WISEMANS FERRY,NSW,2775,-33.3954535,150.9849427
NSW,107,Blaxland,2366,1,Auburn East (Blaxland),St Joseph the Worker Hall,cnr Wellington Rd and Renshaw Ave,,,AUBURN,NSW,2144,-33.8652000,151.0250000
NSW,107,Blaxland,56664,1,Auburn West (Blaxland),Auburn West Public School,cnr Chiswick & Chisholm Rds,,,AUBURN,NSW,2144,-33.8603000,151.0200000
NSW,107,Blaxland,31455,1,Bankstown (Blaxland),Bankstown Public School,cnr Restwell St & McDonald Lane,,,BANKSTOWN,NSW,2200,-33.9209000,151.0340000
NSW,107,Blaxland,33854,5,Bankstown BLAXLAND PPVC,Women's Rest Centre,80 North Tce,,,BANKSTOWN,NSW,2200,-33.9174263,151.0345525
NSW,107,Blaxland,155,1,Bankstown Central (Blaxland),Bankstown Senior Citizens Centre,7 West Tce,,,BANKSTOWN,NSW,2200,-33.9192700,151.0366200
NSW,107,Blaxland,154,1,Bankstown East,St Paul's Church,459 Chapel Rd,,,BANKSTOWN,NSW,2200,-33.9133000,151.0350000
NSW,107,Blaxland,157,1,Bankstown North,Bankstown North Public School,cnr 322 Hume Hwy & Beresford Ave,,,BANKSTOWN,NSW,2200,-33.9054791,151.0386724
NSW,107,Blaxland,56630,1,Bankstown South (Blaxland),Bankstown South Infants School,18 Stacey St Sth,,,BANKSTOWN,NSW,2200,-33.9309294,151.0385816
NSW,107,Blaxland,177,1,Bankstown West,Bankstown West Public School,141 William St,,,BANKSTOWN,NSW,2200,-33.9164000,151.0200000
NSW,107,Blaxland,159,1,Bass Hill,Bass Hill Public School,Horton St,,,BASS HILL,NSW,2197,-33.9047000,151.0060000
NSW,107,Blaxland,162,1,Bass Hill West,Bass High School,cnr Hume Hwy & Arundle Rd,,,BASS HILL,NSW,2197,-33.8996000,150.9900000
NSW,107,Blaxland,2370,1,Berala (Blaxland),Berala Public School,cnr Harrow Rd & Clarke St,,,BERALA,NSW,2141,-33.8705000,151.0280000
NSW,107,Blaxland,2383,1,Berala South,"Jubilee Hall, St Peter Chanel Catholic Church",62 Kingsland Rd,,,BERALA,NSW,2141,-33.8783000,151.0290000
NSW,107,Blaxland,2371,1,Birrong,Birrong Public School,132 Auburn Rd,,,BIRRONG,NSW,2143,-33.8958000,151.0200000
NSW,107,Blaxland,2373,1,Blaxcell (Blaxland),Blaxcell Street Public School,cnr Blaxcell St & Guildford Rd,,,SOUTH GRANVILLE,NSW,2142,-33.8579000,151.0070000
NSW,107,Blaxland,65523,5,BLV Blaxland PPVC,BLV Blaxland,"Level 6,2 Meredith Street",,,BANKSTOWN,NSW,2200,,
NSW,107,Blaxland,2375,1,Chester Hill,Chester Hill Community Hall,cnr Wellington Rd & Chester Hill Rd,,,CHESTER HILL,NSW,2162,-33.8847939,151.0008561
NSW,107,Blaxland,160,1,Chester Hill Central,St John Mark's Anglican Church,125 Proctor Pde,,,CHESTER HILL,NSW,2162,-33.8873000,151.0010000
NSW,107,Blaxland,2376,1,Chester Hill North,Chester Hill High School,Miller Rd,,,CHESTER HILL,NSW,2162,-33.8737000,150.9960000
NSW,107,Blaxland,167,1,Condell Park,Condell Park Public School,Augusta St,,,CONDELL PARK,NSW,2200,-33.9255000,151.0130000
NSW,107,Blaxland,33117,1,Condell Park North,St Clement's Anglican Church,195 Edgar St,,,CONDELL PARK,NSW,2200,-33.9228609,151.0129563
NSW,107,Blaxland,168,1,Condell Park South,Bankstown Senior College,Eldridge Rd,,,BANKSTOWN,NSW,2200,-33.9311050,151.0216557
NSW,107,Blaxland,47792,1,Condell Park West,Condell Park High School,Third Ave,,,CONDELL PARK,NSW,2200,-33.9236060,151.0029720
NSW,107,Blaxland,30098,5,Divisional Office (PREPOLL),Divisional Office,Level 6,2 Meredith Street,,BANKSTOWN,NSW,2200,-33.9168020,151.0308990
NSW,107,Blaxland,65264,5,Fairfield BLAXLAND PPVC,Neeta City Shopping Centre,"Shop H2B, Level 1",54 Smart St,,FAIRFIELD,NSW,2165,-33.8681563,150.9560517
NSW,107,Blaxland,43752,1,Fairfield East (Blaxland),Fairfield City Leisure Centre,Vine St,,,FAIRFIELD,NSW,2165,-33.8751000,150.9610000
NSW,107,Blaxland,56666,1,Fowler Road (Blaxland),Merrylands Public School,Fowler Rd,,,MERRYLANDS,NSW,2160,-33.8409000,150.9760000
NSW,107,Blaxland,169,1,Georges Hall,Georges Hall Public School,Pennington Ave,,,GEORGES HALL,NSW,2198,-33.9120805,150.9925655
NSW,107,Blaxland,46624,1,Granville East (Blaxland),Granville East Public School,210 The Trongate,,,SOUTH GRANVILLE,NSW,2142,-33.8481385,151.0106418
NSW,107,Blaxland,2380,1,Granville South (Blaxland),Granville South Public School,cnr Woodville Rd,& Oxford St,,GUILDFORD,NSW,2161,-33.8488183,150.9961068
NSW,107,Blaxland,2381,1,Guildford,Guildford Public School,Apia St,,,GUILDFORD,NSW,2161,-33.8553985,150.9813992
NSW,107,Blaxland,2382,1,Guildford East,St Mary's Anglican Church Hall,2 Bolton St,,,GUILDFORD,NSW,2161,-33.8546727,150.9884935
NSW,107,Blaxland,2390,1,Guildford South,Granville South Creative and Performing Arts High School,Rowley St,,,GUILDFORD,NSW,2161,-33.8608949,150.9962856
NSW,107,Blaxland,2345,1,Guildford West,Guildford West Public School,23-51 Palmer St,,,GUILDFORD WEST,NSW,2161,-33.8471000,150.9670000
NSW,107,Blaxland,65744,5,Lidcombe BLAXLAND PPVC,Lidcombe Centre for the Community,6 Taylor Street,,,LIDCOMBE,NSW,2141,-33.8654090,151.0445030
NSW,107,Blaxland,56671,1,Merrylands (Blaxland),"St Thomas Hall, Merrylands",Farnell St,,,MERRYLANDS,NSW,2160,-33.8433000,150.9990000
NSW,107,Blaxland,2391,1,Regents Park,Regents Park Public School,cnr Auburn Rd & Bagdad St,,,REGENTS PARK,NSW,2143,-33.8857110,151.0233680
NSW,107,Blaxland,2393,1,Sefton,Immaculate Heart of Mary School,30 Proctor Pde,,,SEFTON,NSW,2162,-33.8872000,151.0090000
NSW,107,Blaxland,33600,2,Special Hospital Team 1,Multiple sites,,,,,NSW,,,
NSW,107,Blaxland,32339,1,Sydney (Blaxland),Sydney Town Hall,George St,,,SYDNEY,NSW,2000,-33.8730501,151.2064528
NSW,107,Blaxland,2358,1,Villawood,Carramar Public School,cnr The Horsley Dr & Denison St,,,VILLAWOOD,NSW,2163,-33.8854807,150.9698132
NSW,107,Blaxland,2396,1,Villawood East,Villawood East Public School,Lowana St,,,VILLAWOOD,NSW,2163,-33.8895000,150.9860000
NSW,107,Blaxland,2359,1,Villawood North,Villawood North Public School,Bligh St,,,VILLAWOOD,NSW,2163,-33.8766000,150.9720000
NSW,107,Blaxland,180,1,Yagoona,Yagoona Senior Citizens Centre,"Gazzard Park, Cooper Rd",,,YAGOONA,NSW,2199,-33.9056000,151.0250000
NSW,107,Blaxland,182,1,Yagoona West,St Mark's Church Yagoona,213 Auburn Rd,,,YAGOONA,NSW,2199,-33.9064000,151.0210000
NSW,107,Blaxland,2362,1,Yennora,Yennora Public School,6-12 Ellis Pde,,,YENNORA,NSW,2161,-33.8670000,150.9710000
NSW,108,Bradfield,115,1,Asquith (Bradfield),Asquith Public School,Dudley St,,,ASQUITH,NSW,2077,-33.6855000,151.1120000
NSW,108,Bradfield,65455,5,BLV Bradfield PPVC,BLV Bradfield,"Level 12, 67 Albert Ave",,,CHATSWOOD,NSW,2067,-33.7981824,151.1818539
NSW,108,Bradfield,119,1,Bowden Brae,Bowden Brae Retirement Village,40 Pennant Hills Rd,,,NORMANHURST,NSW,2076,-33.7214000,151.1030000
NSW,108,Bradfield,58723,5,Chatswood BRADFIELD PPVC,Sage Building,Level 8,67 Albert Ave,,CHATSWOOD,NSW,2067,-33.7982897,151.1819191
NSW,108,Bradfield,2015,1,Chatswood North,Chatswood Guide Hall,Anglo St,,,CHATSWOOD,NSW,2067,-33.7944700,151.1751900
NSW,108,Bradfield,56721,1,Chatswood West (Bradfield),Chatswood Public School,Pacific Hwy,,,CHATSWOOD,NSW,2067,-33.7983058,151.1781717
NSW,108,Bradfield,30099,5,Divisional Office (PREPOLL),Divisional Office,Level 12,67 Albert Avenue,,CHATSWOOD,NSW,2067,-33.7982897,151.1819191
NSW,108,Bradfield,194,1,Gordon,St John's Anglican Church Hall,754 Pacific Hwy,,,GORDON,NSW,2072,-33.7567900,151.1525100
NSW,108,Bradfield,33948,5,Gordon BRADFIELD PPVC,Gordon Centre,"Level 2, 802-808 Pacific Hwy",,,GORDON,NSW,2072,-33.7549856,151.1523454
NSW,108,Bradfield,195,1,Gordon East,Gordon East Public School,Rosedale Rd,,,GORDON,NSW,2072,-33.7459209,151.1574345
NSW,108,Bradfield,196,1,Gordon West,Gordon West Public School,Ryde Rd,,,WEST PYMBLE,NSW,2073,-33.7601000,151.1390000
NSW,108,Bradfield,43833,1,Hornsby (Bradfield),Hornsby TAFE College,205 Pacific Hwy,,,HORNSBY,NSW,2077,-33.7000000,151.0970000
NSW,108,Bradfield,65110,5,Hornsby BRADFIELD PPVC,141 Pacific Hwy,,,,HORNSBY,NSW,2077,,
NSW,108,Bradfield,127,1,Hornsby Central (Bradfield),Hornsby Girls High School,Edgeworth David Ave,,,HORNSBY,NSW,2077,-33.7064000,151.1020000
NSW,108,Bradfield,33771,1,Hornsby East,Hornsby Youth & Family Community Centre,cnr Muriel and Burdett Sts,,,HORNSBY,NSW,2077,-33.7031000,151.1031200
NSW,108,Bradfield,198,1,Killara,St Martin's Anglican Church Hall,9b Arnold St,,,KILLARA,NSW,2071,-33.7662135,151.1645279
NSW,108,Bradfield,199,1,Killara East,Killara High School,Koola Ave,,,KILLARA,NSW,2071,-33.7560824,151.1740076
NSW,108,Bradfield,129,1,Kissing Point,Turramurra High School,104 Maxwell St,,,SOUTH TURRAMURRA,NSW,2074,-33.7565262,151.1131977
